player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Dru Prox,23093,LB,UTSA,1,0,0,331,59.6,0,0,0,6.7,,0,0,,0,15,1,0,0,59.6,0,0,0,20.0,,0,,0,5,1,0
Colby Reeder,30285,LB,IOWA STATE,1,0,0,193,64.6,0,0,2,17.6,0.0,0,0,0.0,0,17,3,0,0,66.1,0,0,1,40.0,0.0,0,0.0,0,5,2,0
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,254,56.8,0,0,3,30.0,0.0,0,0,0.0,0,10,3,0,0,59.2,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Jordan Carmouche,39951,LB,ARK STATE,1,0,0,113,52.6,0,0,6,15.8,0.0,0,0,0.0,0,38,6,0,0,53.2,0,0,5,35.7,0.0,0,0.0,0,14,5,0
Bricen Garner,42520,S,W MICHIGAN,1,0,0,347,58.7,0,1,1,5.6,0.0,0,0,50.0,0,18,1,1,0,,0,0,0,0.0,,0,,0,5,0,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,146,53.1,0,2,14,44.4,0.0,0,0,7.1,0,36,16,2,0,53.8,0,0,5,60.0,0.0,0,0.0,0,10,6,0
Anthony Watts,42807,DI,MARSHALL,1,0,0,214,55.5,0,1,19,87.0,5.3,1,0,2.6,0,23,20,1,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Ryan McWood,43189,LB,MIAMI OH,1,0,0,221,52.3,0,1,8,21.6,12.5,1,0,6.3,0,37,8,1,0,54.4,0,1,5,22.7,20.0,1,10.0,0,22,5,1
Jon-Michael Terry,43635,LB,TULSA,1,0,1,320,55.0,0,2,7,14.6,0.0,0,1,14.3,0,48,7,2,0,57.2,0,0,2,28.6,0.0,0,0.0,0,7,2,0
Tyrone Hopper,43714,ED,MISSOURI,1,0,0,229,57.3,0,0,5,100.0,0.0,0,1,0.0,0,5,5,0,0,59.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Sione Tupou,44093,LB,TEXAS ST,1,0,0,314,67.3,0,1,8,22.5,12.5,1,0,18.8,1,40,9,2,0,61.2,0,1,7,63.6,14.3,1,7.1,0,11,7,1
