player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
James Camden,53418,LB,W MICHIGAN,1,0,0,347,70.1,0,0,3,20.0,0.0,0,0,33.3,1,15,3,1,0,,0,0,0,0.0,,0,,0,6,0,0
Mister Williams,70521,LB,S DIEGO ST,1,0,0,284,59.7,0,1,1,14.3,0.0,0,0,50.0,0,7,1,1,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tate Romney,70946,LB,ARIZONA ST,1,0,0,110,59.4,0,0,0,9.1,,0,0,,0,11,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Domani Jackson,71370,CB,ALABAMA,1,0,0,103,60.0,0,0,1,3.8,0.0,0,0,0.0,0,26,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Keanu Tanuvasa,71398,DI,BYU,1,0,0,128,64.7,0,1,13,100.0,15.4,2,0,3.8,0,14,14,1,0,61.8,0,1,4,100.0,25.0,1,12.5,0,5,5,1
Solomone Langi,72318,DI,S JOSE ST,1,0,0,285,64.5,0,0,6,87.5,0.0,0,0,16.7,1,8,7,1,0,58.8,0,0,2,66.7,0.0,0,0.0,0,3,2,0
Raider Damuni,72338,S,BYU,1,0,0,128,59.2,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,66.7,1,2,8,32.1,25.0,2,1,18.8,0,28,9,3,0,78.0,0,1,3,42.9,66.7,2,16.7,0,7,3,1
Trent Whalen,73609,LB,ARKANSAS,1,0,0,111,55.6,1,1,3,42.9,0.0,0,0,33.3,0,7,3,2,0,,0,0,0,,,0,,0,0,0,0
Bam Booker,76122,ED,BOWL GREEN,1,0,0,122,56.0,0,0,11,100.0,0.0,0,0,0.0,0,12,12,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Kalib Perry,86267,LB,LOUISVILLE,1,0,0,210,55.6,0,1,5,29.4,0.0,0,0,10.0,0,17,5,1,0,55.9,0,0,4,30.8,0.0,0,0.0,0,13,4,0
David Reese,90079,ED,SYRACUSE,1,0,0,304,60.5,0,0,21,95.8,0.0,0,0,4.8,1,24,23,1,0,68.3,0,0,5,100.0,0.0,0,20.0,1,6,6,1
Chance Tucker,90524,CB,NOTRE DAME,1,0,0,258,55.4,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Jett Elad,97543,S,RUTGERS,1,0,0,278,60.0,0,0,1,2.2,0.0,0,0,0.0,0,45,1,0,0,,0,0,0,0.0,,0,,0,15,0,0
Zaylin Wood,97761,DI,VANDERBILT,1,0,0,333,59.4,0,0,17,94.4,5.9,1,0,0.0,0,18,17,0,0,56.3,0,0,5,83.3,0.0,0,0.0,0,6,5,0
Shammond Cooper,97918,LB,AKRON,1,0,0,102,71.2,1,0,5,22.7,20.0,1,0,10.0,0,22,5,1,0,67.3,0,0,2,28.6,50.0,1,0.0,0,7,2,0
Anthonie Cooper,97970,DI,ARIZONA ST,1,0,0,110,65.7,0,0,14,100.0,0.0,0,0,0.0,0,15,15,0,0,70.0,0,0,8,100.0,0.0,0,0.0,0,9,9,0
Richie Hagarty,98121,ED,NWESTERN,1,0,0,256,59.2,0,2,21,91.7,9.5,2,1,4.8,0,24,22,2,0,59.6,0,1,10,100.0,10.0,1,5.0,0,10,10,1
Immanuel Hickman Sr.,98192,DI,VA TECH,1,0,0,337,57.0,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,57.6,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Zukudo Igwenagu,98305,ED,UMASS,1,0,0,216,56.5,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jalen Catalon,98867,S,MISSOURI,1,0,0,229,60.0,0,1,1,10.0,0.0,0,0,50.0,0,10,1,1,0,,0,0,0,0.0,,0,,0,3,0,0
Isaiah Gibson Sr.,98952,DI,SO MISS,1,0,0,296,55.3,0,1,14,100.0,0.0,0,0,3.6,0,14,14,1,0,57.4,0,1,3,100.0,0.0,0,16.7,0,3,3,1
Brandon Mack II,99105,ED,HOUSTON,1,0,0,182,59.3,0,0,21,72.4,4.8,1,1,4.8,1,29,21,1,0,62.2,0,0,12,92.3,8.3,1,8.3,1,13,12,1
Will Jones II,99276,S,N TEXAS,1,0,0,251,60.0,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Nate Temple,99726,ED,PITTSBURGH,1,0,0,268,53.3,1,0,12,100.0,0.0,0,0,4.2,0,12,12,1,0,57.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ben Smiley,99845,ED,UCONN,1,0,0,146,58.5,1,2,13,92.9,7.7,1,0,11.5,0,14,13,3,0,54.3,0,1,6,100.0,0.0,0,8.3,0,6,6,1
Blaine Spires,100324,ED,PITTSBURGH,1,0,0,268,65.0,0,1,19,100.0,10.5,2,0,7.9,1,20,20,2,0,54.7,0,1,5,100.0,0.0,0,10.0,0,5,5,1
Siale Taupaki,100432,DI,UCLA,1,0,0,324,56.9,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,57.3,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Stephon Wright,100437,DI,UCONN,1,0,0,146,59.4,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Levani Damuni,100457,LB,UTAH,1,0,0,328,57.4,0,0,1,40.0,0.0,0,0,0.0,0,5,2,0,0,58.9,0,0,0,100.0,,0,,0,1,1,0
Sitiveni Havili Kaufusi,100595,DI,OKLA STATE,1,0,0,262,48.4,0,1,11,100.0,0.0,0,0,4.5,0,11,11,1,0,56.6,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Naki Fahina,101179,DI,UTAH ST,1,0,0,329,57.7,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,59.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jalen Hunt,101456,ED,CINCINNATI,1,0,0,138,56.6,0,2,25,100.0,8.0,2,0,4.0,0,27,27,2,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
