player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
James Camden,53418,LB,W MICHIGAN,1,0,0,347,65.6,0,0,2,10.5,50.0,1,0,0.0,0,19,2,0,0,64.3,0,0,1,11.1,100.0,1,0.0,0,9,1,0
Mister Williams,70521,LB,S DIEGO ST,1,0,0,284,59.3,0,0,2,7.1,0.0,0,0,0.0,0,28,2,0,0,,0,0,0,0.0,,0,,0,10,0,0
Ben Florentine,70644,DI,WYOMING,1,0,0,351,61.6,1,1,43,97.8,9.3,4,0,4.7,1,45,44,3,0,57.9,1,0,15,100.0,6.7,1,3.3,0,15,15,1
Korey Foreman,70831,ED,FRESNO ST,1,0,0,169,66.4,0,2,9,100.0,33.3,3,0,11.1,0,9,9,2,0,65.1,0,2,3,100.0,66.7,2,33.3,0,3,3,2
Calvin Pitcher,70877,LB,UAB,1,0,0,321,60.0,0,0,1,14.3,0.0,0,0,0.0,0,7,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
Tate Romney,70946,LB,ARIZONA ST,1,0,0,110,57.1,0,0,1,33.3,0.0,0,1,0.0,0,6,2,0,0,59.2,0,0,0,50.0,,0,,0,2,1,0
Keanu Tanuvasa,71398,DI,BYU,1,0,0,128,63.0,0,0,7,100.0,0.0,0,1,0.0,0,8,8,0,0,65.0,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Solomone Langi,72318,DI,S JOSE ST,1,0,0,285,57.6,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,59.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jadon Pearson,72538,LB,FRESNO ST,1,0,0,169,59.9,0,0,1,5.6,0.0,0,0,0.0,0,18,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,69.8,2,1,6,28.6,0.0,0,0,25.0,0,21,6,3,0,77.0,2,1,3,33.3,0.0,0,50.0,0,9,3,3
Aneesh Vyas,75285,DI,WYOMING,1,0,0,351,52.9,0,0,24,100.0,0.0,0,0,0.0,0,26,26,0,0,53.9,0,0,10,100.0,0.0,0,0.0,0,11,11,0
Bam Booker,76122,ED,BOWL GREEN,1,0,0,122,61.3,0,1,20,100.0,10.0,2,0,2.5,0,21,21,1,0,55.8,0,0,7,100.0,0.0,0,0.0,0,8,8,0
Moroni Anae,81437,LB,UTAH,1,1,0,328,67.5,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,59.4,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Brendon Harris,83446,S,MIDDLE TN,1,0,0,224,59.5,0,0,1,3.2,0.0,0,0,0.0,0,31,1,0,0,59.5,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Gracen Halton,85774,DI,OKLAHOMA,1,0,0,261,68.9,0,4,19,100.0,15.8,3,0,10.5,0,19,19,4,0,64.4,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Jalil Tucker,86578,CB,OREGON ST,1,0,0,265,56.9,0,0,2,10.0,0.0,0,0,0.0,0,30,3,0,0,,0,0,0,0.0,,0,,0,8,0,0
Ose Egbase,90529,ED,UNLV,1,0,0,325,58.0,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jett Elad,97543,S,RUTGERS,1,0,0,278,60.0,0,0,1,3.1,0.0,0,0,0.0,0,32,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
Shammond Cooper,97918,LB,AKRON,1,0,0,102,59.3,0,1,2,9.5,0.0,0,0,25.0,0,21,2,1,0,,0,0,0,0.0,,0,,0,6,0,0
Jalar Holley,97977,DI,CHARLOTTE,1,0,0,136,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Richie Hagarty,98121,ED,NWESTERN,1,0,0,256,62.1,0,0,8,80.0,0.0,0,0,0.0,0,10,8,0,0,64.0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Immanuel Hickman Sr.,98192,DI,VA TECH,1,0,0,337,57.2,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,,0,0,0,,,0,,0,0,0,0
Quindarius Dunnigan,98193,ED,MICH STATE,1,0,0,223,66.7,0,1,10,100.0,20.0,2,0,15.0,1,11,11,2,0,69.4,0,1,6,100.0,33.3,2,25.0,1,6,6,2
Zukudo Igwenagu,98305,ED,UMASS,1,0,0,216,55.6,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,57.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jalen Catalon,98867,S,MISSOURI,1,0,0,229,65.4,0,0,2,6.5,50.0,1,0,0.0,0,31,2,0,0,65.4,0,0,2,13.3,50.0,1,0.0,0,15,2,0
Isaiah Gibson Sr.,98952,DI,SO MISS,1,0,0,296,67.7,0,1,26,100.0,3.8,1,0,1.9,0,26,26,1,0,56.4,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Brandon Mack II,99105,ED,HOUSTON,1,0,0,182,54.3,0,0,7,80.0,0.0,0,0,0.0,0,10,8,0,0,57.6,0,0,1,66.7,0.0,0,0.0,0,3,2,0
Nate Temple,99726,ED,PITTSBURGH,1,0,0,268,56.1,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,59.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jordan Huff,99745,S,GA STATE,1,0,0,175,60.0,0,0,1,4.3,0.0,0,0,0.0,0,23,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
Rico Watson III,99809,ED,USF,1,0,0,327,56.1,0,1,20,68.6,5.0,1,0,2.5,0,35,24,1,0,53.7,0,0,6,57.1,0.0,0,0.0,0,14,8,0
Siale Taupaki,100432,DI,UCLA,1,0,0,324,63.2,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,66.7,0,0,2,100.0,0.0,0,0.0,0,2,2,0
De'Jon Benton,100445,DI,HAWAII,1,0,0,180,68.1,2,2,37,100.0,16.2,6,1,8.1,1,41,41,5,0,66.4,1,2,13,100.0,30.8,4,11.5,0,15,15,3
Levani Damuni,100457,LB,UTAH,1,0,0,328,71.1,0,1,7,46.7,14.3,1,0,35.7,2,15,7,3,0,73.6,0,0,5,50.0,20.0,1,40.0,2,10,5,2
Sitiveni Havili Kaufusi,100595,DI,OKLA STATE,1,0,0,262,71.4,0,0,18,100.0,27.8,5,0,0.0,0,20,20,0,0,73.3,0,0,6,100.0,50.0,3,0.0,0,7,7,0
Naki Fahina,101179,DI,UTAH ST,1,0,0,329,55.4,0,0,21,95.5,0.0,0,0,0.0,0,22,21,0,0,56.1,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Javin Wright,101373,LB,NEBRASKA,1,0,0,238,56.6,0,0,3,7.5,0.0,0,0,0.0,0,40,3,0,0,56.9,0,0,2,8.7,0.0,0,0.0,0,23,2,0
Jalen Hunt,101456,ED,CINCINNATI,1,0,0,138,57.9,1,4,32,100.0,9.4,3,0,7.8,0,35,35,5,0,62.2,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Tate Hallock,101668,S,W MICHIGAN,1,0,0,347,68.5,0,1,4,15.4,25.0,1,0,12.5,0,26,4,1,0,59.6,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Rushawn Lawrence,101911,DI,MINNESOTA,1,0,0,225,61.5,0,2,18,100.0,5.6,1,0,5.6,0,21,21,2,0,67.1,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Brendan Harrington,102848,LB,GA SOUTHRN,1,0,0,174,59.4,0,0,1,3.2,0.0,0,0,0.0,0,31,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Logan Lutui,103655,ED,BYU,1,0,0,128,56.5,0,1,20,87.5,0.0,0,2,2.5,0,24,21,1,0,57.5,0,1,10,91.7,0.0,0,5.0,0,12,11,1
Noah Holmes,104560,LB,E CAROLINA,1,0,0,156,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Clay Patterson,106446,DI,STANFORD,1,0,0,300,59.2,1,0,18,100.0,5.6,1,0,2.8,0,19,19,1,0,58.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Marques White,108130,ED,UMASS,1,0,0,216,74.8,0,3,16,94.7,25.0,4,0,9.4,0,19,18,3,0,79.7,0,2,7,88.9,42.9,3,14.3,0,9,8,2
Tra Thomas,116043,ED,NC STATE,1,0,0,248,61.4,0,1,8,90.9,12.5,1,0,6.3,0,11,10,1,0,56.0,0,0,4,100.0,0.0,0,0.0,0,6,6,0
