player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Cody Winokur,102837,DI,ARMY,1,0,0,114,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Kyle Jacob,144318,LB,NAVY,1,0,0,237,55.1,0,0,3,17.6,0.0,0,0,0.0,0,17,3,0,0,59.4,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Colin Ramos,144338,LB,NAVY,1,0,0,237,63.8,1,1,5,33.3,0.0,0,0,20.0,0,18,6,2,0,67.5,1,1,2,50.0,0.0,0,50.0,0,4,2,2
Justin Reed,144339,ED,NAVY,1,0,0,237,70.2,2,3,16,100.0,31.3,5,0,15.6,0,18,18,5,0,74.3,1,1,4,100.0,50.0,2,25.0,0,4,4,2
Jordan Sanders,144342,ED,NAVY,1,0,0,237,59.1,0,0,0,100.0,,0,0,,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Chance Keith,147333,S,ARMY,1,0,0,114,57.3,0,0,3,23.1,0.0,0,0,0.0,0,13,3,0,0,,0,0,0,,,0,,0,0,0,0
Trey Sofia,147362,ED,ARMY,1,0,0,114,56.1,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,,0,0,0,,,0,,0,0,0,0
Dre Miller,147363,DI,ARMY,1,0,0,114,56.3,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,,0,0,0,,,0,,0,0,0,0
Kenneth McShan,162567,LB,NAVY,1,0,0,237,56.3,0,0,5,35.3,0.0,0,1,0.0,0,17,6,0,0,59.7,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Luke Pirris,162574,ED,NAVY,1,0,0,237,62.3,0,4,11,72.2,27.3,3,0,18.2,0,18,13,4,0,65.0,0,1,3,75.0,33.3,1,16.7,0,4,3,1
Landon Robinson,162580,DI,NAVY,1,0,0,237,59.4,0,0,16,100.0,6.3,1,0,0.0,0,18,18,0,0,57.0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Eric Ford,163188,ED,ARMY,1,0,0,114,58.0,0,0,3,75.0,0.0,0,0,0.0,0,4,3,0,0,,0,0,0,,,0,,0,0,0,0
Kalib Fortner,163190,LB,ARMY,1,0,0,114,56.7,0,0,2,15.4,0.0,0,0,0.0,0,13,2,0,0,,0,0,0,,,0,,0,0,0,0
Deshontez Gray,163193,DI,ARMY,1,0,0,114,60.0,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Casey Larkin,163198,S,ARMY,1,0,0,114,60.0,0,0,1,7.7,0.0,0,0,0.0,0,13,1,0,0,,0,0,0,,,0,,0,0,0,0
Jack Latore,163199,DI,ARMY,1,0,0,114,69.0,1,1,11,100.0,18.2,2,0,9.1,0,11,11,2,0,,0,0,0,,,0,,0,0,0,0
Jacob Tuioti,163227,DI,ARMY,1,0,0,114,59.0,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Kody Harris-Miller,170980,DI,ARMY,1,0,0,114,57.2,0,1,9,100.0,0.0,0,0,5.6,0,9,9,1,0,,0,0,0,,,0,,0,0,0,0
Elo Modozie,170992,ED,ARMY,1,0,0,114,80.0,1,1,4,44.4,50.0,2,0,50.0,1,9,4,3,0,,0,0,0,,,0,,0,0,0,0
Griffen Willis,175274,DI,NAVY,1,0,0,237,54.8,0,0,16,100.0,0.0,0,0,0.0,0,18,18,0,0,57.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Xavyer Arrington,189464,DI,NAVY,1,0,0,237,59.5,0,0,0,100.0,,0,0,,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
