player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jaylan Foster,13095,S,S CAROLINA,1,0,0,289,63.8,0,1,1,2.8,0.0,0,0,50.0,0,36,1,1,0,,0,0,0,0.0,,0,,0,15,0,0
Reggie Stubblefield,23441,S,KANSAS ST,1,0,0,199,62.5,0,1,5,14.3,20.0,1,0,10.0,0,35,5,1,0,66.4,0,1,2,50.0,50.0,1,25.0,0,4,2,1
Mikel Horton,23509,DI,CHARLOTTE,1,0,0,136,56.0,0,0,24,100.0,0.0,0,0,0.0,0,24,24,0,0,56.8,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Darion Dunn,23963,CB,TEXAS,1,0,0,311,60.0,0,0,1,5.6,0.0,0,1,0.0,0,18,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,0,160,55.1,0,0,2,7.7,0.0,0,0,0.0,0,26,2,0,0,57.7,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Luc Bequette,25776,DI,CAL,1,1,0,130,61.7,0,0,26,93.5,3.8,1,0,0.0,0,31,29,0,0,56.0,0,0,8,80.0,0.0,0,0.0,0,10,8,0
Richard Moore,28853,LB,SMU,1,0,0,287,56.6,0,0,3,25.0,0.0,0,0,0.0,0,12,3,0,0,,0,0,0,0.0,,0,,0,3,0,0
Marshaun Cameron,30624,CB,COLO STATE,1,0,0,144,60.0,0,0,0,2.5,,0,0,,0,40,1,0,0,,0,0,0,0.0,,0,,0,18,0,0
Brian Cavicante,33444,LB,MARSHALL,1,0,0,214,60.0,0,0,1,20.0,100.0,1,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Ferrod Gardner,34595,LB,LA LAFAYET,1,0,0,207,55.5,0,5,10,25.6,0.0,0,0,25.0,0,39,10,5,0,59.6,0,3,7,38.9,0.0,0,21.4,0,18,7,3
