player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Shaun Myers,62235,LB,COLORADO,1,0,0,143,55.3,0,1,4,22.7,0.0,0,0,12.5,0,22,5,1,0,56.9,0,0,1,28.6,0.0,0,0.0,0,7,2,0
Mister Williams,70521,LB,S DIEGO ST,1,0,0,284,53.6,0,1,6,17.1,0.0,0,0,8.3,0,35,6,1,0,56.3,0,0,2,13.3,0.0,0,0.0,0,15,2,0
Calvin Pitcher,70877,LB,UAB,1,0,0,321,59.0,0,0,2,28.6,0.0,0,0,0.0,0,7,2,0,0,,0,0,0,,,0,,0,0,0,0
Keanu Tanuvasa,71398,DI,BYU,1,0,0,128,57.1,0,0,30,100.0,3.3,1,0,0.0,0,32,32,0,0,54.8,0,0,15,100.0,0.0,0,0.0,0,16,16,0
Solomone Langi,72318,DI,S JOSE ST,1,0,0,285,62.0,1,0,2,100.0,0.0,0,0,25.0,0,2,2,1,0,,0,0,0,,,0,,0,0,0,0
Justin Flowe,72388,LB,UNLV,1,0,0,325,55.0,0,1,4,33.3,0.0,0,0,12.5,0,12,4,1,0,57.3,0,1,2,40.0,0.0,0,25.0,0,5,2,1
Bam Booker,76122,ED,BOWL GREEN,1,1,0,122,65.7,0,1,11,100.0,9.1,1,0,4.5,0,12,12,1,0,55.9,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Kalib Perry,86267,LB,LOUISVILLE,1,0,0,210,61.6,0,0,6,24.0,16.7,1,0,0.0,0,25,6,0,0,56.9,0,0,2,18.2,0.0,0,0.0,0,11,2,0
Jalil Tucker,86578,CB,OREGON ST,1,0,0,265,65.7,1,0,1,4.3,0.0,0,1,50.0,0,23,1,1,0,65.7,1,0,1,7.1,0.0,0,50.0,0,14,1,1
Ceyair Wright,86877,CB,NEBRASKA,1,0,0,238,61.3,0,0,2,5.4,0.0,0,0,50.0,1,37,2,1,0,62.3,0,0,1,5.3,0.0,0,100.0,1,19,1,1
David Reese,90079,ED,SYRACUSE,1,0,0,304,51.3,0,2,17,95.0,11.8,2,1,5.9,0,20,19,2,0,51.4,0,1,9,90.9,11.1,1,5.6,0,11,10,1
Ose Egbase,90529,ED,UNLV,1,0,0,325,61.3,0,1,21,95.8,4.8,1,0,2.4,0,24,23,1,0,62.2,0,0,6,88.9,0.0,0,0.0,0,9,8,0
Jett Elad,97543,S,RUTGERS,1,0,0,278,57.5,0,0,2,6.3,0.0,0,0,0.0,0,32,2,0,0,60.0,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Mohamed Toure,97751,LB,MIAMI FL,1,0,0,220,56.6,0,0,2,7.1,0.0,0,0,0.0,0,28,2,0,0,59.2,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Zaylin Wood,97761,DI,VANDERBILT,1,0,0,333,58.1,0,0,33,100.0,3.0,1,0,0.0,0,35,35,0,0,65.4,0,0,8,100.0,12.5,1,0.0,0,9,9,0
