player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Malik Vann,52555,ED,CINCINNATI,1,0,0,138,60.6,0,3,14,100.0,7.1,1,0,10.7,0,15,15,3,0,65.4,0,1,4,100.0,25.0,1,12.5,0,4,4,1
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,268,55.7,0,0,12,100.0,0.0,0,0,0.0,0,14,14,0,0,58.0,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Cole Pearce,52970,LB,BALL ST,1,0,0,117,70.0,1,1,4,15.2,25.0,1,0,25.0,0,33,5,2,0,72.3,1,1,3,23.5,33.3,1,33.3,0,17,4,2
DeShawn Pace,53549,S,CINCINNATI,1,0,0,138,60.0,0,0,1,3.1,0.0,0,0,0.0,0,32,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,70.4,0,3,17,100.0,17.6,3,1,8.8,0,18,18,3,0,66.6,0,1,3,100.0,33.3,1,16.7,0,3,3,1
Jaheim Thomas,54193,LB,ARKANSAS,1,0,0,111,78.6,0,2,6,24.0,33.3,2,0,33.3,1,25,6,3,0,74.3,0,1,5,33.3,20.0,1,30.0,1,15,5,2
Jordan Strachan,55198,ED,S CAROLINA,1,0,0,289,55.7,3,3,31,94.4,9.7,3,1,12.9,1,36,34,7,0,61.2,2,2,12,100.0,16.7,2,16.7,0,14,14,4
Taijh Alston,56348,ED,COLORADO,1,0,0,143,69.5,0,3,21,100.0,19.0,4,0,11.9,1,23,23,4,0,70.9,0,2,11,100.0,27.3,3,18.2,1,11,11,3
Demetrice Lofton,56355,ED,W GEORGIA,1,0,0,1177,72.7,1,0,6,100.0,33.3,2,0,8.3,0,6,6,1,0,,0,0,0,,,0,,0,0,0,0
Popo Aumavae,56803,DI,OREGON,1,0,1,264,64.3,0,1,25,100.0,12.0,3,1,2.0,0,27,27,1,0,63.3,0,1,14,100.0,14.3,2,3.6,0,15,15,1
Jacob Lichtenstein,56912,DI,MIAMI FL,1,0,0,220,58.6,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
JB Brown,57701,ED,UMASS,1,0,0,216,59.1,0,1,20,100.0,5.0,1,1,7.5,1,22,22,2,0,62.6,0,0,7,100.0,14.3,1,14.3,1,8,8,1
Malik Robinson,58044,LB,HOUSTON,1,0,0,182,51.5,0,0,7,16.7,0.0,0,0,0.0,0,42,7,0,0,52.2,0,0,6,26.1,0.0,0,0.0,0,23,6,0
Will Whitson,64470,ED,COAST CAR,1,0,0,141,52.8,1,0,27,100.0,0.0,0,0,1.9,0,29,29,1,0,54.3,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,62.1,0,0,10,100.0,10.0,1,0,0.0,0,10,10,0,0,56.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Markel Perry,66793,ED,SM HOUSTON,1,0,0,281,76.7,0,1,23,100.0,13.0,3,0,2.2,0,25,25,1,0,72.9,0,0,4,100.0,50.0,2,0.0,0,4,4,0
Blake Antzoulatos,70424,LB,CAL,1,0,0,130,59.1,0,0,1,14.3,0.0,0,0,0.0,0,7,1,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tuasivi Nomura,70879,ED,FRESNO ST,1,0,0,169,54.4,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,56.7,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,264,60.0,0,0,0,100.0,,0,0,,0,1,1,0,0,60.0,0,0,0,100.0,,0,,0,1,1,0
Keanu Tanuvasa,71398,DI,UTAH,1,1,0,328,65.5,0,3,27,100.0,7.4,2,0,5.6,0,29,29,3,1,79.3,0,3,7,100.0,28.6,2,21.4,0,7,7,3
Akili Arnold,71406,S,OREGON ST,1,0,0,265,61.6,0,1,5,11.1,20.0,1,0,10.0,0,45,5,1,0,66.0,0,1,2,8.3,50.0,1,25.0,0,24,2,1
Easton Mascarenas-Arnold,71410,LB,OREGON ST,1,0,0,265,74.8,0,2,4,8.7,25.0,1,0,25.0,0,46,4,2,0,64.5,0,1,1,4.0,100.0,1,50.0,0,25,1,1
Sheldon Newton,71957,DI,BOISE ST,1,0,0,120,60.8,0,0,19,100.0,5.3,1,0,0.0,0,19,19,0,0,56.9,0,0,6,100.0,0.0,0,0.0,0,6,6,0
DJ Harvey,72089,CB,S JOSE ST,1,0,0,285,60.0,0,0,1,5.3,0.0,0,0,0.0,0,19,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Na'im Rodman,72145,DI,WASH STATE,1,0,0,341,54.2,0,0,26,100.0,0.0,0,0,0.0,0,26,26,0,0,54.2,0,0,11,100.0,0.0,0,0.0,0,11,11,0
Ralen Goforth,72169,LB,WASHINGTON,1,0,0,340,65.2,0,1,3,23.1,33.3,1,0,16.7,0,13,3,1,0,,0,0,0,0.0,,0,,0,5,0,0
Justin Flowe,72388,LB,ARIZONA,1,0,0,109,41.9,0,2,3,18.2,0.0,0,0,33.3,0,22,4,2,0,48.6,0,1,1,25.0,0.0,0,50.0,0,4,1,1
Keith Conley Jr.,72821,ED,UNLV,1,0,0,325,59.9,1,4,16,100.0,12.5,2,0,21.9,1,17,17,6,0,59.4,0,3,7,100.0,14.3,1,35.7,1,8,8,4
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,58.7,0,1,11,19.3,9.1,1,0,4.5,0,57,11,1,0,55.1,0,0,4,17.4,0.0,0,0.0,0,23,4,0
Evan Williams,73864,S,OREGON,1,0,0,264,60.0,0,0,1,2.4,0.0,0,1,0.0,0,42,1,0,0,,0,0,0,0.0,,0,,0,21,0,0
Max Williams,73985,S,USC,1,0,0,326,59.9,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Taariq Al-Uqdah,74119,LB,WASH STATE,1,0,0,341,56.8,0,0,2,6.7,0.0,0,0,0.0,0,30,2,0,0,56.8,0,0,2,18.2,0.0,0,0.0,0,11,2,0
Zion Branch,74395,S,USC,1,0,0,326,59.5,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,59.5,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Jowon Briggs,74867,DI,CINCINNATI,1,0,0,138,68.0,0,1,19,100.0,21.1,4,0,2.6,0,21,21,1,0,75.0,0,0,2,100.0,100.0,2,0.0,0,2,2,0
Solomon Byrd,75742,ED,USC,1,0,0,326,53.6,0,0,16,100.0,0.0,0,0,0.0,0,16,16,0,0,55.9,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Uchenna Ezewike,75750,ED,UMASS,1,0,0,216,60.6,0,0,7,100.0,14.3,1,0,0.0,0,9,9,0,0,61.7,0,0,5,100.0,20.0,1,0.0,0,6,6,0
