player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Mason White,43872,CB,OREGON ST,1,0,1,265,55.9,0,0,2,8.0,0.0,0,1,0.0,0,25,2,0,0,,0,0,0,0.0,,0,,0,7,0,0
DeShawn Pace,53549,LB,UCF,1,0,0,323,54.4,2,1,6,24.0,0.0,0,1,25.0,0,25,6,3,0,54.5,1,1,4,36.4,0.0,0,25.0,0,11,4,2
Jaheim Thomas,54193,LB,WISCONSIN,1,0,0,349,72.0,0,0,1,5.9,0.0,0,0,100.0,1,17,1,1,0,,0,0,0,0.0,,0,,0,5,0,0
Cheikhsaliou Fall,54240,ED,CAL,1,0,0,130,55.1,0,0,14,100.0,0.0,0,0,0.0,0,15,15,0,0,56.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Jaiden Cameron,62277,ED,NWESTERN,1,0,0,256,59.7,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Alex Howard,62494,LB,DUKE,1,0,0,154,67.4,1,0,3,11.1,33.3,1,0,16.7,0,27,3,1,0,,0,0,0,0.0,,0,,0,6,0,0
Barry Brown,62724,LB,COAST CAR,1,0,0,141,64.1,0,0,2,33.3,0.0,0,0,0.0,0,12,4,0,0,57.2,0,0,1,40.0,0.0,0,0.0,0,5,2,0
Kam Butler,63872,ED,VIRGINIA,1,0,0,335,61.4,0,1,26,96.4,3.8,1,0,1.9,0,28,27,1,0,66.0,0,1,12,92.9,8.3,1,4.2,0,14,13,1
Will Whitson,64470,DI,COAST CAR,1,0,0,141,60.0,1,2,31,100.0,6.5,2,0,4.8,0,34,34,3,0,59.7,0,2,13,100.0,7.7,1,7.7,0,15,15,2
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,88.6,0,1,17,100.0,5.9,1,0,8.8,1,17,17,2,0,92.6,0,1,7,100.0,14.3,1,21.4,1,7,7,2
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,264,58.0,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,,0,0,0,,,0,,0,0,0,0
Easton Mascarenas-Arnold,71410,LB,USC,1,0,0,326,66.4,0,0,3,12.5,33.3,1,0,0.0,0,24,3,0,0,66.4,0,0,3,37.5,33.3,1,0.0,0,8,3,0
DJ Harvey,72089,CB,S JOSE ST,1,0,0,285,68.5,0,1,2,5.9,0.0,0,0,25.0,0,34,2,1,0,68.5,0,1,2,14.3,0.0,0,25.0,0,14,2,1
Kamren Fabiculanan,72332,S,WASHINGTON,1,1,0,340,63.0,0,0,5,16.7,0.0,0,0,0.0,0,30,5,0,1,65.9,0,0,3,20.0,0.0,0,0.0,0,15,3,0
Logan Pili,72354,LB,UTAH ST,1,0,0,329,57.6,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,,0,0,0,,,0,,0,0,0,0
Keith Conley Jr.,72821,ED,UNLV,1,0,0,325,57.6,0,0,16,100.0,6.3,1,0,0.0,0,17,17,0,0,61.6,0,0,6,100.0,16.7,1,0.0,0,6,6,0
Henry Ikahihifo,73151,ED,NEVADA,1,0,0,239,79.8,0,0,19,87.0,26.3,5,0,0.0,0,23,20,0,0,71.3,0,0,7,88.9,28.6,2,0.0,0,9,8,0
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,72.1,1,0,5,30.0,40.0,2,0,10.0,0,20,6,1,0,66.7,0,0,2,100.0,50.0,1,0.0,0,3,3,0
Treven Ma'ae,74498,DI,BAYLOR,1,0,0,118,54.2,0,0,20,95.7,0.0,0,0,0.0,0,23,22,0,0,54.5,0,0,10,91.7,0.0,0,0.0,0,12,11,0
