player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,201,55.9,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
DeShawn Pace,53549,LB,UCF,1,0,0,323,62.6,0,1,8,24.2,12.5,1,0,6.3,0,33,8,1,0,,0,0,0,0.0,,0,,0,11,0,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,53.3,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Cheikhsaliou Fall,54240,ED,CAL,1,0,0,130,61.3,2,0,17,100.0,5.9,1,0,5.9,0,20,20,2,0,60.0,0,0,6,100.0,16.7,1,0.0,0,9,9,0
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,134,69.7,0,0,1,100.0,0.0,0,0,100.0,1,1,1,1,0,69.7,0,0,1,100.0,0.0,0,100.0,1,1,1,1
Alex Howard,62494,LB,DUKE,1,0,0,154,56.0,0,0,3,17.6,0.0,0,1,0.0,0,17,3,0,0,57.0,0,0,2,20.0,0.0,0,0.0,0,10,2,0
Barry Brown,62724,LB,COAST CAR,1,0,0,141,59.9,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Kam Butler,63872,ED,VIRGINIA,1,0,0,335,80.6,2,5,37,93.5,24.3,9,1,9.5,0,46,43,7,0,77.7,1,3,13,93.8,38.5,5,15.4,0,16,15,4
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,54.5,0,0,14,93.8,0.0,0,0,0.0,0,16,15,0,0,56.3,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Tate Romney,70946,LB,ARIZONA ST,1,0,0,110,59.5,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,264,57.4,0,1,11,100.0,0.0,0,0,4.5,0,11,11,1,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Domani Jackson,71370,CB,ALABAMA,1,0,0,103,60.0,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,,0,0,0,0.0,,0,,0,20,0,0
Keanu Tanuvasa,71398,DI,UTAH,1,1,0,328,58.0,1,0,34,100.0,2.9,1,3,1.5,0,40,40,1,1,63.9,1,0,13,100.0,7.7,1,3.8,0,17,17,1
Sheldon Newton,71957,DI,BOISE ST,1,0,0,120,54.4,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,56.2,0,0,7,100.0,0.0,0,0.0,0,7,7,0
DJ Harvey,72089,CB,S JOSE ST,1,0,0,285,73.8,0,0,1,2.2,0.0,0,1,100.0,1,45,1,1,0,73.8,0,0,1,7.7,0.0,0,100.0,1,13,1,1
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,0,340,56.9,0,1,2,6.3,0.0,0,0,25.0,0,32,2,1,0,59.7,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Jadon Pearson,72538,LB,UTAH ST,1,0,0,329,59.4,1,0,2,10.5,0.0,0,0,25.0,0,19,2,1,0,,0,0,0,0.0,,0,,0,4,0,0
