player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jaylan Foster,13095,S,S CAROLINA,1,0,0,289,59.5,0,0,1,4.0,0.0,0,0,0.0,0,25,1,0,0,59.5,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Devin Taylor,22317,CB,BOWL GREEN,1,0,0,122,59.3,0,0,1,2.9,0.0,0,0,0.0,0,35,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Cortez Davis,22974,CB,HAWAII,1,0,0,180,74.9,1,0,2,5.6,50.0,1,0,25.0,0,36,2,1,0,60.0,1,0,1,7.7,100.0,1,50.0,0,13,1,1
Reggie Stubblefield,23441,S,KANSAS ST,1,0,0,199,57.0,0,0,2,9.5,0.0,0,0,0.0,0,21,2,0,0,57.0,0,0,2,50.0,0.0,0,0.0,0,4,2,0
Luc Bequette,25776,DI,CAL,1,0,0,130,59.7,0,1,24,100.0,4.2,1,0,2.1,0,26,26,1,0,61.1,0,1,10,100.0,10.0,1,5.0,0,10,10,1
Jeremiah Moon,26453,LB,FLORIDA,1,0,0,163,68.4,1,1,7,35.0,28.6,2,0,28.6,1,20,7,3,0,62.6,1,0,4,36.4,25.0,1,12.5,0,11,4,1
Richard Moore,28853,LB,SMU,1,0,0,287,63.0,1,2,4,20.0,25.0,1,0,37.5,0,25,5,3,0,,0,0,0,0.0,,0,,0,3,0,0
Marshaun Cameron,30624,CB,COLO STATE,1,0,0,144,58.3,0,0,1,2.6,0.0,0,3,0.0,0,39,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Brian Cavicante,33444,LB,MARSHALL,1,0,0,214,80.0,0,1,2,11.8,100.0,2,0,25.0,0,17,2,1,0,64.7,0,1,1,20.0,100.0,1,50.0,0,5,1,1
Brock Nichols,33753,S,USF,1,0,0,327,60.0,0,0,1,7.7,0.0,0,0,0.0,0,13,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
John Petrishen,35069,LB,PITTSBURGH,1,0,0,268,56.0,0,0,3,16.7,0.0,0,0,0.0,0,24,4,0,0,57.3,0,0,1,33.3,0.0,0,0.0,0,6,2,0
Scott Patchan,36449,ED,COLO STATE,1,0,0,144,68.3,0,2,43,97.9,14.0,6,0,4.7,1,48,47,3,0,71.5,0,1,9,100.0,22.2,2,5.6,0,10,10,1
