player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,201,79.7,0,2,12,100.0,25.0,3,0,8.3,0,13,13,2,0,67.2,0,1,3,100.0,33.3,1,16.7,0,3,3,1
DeShawn Pace,53549,LB,UCF,1,0,0,323,56.3,0,0,7,13.0,0.0,0,0,0.0,0,54,7,0,0,59.1,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,70.2,0,1,28,100.0,14.3,4,1,8.9,2,30,30,3,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jaheim Thomas,54193,LB,WISCONSIN,1,0,0,349,53.8,0,0,7,30.4,0.0,0,0,0.0,0,23,7,0,0,54.0,0,0,6,54.5,0.0,0,0.0,0,11,6,0
Cheikhsaliou Fall,54240,ED,CAL,1,0,0,130,54.9,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,56.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Alex Howard,62494,LB,DUKE,1,0,0,154,64.3,0,0,6,20.7,0.0,0,0,16.7,1,29,6,1,0,57.7,0,0,2,22.2,0.0,0,0.0,0,9,2,0
Barry Brown,62724,LB,COAST CAR,1,0,0,141,62.3,0,0,0,12.5,,0,0,,0,8,1,0,0,62.3,0,0,0,100.0,,0,,0,1,1,0
Kam Butler,63872,ED,VIRGINIA,1,0,0,335,84.8,1,6,35,92.3,28.6,10,0,10.0,0,39,36,7,0,70.2,0,3,9,90.0,33.3,3,16.7,0,10,9,3
Ben Florentine,70644,DI,WYOMING,1,0,0,351,54.6,1,0,21,100.0,0.0,0,0,2.4,0,23,23,1,0,57.1,1,0,3,100.0,0.0,0,16.7,0,4,4,1
Korey Foreman,70831,ED,FRESNO ST,1,1,0,169,84.2,0,1,7,80.0,42.9,3,0,35.7,2,10,8,3,1,78.9,0,1,5,100.0,40.0,2,30.0,1,5,5,2
