player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Will Rogers,124184,QB,MISS STATE,1,57.1,56,61,8.5,2.21,1,1,1.6,49.2,30,0,19,6.3,65,2,11,227,70.9,57.2,56.6,63.9,1,0,68,1,21.1,58.8,6.2,4,0,1,2,0,2,2.9,231,3.8
Tanner McKee,131770,QB,STANFORD,1,66.0,53,58,8.6,2.36,3,0,0.0,56.9,33,0,22,5.7,66,2,19,300,45.7,59.1,59.8,55.6,0,1,68,0,18.2,65.3,6.1,4,4,1,1,0,2,2.9,320,5.5
Spencer Sanders,77660,QB,OKLA STATE,1,65.5,55,57,8.2,2.64,1,2,3.1,59.6,34,0,23,5.6,65,2,22,262,72.1,61.5,56.9,69.8,0,1,72,0,4.3,84.8,1.5,1,7,0,1,2,3,4.2,391,6.9
Michael Penix Jr.,82134,QB,WASHINGTON,1,82.0,50,52,9.0,2.7,1,0,0.0,69.2,36,0,9,12.2,53,5,19,340,70.8,73.9,75.1,58.1,0,0,57,1,11.1,102.6,1.9,1,0,0,1,2,0,0.0,374,7.2
E.J. Warner,156185,QB,TEMPLE,1,58.7,46,48,9.5,2.41,0,0,0.0,47.9,23,0,19,14.8,49,4,10,306,41.4,44.3,49.9,36.4,0,1,53,0,0.0,57.3,0.0,0,1,0,2,1,3,5.7,196,4.1
Quinn Ewers,127253,QB,TEXAS,1,52.5,40,48,13.5,2.33,2,3,6.3,37.5,18,0,14,14.3,50,3,13,311,24.1,50.2,51.7,50.3,0,3,51,0,7.1,40.9,2.0,1,0,0,6,1,3,5.9,307,6.4
Dequan Finn,97804,QB,TOLEDO,1,62.8,43,47,10.6,3.2,2,2,4.3,51.1,24,0,26,11.1,54,3,14,316,72.5,58.0,58.6,57.2,0,4,54,0,3.8,37.7,1.9,1,6,1,1,1,3,5.6,242,5.1
Aidan O'Connell,60516,QB,PURDUE,1,74.4,43,46,8.9,2.32,1,1,2.0,65.2,30,0,10,6.3,48,2,15,273,70.1,59.9,57.5,63.2,1,3,51,1,20.0,65.4,4.2,2,0,0,1,1,3,5.9,319,6.9
Behren Morton,144747,QB,TEXAS TECH,1,72.5,40,45,7.4,2.68,1,1,2.2,62.2,28,0,15,3.4,51,1,16,315,70.8,56.9,59.5,51.6,1,0,51,0,6.7,98.8,2.0,1,5,0,3,2,1,2.0,325,7.2
Layne Hatcher,82068,QB,TEXAS ST,1,71.8,39,43,9.0,2.66,0,1,2.3,60.5,26,0,12,7.1,49,2,11,314,70.1,58.5,62.0,48.3,0,1,50,1,25.0,82.4,6.1,3,3,0,4,2,2,4.0,249,5.8
