player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Will Rogers,124184,QB,MISS STATE,1,81.8,55,62,4.9,2.29,3,0,0.0,67.7,42,0,13,6.7,68,3,16,227,45.9,60.4,58.7,64.9,0,1,72,0,38.5,91.9,7.4,5,1,3,1,3,3,4.2,357,5.8
Clayton Tune,77652,QB,HOUSTON,1,76.5,51,53,13.0,3.24,0,3,5.5,67.9,36,0,12,7.7,60,3,31,182,72.2,76.1,67.5,80.2,0,3,63,0,16.7,116.1,3.3,2,4,0,2,7,3,4.8,527,9.9
Michael Penix Jr.,82134,QB,WASHINGTON,1,66.7,48,52,7.1,2.66,0,0,0.0,57.7,30,0,20,6.3,54,2,17,340,70.4,69.0,70.0,54.2,0,1,57,0,0.0,72.4,0.0,0,2,0,4,1,0,0.0,298,5.7
Bryce Young,123943,QB,ALABAMA,1,59.1,44,51,9.1,2.85,0,2,3.7,49.0,25,0,22,3.8,55,1,15,103,70.2,62.0,60.5,62.6,3,1,59,0,9.1,68.1,3.6,2,2,0,4,1,2,3.4,328,6.4
Jack Plummer,83543,QB,CAL,1,80.0,45,49,8.2,2.47,0,2,3.6,71.4,35,0,16,2.8,53,1,17,130,70.2,79.3,77.3,64.0,0,1,59,0,18.8,108.0,5.7,3,1,0,4,3,2,3.4,406,8.3
Trenton Bourguet,97285,QB,ARIZONA ST,1,83.3,48,49,4.2,2.35,1,2,3.7,77.6,38,0,20,5.0,54,2,23,110,70.5,72.2,71.4,66.2,0,1,59,1,15.0,101.4,5.6,3,2,0,0,2,1,1.7,349,7.1
Cole Snyder,97617,QB,BUFFALO,1,65.1,43,49,9.3,2.84,1,3,6.0,51.0,25,0,21,10.7,60,3,14,126,45.5,45.6,55.7,35.3,1,1,61,0,28.6,69.9,10.0,6,5,0,4,2,2,3.3,238,4.9
Sam Hartman,77618,QB,WAKE,1,66.0,47,48,14.0,3.19,1,4,7.8,60.4,29,0,22,6.5,54,2,19,339,70.1,83.0,83.8,53.8,0,3,57,0,18.2,74.7,7.4,4,2,0,0,2,2,3.5,397,8.3
Haynes King,124329,QB,TEXAS A&M,1,59.5,42,45,10.1,2.84,0,1,2.1,51.1,23,0,20,8.0,47,2,16,312,23.3,57.1,56.4,,0,0,49,0,10.0,77.9,4.3,2,0,0,3,1,3,6.1,279,6.2
Emmett Morehead,143834,QB,BOSTON COL,1,70.7,41,45,8.0,2.97,0,3,6.3,60.0,27,0,20,6.9,54,2,17,121,70.1,72.2,69.2,68.5,0,0,57,0,25.0,112.3,9.3,5,4,0,4,4,0,0.0,330,7.3
Hayden Wolff,98362,QB,DOMINION,1,67.6,37,45,6.9,2.49,3,0,0.0,53.3,24,0,18,4.0,49,1,9,263,37.6,47.3,46.9,,0,1,51,0,22.2,55.2,8.2,4,0,0,5,0,3,5.9,194,4.3
Kyle Vantrease,55029,QB,GA SOUTHRN,1,67.4,43,45,9.3,2.35,0,0,0.0,57.8,26,0,16,10.3,47,3,12,174,70.1,54.7,55.2,55.5,0,1,50,0,6.3,81.5,2.1,1,1,0,2,2,2,4.0,278,6.2
Aidan O'Connell,60516,QB,PURDUE,1,59.0,39,43,9.1,2.36,1,4,8.5,46.5,20,0,12,13.0,47,3,7,273,69.7,56.1,57.6,57.8,1,2,51,1,25.0,37.7,6.4,3,1,0,2,0,3,5.9,168,3.9
Chevan Cordeiro,75886,QB,S JOSE ST,1,73.7,38,42,9.4,2.52,1,2,4.7,64.3,27,0,18,3.6,49,1,17,285,70.4,71.9,75.5,57.1,0,1,50,1,5.6,88.8,2.0,1,6,0,3,2,2,4.0,274,6.5
Layne Hatcher,82068,QB,TEXAS ST,1,80.6,36,41,5.4,3.16,0,1,2.4,70.7,29,0,12,0.0,45,0,11,314,69.8,76.7,76.7,60.4,0,0,46,0,8.3,101.4,2.2,1,3,0,5,2,0,0.0,237,5.8
Caleb Williams,144622,QB,USC,1,76.3,38,41,9.6,3.02,1,2,4.8,63.4,26,0,10,10.3,43,3,20,326,71.9,80.1,78.8,65.7,1,0,44,0,0.0,124.0,0.0,0,2,0,1,4,0,0.0,360,8.8
John Paddock,77689,QB,BALL ST,1,73.0,37,41,8.4,2.13,3,0,0.0,63.4,26,0,14,3.7,43,1,14,117,70.1,70.1,70.3,57.2,0,1,44,0,7.1,86.6,2.3,1,1,0,1,2,0,0.0,252,6.1
Collin Schlee,98025,QB,KENT STATE,1,81.6,38,41,7.8,2.65,2,1,2.3,61.0,25,0,11,19.4,48,6,12,201,71.5,76.1,73.2,67.4,0,0,50,1,18.2,79.6,4.2,2,5,0,1,1,0,0.0,183,4.5
Seth Henigan,144267,QB,MEMPHIS,1,73.2,41,41,7.0,2.75,0,1,2.2,68.3,28,0,14,6.7,47,2,18,218,73.1,69.6,65.6,67.1,0,2,51,0,0.0,75.5,0.0,0,6,0,0,1,2,3.9,282,6.9
Garret Rangel,157795,QB,OKLA STATE,1,80.6,36,40,7.6,2.72,0,1,2.4,67.5,27,0,16,6.9,46,2,18,262,43.0,66.9,77.2,42.6,0,3,48,0,12.5,75.4,4.3,2,4,0,4,2,1,2.1,304,7.6
Brayden Schager,146078,QB,HAWAII,1,61.5,39,40,7.5,2.97,1,1,2.4,50.0,20,0,11,16.7,46,4,13,180,71.0,58.7,53.5,68.8,0,1,47,0,18.2,62.9,4.3,2,3,0,0,1,1,2.1,204,5.1
Chandler Rogers,98683,QB,LA MONROE,1,78.4,37,40,6.6,2.29,2,0,0.0,70.0,28,0,11,3.4,48,1,16,209,41.3,61.9,64.2,47.9,1,1,49,0,36.4,99.0,8.3,4,4,0,0,2,1,2.0,310,7.8
Tanner McKee,131770,QB,STANFORD,1,63.2,38,40,8.6,2.71,1,0,0.0,57.5,23,0,9,4.2,45,1,10,300,69.6,69.5,69.9,58.3,0,0,49,0,22.2,74.3,4.4,2,3,0,1,0,0,0.0,233,5.8
DJ Uiagalelei,122162,QB,CLEMSON,1,73.0,37,39,7.3,2.41,0,0,0.0,69.2,27,0,9,0.0,47,0,12,140,40.4,54.7,48.4,72.8,0,1,51,0,44.4,78.0,8.5,4,3,0,2,1,2,3.9,191,4.9
Austin Reed,111760,QB,W KENTUCKY,1,75.0,36,38,9.5,2.17,0,5,13.2,60.5,23,0,7,14.8,39,4,17,346,69.5,86.3,85.5,57.9,0,0,40,0,14.3,136.3,2.6,1,0,0,2,6,1,2.5,403,10.6
Jacob Zeno,98014,QB,UAB,1,77.1,35,38,10.4,2.89,0,3,7.7,71.1,27,0,16,0.0,46,0,19,321,25.8,58.2,57.6,58.9,0,1,47,1,18.8,104.3,6.5,3,5,1,2,2,5,10.6,332,8.7
Tanner Mordecai,77656,QB,SMU,1,77.8,36,37,10.0,2.86,0,4,10.5,75.7,28,0,14,0.0,43,0,23,287,70.9,92.5,92.7,66.3,0,0,44,0,7.1,146.4,2.3,1,5,0,1,9,0,0.0,370,10.0
Tommy DeVito,60545,QB,ILLINOIS,1,69.4,36,37,7.2,2.73,0,2,5.0,67.6,25,0,16,0.0,41,0,15,187,69.8,68.7,67.2,62.5,1,0,45,0,18.8,108.8,7.3,3,1,0,0,2,0,0.0,288,7.8
KJ Jefferson,99129,QB,ARKANSAS,1,74.3,35,37,9.3,3.57,1,1,2.6,62.2,23,0,18,11.5,47,3,15,111,43.0,63.9,64.5,58.9,0,2,48,0,22.2,81.4,8.5,4,6,0,1,2,2,4.2,284,7.7
Drake Maye,143969,QB,N CAROLINA,1,79.4,34,36,9.7,3.03,0,3,8.1,69.4,25,0,15,7.4,46,2,18,245,72.7,79.7,82.7,60.8,2,0,47,0,20.0,110.8,6.5,3,6,0,0,2,0,0.0,279,7.8
E.J. Warner,156185,QB,TEMPLE,1,84.8,33,36,7.5,2.17,0,0,0.0,75.0,27,0,8,3.6,36,1,19,306,69.2,83.0,83.2,59.3,1,0,36,1,0.0,122.9,0.0,0,0,0,2,2,0,0.0,344,9.6
Adrian Martinez,83522,QB,KANSAS ST,1,75.0,32,36,10.5,3.23,2,3,8.3,66.7,24,0,20,0.0,41,0,15,199,18.9,68.4,59.4,74.8,0,1,42,0,15.0,102.3,7.3,3,2,0,2,2,4,9.5,326,9.1
Hunter Dekkers,122511,QB,IOWA STATE,1,77.1,35,36,6.8,2.54,0,1,2.7,66.7,24,0,17,11.1,40,3,14,193,71.9,76.9,74.5,64.1,0,0,41,0,17.6,101.5,7.5,3,0,0,1,2,0,0.0,219,6.1
Gunnar Watson,83570,QB,TROY,1,68.8,32,35,9.1,2.84,1,2,5.6,60.0,21,0,8,4.5,39,1,10,318,69.9,62.6,59.9,70.3,1,1,40,1,37.5,85.8,7.7,3,1,0,1,2,1,2.5,223,6.4
Dillon Gabriel,86272,QB,OKLAHOMA,1,71.9,32,35,8.1,3.0,1,2,5.6,65.7,23,0,11,0.0,41,0,14,261,70.5,75.6,67.4,75.6,0,3,43,0,9.1,71.7,2.4,1,5,0,2,2,1,2.3,265,7.6
Ben Bryant,77655,QB,CINCINNATI,1,87.9,33,35,9.3,2.06,1,2,5.7,71.4,25,0,6,13.8,37,4,13,138,68.7,88.4,90.5,60.0,1,0,37,2,33.3,116.2,5.4,2,0,0,0,2,0,0.0,299,8.5
Brady Olson,147415,QB,UMASS,1,67.6,34,35,11.0,2.27,0,1,2.6,57.1,20,0,9,13.0,39,3,9,216,71.5,58.9,57.2,62.6,0,1,42,0,11.1,80.1,2.6,1,1,0,1,1,2,4.8,275,7.9
Grayson James,145214,QB,FIU,1,68.8,32,34,5.6,2.27,0,1,2.9,52.9,18,0,6,18.2,37,4,6,166,69.7,68.0,63.0,71.3,0,2,37,0,0.0,37.3,0.0,0,2,0,2,0,1,2.7,127,3.7
J.T. Shrout,83562,QB,COLORADO,1,61.3,31,34,11.8,2.48,1,1,2.7,50.0,17,0,7,10.5,35,2,11,143,15.2,38.3,45.1,35.7,0,2,38,0,0.0,59.3,0.0,0,1,0,2,1,3,7.9,247,7.3
Brennan Armstrong,77696,QB,VIRGINIA,1,63.6,33,34,11.8,3.03,0,1,2.9,47.1,16,0,8,23.8,41,5,16,335,71.1,67.0,63.5,65.8,0,1,41,0,12.5,56.6,2.4,1,6,0,1,0,2,4.9,225,6.6
Austin Aune,83528,QB,N TEXAS,1,76.5,34,34,12.4,2.56,0,4,11.1,73.5,25,0,6,3.8,36,1,17,251,69.8,90.8,90.7,64.0,0,2,39,0,0.0,129.2,0.0,0,2,0,0,5,1,2.6,414,12.2
Nevan Cremascoli,158044,QB,N ILLINOIS,1,46.7,30,33,10.1,2.74,0,0,0.0,39.4,13,0,16,7.1,36,1,10,254,30.6,33.4,29.4,56.6,1,1,38,0,6.3,62.4,2.8,1,2,0,2,2,4,10.5,158,4.8
Hendon Hooker,60593,QB,TENNESSEE,1,72.7,33,33,10.5,3.18,0,0,0.0,69.7,23,0,21,4.2,47,1,11,307,71.2,67.0,62.3,68.2,0,1,52,0,38.1,72.2,17.0,8,6,0,0,0,0,0.0,195,5.9
Parker McNeil,123714,QB,LA TECH,1,50.0,30,33,13.0,2.19,2,2,5.9,42.4,14,0,12,6.7,35,1,10,208,70.1,60.2,57.8,64.3,0,1,36,0,16.7,91.1,5.7,2,0,0,1,3,2,5.6,285,8.6
Jayden Daniels,97993,QB,LSU,1,76.7,30,32,7.8,2.84,1,2,5.6,68.8,22,0,17,4.3,45,1,15,211,71.8,78.9,70.6,76.0,0,0,50,0,35.3,103.9,13.3,6,7,0,1,2,0,0.0,182,5.7
Cam Ward,133244,QB,WASH STATE,1,72.4,29,32,6.6,2.74,2,1,3.0,50.0,16,0,7,23.8,36,5,11,341,69.7,65.5,61.9,67.4,0,0,37,0,0.0,87.5,0.0,0,3,0,1,2,0,0.0,176,5.5
Zach Pyron,156309,QB,GA TECH,1,72.4,29,32,7.5,2.7,1,2,5.6,59.4,19,0,21,9.5,41,2,11,176,72.9,63.9,52.3,74.4,2,1,46,0,14.3,82.4,7.3,3,6,0,0,1,2,4.3,257,8.0
TJ McMahon,83521,QB,RICE,1,81.5,27,31,9.5,2.29,3,3,9.7,67.7,21,0,13,4.5,33,1,13,275,72.0,87.5,83.0,73.3,0,1,34,0,15.4,111.5,6.1,2,0,0,1,2,1,2.9,334,10.8
Jalen Mayden,83520,QB,S DIEGO ST,1,66.7,30,31,10.2,3.12,0,1,3.1,61.3,19,0,14,5.0,39,1,10,284,35.1,65.0,63.1,63.0,0,1,40,0,35.7,90.3,12.8,5,3,0,1,2,2,5.0,216,7.0
Matt McDonald,60350,QB,BOWL GREEN,1,92.9,28,31,4.8,2.3,3,0,0.0,74.2,23,0,11,11.5,34,3,8,122,32.9,72.0,72.3,60.4,0,0,35,0,27.3,85.6,8.8,3,0,0,0,0,1,2.9,161,5.2
Frank Harris,60586,QB,UTSA,1,79.3,29,31,9.0,2.57,0,1,3.1,71.0,22,0,7,4.3,34,1,18,331,37.1,76.4,79.9,56.0,0,0,35,0,0.0,139.1,0.0,0,3,0,2,4,1,2.9,285,9.2
Quinn Ewers,127253,QB,TEXAS,1,67.9,28,31,10.9,2.34,0,2,6.3,58.1,18,0,5,5.3,31,1,13,311,69.4,64.3,63.5,59.3,2,0,32,0,0.0,99.7,0.0,0,0,0,1,2,1,3.1,206,6.6
Kurtis Rourke,97998,QB,OHIO,1,78.6,28,29,12.4,2.91,0,6,20.7,69.0,20,0,8,9.1,32,2,17,259,71.2,76.2,74.5,65.5,0,1,33,0,0.0,130.3,0.0,0,3,0,1,5,2,6.1,317,10.9
Anthony Richardson,124393,QB,FLORIDA,1,72.0,25,29,7.6,3.09,0,2,6.7,58.6,17,0,11,5.6,31,1,13,163,70.8,86.2,83.9,77.1,1,0,32,2,9.1,102.8,3.2,1,1,0,3,2,1,3.1,201,6.9
Ben Wooldridge,82115,QB,LA LAFAYET,1,59.3,27,29,9.7,2.74,1,1,3.3,44.8,13,0,13,18.8,33,3,5,207,70.8,67.3,63.4,66.1,0,0,34,0,15.4,55.5,6.1,2,2,0,1,0,0,0.0,112,3.9
Jake Haener,60596,QB,FRESNO ST,1,85.7,28,29,10.5,3.31,0,1,3.4,82.8,24,0,11,0.0,31,0,15,169,69.3,88.3,87.0,65.1,0,0,31,0,9.1,153.2,3.2,1,1,0,1,4,0,0.0,327,11.3
Gavin Wimsatt,155757,QB,RUTGERS,1,53.6,28,29,8.8,2.53,0,1,3.3,48.3,14,0,8,6.7,32,1,6,278,69.0,29.6,29.5,59.4,0,3,33,0,37.5,38.1,9.4,3,0,0,1,1,2,6.1,166,5.7
Brady Cook,124199,QB,MISSOURI,1,75.0,28,29,7.6,2.65,0,2,6.1,65.5,19,0,11,9.5,33,2,6,229,29.6,67.8,64.5,66.8,0,0,37,0,27.3,75.8,9.1,3,1,1,0,0,1,2.7,133,4.6
Payton Thorne,101629,QB,MICH STATE,1,71.4,28,29,6.5,2.61,0,1,3.3,65.5,19,0,11,5.0,30,1,10,223,70.7,80.1,81.2,60.3,0,1,31,1,9.1,91.5,3.3,1,0,0,1,2,1,3.2,182,6.3
Chase Brice,60363,QB,APP STATE,1,74.1,27,28,14.7,2.93,0,7,22.6,67.9,19,0,16,5.0,34,1,13,108,32.8,83.9,89.3,52.8,0,1,37,0,12.5,109.1,5.9,2,4,0,1,2,1,2.7,279,10.0
Mikey Keene,70961,QB,UCF,1,82.1,28,28,10.5,3.09,0,3,10.7,78.6,22,0,5,4.3,30,1,13,323,70.2,78.1,85.3,50.2,0,1,30,0,20.0,120.1,3.3,1,1,0,0,3,2,6.7,219,7.8
MJ Morris,157404,QB,NC STATE,1,66.7,27,28,13.7,2.4,1,2,6.5,64.3,18,0,10,0.0,31,0,11,248,75.1,64.7,66.8,60.5,0,0,34,1,30.0,122.6,9.7,3,0,0,0,3,0,0.0,210,7.5
