player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Maverick McIvor,99476,QB,W KENTUCKY,1,77.1,48,51,10.6,2.42,1,4,7.7,64.7,33,0,16,10.8,56,4,22,346,70.8,77.3,78.1,58.3,1,0,57,0,12.5,108.9,3.6,2,3,0,1,3,1,1.8,407,8.0
Micah Alejado,184162,QB,HAWAII,1,76.3,38,39,9.3,2.57,0,1,2.6,69.2,27,0,10,6.9,49,2,16,180,30.3,56.1,55.5,58.9,0,0,50,0,40.0,99.3,8.2,4,6,0,1,2,1,2.0,210,5.4
Avery Johnson,173108,QB,KANSAS ST,1,85.7,28,31,10.0,2.3,1,1,3.2,67.7,21,0,5,12.5,32,3,9,199,71.9,85.6,83.8,68.6,0,0,32,1,0.0,116.7,0.0,0,0,0,2,2,1,3.1,273,8.8
Hunter Watson,183993,QB,SM HOUSTON,1,75.0,28,30,6.4,3.25,1,0,0.0,63.3,19,0,16,9.5,39,2,8,281,71.2,62.0,66.1,57.1,0,1,42,1,12.5,70.0,5.1,2,7,0,1,0,1,2.4,209,7.0
Ben Gulbranson,131734,QB,STANFORD,1,55.6,27,30,5.7,2.76,0,0,0.0,46.7,14,0,8,6.7,32,1,4,300,68.6,29.4,29.3,51.4,1,1,35,1,0.0,41.9,0.0,0,2,0,2,0,3,8.6,107,3.6
E.J. Warner,156185,QB,FRESNO ST,1,71.4,28,29,5.7,2.73,0,0,0.0,62.1,18,0,11,10.0,32,2,9,169,28.8,59.4,56.9,63.3,0,2,32,0,27.3,50.8,9.4,3,0,0,1,0,2,6.3,179,6.2
Rocco Becht,157567,QB,IOWA STATE,1,63.0,27,28,10.7,2.79,0,2,6.9,50.0,14,0,12,17.6,36,3,9,193,26.2,76.0,74.3,65.8,0,0,37,0,33.3,94.8,11.1,4,4,0,1,2,1,2.7,183,6.5
Anthony Colandrea,170131,QB,UNLV,1,84.2,19,21,9.2,3.04,0,3,13.0,71.4,15,0,11,6.3,28,1,11,325,72.3,86.9,74.9,80.6,0,0,30,0,27.3,116.2,10.7,3,4,0,2,1,0,0.0,195,9.3
Jalon Daniels,122555,QB,KANSAS,1,95.0,20,21,4.6,2.99,0,0,0.0,85.7,18,0,10,5.3,23,1,12,198,70.9,88.7,83.2,74.4,1,0,24,0,10.0,141.2,4.3,1,1,0,0,3,0,0.0,176,8.4
Alex Orji,158545,QB,UNLV,1,100.0,3,3,2.7,2.28,0,0,0.0,100.0,3,0,1,0.0,4,0,3,325,20.5,63.7,61.4,63.4,0,0,5,0,0.0,118.1,0.0,0,1,0,0,0,0,0.0,37,12.3
Luke Weaver,198494,QB,HAWAII,1,,0,1,,2.6,1,0,0.0,0.0,0,0,0,,1,0,0,180,60.3,59.7,60.0,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
