player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brayden Schager,146078,QB,HAWAII,1,75.0,48,53,12.2,3.27,1,3,5.5,56.6,30,0,27,16.7,63,6,19,180,70.5,72.0,72.5,58.3,1,0,66,0,22.2,96.0,9.5,6,4,0,3,3,0,0.0,355,6.7
E.J. Warner,156185,QB,TEMPLE,1,62.0,50,50,7.5,2.23,0,1,1.8,58.0,29,0,17,6.5,51,2,15,306,71.1,60.8,62.1,57.4,0,0,58,1,0.0,88.7,0.0,0,1,0,0,2,1,1.7,299,6.0
Austin Reed,111760,QB,W KENTUCKY,1,70.2,47,50,8.6,2.52,1,1,1.9,58.0,29,0,13,12.1,52,4,15,346,70.3,66.7,62.4,72.9,1,0,55,0,0.0,91.7,0.0,0,2,0,1,2,0,0.0,335,6.7
Cam Ward,133244,QB,WASH STATE,1,80.4,46,49,6.6,2.24,0,2,4.0,75.5,37,0,15,0.0,54,0,22,341,19.9,78.6,77.1,66.0,2,0,55,0,20.0,123.8,5.6,3,2,0,1,3,2,3.6,451,9.2
Cooper Legas,101286,QB,UTAH ST,1,79.5,44,48,4.8,2.43,2,1,2.0,66.7,32,0,14,8.6,49,3,12,329,71.8,68.7,64.3,70.8,1,1,51,0,7.1,74.4,2.0,1,0,0,1,1,2,3.9,213,4.4
Shedeur Sanders,131396,QB,COLORADO,1,83.0,47,47,10.5,2.74,0,3,5.9,80.9,38,0,18,2.6,52,1,21,143,70.7,86.3,86.4,57.5,0,0,56,0,27.8,140.2,9.6,5,0,0,0,4,1,1.8,510,10.9
Tyler Shough,83537,QB,TEXAS TECH,1,75.0,44,47,9.0,2.58,2,4,8.3,66.0,31,0,14,6.1,55,2,21,315,72.3,69.5,64.2,70.6,1,1,56,0,21.4,99.4,5.5,3,5,0,0,3,3,5.4,338,7.2
Graham Mertz,97994,QB,FLORIDA,1,85.0,40,44,6.5,2.36,2,1,2.1,70.5,31,0,13,8.8,51,3,15,163,41.3,61.8,71.4,36.6,1,1,55,1,38.5,90.4,9.8,5,2,0,1,1,1,1.8,333,7.6
Mikey Keene,70961,QB,FRESNO ST,1,75.6,41,44,10.2,2.62,0,2,4.3,70.5,31,0,14,0.0,46,0,19,169,70.7,84.8,83.8,61.4,1,1,48,0,14.3,116.3,4.3,2,0,0,2,4,1,2.1,366,8.3
Athan Kaliakmanis,144971,QB,MINNESOTA,1,70.0,40,44,9.8,2.96,1,0,0.0,54.5,24,0,15,14.3,48,4,14,225,70.7,62.5,58.5,70.3,0,1,48,0,20.0,64.2,6.3,3,1,0,3,1,2,4.2,196,4.5
Cade Klubnik,156253,QB,CLEMSON,1,80.0,40,43,5.6,2.54,1,0,0.0,62.8,27,0,20,15.6,47,5,16,140,26.3,60.5,62.9,54.2,1,1,49,0,10.0,72.7,4.3,2,2,0,1,1,2,4.1,209,4.9
Grayson McCall,98002,QB,COAST CAR,1,70.7,41,42,9.7,2.19,0,3,6.7,64.3,27,0,23,6.9,47,2,16,141,42.9,69.6,66.6,67.2,1,2,50,0,17.4,70.6,8.5,4,1,0,0,1,2,4.0,271,6.5
Chandler Morris,122938,QB,TCU,1,60.0,40,42,9.7,2.65,0,2,4.7,57.1,24,0,15,0.0,46,0,15,305,70.3,55.6,53.3,62.4,0,2,47,0,0.0,73.4,0.0,0,3,0,2,2,3,6.4,279,6.6
Cole Snyder,97617,QB,BUFFALO,1,80.0,35,41,3.7,2.28,1,2,4.9,63.4,26,0,15,7.1,42,2,10,126,70.4,74.5,77.8,57.4,0,0,42,1,0.0,90.9,0.0,0,1,0,5,2,1,2.4,194,4.7
Jacob Zeno,98014,QB,UAB,1,92.7,41,41,3.5,2.14,0,1,2.4,92.7,38,0,6,0.0,44,0,18,321,70.1,80.3,76.2,71.4,0,0,44,0,0.0,120.6,0.0,0,3,0,0,3,1,2.3,291,7.1
Taylen Green,145996,QB,BOISE ST,1,62.2,37,40,8.4,2.61,0,1,2.3,47.5,19,0,13,17.4,44,4,11,120,69.9,52.6,50.1,63.7,0,2,47,1,7.7,54.5,2.3,1,3,1,2,1,3,6.4,243,6.1
Spencer Rattler,97408,QB,S CAROLINA,1,87.2,39,40,7.4,2.62,0,0,0.0,75.0,30,0,21,11.8,55,4,17,289,70.1,71.1,67.3,70.6,0,0,58,1,38.1,101.4,14.5,8,4,0,1,0,0,0.0,353,8.8
Michael Penix Jr.,82134,QB,WASHINGTON,1,80.6,36,40,12.5,2.77,0,4,9.8,72.5,29,0,7,0.0,42,0,18,340,33.1,88.3,88.9,57.3,0,0,43,0,14.3,148.9,2.4,1,1,0,4,5,1,2.3,449,11.2
