player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kyle McCord,145053,QB,SYRACUSE,1,62.1,58,64,8.2,2.47,1,1,1.5,54.7,35,0,23,2.8,70,1,18,304,71.7,48.8,44.2,72.2,4,5,74,0,17.4,36.0,5.7,4,2,0,1,0,4,5.4,321,5.0
Chandler Morris,122938,QB,N TEXAS,1,79.2,53,55,8.6,2.38,1,3,5.0,69.1,38,0,10,9.5,59,4,21,251,71.0,74.0,70.6,71.5,0,0,64,0,30.0,111.9,5.1,3,1,0,1,3,1,1.6,449,8.2
Owen McCown,157688,QB,UTSA,1,71.4,49,51,9.9,2.4,0,3,5.5,60.8,31,0,16,11.4,53,4,19,331,70.3,73.8,73.2,59.3,1,0,57,0,12.5,114.7,3.8,2,0,0,1,4,0,0.0,438,8.6
Garrett Nussmeier,146757,QB,LSU,1,57.4,47,49,11.7,2.6,0,1,2.0,49.0,24,0,17,11.1,53,3,16,211,70.7,60.5,57.1,70.2,1,3,55,1,11.8,65.5,3.8,2,1,0,1,2,3,5.5,406,8.3
Cole Snyder,97617,QB,E MICHIGAN,1,69.6,46,49,10.9,2.53,0,1,1.9,61.2,30,0,12,6.3,49,2,16,160,72.2,68.7,69.2,58.8,1,0,52,0,0.0,97.6,0.0,0,0,0,2,2,1,1.9,363,7.4
Maalik Murphy,157302,QB,DUKE,1,71.4,42,48,10.0,2.3,1,4,7.8,56.3,27,0,16,10.0,50,3,15,154,40.3,80.8,83.2,48.9,3,0,53,0,6.3,95.4,2.0,1,1,0,2,3,0,0.0,295,6.1
Athan Kaliakmanis,144971,QB,RUTGERS,1,70.5,44,48,11.2,2.64,0,1,2.0,56.3,27,0,29,12.9,56,4,15,278,70.3,54.9,51.6,58.6,2,0,58,1,17.2,83.1,8.9,5,3,0,2,1,4,6.9,313,6.5
Tucker Gleason,122475,QB,TOLEDO,1,68.2,44,45,8.6,2.76,0,0,0.0,66.7,30,0,15,0.0,50,0,18,316,70.2,55.0,54.7,57.7,1,2,53,0,6.7,83.6,2.0,1,4,0,0,2,2,3.8,320,7.1
Alan Bowman,77679,QB,OKLA STATE,1,72.5,40,43,7.9,2.5,0,0,0.0,65.1,28,0,9,3.4,46,1,18,262,70.2,66.4,67.8,58.3,0,1,52,2,22.2,89.2,4.3,2,0,0,3,1,1,1.9,359,8.3
Evan Simon,129906,QB,TEMPLE,1,80.0,35,42,9.2,2.58,2,3,6.7,54.8,23,0,20,17.9,49,5,13,306,70.9,77.1,80.2,55.3,0,3,52,1,10.0,70.9,4.1,2,5,0,5,3,0,0.0,294,7.0
Braedyn Locke,157141,QB,WISCONSIN,1,65.9,41,42,7.1,2.18,0,1,2.3,52.4,22,0,5,18.5,42,5,9,349,69.3,48.5,47.7,,0,1,44,0,0.0,57.3,0.0,0,0,0,1,0,3,6.8,217,5.2
Mikey Keene,70961,QB,FRESNO ST,1,83.8,37,41,7.6,3.27,1,0,0.0,73.2,30,0,8,3.2,46,1,14,169,70.3,69.3,70.3,56.9,0,1,47,0,25.0,105.2,4.3,2,3,0,3,3,1,2.1,275,6.7
Devon Dampier,171556,QB,NEW MEXICO,1,64.1,39,40,13.5,2.74,1,5,11.4,57.5,23,0,8,8.0,43,2,14,241,27.4,69.1,73.6,54.8,0,2,47,1,12.5,62.4,2.3,1,2,0,0,0,3,6.4,319,8.0
Kaidon Salter,132046,QB,LIBERTY,1,64.1,39,40,12.7,2.53,1,3,7.3,55.0,22,0,10,12.0,41,3,11,206,72.3,88.1,77.7,84.2,0,1,43,0,0.0,84.0,0.0,0,1,0,0,3,2,4.7,206,5.2
Jaylen Raynor,172203,QB,ARK STATE,1,67.6,37,40,9.6,2.95,0,2,4.8,62.5,25,0,15,0.0,48,0,18,113,42.0,67.8,71.2,55.1,0,0,50,0,6.7,90.8,2.1,1,7,0,3,0,2,4.0,352,8.8
C.J. Ogbonna,149182,QB,BUFFALO,1,66.7,36,39,9.4,2.56,0,5,12.8,61.5,24,0,13,0.0,46,0,14,126,24.0,54.8,60.7,46.3,0,1,46,0,30.8,78.7,8.7,4,3,0,3,1,3,6.5,257,6.6
Spencer Petras,82136,QB,UTAH ST,1,73.7,38,39,9.3,2.38,1,1,2.4,64.1,25,0,8,10.7,40,3,10,329,69.2,70.7,69.7,,0,0,43,0,12.5,93.3,2.5,1,0,0,0,2,0,0.0,194,5.0
Tyler Shough,83537,QB,LOUISVILLE,1,78.4,37,38,9.1,3.0,0,2,4.9,73.7,28,0,9,3.4,41,1,17,210,70.1,71.1,73.3,53.6,0,2,44,0,11.1,95.1,2.4,1,2,0,1,2,3,6.8,328,8.6
Quinn Ewers,127253,QB,TEXAS,1,80.6,36,37,5.4,2.54,0,1,2.7,73.0,27,0,15,6.9,42,2,15,311,70.0,74.5,72.0,66.2,0,2,42,0,26.7,99.8,9.5,4,1,0,1,3,0,0.0,288,7.8
Fernando Mendoza,158323,QB,CAL,1,79.4,34,36,8.8,2.98,0,2,5.1,75.0,27,0,10,0.0,39,0,19,130,70.0,79.8,81.1,58.7,0,0,42,0,0.0,125.2,0.0,0,3,0,2,2,1,2.4,364,10.1
Nicholas Vattiato,145302,QB,MIDDLE TN,1,76.5,34,36,8.3,2.43,0,3,7.9,69.4,25,0,7,3.8,40,1,13,224,69.6,83.1,86.7,51.2,0,0,42,0,14.3,112.8,2.5,1,3,0,2,2,0,0.0,297,8.3
Billy Edwards Jr.,144185,QB,MARYLAND,1,61.3,31,35,8.3,2.72,2,0,0.0,54.3,19,0,11,0.0,39,0,10,215,69.9,51.6,54.1,51.7,1,2,40,0,0.0,47.4,0.0,0,4,0,1,0,2,5.0,201,5.7
Luke Altmyer,146802,QB,ILLINOIS,1,56.3,32,35,11.6,3.01,1,1,2.7,48.6,17,0,10,5.6,42,1,11,187,69.7,54.9,55.7,55.0,1,2,44,0,30.0,38.9,7.1,3,4,0,1,0,2,4.5,169,4.8
Cam Ward,133244,QB,MIAMI FL,1,74.2,31,35,8.1,2.91,0,0,0.0,62.9,22,0,13,4.3,42,1,12,220,69.8,63.0,61.0,54.9,0,0,50,0,30.8,79.2,9.5,4,3,0,4,0,0,0.0,208,5.9
Ethan Crawford,173571,QB,SO MISS,1,50.0,30,34,13.0,3.03,2,1,2.9,32.4,11,0,25,26.7,46,4,8,296,72.0,49.6,48.3,58.0,1,1,47,0,36.0,38.6,19.6,9,3,0,1,0,2,4.3,178,5.2
Danny O'Neil,184200,QB,S DIEGO ST,1,69.7,33,34,7.2,2.47,1,0,0.0,64.7,22,0,11,4.3,39,1,11,284,69.0,52.7,54.1,53.1,0,1,40,0,27.3,67.6,7.7,3,2,0,0,0,2,5.0,195,5.7
