player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Riley Leonard,143862,QB,NOTRE DAME,1,78.6,28,31,6.6,2.91,0,2,5.6,71.0,22,0,11,0.0,35,0,11,258,73.7,77.5,73.3,70.7,2,0,40,0,18.2,117.0,5.7,2,2,0,1,2,0,0.0,255,8.2
Will Howard,122599,QB,OHIO STATE,1,81.0,21,21,7.9,2.75,0,1,4.3,81.0,17,0,6,0.0,25,0,12,260,73.3,88.8,85.5,72.3,0,0,27,0,33.3,144.2,8.0,2,2,0,0,2,0,0.0,231,11.0
Steve Angeli,156966,QB,NOTRE DAME,1,100.0,1,1,5.0,2.4,0,0,0.0,0.0,0,0,0,100.0,1,1,0,258,60.3,54.9,52.7,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
