player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Quinn Ewers,127253,QB,TEXAS,1,74.3,35,39,9.1,2.69,3,3,7.1,59.0,23,0,20,11.5,44,3,10,311,22.8,60.7,60.7,57.8,0,1,47,0,20.0,88.0,9.1,4,1,0,1,2,2,4.3,284,7.3
Will Howard,122599,QB,OHIO STATE,1,90.0,30,33,7.4,2.81,2,0,0.0,72.7,24,0,11,11.1,36,3,12,260,36.4,67.2,69.8,54.6,0,1,38,0,18.2,96.7,5.6,2,1,0,1,1,2,5.3,289,8.8
Riley Leonard,143862,QB,NOTRE DAME,1,84.2,19,24,9.1,2.78,1,1,4.0,62.5,15,0,12,6.3,29,1,9,258,73.9,64.0,64.9,61.9,2,2,31,1,16.7,72.0,6.9,2,3,1,1,1,2,6.5,223,9.3
Drew Allar,164157,QB,PENN STATE,1,59.1,22,23,6.3,2.85,0,1,4.0,52.2,12,0,8,7.7,27,1,7,266,69.1,42.8,36.6,65.6,0,1,29,0,37.5,51.9,11.1,3,1,0,1,0,3,10.3,135,5.9
Steve Angeli,156966,QB,NOTRE DAME,1,100.0,6,7,2.0,2.34,0,0,0.0,85.7,6,0,5,0.0,9,0,3,258,64.9,72.7,72.3,,0,0,9,0,40.0,92.9,22.2,2,0,0,1,0,0,0.0,44,6.3
