player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Carson Beck,124010,QB,GEORGIA,1,62.0,50,51,14.6,2.51,0,5,8.6,52.9,27,0,12,12.9,58,4,20,173,44.1,65.2,69.1,46.6,0,3,65,1,16.7,77.2,3.4,2,5,0,1,3,6,9.2,439,8.6
Owen McCown,157688,QB,UTSA,1,59.6,47,50,9.1,3.19,0,2,3.8,48.0,24,0,16,14.3,55,4,11,331,71.1,58.5,58.8,56.6,2,2,57,1,6.3,53.0,1.8,1,4,0,1,1,3,5.3,251,5.0
Alan Bowman,77679,QB,OKLA STATE,1,59.1,44,50,10.6,2.53,0,0,0.0,52.0,26,0,13,0.0,50,0,15,262,51.2,47.3,51.0,42.1,0,2,55,0,0.0,65.8,0.0,0,0,0,6,1,3,5.5,364,7.3
Kyle McCord,145053,QB,SYRACUSE,1,68.8,48,50,11.3,2.39,2,6,11.5,56.0,28,0,15,15.2,54,5,22,304,40.8,80.5,78.2,63.0,0,2,56,0,20.0,90.8,5.6,3,1,0,0,4,3,5.4,385,7.7
Sawyer Robertson,146839,QB,BAYLOR,1,65.1,43,49,12.3,2.97,2,0,0.0,55.1,27,0,20,3.6,55,1,18,118,71.8,65.3,61.1,68.9,0,2,58,1,10.0,79.0,3.6,2,4,0,4,3,3,5.2,324,6.6
Miller Moss,70727,QB,USC,1,72.1,43,45,8.8,2.74,1,1,2.0,66.7,30,0,22,3.2,47,1,19,326,41.4,72.5,71.9,61.3,1,1,51,0,4.5,99.1,2.1,1,1,0,0,3,2,3.9,308,6.8
Brendan Sorsby,156398,QB,CINCINNATI,1,76.2,42,45,8.5,2.69,0,2,4.3,68.9,31,0,13,3.1,49,1,22,138,72.4,86.7,82.7,72.6,0,1,50,0,7.7,119.3,2.0,1,3,0,3,4,1,2.0,426,9.5
Christian Veilleux,145086,QB,GA STATE,1,65.0,40,45,11.3,2.36,3,1,2.2,51.1,23,0,15,11.5,46,3,14,175,69.5,56.7,56.1,,1,3,47,0,6.7,64.7,2.2,1,0,0,1,2,3,6.4,356,7.9
Joe Labas,144847,QB,C MICHIGAN,1,75.7,37,44,7.4,2.39,0,0,0.0,54.5,24,0,16,14.3,50,4,15,134,38.6,60.4,63.4,49.0,4,1,53,0,18.8,71.7,6.0,3,3,1,2,1,2,3.8,275,6.3
Seth Henigan,144267,QB,MEMPHIS,1,67.5,40,42,8.0,2.43,0,2,4.8,64.3,27,0,8,0.0,43,0,12,218,70.5,63.9,62.7,61.1,1,0,43,0,0.0,78.6,0.0,0,0,0,1,0,1,2.3,231,5.5
