player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Ryan Browne,174949,QB,PURDUE,1,73.3,45,49,8.1,2.95,1,1,2.0,59.2,29,0,12,12.1,57,4,18,273,70.2,63.5,62.1,62.7,0,0,60,0,25.0,83.0,5.3,3,5,0,3,1,1,1.7,291,5.9
Malik Washington,198729,QB,MARYLAND,1,77.8,45,49,5.5,2.49,2,1,2.0,61.2,30,0,9,14.3,51,5,16,215,69.8,69.1,68.1,61.9,0,1,52,0,0.0,70.0,0.0,0,2,0,2,1,2,3.8,219,4.5
Rocco Becht,157567,QB,IOWA STATE,1,70.2,47,48,9.7,2.63,0,2,3.8,62.5,30,0,6,9.1,52,3,15,193,72.4,78.7,74.8,71.7,0,0,58,0,50.0,95.3,5.8,3,1,0,1,2,0,0.0,314,6.5
Miller Moss,70727,QB,LOUISVILLE,1,78.3,46,48,7.4,2.63,1,1,2.0,72.9,35,0,24,2.8,53,1,18,210,41.8,62.6,57.3,75.9,1,1,54,0,20.8,96.6,9.4,5,0,0,0,2,5,9.3,329,6.9
Nick Minicucci,173617,QB,DELAWARE,1,72.1,43,47,9.1,2.7,1,2,4.0,61.7,29,0,11,6.5,48,2,17,151,27.4,53.1,50.5,61.9,0,1,51,0,0.0,73.2,0.0,0,1,1,2,0,3,5.9,322,6.9
Avery Johnson,173108,QB,KANSAS ST,1,80.0,40,46,9.0,2.73,1,2,4.3,63.0,29,0,14,9.4,50,3,21,199,71.8,77.1,76.8,64.2,1,1,51,0,0.0,91.2,0.0,0,4,1,3,2,1,2.0,344,7.5
Kaden Anderson,127312,QB,WYOMING,1,64.3,42,46,7.7,2.94,1,0,0.0,54.3,25,0,18,7.4,48,2,13,351,40.1,40.7,39.2,59.6,0,1,52,0,5.6,68.6,2.1,1,1,0,3,1,2,3.8,254,5.5
Maalik Murphy,157302,QB,OREGON ST,1,70.5,44,45,8.9,2.71,0,0,0.0,66.7,30,0,13,3.2,46,1,17,265,69.6,60.2,59.4,,0,2,49,0,7.7,87.0,2.2,1,0,0,1,2,2,4.1,357,7.9
Rickie Collins,172474,QB,SYRACUSE,1,61.4,44,45,12.3,2.7,0,2,4.3,48.9,22,0,14,18.5,54,5,15,304,70.4,49.1,45.4,66.6,0,3,57,1,14.3,48.3,3.7,2,7,0,1,1,3,5.3,279,6.2
Tommy Castellanos,158433,QB,FLORIDA ST,1,64.3,42,45,10.2,3.33,0,0,0.0,55.6,25,0,32,7.4,56,2,21,167,71.8,76.7,75.0,66.2,2,2,60,0,6.3,69.9,3.6,2,9,0,1,2,1,1.7,272,6.0
Jalen Kitna,146688,QB,UAB,1,64.1,39,42,10.3,3.0,0,2,4.5,57.1,24,0,7,4.0,44,1,13,321,69.8,54.9,53.9,61.2,0,1,46,0,14.3,73.4,2.3,1,1,0,3,1,3,6.5,259,6.2
Max Johnson,124099,QB,N CAROLINA,1,67.5,40,42,5.0,2.41,1,0,0.0,61.9,26,0,19,3.7,45,1,12,245,70.3,43.3,39.8,65.1,0,0,48,0,5.3,74.8,2.2,1,2,0,1,0,1,2.1,213,5.1
Cutter Boley,184630,QB,KENTUCKY,1,71.8,39,41,9.8,2.6,0,0,0.0,58.5,24,0,11,14.3,45,4,12,202,69.7,68.4,69.0,57.0,0,1,51,0,18.2,79.3,4.4,2,1,1,1,2,0,0.0,220,5.4
Mason Heintschel,199088,QB,PITTSBURGH,1,79.5,39,41,6.9,3.09,0,2,4.3,73.2,30,0,14,3.2,50,1,20,268,70.3,67.2,67.5,59.0,0,0,55,0,14.3,128.4,4.0,2,7,0,2,4,1,1.8,323,7.9
Demond Williams Jr.,183648,QB,WASHINGTON,1,78.9,38,41,9.5,3.18,0,2,4.7,68.3,28,0,17,6.7,51,2,18,340,71.3,67.5,63.4,69.9,1,1,54,1,11.8,93.0,3.9,2,8,0,2,2,1,1.9,275,6.7
Robby Ashford,131702,QB,WAKE,1,72.2,36,40,6.9,2.53,1,2,4.7,60.0,24,0,14,7.7,43,2,11,339,72.6,63.0,62.3,60.9,1,1,46,1,0.0,76.7,0.0,0,3,0,2,1,3,6.5,256,6.4
Ta'Quan Roberson,101625,QB,BUFFALO,1,58.3,36,40,9.7,2.66,0,1,2.4,47.5,19,0,7,9.5,42,2,12,126,69.7,55.4,52.9,65.6,1,0,44,1,14.3,95.0,2.4,1,1,1,2,3,3,6.8,272,6.8
Jack Layne,158966,QB,NEW MEXICO,1,78.4,37,40,10.1,2.67,1,2,4.4,70.0,28,0,10,3.4,46,1,20,241,39.9,81.5,77.7,72.2,0,3,52,0,40.0,65.0,8.7,4,2,0,2,0,4,7.7,344,8.6
Sawyer Robertson,146839,QB,BAYLOR,1,71.1,38,39,12.7,2.81,0,3,7.3,64.1,25,0,13,7.4,42,2,17,118,69.8,78.2,77.8,61.6,0,1,45,0,7.7,98.8,2.4,1,2,0,1,2,1,2.2,345,8.8
Behren Morton,144747,QB,TEXAS TECH,1,91.7,36,39,5.3,2.56,0,2,4.9,71.8,28,0,13,15.2,43,5,11,315,41.6,76.3,76.5,61.4,0,0,47,0,15.4,107.3,4.7,2,2,0,3,1,1,2.2,345,8.8
Noah Fifita,158722,QB,ARIZONA,1,75.7,37,38,11.5,3.05,1,4,9.8,73.7,28,0,9,0.0,43,0,18,109,38.3,79.5,84.7,45.4,0,1,46,0,44.4,133.3,9.3,4,1,0,0,5,1,2.2,376,9.9
Maddux Madsen,163379,QB,BOISE ST,1,68.6,35,37,6.1,3.27,0,1,2.4,59.5,22,0,20,8.3,48,2,11,120,70.6,39.0,38.8,53.3,0,4,53,0,20.0,36.3,8.3,4,7,0,2,0,6,11.3,215,5.8
Owen McCown,157688,QB,UTSA,1,74.3,35,37,7.3,2.84,1,1,2.5,67.6,25,0,11,3.8,41,1,15,331,69.8,72.1,72.6,57.8,0,2,46,0,27.3,80.2,7.3,3,1,0,1,2,2,4.4,234,6.3
Jaylen Raynor,172203,QB,ARK STATE,1,80.6,36,36,5.4,2.45,0,1,2.6,77.8,28,0,7,3.4,43,1,17,113,73.5,79.3,64.2,85.0,0,0,46,0,71.4,114.6,11.6,5,2,0,0,2,2,4.3,254,7.1
Diego Pavia,156927,QB,VANDERBILT,1,75.0,32,35,8.5,2.88,0,1,2.8,60.0,21,0,14,12.5,40,3,13,333,41.1,53.2,55.9,53.7,1,1,41,0,7.1,73.8,2.5,1,4,0,2,1,3,7.3,202,5.8
Kevin Jennings,158272,QB,SMU,1,85.7,35,35,4.9,2.31,0,3,8.1,82.9,29,0,8,3.3,38,1,15,287,69.9,80.5,82.5,58.7,0,1,40,0,12.5,126.8,2.6,1,2,0,0,4,1,2.5,285,8.1
Hunter Watson,183993,QB,SM HOUSTON,1,80.0,30,34,4.5,2.56,0,0,0.0,64.7,22,0,14,8.3,40,2,14,281,69.5,68.5,67.7,61.5,2,1,41,1,14.3,80.8,5.0,2,3,0,2,1,1,2.4,222,6.5
Byrum Brown,156206,QB,USF,1,75.0,32,34,9.2,2.99,0,3,8.1,55.9,19,0,11,20.8,40,5,12,327,45.3,86.3,82.2,72.9,0,2,43,0,0.0,89.3,0.0,0,6,0,2,4,2,4.7,212,6.2
