player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Josh Hoover,127148,QB,TCU,1,80.0,50,54,7.1,2.05,0,1,1.8,66.7,36,0,13,10.0,56,4,22,305,70.1,76.0,73.9,64.3,2,0,58,0,0.0,113.7,0.0,0,1,1,1,4,0,0.0,407,7.5
Shedeur Sanders,131396,QB,COLORADO,1,77.1,48,49,8.0,2.51,0,2,3.7,73.5,36,0,14,2.7,51,1,17,143,70.0,90.2,89.5,,1,0,56,0,14.3,116.9,3.9,2,0,0,0,4,0,0.0,310,6.3
Joey Aguilar,174978,QB,APP STATE,1,73.3,45,47,11.1,2.67,0,5,10.2,68.1,32,0,18,3.0,54,1,22,108,71.0,60.5,61.3,56.3,0,2,56,0,5.6,92.2,1.9,1,6,0,2,2,5,8.9,416,8.9
Devon Dampier,171556,QB,NEW MEXICO,1,65.0,40,45,10.4,2.87,1,2,3.8,48.9,22,0,12,15.4,47,4,12,241,43.0,71.0,70.9,60.4,0,2,54,1,0.0,58.7,0.0,0,2,0,4,1,1,1.9,291,6.5
Jordan McCloud,101058,QB,TEXAS ST,1,77.5,40,44,8.9,2.58,1,1,2.3,65.9,29,0,13,6.5,48,2,16,314,42.0,63.5,66.9,55.7,2,1,48,1,7.7,103.2,2.1,1,3,0,1,4,1,2.1,268,6.1
Skyler Locklear,164027,QB,UTEP,1,68.4,38,43,7.1,2.97,2,1,2.2,60.5,26,0,18,0.0,53,0,12,330,71.0,42.1,43.2,52.0,2,2,55,0,16.7,64.5,5.7,3,7,0,1,1,3,5.5,244,5.7
Billy Edwards Jr.,144185,QB,MARYLAND,1,68.3,41,43,11.6,2.2,0,3,6.8,65.1,28,0,12,0.0,44,0,10,215,72.9,70.3,64.6,72.4,1,0,45,0,8.3,97.3,2.3,1,0,0,1,2,3,6.7,263,6.1
Ben Finley,122864,QB,AKRON,1,71.4,42,43,10.2,2.86,0,2,4.4,65.1,28,0,18,6.7,50,2,15,102,35.8,57.3,58.3,55.7,0,1,53,0,27.8,112.4,10.0,5,2,0,1,4,2,3.8,358,8.3
Maalik Murphy,157302,QB,DUKE,1,69.0,42,43,9.1,2.17,1,5,11.1,65.1,28,0,9,3.4,44,1,14,154,71.0,77.6,76.6,61.3,0,1,46,0,11.1,95.8,2.3,1,0,0,0,3,0,0.0,267,6.2
Brayden Schager,146078,QB,HAWAII,1,63.4,41,42,11.4,3.02,0,1,2.2,50.0,21,0,17,19.2,53,5,12,180,41.2,56.1,60.0,50.6,1,1,57,0,11.8,66.8,3.8,2,9,0,0,1,4,7.0,252,6.0
