player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
John Paddock,77689,QB,BALL ST,1,81.5,54,58,6.7,2.18,2,1,1.6,69.0,40,0,12,9.1,59,4,24,117,71.1,75.3,76.0,54.6,0,2,64,0,8.3,91.7,1.7,1,0,0,2,3,1,1.6,407,7.0
Chase Cunningham,78533,QB,MIDDLE TN,1,80.9,47,57,7.2,2.85,1,1,1.6,61.4,35,0,22,7.9,60,3,14,224,28.0,51.7,58.1,41.3,2,0,64,0,4.5,86.0,1.7,1,1,1,6,1,3,4.7,368,6.5
Austin Reed,111760,QB,W KENTUCKY,1,75.9,54,56,5.8,1.99,1,5,8.5,69.6,39,0,17,4.9,63,2,19,346,46.2,67.0,62.8,71.4,0,1,66,0,35.3,100.7,9.5,6,1,0,1,3,3,4.5,406,7.3
N'Kosi Perry,60446,QB,FAU,1,62.5,48,50,11.1,2.8,0,6,11.8,52.0,26,0,15,13.3,54,4,16,165,70.3,72.8,69.8,68.9,0,2,55,0,6.7,66.7,1.9,1,3,0,2,2,5,9.1,295,5.9
Michael Penix Jr.,82134,QB,WASHINGTON,1,78.3,46,49,7.7,2.41,1,2,3.6,67.3,33,0,14,8.3,54,3,19,340,70.3,54.0,54.3,56.0,0,2,61,0,14.3,97.7,3.7,2,3,1,1,4,2,3.3,345,7.0
Donovan Smith,73929,QB,TEXAS TECH,1,75.6,45,48,8.9,2.81,1,3,6.0,70.8,34,0,21,0.0,58,0,18,315,47.8,61.3,60.2,60.9,0,2,61,0,33.3,88.8,12.1,7,3,0,2,2,4,6.6,359,7.5
Jayden de Laura,131928,QB,ARIZONA,1,83.7,43,48,8.4,2.77,1,2,4.1,68.8,33,0,12,8.3,53,3,28,109,70.8,87.0,83.4,66.5,0,0,55,0,8.3,141.0,1.9,1,3,2,2,6,0,0.0,484,10.1
Hunter Dekkers,122511,QB,IOWA STATE,1,72.3,47,48,6.9,2.55,0,1,2.0,62.5,30,0,15,11.8,54,4,13,193,71.4,53.9,51.3,67.6,1,1,57,1,33.3,77.3,9.3,5,1,0,0,1,2,3.5,287,6.0
JT Daniels,83578,QB,W VIRGINIA,1,69.6,46,48,8.5,2.55,1,0,0.0,60.4,29,0,13,9.4,51,3,12,343,70.3,65.6,63.4,63.3,1,0,54,0,23.1,81.3,5.9,3,0,0,0,1,0,0.0,253,5.3
Devin Leary,77628,QB,NC STATE,1,72.7,44,47,6.6,2.64,1,2,3.9,59.6,28,0,13,12.5,51,4,16,248,43.8,59.0,62.3,48.9,0,1,55,0,23.1,71.7,5.9,3,1,0,2,1,2,3.6,245,5.2
