player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Darian Mensah,169984,QB,DUKE,1,72.3,47,51,10.5,3.09,1,4,7.1,58.8,30,0,18,11.8,52,4,18,154,70.1,79.5,79.7,57.3,0,1,58,0,0.0,88.1,0.0,0,1,0,3,3,1,1.7,313,6.1
Caden Veltkamp,156642,QB,FAU,1,72.9,48,51,9.2,2.76,1,3,5.7,64.7,33,0,19,5.7,56,2,15,165,71.8,59.9,62.2,52.9,0,3,58,0,10.5,72.6,3.6,2,3,0,2,2,5,8.6,343,6.7
DJ Lagway,184426,QB,FLORIDA,1,73.9,46,49,6.7,2.52,1,3,5.7,67.3,33,0,18,2.9,55,1,12,163,71.2,64.4,61.1,67.4,0,5,59,0,16.7,49.8,5.5,3,3,0,2,1,7,11.9,287,5.9
Jalen Kitna,146688,QB,UAB,1,78.6,42,45,7.5,2.67,0,1,2.2,66.7,30,0,14,9.1,47,3,19,321,70.7,71.1,70.4,60.8,1,1,47,0,14.3,94.8,4.3,2,0,0,2,2,1,2.1,341,7.6
Nicholas Vattiato,145302,QB,MIDDLE TN,1,76.2,42,45,7.1,2.8,0,1,2.1,60.0,27,0,19,15.6,57,5,16,224,70.5,64.9,67.6,54.2,0,1,59,0,21.1,73.1,7.0,4,8,1,2,1,0,0.0,247,5.5
Dylan Lonergan,172386,QB,BOSTON COL,1,72.1,43,44,7.7,2.53,1,2,4.5,68.2,30,0,15,3.2,48,1,17,121,37.7,51.4,56.6,41.1,0,1,49,0,13.3,88.5,4.2,2,2,0,0,1,3,6.1,333,7.6
Maalik Murphy,157302,QB,OREGON ST,1,68.2,44,44,9.2,2.34,0,1,2.3,56.8,25,0,15,16.7,48,5,13,265,70.3,68.3,67.5,66.4,0,2,48,1,20.0,72.3,6.3,3,1,0,0,2,1,2.1,282,6.4
Noah Kim,129623,QB,E MICHIGAN,1,74.4,39,42,8.4,3.05,1,2,4.7,59.5,25,0,14,13.8,48,4,13,160,70.8,78.8,80.8,59.1,0,1,49,0,14.3,82.4,4.2,2,4,0,2,1,0,0.0,330,7.9
Luke Weaver,198494,QB,HAWAII,1,73.2,41,42,7.6,2.54,1,1,2.2,61.9,26,0,10,13.3,52,4,11,180,70.8,63.7,64.6,58.2,0,0,57,0,20.0,93.4,3.8,2,8,0,0,2,1,1.8,240,5.7
Ta'Quan Roberson,101625,QB,BUFFALO,1,75.0,40,40,10.4,2.58,0,4,9.8,70.0,28,0,8,6.7,46,2,18,126,40.2,74.1,82.9,46.6,0,1,47,0,12.5,108.6,2.2,1,5,0,0,3,2,4.3,323,8.1
Kyron Drones,144506,QB,VA TECH,1,70.3,37,39,9.4,3.71,0,2,4.9,66.7,26,0,21,0.0,50,0,12,337,26.6,68.3,66.5,63.8,0,1,53,0,19.0,101.0,8.0,4,7,0,2,3,3,5.7,266,6.8
Tad Hudson,170107,QB,COAST CAR,1,68.6,35,39,8.8,2.69,1,4,9.3,48.7,19,0,25,20.8,49,5,13,141,37.6,83.6,86.4,53.6,0,2,53,0,24.0,39.7,12.2,6,4,0,3,0,3,5.7,172,4.4
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,75.7,37,39,9.8,2.75,1,1,2.3,61.5,24,0,11,14.3,42,4,14,130,71.0,80.4,80.6,59.8,0,0,46,0,27.3,108.8,7.1,3,0,1,0,3,1,2.2,279,7.2
Devon Dampier,171556,QB,UTAH,1,77.8,36,39,7.6,2.66,0,1,2.3,66.7,26,0,2,7.1,42,2,12,328,44.7,66.2,67.1,59.5,0,0,46,0,50.0,99.5,2.4,1,2,0,3,2,1,2.2,232,5.9
Ryan Browne,174949,QB,PURDUE,1,79.4,34,39,7.3,2.85,0,0,0.0,61.5,24,0,21,11.1,47,3,16,273,70.1,67.7,70.0,51.4,1,3,52,0,28.6,62.4,12.8,6,2,0,4,1,2,3.9,305,7.8
Eli Holstein,172381,QB,PITTSBURGH,1,67.6,34,38,9.2,2.88,1,1,2.6,57.9,22,0,21,4.3,48,1,8,268,41.5,54.3,50.6,64.1,0,1,49,2,28.6,81.4,12.5,6,4,0,3,1,4,8.2,303,8.0
