player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Davis Brin,77642,QB,GA SOUTHRN,1,64.2,53,54,9.6,2.37,1,1,1.7,59.3,32,0,12,5.9,60,2,19,174,70.8,68.9,67.0,70.9,0,0,65,1,16.7,95.6,3.3,2,2,0,0,3,4,6.2,332,6.1
Austin Reed,111760,QB,W KENTUCKY,1,68.1,47,52,8.9,2.43,2,3,5.5,57.7,30,0,20,6.3,54,2,18,346,71.7,72.1,69.7,66.4,2,1,57,0,0.0,78.8,0.0,0,2,0,1,2,4,7.0,297,5.7
Carter Bradley,77685,QB,S ALABAMA,1,66.7,45,51,9.0,2.5,3,2,3.6,54.9,28,0,24,6.7,58,2,14,288,43.0,64.9,62.5,66.6,1,2,62,1,16.7,69.0,6.9,4,3,0,2,2,2,3.2,299,5.9
E.J. Warner,156185,QB,TEMPLE,1,76.7,43,49,6.3,2.11,2,1,2.0,55.1,27,0,14,18.2,51,6,15,306,70.6,67.8,67.2,60.5,1,1,53,0,7.1,76.0,2.0,1,1,0,3,2,1,1.9,269,5.5
Shedeur Sanders,131396,QB,COLORADO,1,80.0,40,45,6.7,2.64,2,4,8.2,66.7,30,0,17,6.3,53,2,15,143,72.0,90.2,90.5,65.8,1,1,57,0,17.6,112.4,5.7,3,5,0,2,4,0,0.0,371,8.2
Nicholas Vattiato,145302,QB,MIDDLE TN,1,73.3,45,45,6.4,2.4,0,3,5.9,60.0,27,0,10,18.2,48,6,11,224,71.3,77.7,75.9,65.6,0,2,55,0,20.0,56.9,4.2,2,1,0,0,0,3,5.5,252,5.6
Alex Flinn,123797,QB,E CAROLINA,1,65.9,41,45,8.3,3.01,0,2,4.1,46.7,21,0,27,22.2,53,6,15,156,71.8,59.1,62.1,55.2,0,1,58,1,11.1,54.5,5.7,3,5,1,3,0,3,5.2,246,5.5
Noah Kim,129623,QB,MICH STATE,1,68.4,38,44,6.1,2.8,2,0,0.0,56.8,25,0,10,3.8,44,1,8,223,71.7,51.7,47.0,70.1,0,3,46,1,0.0,39.3,0.0,0,0,0,4,0,2,4.3,193,4.4
Donovan Smith,73929,QB,HOUSTON,1,79.5,39,42,8.1,2.74,0,3,7.0,71.4,30,0,16,3.2,46,1,18,182,41.2,82.7,75.7,76.6,0,0,48,0,6.3,126.7,2.2,1,3,1,2,4,3,6.3,336,8.0
Chandler Morris,122938,QB,TCU,1,59.0,39,42,10.1,3.02,1,0,0.0,54.8,23,0,17,0.0,48,0,11,305,71.1,64.4,52.7,85.8,0,0,48,1,23.5,93.2,8.3,4,2,0,2,2,4,8.3,298,7.1
Billy Wiles,144144,QB,SO MISS,1,55.0,40,42,11.9,2.89,0,0,0.0,50.0,21,0,23,4.5,49,1,12,296,41.4,60.3,58.4,62.0,1,1,53,0,8.7,77.0,4.1,2,5,0,1,2,1,1.9,275,6.5
Michael Penix Jr.,82134,QB,WASHINGTON,1,82.1,39,41,6.7,2.57,0,1,2.4,75.6,31,0,6,3.1,43,1,19,340,69.4,77.2,75.3,63.1,0,0,46,0,33.3,103.1,4.7,2,0,0,2,0,0,0.0,374,9.1
Taisun Phommachanh,99577,QB,UMASS,1,82.5,40,41,5.9,2.61,0,1,2.3,75.6,31,0,11,6.1,46,2,13,216,69.5,57.8,58.1,57.3,0,1,48,1,36.4,90.9,8.7,4,1,0,1,1,2,4.2,274,6.7
Brady Cook,124199,QB,MISSOURI,1,87.2,39,41,8.6,2.11,2,4,9.1,80.5,33,0,9,2.9,41,1,21,229,71.6,91.1,92.2,54.2,0,0,44,0,0.0,139.3,0.0,0,0,0,0,4,0,0.0,395,9.6
Trenton Bourguet,97285,QB,ARIZONA ST,1,71.8,39,41,6.0,2.47,0,1,2.3,63.4,26,0,10,7.1,43,2,12,110,69.9,59.3,52.7,69.7,0,1,46,0,10.0,79.7,2.3,1,1,1,1,0,2,4.3,344,8.4
Noah Fifita,158722,QB,ARIZONA,1,74.4,39,40,7.6,2.65,1,0,0.0,67.5,27,0,10,6.9,47,2,14,109,69.7,64.5,66.8,52.7,0,1,50,0,10.0,97.1,2.1,1,5,0,0,3,3,6.0,232,5.8
