player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Spencer Sanders,77660,QB,OKLA STATE,1,65.0,60,67,9.3,2.92,0,0,0.0,53.7,36,0,33,7.7,80,3,23,262,72.5,50.5,47.8,66.2,1,4,81,1,15.2,50.7,6.3,5,8,0,6,1,5,6.2,381,5.7
Austin Reed,111760,QB,W KENTUCKY,1,54.7,53,55,8.1,2.51,2,2,3.6,47.3,26,0,11,10.3,56,3,13,346,44.2,34.6,34.7,53.7,0,2,56,0,0.0,60.3,0.0,0,1,0,0,2,4,7.1,289,5.3
Chase Cunningham,78533,QB,MIDDLE TN,1,80.4,51,54,4.1,2.13,0,0,0.0,74.1,40,0,11,2.4,55,1,24,224,72.9,68.3,71.8,56.5,0,1,57,1,9.1,121.5,1.8,1,0,0,3,5,1,1.8,448,8.3
Tanner Mordecai,77656,QB,SMU,1,80.4,46,49,7.0,2.94,1,3,6.0,65.3,32,0,17,13.5,56,5,16,287,25.2,57.0,64.0,37.7,0,2,57,1,17.6,78.4,5.4,3,4,0,2,2,3,5.3,298,6.1
John Paddock,77689,QB,BALL ST,1,65.2,46,48,7.3,2.34,1,0,0.0,60.4,29,0,11,3.3,50,1,15,117,69.9,65.3,65.6,57.3,0,1,54,0,9.1,81.3,2.0,1,1,0,1,2,3,5.6,273,5.7
Tanner McKee,131770,QB,STANFORD,1,82.1,39,48,5.1,2.44,2,0,0.0,60.4,29,0,8,9.4,52,3,16,300,69.8,56.7,56.1,,0,1,53,0,37.5,74.2,5.8,3,0,3,4,1,2,3.8,271,5.6
Jayden de Laura,131928,QB,ARIZONA,1,69.8,43,46,9.9,2.92,1,3,6.4,60.9,28,0,14,6.7,51,2,15,109,38.9,55.3,59.1,44.4,0,4,52,0,21.4,56.2,5.9,3,2,0,2,1,3,5.8,357,7.8
Riley Leonard,143862,QB,DUKE,1,63.4,41,45,12.4,2.77,0,3,6.4,53.3,24,0,15,7.7,47,2,10,154,42.9,59.3,62.5,51.6,1,0,50,0,6.7,95.6,2.1,1,1,0,3,3,1,2.0,290,6.4
Clayton Tune,77652,QB,HOUSTON,1,81.0,42,44,11.9,3.12,0,4,9.1,72.7,32,0,11,5.9,48,2,25,182,70.3,91.6,91.8,62.2,0,1,48,0,0.0,124.7,0.0,0,4,0,2,4,2,4.2,435,9.9
Jack Plummer,83543,QB,CAL,1,76.3,38,43,11.1,2.51,0,2,4.3,53.5,23,0,16,20.7,44,6,11,130,70.3,74.9,73.0,64.8,1,2,47,0,6.3,62.2,2.3,1,0,0,4,1,2,4.3,280,6.5
Sam Hartman,77618,QB,WAKE,1,79.1,43,43,11.7,3.0,0,0,0.0,69.8,30,0,14,11.8,52,4,23,339,21.8,73.4,74.4,58.7,0,0,54,0,28.6,123.3,7.7,4,5,0,0,4,1,1.9,331,7.7
Anthony Richardson,124393,QB,FLORIDA,1,76.9,39,43,11.2,2.94,1,4,8.7,58.1,25,0,9,16.7,45,5,18,163,70.3,84.7,86.8,56.2,0,1,48,0,0.0,102.9,0.0,0,2,1,2,3,0,0.0,400,9.3
Caleb Williams,144622,QB,USC,1,83.3,42,43,7.8,3.1,0,3,6.5,74.4,32,0,11,8.6,47,3,19,326,72.1,85.7,86.4,62.1,0,1,50,0,18.2,115.5,4.3,2,2,0,1,2,1,2.0,470,10.9
Payton Thorne,101629,QB,MICH STATE,1,70.0,40,43,9.1,2.83,0,1,2.1,62.8,27,0,14,3.6,43,1,18,223,71.0,69.0,70.2,58.8,0,1,47,1,0.0,89.1,0.0,0,0,0,3,2,0,0.0,298,6.9
Jake Haener,60596,QB,FRESNO ST,1,76.7,43,43,11.2,2.47,0,3,6.8,69.8,30,0,9,9.1,46,3,21,169,70.3,89.5,86.5,69.6,0,0,47,0,33.3,110.9,6.5,3,0,0,0,2,0,0.0,363,8.4
Hendon Hooker,60593,QB,TENNESSEE,1,70.0,40,42,11.6,2.43,2,1,2.2,59.5,25,0,4,10.7,44,3,17,307,70.3,72.5,66.8,77.4,0,0,48,0,25.0,100.0,2.3,1,1,0,0,3,0,0.0,247,5.9
Dillon Gabriel,86272,QB,OKLAHOMA,1,63.9,36,41,8.6,2.69,1,2,4.8,48.8,20,0,12,13.0,42,3,10,261,71.6,72.8,70.1,67.0,0,1,43,0,8.3,74.0,2.4,1,0,0,4,2,0,0.0,248,6.0
Tucker Gleason,122475,QB,TOLEDO,1,65.8,38,40,11.8,3.01,0,1,2.3,55.0,22,0,26,12.0,53,3,19,316,43.0,78.3,74.0,72.9,1,2,56,1,15.4,86.1,7.5,4,9,0,1,3,2,3.6,327,8.2
James Blackman,60382,QB,ARK STATE,1,64.1,39,40,9.2,2.45,0,2,5.0,55.0,22,0,9,12.0,41,3,11,113,69.1,72.4,71.5,,1,0,41,0,11.1,80.9,2.4,1,0,0,0,1,1,2.4,237,5.9
Kyle Vantrease,55029,QB,GA SOUTHRN,1,66.7,36,39,7.2,2.45,0,0,0.0,56.4,22,0,12,8.3,41,2,10,174,35.1,49.4,53.9,44.4,0,1,42,0,16.7,68.9,4.9,2,0,0,3,1,2,4.8,205,5.3
Taylor Powell,60459,QB,E MICHIGAN,1,86.1,36,39,8.8,2.78,1,0,0.0,76.9,30,0,7,3.2,41,1,17,160,69.7,89.3,89.8,60.4,0,0,43,0,0.0,125.5,0.0,0,2,0,2,3,0,0.0,315,8.1
Cameron Rising,77663,QB,UTAH,1,66.7,36,38,6.9,2.67,1,1,2.6,55.3,21,0,12,12.5,42,3,11,328,70.9,48.1,44.8,60.7,1,3,43,0,0.0,33.9,0.0,0,4,0,0,0,2,4.7,170,4.5
Nate Cox,60432,QB,NEVADA,1,50.0,36,38,17.2,3.03,1,2,5.1,42.1,16,0,13,11.1,43,2,10,239,39.0,53.3,55.6,53.2,1,2,44,0,7.7,59.4,2.3,1,4,0,0,2,4,9.1,243,6.4
Dorian Thompson-Robinson,83574,QB,UCLA,1,65.8,38,38,9.0,3.08,0,0,0.0,60.5,23,0,11,8.0,44,2,16,324,25.3,48.7,35.5,70.8,0,3,44,0,9.1,88.6,2.3,1,5,0,0,4,5,11.4,309,8.1
Will Rogers,124184,QB,MISS STATE,1,86.1,36,38,5.3,2.9,0,0,0.0,78.9,30,0,6,3.2,41,1,21,227,69.3,80.6,85.0,50.2,0,0,44,1,0.0,139.3,0.0,0,3,0,2,5,0,0.0,301,7.9
Doug Brumfield,128348,QB,UNLV,1,77.8,36,37,9.1,3.6,0,2,4.9,62.2,23,0,14,17.9,49,5,12,325,71.9,70.6,70.6,62.3,0,1,54,0,21.4,84.1,6.1,3,9,0,1,1,1,1.9,288,7.8
Hayden Wolff,98362,QB,DOMINION,1,68.6,35,37,10.9,2.8,0,5,12.8,59.5,22,0,14,8.3,44,2,15,263,37.3,65.7,72.3,46.3,0,0,46,0,14.3,104.3,4.5,2,4,0,2,2,3,6.5,308,8.3
Bo Nix,97790,QB,OREGON,1,75.8,33,37,8.1,2.19,1,2,5.4,67.6,25,0,8,0.0,38,0,11,264,70.2,57.7,59.7,57.3,0,1,38,1,12.5,88.1,2.6,1,0,0,3,1,1,2.6,284,7.7
Layne Hatcher,82068,QB,TEXAS ST,1,74.3,35,37,6.9,2.8,0,1,2.7,62.2,23,0,9,11.5,42,3,8,314,69.1,71.6,70.8,60.6,0,0,42,0,33.3,76.0,7.1,3,2,1,1,0,1,2.4,196,5.3
Matt McDonald,60350,QB,BOWL GREEN,1,61.8,34,36,11.1,2.99,1,4,10.8,55.6,20,0,15,4.8,41,1,12,122,69.7,71.2,70.4,61.8,1,1,43,0,26.7,119.6,9.8,4,1,0,0,4,1,2.3,395,11.0
Taulia Tagovailoa,97271,QB,MARYLAND,1,82.4,34,36,6.3,2.56,0,2,4.9,72.2,26,0,12,7.1,43,2,16,215,39.7,68.8,64.0,71.3,0,0,49,0,41.7,114.7,11.6,5,2,0,2,2,3,6.1,293,8.1
N'Kosi Perry,60446,QB,FAU,1,58.3,36,36,11.4,1.87,0,4,11.1,52.8,19,0,16,9.5,43,2,13,165,23.1,55.4,61.9,45.5,0,0,43,0,31.3,92.9,11.6,5,2,0,0,1,3,7.0,325,9.0
Jaxson Dart,146409,QB,OLE MISS,1,65.7,35,36,10.9,3.13,0,3,6.8,58.3,21,0,15,8.7,43,2,10,226,41.5,66.7,70.7,52.1,0,1,51,0,13.3,76.2,4.7,2,5,0,1,1,1,2.0,240,6.7
Cam Ward,133244,QB,WASH STATE,1,71.4,35,36,5.5,2.39,0,0,0.0,69.4,25,0,8,0.0,41,0,15,341,71.1,53.9,51.1,64.0,0,0,41,1,12.5,91.2,2.4,1,4,0,1,1,2,4.9,190,5.3
E.J. Warner,156185,QB,TEMPLE,1,67.6,34,36,9.5,2.7,1,2,5.6,58.3,21,0,11,8.7,37,2,9,306,69.3,54.5,57.9,48.4,0,2,37,0,9.1,46.5,2.7,1,0,0,1,0,2,5.4,164,4.6
Max Duggan,99470,QB,TCU,1,75.8,33,36,11.6,2.85,1,1,2.6,66.7,24,0,14,4.0,38,1,13,305,71.9,65.8,66.1,59.9,0,1,41,0,0.0,93.3,0.0,0,2,1,1,1,2,4.9,328,9.1
Spencer Rattler,97408,QB,S CAROLINA,1,87.9,33,36,9.3,2.71,1,5,12.5,80.6,29,0,9,0.0,43,0,21,289,70.1,92.9,92.9,62.4,0,0,48,0,11.1,156.4,2.3,1,4,0,2,6,0,0.0,433,12.0
Chandler Fields,97286,QB,LA LAFAYET,1,57.6,33,36,7.2,2.69,0,2,5.4,52.8,19,0,21,0.0,43,0,9,207,69.7,56.6,51.8,68.7,1,0,44,0,19.0,73.7,9.3,4,3,0,2,1,2,4.5,159,4.4
DJ Uiagalelei,122162,QB,CLEMSON,1,80.6,31,35,6.9,2.57,1,0,0.0,65.7,23,0,12,8.0,40,2,14,140,44.6,77.6,67.7,76.9,0,1,41,0,25.0,91.4,7.5,3,2,0,3,2,2,4.9,230,6.6
Hunter Dekkers,122511,QB,IOWA STATE,1,73.5,34,35,8.6,2.89,0,3,8.3,65.7,23,0,14,8.0,40,2,15,193,71.2,75.1,80.3,59.4,0,0,42,0,14.3,101.4,5.0,2,3,0,1,1,0,0.0,294,8.4
Ben Finley,122864,QB,NC STATE,1,56.3,32,35,10.5,2.59,1,0,0.0,45.7,16,0,15,11.1,39,2,12,248,69.1,51.4,49.3,64.1,0,1,42,0,20.0,61.7,7.7,3,1,0,2,1,1,2.4,201,5.7
Cooper Legas,101286,QB,UTAH ST,1,73.5,34,35,9.1,2.95,0,1,2.6,65.7,23,0,14,8.0,42,2,15,329,42.7,50.8,48.8,58.2,0,2,45,0,14.3,71.6,4.8,2,5,0,1,1,4,8.9,244,7.0
Taylen Green,145996,QB,BOISE ST,1,69.0,29,34,8.7,3.16,0,0,0.0,58.8,20,0,9,0.0,34,0,10,120,72.7,76.2,73.6,66.9,1,0,34,0,0.0,85.5,0.0,0,0,1,3,1,0,0.0,201,5.9
Trey Lowe,77669,QB,SO MISS,1,63.3,30,33,11.5,2.9,0,3,8.3,54.5,18,0,16,5.3,38,1,10,296,69.5,67.7,68.4,57.6,2,1,41,0,12.5,56.0,5.3,2,3,0,1,0,2,4.9,167,5.1
J.J. McCarthy,144918,QB,MICHIGAN,1,64.5,31,33,7.5,2.74,2,0,0.0,51.5,17,0,10,15.0,38,3,11,222,33.8,55.5,64.2,41.1,0,0,40,0,0.0,71.5,0.0,0,4,0,0,0,1,2.5,210,6.4
Trenton Bourguet,97285,QB,ARIZONA ST,1,75.9,29,32,6.3,2.51,0,0,0.0,62.5,20,0,15,9.1,39,2,6,110,69.9,64.6,64.7,59.6,2,0,40,0,6.7,70.1,2.6,1,5,0,1,0,0,0.0,122,3.8
Garrett Shrader,98212,QB,SYRACUSE,1,62.1,29,32,14.4,3.34,0,4,12.1,53.1,17,0,14,5.6,38,1,15,304,70.7,88.1,86.6,67.9,0,1,39,1,14.3,85.9,5.3,2,4,0,3,1,0,0.0,324,10.1
Kedon Slovis,100580,QB,PITTSBURGH,1,58.6,29,32,13.0,3.1,0,1,3.0,46.9,15,0,9,11.8,34,2,9,268,69.2,60.6,58.8,62.1,1,2,36,0,11.1,50.3,2.9,1,1,0,2,1,2,5.6,190,5.9
Cam Fancher,145266,QB,MARSHALL,1,54.8,31,32,8.3,2.73,0,1,2.9,53.1,17,0,7,0.0,35,0,10,214,73.4,62.4,61.4,60.4,0,0,37,0,0.0,102.9,0.0,0,3,0,1,2,0,0.0,274,8.6
C.J. Stroud,129759,QB,OHIO STATE,1,65.5,29,31,11.2,3.46,0,1,3.0,58.1,18,0,12,5.3,33,1,12,260,69.1,59.3,64.4,49.3,0,0,35,2,0.0,93.6,0.0,0,2,0,2,1,0,0.0,241,7.8
Michael Penix Jr.,82134,QB,WASHINGTON,1,75.9,29,31,8.4,2.97,0,1,3.0,61.3,19,0,10,13.6,33,3,13,340,68.6,73.8,76.6,51.6,0,0,35,0,0.0,94.7,0.0,0,2,0,2,1,1,2.9,229,7.4
Will Levis,83542,QB,KENTUCKY,1,73.3,30,31,7.7,2.21,0,2,6.1,64.5,20,0,12,9.1,34,2,12,202,69.7,70.2,62.5,77.4,0,1,37,0,8.3,80.8,2.9,1,2,0,1,1,1,2.7,206,6.6
Landry Lyddy,156581,QB,LA TECH,1,74.2,31,31,6.6,2.18,0,1,2.9,74.2,23,0,8,0.0,35,0,8,208,69.3,54.8,53.8,58.6,0,2,38,0,25.0,65.7,5.7,2,2,0,0,0,2,5.3,213,6.9
Chandler Rogers,98683,QB,LA MONROE,1,75.9,29,30,7.2,2.87,0,1,2.9,60.0,18,0,19,18.2,45,4,9,209,18.8,58.0,54.4,71.6,0,0,51,0,26.3,72.4,11.1,5,10,1,0,0,2,3.9,146,4.9
Tommy DeVito,60545,QB,ILLINOIS,1,82.8,29,30,8.2,2.58,0,0,0.0,70.0,21,0,4,12.5,31,3,13,187,68.4,75.5,77.2,51.7,0,0,32,0,0.0,85.1,0.0,0,1,0,1,0,0,0.0,178,5.9
Chevan Cordeiro,75886,QB,S JOSE ST,1,80.0,30,30,8.7,3.04,0,2,6.3,66.7,20,0,15,16.7,42,4,13,285,70.9,76.1,77.9,60.3,0,0,44,0,33.3,132.9,11.9,5,7,0,0,4,1,2.3,257,8.6
Holton Ahlers,77651,QB,E CAROLINA,1,58.6,29,30,12.5,2.57,0,2,6.3,50.0,15,0,10,11.8,32,2,6,156,68.5,73.4,72.6,,1,0,34,0,20.0,69.0,6.3,2,0,0,0,0,0,0.0,182,6.1
Chris Reynolds,60361,QB,CHARLOTTE,1,80.0,25,30,6.6,2.94,1,3,8.8,66.7,20,0,13,0.0,34,0,12,136,70.9,73.7,74.1,60.2,1,0,39,0,23.1,94.9,8.8,3,1,0,3,0,1,2.6,268,8.9
Drake Maye,143969,QB,N CAROLINA,1,62.1,29,30,11.2,3.06,0,4,13.3,53.3,16,0,13,11.1,42,2,10,245,70.0,74.2,72.0,65.8,0,1,42,0,53.8,60.7,16.7,7,5,0,1,0,1,2.4,202,6.7
Jayden Daniels,97993,QB,LSU,1,82.1,28,29,12.1,2.99,1,3,10.0,75.9,22,0,7,4.3,35,1,17,211,71.3,93.1,91.7,78.9,0,0,36,0,14.3,119.5,2.9,1,5,0,0,1,0,0.0,297,10.2
Gavin Wimsatt,155757,QB,RUTGERS,1,50.0,24,29,8.4,2.75,0,0,0.0,34.5,10,0,17,16.7,34,2,6,278,30.6,49.9,44.0,69.0,0,1,34,0,23.5,45.5,11.8,4,1,0,5,1,3,8.8,122,4.2
Blake Shapen,122282,QB,BAYLOR,1,78.6,28,29,9.2,3.23,0,1,3.4,69.0,20,0,10,9.1,33,2,12,118,69.9,68.3,70.4,56.4,0,1,33,0,10.0,94.5,3.0,1,3,0,1,1,1,3.0,263,9.1
