player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Will Rogers,124184,QB,MISS STATE,1,76.0,50,57,6.7,2.6,1,1,1.7,61.4,35,0,16,7.9,64,3,16,227,70.5,47.9,48.0,62.6,0,3,66,2,31.3,53.3,7.8,5,2,0,6,0,4,6.1,300,5.3
Carson Strong,83524,QB,NEVADA,1,74.5,51,55,8.8,2.48,0,4,6.9,61.8,34,0,12,10.5,58,4,19,239,70.9,87.7,86.7,60.1,1,0,61,0,25.0,95.6,5.2,3,0,1,2,2,0,0.0,395,7.2
Bailey Zappe,60396,QB,W KENTUCKY,1,72.5,51,53,9.4,2.59,1,3,5.4,66.0,35,0,3,5.4,55,2,18,346,70.5,59.5,58.9,59.6,0,1,58,0,0.0,111.5,0.0,0,2,0,1,5,4,6.9,392,7.4
Jack Tuttle,83580,QB,INDIANA,1,64.6,48,52,6.1,2.48,2,0,0.0,53.8,28,0,19,9.7,57,3,9,190,43.0,41.6,37.1,71.8,0,2,62,0,15.8,45.6,5.3,3,2,0,2,0,4,6.5,183,3.5
Ben Bryant,77655,QB,E MICHIGAN,1,86.4,44,48,8.3,2.45,1,0,0.0,72.9,35,0,12,7.9,54,3,18,160,70.4,61.7,63.7,51.3,1,2,57,0,33.3,81.0,7.4,4,2,0,2,1,2,3.5,329,6.9
Brennan Armstrong,77696,QB,VIRGINIA,1,65.1,43,46,11.7,2.92,1,2,4.1,54.3,25,0,13,10.7,53,3,22,335,23.2,68.0,60.8,82.4,0,0,56,0,30.8,94.7,7.5,4,3,1,1,2,4,7.1,363,7.9
Chase Garbers,60356,QB,CAL,1,69.2,39,45,9.2,2.67,1,2,4.2,55.6,25,0,25,7.4,48,2,14,130,71.9,74.0,71.7,69.6,1,0,52,1,8.0,86.1,4.2,2,1,1,3,2,0,0.0,247,5.5
Tyler Van Dyke,122225,QB,MIAMI FL,1,53.7,41,45,11.9,2.86,2,1,1.9,44.4,20,0,15,9.1,54,2,17,220,70.3,44.6,39.2,70.0,0,3,61,0,20.0,43.2,5.6,3,6,0,2,1,2,3.3,264,5.9
Connor Bazelak,99135,QB,MISSOURI,1,80.5,41,43,5.0,2.36,0,1,2.1,67.4,29,0,13,12.1,45,4,9,229,70.1,50.7,48.6,63.0,0,2,50,1,15.4,61.2,4.4,2,0,0,2,0,3,6.0,230,5.3
Will Levis,83542,QB,KENTUCKY,1,87.2,39,41,4.2,2.45,0,0,0.0,75.6,31,0,12,8.8,48,3,14,202,70.8,83.3,77.7,75.6,1,0,49,0,25.0,101.0,6.3,3,3,0,1,2,0,0.0,193,4.7
Hayden Wolff,98362,QB,DOMINION,1,75.0,40,41,10.2,2.28,0,5,11.4,63.4,26,0,11,13.3,46,4,13,263,69.6,66.4,66.5,57.3,1,2,50,0,45.5,67.8,10.9,5,0,0,0,0,4,8.0,327,8.0
Matt McDonald,60350,QB,BOWL GREEN,1,54.3,35,41,13.5,2.8,4,3,7.0,39.0,16,0,10,15.8,47,3,11,122,69.9,58.8,53.9,70.5,2,0,49,0,20.0,66.3,4.3,2,4,0,0,1,1,2.0,232,5.7
Matt Corral,83517,QB,OLE MISS,1,79.4,34,40,8.9,2.95,2,2,4.9,52.5,21,0,14,22.2,54,6,15,226,28.9,76.1,66.3,75.9,0,1,55,2,28.6,76.1,7.4,4,10,0,4,2,1,1.8,231,5.8
Aidan O'Connell,60516,QB,PURDUE,1,84.2,38,40,9.2,2.42,0,4,9.1,75.0,30,0,5,6.3,42,2,20,273,69.4,86.0,84.0,64.2,0,0,46,0,20.0,120.2,2.4,1,1,0,2,2,0,0.0,374,9.4
Davis Brin,77642,QB,TULSA,1,70.3,37,39,9.8,2.73,1,3,6.8,56.4,22,0,9,15.4,41,4,14,320,39.8,76.4,74.3,66.0,1,2,47,0,11.1,73.2,2.4,1,1,0,0,2,3,6.4,266,6.8
Dennis Grosel,60351,QB,BOSTON COL,1,71.4,35,39,9.6,2.97,0,0,0.0,53.8,21,0,16,16.0,43,4,8,121,47.6,70.1,66.8,69.1,2,1,46,0,18.8,65.5,7.0,3,1,0,2,1,1,2.2,194,5.0
Zach Gibson,100201,QB,AKRON,1,79.4,34,39,9.8,2.93,1,1,2.4,64.1,25,0,15,7.4,45,2,14,102,70.3,88.3,90.4,54.2,0,0,48,0,20.0,112.2,6.7,3,3,0,4,3,0,0.0,291,7.5
Brayden Schager,146078,QB,HAWAII,1,72.7,33,38,5.8,3.03,1,1,2.6,57.9,22,0,20,8.3,42,2,9,180,69.1,51.0,50.4,,1,4,42,0,20.0,33.2,9.5,4,0,0,3,0,3,7.1,205,5.4
Kenny Pickett,60515,QB,PITTSBURGH,1,75.0,36,37,7.9,3.34,0,1,2.6,59.5,22,0,18,18.5,44,5,11,268,71.3,82.1,83.6,62.6,1,0,46,0,5.6,92.5,2.3,1,6,0,0,2,0,0.0,203,5.5
Garrett Shrader,98212,QB,SYRACUSE,1,58.8,34,37,8.7,2.71,1,1,2.6,45.9,17,0,18,15.0,40,3,10,304,71.2,43.5,45.6,54.0,1,1,42,1,11.1,59.6,5.0,2,1,0,1,1,3,7.1,191,5.2
Hank Bachmeier,101284,QB,BOISE ST,1,81.3,32,36,6.9,2.94,0,1,2.5,63.9,23,0,16,11.5,41,3,13,120,69.2,79.2,76.1,69.6,1,1,45,0,18.8,83.0,7.3,3,2,0,3,1,0,0.0,259,7.2
KJ Jefferson,99129,QB,ARKANSAS,1,68.8,32,35,9.4,3.64,0,0,0.0,60.0,21,0,14,4.5,45,1,18,111,37.4,64.7,63.5,61.5,0,0,47,0,21.4,98.3,6.7,3,7,0,3,2,2,4.3,228,6.5
Daniel Richardson,97103,QB,C MICHIGAN,1,71.0,31,35,8.8,2.66,3,1,2.9,60.0,21,0,6,4.5,38,1,11,134,69.4,55.3,53.6,60.5,0,0,39,0,33.3,96.0,5.3,2,1,0,1,2,1,2.6,209,6.0
Nick Nash,98679,QB,S JOSE ST,1,51.6,31,35,16.9,2.79,0,0,0.0,45.7,16,0,15,0.0,39,0,8,285,36.9,41.1,37.7,65.6,2,1,42,1,13.3,55.4,5.1,2,1,1,1,0,3,7.1,228,6.5
Drew Plitt,39879,QB,BALL ST,1,85.3,34,35,6.6,2.05,0,1,2.7,77.1,27,0,5,6.9,37,2,13,117,70.3,71.5,72.2,59.2,0,0,39,0,40.0,100.5,5.4,2,0,0,1,1,0,0.0,207,5.9
DJ Uiagalelei,122162,QB,CLEMSON,1,83.3,30,35,6.3,2.15,1,2,5.4,60.0,21,0,9,16.0,37,4,11,140,72.8,71.1,70.1,63.2,1,0,39,0,22.2,83.2,5.4,2,0,1,2,1,1,2.6,181,5.2
Gunnar Holmberg,77625,QB,DUKE,1,75.0,32,34,8.3,2.59,1,0,0.0,58.8,20,0,7,16.7,35,4,7,154,69.6,70.4,69.4,62.1,0,2,35,0,14.3,43.0,2.9,1,0,0,1,0,1,2.9,134,3.9
Adrian Martinez,83522,QB,NEBRASKA,1,66.7,30,34,12.5,2.8,3,0,0.0,52.9,18,0,13,10.0,35,2,13,238,71.3,57.3,62.2,51.7,0,0,35,1,7.7,85.5,2.9,1,0,0,1,1,1,2.9,241,7.1
Jake Bentley,40788,QB,S ALABAMA,1,80.6,31,33,9.4,2.44,0,2,6.1,72.7,24,0,13,4.0,37,1,16,288,69.3,85.5,82.8,69.2,0,0,37,1,7.7,142.1,2.7,1,3,0,2,3,1,2.7,389,11.8
Logan Bonner,39990,QB,UTAH ST,1,71.0,31,33,11.3,2.36,1,1,2.9,66.7,22,0,9,0.0,38,0,16,329,16.0,67.3,69.8,50.5,0,1,39,0,22.2,105.0,5.3,2,1,0,1,2,2,5.1,315,9.5
Cameron Rising,77663,QB,UTAH,1,74.2,31,33,10.1,2.69,1,2,5.4,63.6,21,0,6,8.7,37,2,19,328,35.4,85.3,80.4,73.8,0,2,41,0,0.0,81.3,0.0,0,4,0,1,2,0,0.0,247,7.5
Ryan Hilinski,71295,QB,NWESTERN,1,62.1,29,33,12.5,2.72,0,1,2.6,54.5,18,0,7,0.0,35,0,9,256,70.3,53.7,49.3,67.1,0,0,40,0,0.0,101.5,0.0,0,2,0,4,2,4,10.0,267,8.1
Spencer Petras,82136,QB,IOWA,1,62.1,29,32,9.6,2.9,0,0,0.0,53.1,17,0,15,5.6,36,1,10,192,70.5,39.0,35.4,64.7,1,4,36,0,26.7,32.2,11.1,4,0,0,2,0,4,11.1,195,6.1
Dequan Finn,97804,QB,TOLEDO,1,59.4,32,32,14.0,3.13,0,3,8.8,46.9,15,0,22,21.1,46,4,11,316,73.6,77.2,71.8,71.1,0,0,48,0,36.4,68.2,17.4,8,6,0,0,0,1,2.1,208,6.5
Tanner McKee,131770,QB,STANFORD,1,80.0,30,32,6.6,2.7,1,2,5.9,71.9,23,0,13,4.2,40,1,13,300,37.4,70.0,66.2,68.1,0,0,42,0,38.5,118.4,12.5,5,3,0,1,2,2,4.8,273,8.5
Braxton Burmeister,60513,QB,VA TECH,1,43.3,30,32,13.2,2.68,0,1,2.9,34.4,11,0,11,15.4,38,2,8,337,70.3,51.2,49.5,60.6,0,1,40,0,27.3,45.6,7.9,3,3,0,2,1,1,2.5,134,4.2
Grant Wells,97784,QB,MARSHALL,1,78.1,32,32,8.4,2.65,0,2,5.6,75.0,24,0,6,4.0,34,1,15,214,71.0,79.0,79.0,62.1,0,1,38,0,16.7,114.8,2.9,1,1,0,0,2,1,2.6,326,10.2
Brady McBride,77641,QB,TEXAS ST,1,73.3,30,32,9.5,2.9,0,3,8.8,68.8,22,0,17,0.0,40,0,14,314,25.6,48.9,54.8,44.2,0,3,43,0,23.5,87.9,10.0,4,4,0,2,3,4,9.3,279,8.7
Kyle Vantrease,55029,QB,BUFFALO,1,75.0,32,32,8.3,2.44,0,0,0.0,71.9,23,0,5,4.2,34,1,14,126,69.8,65.2,61.2,69.3,0,1,39,0,20.0,103.6,2.9,1,1,0,0,2,2,5.1,260,8.1
Spencer Sanders,77660,QB,OKLA STATE,1,75.9,29,32,7.6,2.69,0,1,2.8,59.4,19,0,9,13.6,34,3,11,262,72.8,55.3,55.1,55.8,0,1,38,0,22.2,72.1,5.9,2,0,0,3,1,2,5.3,178,5.6
Austin Aune,83528,QB,N TEXAS,1,58.6,29,31,11.0,2.71,0,0,0.0,51.6,16,0,11,5.9,33,1,3,251,69.7,48.2,47.2,58.6,0,2,36,0,18.2,35.0,6.1,2,0,0,2,0,1,2.8,125,4.0
Jayden de Laura,131928,QB,WASH STATE,1,75.0,28,31,13.6,3.37,1,5,15.6,54.8,17,0,8,19.0,32,4,12,341,69.1,91.6,92.6,62.1,0,0,34,3,0.0,118.9,0.0,0,1,0,2,3,0,0.0,289,9.3
Steven Krajewski,77650,QB,UCONN,1,70.0,30,31,8.5,2.33,0,1,2.9,64.5,20,0,8,4.8,36,1,8,146,70.7,57.6,56.1,60.4,0,0,39,0,37.5,104.1,8.3,3,1,0,1,2,0,0.0,199,6.4
Jayden Daniels,97993,QB,ARIZONA ST,1,80.0,30,31,8.2,2.94,1,1,3.1,64.5,20,0,16,16.7,41,4,14,110,71.9,80.9,74.1,74.6,0,0,43,0,31.3,108.8,12.2,5,4,0,0,2,0,0.0,234,7.5
Max Duggan,99470,QB,TCU,1,80.8,26,30,10.1,3.14,1,2,6.7,66.7,20,0,12,4.8,37,1,15,305,69.3,79.1,79.7,63.5,0,0,37,0,0.0,145.3,0.0,0,7,0,3,4,0,0.0,346,11.5
Dylan Morris,100570,QB,WASHINGTON,1,73.3,30,30,9.0,2.07,0,3,9.1,66.7,20,0,4,9.1,32,2,9,340,69.6,68.1,65.5,65.1,0,2,35,0,50.0,66.5,6.3,2,0,0,0,1,1,2.9,184,6.1
Gunnar Watson,83570,QB,TROY,1,82.1,28,29,5.4,2.15,1,3,10.3,75.9,22,0,4,4.3,31,1,8,318,69.3,84.9,84.6,60.1,0,0,31,1,25.0,102.9,3.2,1,0,0,0,1,0,0.0,182,6.3
Jordon Brookshire,98678,QB,S DIEGO ST,1,66.7,24,29,7.3,2.62,0,0,0.0,51.7,15,0,9,6.3,31,1,7,284,70.8,53.2,51.1,60.2,2,0,32,0,11.1,65.2,3.2,1,1,0,3,0,1,3.1,139,4.8
Anthony Brown,40316,QB,OREGON,1,75.0,28,29,7.8,2.83,1,2,5.9,72.4,21,0,7,0.0,34,0,11,264,33.5,79.7,76.0,69.7,0,0,39,0,28.6,108.4,5.9,2,3,0,0,1,1,2.6,240,8.3
Noah Vedral,55406,QB,RUTGERS,1,70.8,24,29,9.5,2.47,2,3,9.7,58.6,17,0,9,0.0,37,0,6,278,41.0,64.5,66.2,57.1,1,0,39,2,44.4,83.8,10.8,4,1,0,2,1,1,2.6,149,5.1
Luke Doty,124230,QB,S CAROLINA,1,64.3,28,29,9.6,2.08,0,2,6.7,62.1,18,0,9,0.0,33,0,9,289,69.5,53.1,56.6,49.2,0,2,34,1,0.0,84.3,0.0,0,2,0,1,2,2,5.9,252,8.7
Gavin Hardison,100827,QB,UTEP,1,70.4,27,28,10.3,2.57,0,0,0.0,64.3,18,0,11,5.3,32,1,12,330,69.9,55.1,56.0,54.2,0,1,32,0,9.1,82.9,3.1,1,2,0,1,0,2,6.3,283,10.1
