player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kyle Vantrease,55029,QB,GA SOUTHRN,1,66.1,59,63,9.1,2.07,0,4,6.3,60.3,38,0,15,2.6,63,1,25,174,44.8,64.3,68.3,39.4,0,1,65,0,0.0,105.1,0.0,0,0,0,4,4,5,7.7,578,9.2
Cam Ward,133244,QB,WASH STATE,1,63.8,47,54,9.0,3.25,1,0,0.0,46.3,25,0,24,16.7,65,5,18,341,26.2,49.8,48.4,61.9,0,1,66,0,29.2,65.7,10.8,7,4,0,6,1,2,3.0,345,6.4
Aidan O'Connell,60516,QB,PURDUE,1,84.3,51,54,7.4,2.61,1,3,5.4,64.8,35,0,13,18.6,56,8,21,273,71.1,90.4,90.0,65.4,0,1,58,0,7.7,103.2,1.8,1,1,0,2,4,1,1.7,391,7.2
Bryce Young,123943,QB,ALABAMA,1,84.8,46,52,9.5,2.87,0,2,3.6,67.3,35,0,22,10.3,57,4,22,103,42.6,86.7,90.5,50.0,4,0,61,2,4.5,107.5,1.8,1,3,0,2,2,2,3.3,455,8.8
Jack Plummer,83543,QB,CAL,1,65.3,49,52,9.8,2.4,1,2,3.6,55.8,29,0,18,9.4,54,3,13,130,70.8,63.3,62.8,59.7,1,1,57,0,11.1,67.9,3.7,2,0,0,1,1,3,5.3,262,5.0
Austin Reed,111760,QB,W KENTUCKY,1,75.6,45,49,6.0,2.03,3,2,4.1,65.3,32,0,8,5.9,52,2,16,346,46.6,60.7,68.0,50.0,0,1,52,1,0.0,85.2,0.0,0,2,0,1,2,1,1.9,278,5.7
Chase Cunningham,78533,QB,MIDDLE TN,1,73.8,42,49,5.3,2.54,0,1,1.9,61.2,30,0,24,3.2,52,1,12,224,46.1,52.2,51.6,57.1,0,1,56,0,4.2,70.3,1.9,1,2,0,7,1,3,5.4,222,4.5
Todd Centeio,60552,QB,JAMES MAD,1,61.7,47,48,13.6,2.5,1,6,12.5,58.3,28,0,16,3.4,53,1,18,197,72.3,90.3,85.9,76.2,0,3,54,0,18.8,79.2,5.7,3,2,0,0,2,3,5.6,468,9.8
Tyler Van Dyke,122225,QB,MIAMI FL,1,72.1,43,46,10.7,2.14,1,5,10.0,63.0,29,0,12,6.5,50,2,12,220,71.3,88.5,87.6,64.3,1,0,54,0,16.7,100.9,4.0,2,2,0,1,2,0,0.0,351,7.6
Chevan Cordeiro,75886,QB,S JOSE ST,1,64.1,39,44,12.5,2.78,2,3,6.7,50.0,22,0,14,12.0,53,3,12,285,70.3,73.9,74.6,59.0,1,1,55,0,35.7,70.0,9.4,5,4,0,2,1,0,0.0,297,6.8
Connor Bazelak,99135,QB,INDIANA,1,80.0,40,44,6.9,2.42,0,0,0.0,65.9,29,0,10,9.4,45,3,12,190,70.5,61.4,58.4,64.1,0,2,49,2,10.0,88.4,2.2,1,0,0,4,3,2,4.1,292,6.6
