player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Nick Minicucci,173617,QB,DELAWARE,1,70.2,47,49,11.4,2.62,0,8,14.8,59.2,29,0,9,12.1,54,4,14,151,71.5,91.3,90.0,78.3,2,1,59,0,22.2,85.8,3.7,2,2,0,0,2,2,3.4,344,7.0
Anthony Colandrea,170131,QB,UNLV,1,86.0,43,47,7.7,2.67,0,2,4.2,76.6,36,0,20,2.7,53,1,20,325,24.8,75.1,79.7,53.0,2,0,54,1,10.0,121.1,3.8,2,3,1,1,3,2,3.7,382,8.1
Micah Alejado,184162,QB,HAWAII,1,81.8,44,47,10.5,3.09,1,2,4.3,68.1,32,0,13,11.1,50,4,17,180,70.1,77.5,78.4,58.9,0,0,50,0,7.7,113.7,2.0,1,2,0,2,3,1,2.0,379,8.1
Nicholas Vattiato,145302,QB,MIDDLE TN,1,65.0,40,45,10.4,2.78,2,1,2.1,51.1,23,0,12,11.5,50,3,13,224,40.0,54.9,56.1,54.3,0,1,54,0,8.3,72.0,2.0,1,4,0,3,2,1,1.9,235,5.2
Athan Kaliakmanis,144971,QB,RUTGERS,1,63.4,41,45,9.8,2.46,2,0,0.0,55.6,25,0,10,3.8,50,1,13,278,70.5,66.2,68.0,54.2,2,0,51,0,20.0,79.2,4.0,2,3,0,0,1,0,0.0,253,5.6
Joey Aguilar,174978,QB,TENNESSEE,1,76.2,42,45,10.7,2.67,1,5,10.2,64.4,29,0,17,9.4,52,3,20,307,43.0,68.7,68.7,59.7,2,2,56,0,23.5,95.9,7.7,4,3,0,0,3,3,5.4,393,8.7
Kevin Jennings,158272,QB,SMU,1,81.6,38,43,9.4,2.54,2,4,9.1,67.4,29,0,13,6.5,49,2,17,287,70.9,90.0,91.3,54.3,1,0,53,0,15.4,101.4,4.1,2,3,0,2,1,0,0.0,365,8.5
Darian Mensah,169984,QB,DUKE,1,82.4,34,41,9.5,2.77,2,1,2.2,65.9,27,0,11,3.6,45,1,14,154,69.7,75.9,79.1,52.8,0,0,50,1,18.2,126.2,4.4,2,2,0,5,4,2,4.0,361,8.8
Sawyer Robertson,146839,QB,BAYLOR,1,75.0,40,41,7.4,2.71,1,2,4.9,70.7,29,0,11,3.3,44,1,16,118,69.3,85.7,82.5,70.0,0,1,44,0,9.1,102.4,2.3,1,2,0,0,3,1,2.3,267,6.5
Walker Eget,146170,QB,S JOSE ST,1,61.5,39,40,17.5,3.02,1,4,9.5,50.0,20,0,19,16.7,44,4,18,285,70.6,67.3,72.4,47.6,0,0,46,0,0.0,108.1,0.0,0,4,0,0,2,3,6.5,458,11.5
Diego Pavia,156927,QB,VANDERBILT,1,85.3,34,39,8.6,3.15,1,0,0.0,69.2,27,0,21,6.9,50,2,22,333,41.8,76.9,70.8,78.3,1,0,54,2,28.6,124.4,12.0,6,5,0,3,3,1,1.9,365,9.4
Drake Lindsey,184727,QB,MINNESOTA,1,77.1,35,39,5.4,2.49,1,3,7.0,66.7,26,0,5,3.7,41,1,9,225,70.6,69.4,68.7,61.4,0,0,45,0,20.0,78.7,2.4,1,1,0,3,0,0,0.0,197,5.1
Logan Fife,128176,QB,NEW MEX ST,1,45.5,33,39,11.2,2.78,1,0,0.0,35.9,14,0,13,6.7,43,1,6,242,71.3,41.2,34.1,71.9,2,1,46,0,23.1,33.8,7.0,3,1,0,3,0,3,6.5,112,2.9
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,1,81.6,38,39,7.8,2.55,0,0,0.0,76.9,30,0,5,3.2,45,1,17,346,40.7,62.4,61.6,58.9,0,1,45,0,40.0,121.8,4.4,2,4,1,0,4,2,4.4,301,7.7
Grayson James,145214,QB,BOSTON COL,1,75.8,33,38,9.7,2.9,1,1,2.5,65.8,25,0,24,0.0,45,0,10,121,71.1,53.8,55.4,53.3,0,2,48,1,20.8,70.1,11.1,5,2,0,4,1,3,6.3,240,6.3
Carson Beck,124010,QB,MIAMI FL,1,81.1,37,38,7.7,2.44,1,2,4.8,68.4,26,0,2,13.3,42,4,13,220,70.7,78.1,79.0,59.3,0,2,47,0,0.0,84.8,0.0,0,3,0,0,2,1,2.2,274,7.2
Mason Heintschel,199088,QB,PITTSBURGH,1,70.6,34,38,9.2,2.87,2,1,2.4,60.5,23,0,14,4.2,44,1,16,268,23.8,67.7,75.9,43.4,0,2,47,0,14.3,90.2,4.5,2,4,0,2,3,3,6.4,304,8.0
Rocco Becht,157567,QB,IOWA STATE,1,61.3,31,37,9.0,2.82,1,1,2.5,48.6,18,0,11,5.3,42,1,9,193,70.6,56.2,55.1,59.6,1,1,45,0,18.2,61.3,4.8,2,3,1,3,1,1,2.2,186,5.0
Haynes King,124329,QB,GA TECH,1,77.1,35,37,9.3,2.8,0,4,10.3,67.6,25,0,11,7.4,41,2,18,176,74.6,85.1,82.6,71.5,0,1,43,0,18.2,111.1,4.9,2,2,2,0,2,0,0.0,408,11.0
Chandler Morris,122938,QB,VIRGINIA,1,76.5,34,36,7.5,2.7,2,1,2.7,66.7,24,0,6,7.7,41,2,13,335,70.0,81.4,76.3,74.2,0,0,42,0,33.3,88.0,4.9,2,2,0,0,0,0,0.0,262,7.3
Cade Klubnik,156253,QB,CLEMSON,1,82.9,35,36,6.9,2.63,0,2,5.1,75.0,27,0,13,6.9,40,2,17,140,69.2,76.4,74.4,65.8,0,0,43,0,7.7,128.4,2.5,1,3,0,1,2,0,0.0,391,10.9
Carlos Del Rio-Wilson,146687,QB,MARSHALL,1,66.7,36,36,7.3,2.63,0,2,5.3,58.3,21,0,16,12.5,44,3,11,214,29.9,50.3,55.2,50.3,0,2,46,0,6.3,55.6,2.3,1,6,0,0,1,1,2.2,162,4.5
Conner Weigman,158683,QB,HOUSTON,1,81.3,32,35,7.8,2.65,2,2,5.1,71.4,25,0,10,3.8,41,1,19,182,18.4,65.2,65.3,59.3,0,2,45,0,50.0,112.7,12.2,5,1,0,1,4,4,8.9,309,8.8
Tucker Kilcrease,156863,QB,TROY,1,74.2,31,34,7.8,2.94,3,2,5.7,55.9,19,0,13,17.4,47,4,9,318,71.1,60.0,50.3,76.8,0,1,48,0,69.2,56.7,19.1,9,4,0,0,0,3,6.3,166,4.9
Bishop Davenport,163426,QB,S ALABAMA,1,67.6,34,34,8.5,2.26,0,0,0.0,61.8,21,0,2,8.7,35,2,7,288,71.1,58.6,52.1,70.4,0,1,40,0,50.0,76.0,2.9,1,0,0,0,1,1,2.5,203,6.0
Brad Jackson,184354,QB,TEXAS ST,1,72.4,29,34,10.8,2.81,1,2,5.7,52.9,18,0,16,14.3,44,3,14,314,71.7,60.7,57.4,63.1,0,3,46,0,18.8,47.4,6.8,3,7,2,2,1,3,6.5,230,6.8
Arch Manning,173162,QB,TEXAS,1,81.8,33,33,6.1,2.52,0,1,2.8,75.8,25,0,6,7.4,34,2,17,311,69.3,83.6,86.9,57.0,0,0,37,1,0.0,136.9,0.0,0,1,0,0,3,0,0.0,328,9.9
Tayven Jackson,157615,QB,UCF,1,58.1,31,33,8.2,2.48,0,1,2.9,54.5,18,0,13,0.0,36,0,7,323,70.2,34.2,32.0,57.3,0,2,37,1,7.7,41.4,2.8,1,2,0,2,0,3,8.1,151,4.6
Avery Johnson,173108,QB,KANSAS ST,1,56.7,30,33,10.2,3.0,1,0,0.0,48.5,16,0,14,5.9,39,1,5,199,42.1,46.8,36.1,67.7,1,2,40,0,14.3,52.5,5.1,2,4,0,1,1,3,7.5,199,6.0
CJ Bailey,183349,QB,NC STATE,1,89.7,29,33,10.4,3.03,0,1,2.9,72.7,24,0,8,7.7,36,2,18,248,69.8,86.0,82.2,71.7,0,0,39,0,12.5,125.8,2.8,1,2,1,3,2,0,0.0,340,10.3
Brendan Sorsby,156398,QB,CINCINNATI,1,44.8,29,33,15.5,2.31,3,1,3.0,33.3,11,0,15,15.4,35,2,9,138,31.1,55.2,62.4,40.1,0,1,35,0,0.0,55.2,0.0,0,2,0,1,1,0,0.0,221,6.7
Hunter Watson,183993,QB,SM HOUSTON,1,66.7,27,33,11.9,2.94,1,1,2.9,42.4,14,0,7,22.2,38,4,9,281,70.3,78.6,68.3,84.7,1,1,40,1,28.6,49.2,5.3,2,3,0,4,0,1,2.6,193,5.8
Owen McCown,157688,QB,UTSA,1,100.0,32,33,4.9,2.2,0,2,5.6,93.9,31,0,5,3.1,34,1,19,331,45.8,92.2,93.5,50.0,0,0,37,0,0.0,153.6,0.0,0,1,0,1,4,0,0.0,375,11.4
Behren Morton,144747,QB,TEXAS TECH,1,74.2,31,32,9.3,2.5,1,1,3.0,65.6,21,0,9,8.7,36,2,9,315,68.8,63.7,62.0,62.0,0,1,37,0,22.2,96.9,5.6,2,2,0,0,2,3,8.1,248,7.8
Taylen Green,145996,QB,ARKANSAS,1,77.8,27,32,7.9,3.34,0,2,5.9,59.4,19,0,14,9.5,38,2,12,111,72.9,81.7,74.7,74.0,1,0,42,1,14.3,87.2,5.3,2,4,0,4,1,1,2.4,194,6.1
Malik Washington,198729,QB,MARYLAND,1,64.5,31,31,6.9,2.83,0,0,0.0,51.6,16,0,13,20.0,32,4,9,215,29.1,45.1,53.1,36.6,0,2,32,0,0.0,61.5,0.0,0,1,0,0,1,2,6.3,242,7.8
Luke Altmyer,146802,QB,ILLINOIS,1,75.0,28,31,8.4,3.04,1,2,6.3,61.3,19,0,10,9.5,34,2,17,187,70.5,82.7,73.0,81.4,0,1,35,0,10.0,110.9,2.9,1,2,0,2,4,1,2.9,235,7.6
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,69.0,29,31,11.8,2.82,0,2,6.5,61.3,19,0,11,5.0,37,1,10,130,30.6,57.5,66.0,36.3,0,2,37,0,36.4,54.9,10.8,4,2,1,1,0,1,2.7,213,6.9
