player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Davis Brin,77642,QB,GA SOUTHRN,1,70.6,51,52,9.1,2.46,0,4,7.5,63.5,33,0,15,8.3,57,3,15,174,43.2,74.4,78.6,42.3,0,5,58,0,26.7,52.5,7.0,4,1,0,1,1,3,5.2,383,7.4
Cole Snyder,97617,QB,BUFFALO,1,67.4,46,51,6.8,2.67,2,0,0.0,56.9,29,0,15,6.5,59,2,15,126,70.8,54.8,56.5,53.4,1,2,64,0,6.7,81.8,1.7,1,7,0,2,4,1,1.6,276,5.4
Mikey Keene,70961,QB,FRESNO ST,1,76.1,46,50,4.6,2.19,1,1,1.9,64.0,32,0,15,8.6,55,3,16,169,70.4,54.3,56.1,60.0,0,0,57,3,33.3,92.2,9.1,5,0,0,3,2,0,0.0,281,5.6
Gunnar Watson,83570,QB,TROY,1,61.4,44,47,12.3,2.68,0,4,8.2,53.2,25,0,26,7.4,53,2,15,318,39.0,72.4,72.4,57.8,0,1,55,2,19.2,80.9,9.4,5,1,0,3,2,3,5.5,329,7.0
Shedeur Sanders,131396,QB,COLORADO,1,91.3,46,47,6.3,2.9,0,4,7.7,80.9,38,0,19,9.5,56,4,18,143,70.3,93.3,92.9,70.1,0,1,62,0,21.1,116.9,7.1,4,5,0,1,4,1,1.6,347,7.4
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,81.8,44,47,6.7,2.76,3,3,5.9,72.3,34,0,16,5.6,51,2,17,144,70.4,63.6,64.2,62.3,0,3,56,1,18.8,89.3,5.9,3,1,0,0,3,3,5.4,364,7.7
Hudson Card,123109,QB,PURDUE,1,76.7,43,46,9.1,2.82,1,3,6.1,69.6,32,0,25,3.0,54,1,21,273,24.7,82.6,80.2,68.3,1,1,57,0,16.0,87.2,7.4,4,3,0,1,1,2,3.5,320,7.0
Brayden Schager,146078,QB,HAWAII,1,66.7,42,43,6.5,2.4,0,0,0.0,62.8,27,0,13,3.6,46,1,7,180,69.7,43.3,43.6,57.3,0,1,50,0,15.4,65.2,4.3,2,1,0,1,1,4,8.0,131,3.0
Chevan Cordeiro,75886,QB,S JOSE ST,1,69.2,39,42,12.4,2.83,0,3,6.4,57.1,24,0,18,11.1,50,3,12,285,70.7,67.3,69.6,50.5,1,1,55,0,33.3,70.3,12.0,6,2,0,2,1,3,5.5,228,5.4
Spencer Rattler,97408,QB,S CAROLINA,1,60.5,38,42,9.7,3.18,0,2,4.5,52.4,22,0,26,4.3,51,1,15,289,69.8,72.3,67.2,73.6,0,2,53,0,11.5,59.2,5.9,3,5,0,4,1,3,5.7,256,6.1
