player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Connor Bazelak,99135,QB,INDIANA,1,55.0,60,66,9.5,2.65,2,1,1.4,47.0,31,0,36,6.1,71,2,17,190,47.4,42.3,40.8,63.2,0,2,74,0,13.9,56.4,7.0,5,0,0,4,2,4,5.4,280,4.2
Donovan Smith,73929,QB,TEXAS TECH,1,73.1,52,55,7.0,2.63,1,1,1.7,67.3,37,0,24,2.6,61,1,21,315,49.2,73.0,72.2,63.3,0,0,64,0,8.3,95.3,3.3,2,4,0,2,2,2,3.1,331,6.0
DJ Irons,145585,QB,AKRON,1,67.4,46,52,7.5,2.89,1,1,1.9,55.8,29,1,25,6.5,62,2,16,102,72.0,61.8,63.6,58.5,2,1,64,2,20.0,68.5,8.1,5,5,0,3,1,1,1.6,269,5.2
Austin Aune,83528,QB,N TEXAS,1,60.0,45,50,12.2,2.64,1,2,3.8,54.0,27,0,15,0.0,53,0,16,251,71.0,59.0,58.6,59.2,1,2,55,0,13.3,81.3,3.8,2,1,1,2,3,2,3.6,371,7.4
Cam Ward,133244,QB,WASH STATE,1,78.7,47,50,5.3,3.19,0,0,0.0,74.0,37,0,24,0.0,58,0,23,341,70.2,58.4,53.6,76.2,0,2,60,1,16.7,91.7,6.9,4,4,0,3,2,1,1.7,375,7.5
Kurtis Rourke,97998,QB,OHIO,1,84.0,50,50,11.0,2.94,0,4,7.4,82.0,41,0,12,2.4,56,1,23,259,45.4,92.8,92.4,69.7,0,0,63,1,25.0,138.1,5.4,3,3,0,0,4,1,1.6,537,10.7
Will Rogers,124184,QB,MISS STATE,1,87.2,47,50,7.3,2.28,2,5,9.8,78.0,39,0,9,4.9,52,2,24,227,32.0,91.1,90.7,,0,0,53,0,22.2,140.3,3.8,2,0,0,1,6,1,1.9,409,8.2
Evan Simon,129906,QB,RUTGERS,1,66.0,47,49,10.1,2.62,0,0,0.0,57.1,28,0,24,9.7,52,3,13,278,70.6,58.6,56.3,65.8,0,2,54,0,12.5,65.0,5.8,3,0,0,2,1,2,3.7,300,6.1
Tanner Mordecai,77656,QB,SMU,1,63.8,47,49,11.7,2.74,0,2,3.8,55.1,27,0,7,10.0,53,3,17,287,70.8,62.3,63.3,54.7,0,2,57,0,28.6,76.2,3.8,2,2,0,2,2,3,5.3,372,7.6
John Paddock,77689,QB,BALL ST,1,75.6,45,47,8.4,2.02,1,3,6.1,70.2,33,0,5,2.9,47,1,15,117,70.4,62.0,60.5,62.2,0,1,49,0,0.0,95.9,0.0,0,0,0,1,2,2,4.1,338,7.2
Jayden de Laura,131928,QB,ARIZONA,1,68.9,45,45,13.2,3.42,0,3,6.4,60.0,27,0,10,12.9,49,4,22,109,38.1,77.8,76.1,66.7,0,2,52,1,20.0,85.5,4.1,2,2,0,0,2,4,7.7,401,8.9
Daniel Richardson,97103,QB,C MICHIGAN,1,71.4,42,45,7.4,2.29,1,2,4.1,57.8,26,0,15,13.3,48,4,11,134,69.8,59.1,59.4,57.3,1,2,52,0,13.3,67.7,4.2,2,1,0,1,2,3,5.8,229,5.1
Anthony Richardson,124393,QB,FLORIDA,1,66.7,36,45,15.7,3.23,1,4,8.5,53.3,24,0,22,0.0,48,0,22,163,48.6,78.6,83.0,57.8,2,1,52,0,4.5,94.0,2.1,1,2,1,5,2,0,0.0,453,10.1
Devin Leary,77628,QB,NC STATE,1,77.3,44,44,8.7,2.21,0,0,0.0,72.7,32,1,6,5.9,47,2,17,248,70.1,56.2,54.7,62.3,0,1,50,1,33.3,113.8,4.3,2,1,0,0,4,2,4.0,320,7.3
Ryan Hilinski,71295,QB,NWESTERN,1,65.9,41,44,8.7,2.66,1,1,2.2,59.1,26,0,9,3.7,44,1,11,256,70.2,50.1,47.2,65.5,1,0,46,0,0.0,75.6,0.0,0,0,0,1,0,3,6.5,256,5.8
Bo Nix,97790,QB,OREGON,1,86.8,38,43,8.5,2.57,1,2,4.5,74.4,32,0,12,3.0,46,1,19,264,71.2,79.7,76.6,64.4,0,1,48,0,0.0,118.9,0.0,0,3,0,4,3,1,2.1,426,9.9
Owen McCown,157688,QB,COLORADO,1,67.5,40,42,8.0,2.47,1,1,2.2,61.9,26,0,17,3.7,49,1,9,143,25.0,36.8,35.8,60.8,0,1,54,1,29.4,77.3,10.2,5,2,0,1,1,5,9.3,258,6.1
DJ Uiagalelei,122162,QB,CLEMSON,1,70.3,37,41,14.5,2.87,1,5,11.1,63.4,26,0,11,0.0,47,0,16,140,45.6,80.1,87.6,52.4,1,0,51,0,9.1,132.2,2.1,1,4,0,2,5,0,0.0,371,9.0
Logan Bonner,39990,QB,UTAH ST,1,65.9,41,41,13.1,2.68,0,2,4.7,65.9,27,0,10,0.0,42,0,11,329,40.3,32.7,29.8,62.6,0,5,44,0,10.0,73.6,2.4,1,0,0,0,3,7,15.9,313,7.6
Layne Hatcher,82068,QB,TEXAS ST,1,75.7,37,41,11.1,2.84,0,5,11.9,65.9,27,0,10,3.6,44,1,14,314,69.4,90.0,88.2,64.2,0,1,46,0,30.0,116.5,6.8,3,0,0,4,4,1,2.2,366,8.9
Ben Bryant,77655,QB,CINCINNATI,1,73.7,38,40,10.1,2.58,0,3,7.5,60.0,24,0,13,14.3,45,4,14,138,70.2,71.7,76.2,48.5,1,1,45,0,15.4,111.9,4.4,2,3,0,1,4,1,2.2,354,8.9
Dillon Gabriel,86272,QB,OKLAHOMA,1,80.0,35,40,7.5,2.6,3,1,2.4,67.5,27,0,12,3.6,45,1,17,261,70.6,83.8,81.7,71.6,0,0,46,1,8.3,125.9,2.2,1,3,0,2,4,0,0.0,329,8.2
Kyle Vantrease,55029,QB,GA SOUTHRN,1,78.4,37,40,9.1,2.53,3,3,7.0,67.5,27,0,10,6.9,43,2,13,174,70.6,87.1,82.3,77.5,0,0,46,0,10.0,107.9,2.3,1,2,0,0,2,0,0.0,316,7.9
TJ McMahon,83521,QB,RICE,1,71.4,35,39,12.3,2.34,1,2,4.7,61.5,24,0,18,4.0,44,1,14,275,37.8,65.5,65.4,59.2,1,1,48,0,16.7,86.9,6.8,3,1,1,1,1,1,2.1,334,8.6
Brayden Schager,146078,QB,HAWAII,1,70.3,37,39,11.1,3.32,0,2,4.8,56.4,22,0,18,15.4,45,4,12,180,70.4,67.3,69.6,53.4,0,0,49,0,11.1,85.5,4.4,2,4,0,2,1,0,0.0,261,6.7
Brennan Armstrong,77696,QB,VIRGINIA,1,55.6,36,37,8.8,2.64,1,0,0.0,48.6,18,0,14,10.0,45,2,9,335,39.3,30.9,31.3,51.0,0,1,48,0,28.6,55.0,8.9,4,4,0,0,1,5,10.4,130,3.5
Austin Reed,111760,QB,W KENTUCKY,1,94.3,35,37,4.5,2.12,0,3,7.9,86.5,32,0,3,3.0,37,1,19,346,29.9,90.3,90.1,,0,0,38,0,0.0,149.9,0.0,0,0,0,2,5,1,2.6,388,10.5
