player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Cade Klubnik,156253,QB,CLEMSON,1,66.7,57,61,10.6,2.88,1,1,1.6,60.7,37,0,25,2.6,63,1,21,140,71.2,70.1,71.6,51.9,0,1,66,0,4.0,87.0,1.6,1,1,1,2,3,1,1.5,363,6.0
Jalen Kitna,146688,QB,UAB,1,78.4,51,51,5.4,2.48,0,1,2.0,74.5,38,0,15,5.0,55,2,17,321,39.5,62.3,64.7,56.2,0,1,55,1,20.0,98.8,5.5,3,1,0,0,2,2,3.6,364,7.1
Micah Alejado,184162,QB,HAWAII,1,63.6,44,47,9.1,2.59,1,2,4.0,59.6,28,0,15,0.0,58,0,12,180,70.6,39.6,37.8,59.1,0,3,61,0,26.7,51.6,6.9,4,7,0,2,1,4,6.6,219,4.7
Malachi Nelson,174203,QB,UTEP,1,61.4,44,46,13.0,2.61,0,6,12.0,47.8,22,0,16,18.5,51,5,15,330,70.0,83.9,84.9,53.1,0,2,55,0,18.8,81.9,5.9,3,2,0,2,3,2,3.6,401,8.7
Braylon Braxton,144442,QB,SO MISS,1,70.7,41,46,11.1,2.99,2,4,8.2,60.9,28,0,12,3.4,53,1,19,296,71.7,69.7,73.2,54.5,0,1,56,1,8.3,93.8,1.9,1,6,0,3,2,1,1.8,392,8.5
Anthony Colandrea,170131,QB,UNLV,1,75.6,41,43,6.8,2.24,2,1,2.3,67.4,29,0,15,6.5,51,2,19,325,72.2,65.7,63.2,64.3,0,2,53,0,26.7,82.8,7.8,4,4,0,0,2,1,1.9,293,6.8
Dylan Raiola,183581,QB,NEBRASKA,1,75.6,41,42,8.1,2.95,0,2,4.5,71.4,30,0,22,3.2,49,1,16,238,69.7,64.6,63.7,,1,1,51,0,31.8,106.1,14.3,7,0,0,0,3,2,3.9,308,7.3
Jaylen Raynor,172203,QB,ARK STATE,1,75.0,36,41,7.0,2.95,2,3,6.8,61.0,25,0,15,7.4,46,2,11,113,71.1,60.0,65.6,48.4,1,0,49,0,6.7,92.1,2.2,1,4,0,2,2,2,4.1,226,5.5
Zane Flores,174288,QB,OKLA STATE,1,70.0,40,41,9.9,2.81,0,0,0.0,61.0,25,0,11,10.7,48,3,14,262,71.0,65.2,59.5,66.0,0,0,51,0,18.2,74.4,4.2,2,5,1,0,0,1,2.0,212,5.2
Katin Houser,158386,QB,E CAROLINA,1,69.2,39,41,11.0,2.33,1,3,6.8,58.5,24,0,11,11.1,45,3,13,156,44.9,60.8,62.2,56.3,0,2,49,0,18.2,59.6,4.4,2,1,0,1,0,4,8.2,286,7.0
Josh Hoover,127148,QB,TCU,1,63.9,36,40,10.4,2.61,1,0,0.0,55.0,22,0,13,4.3,47,1,15,305,70.3,64.2,65.3,56.3,2,1,48,0,15.4,116.6,4.3,2,4,0,1,5,2,4.2,379,9.5
Athan Kaliakmanis,144971,QB,RUTGERS,1,65.0,40,40,12.1,2.53,0,5,11.9,60.0,24,0,17,7.7,46,2,15,278,71.1,87.3,82.4,74.9,0,1,48,0,17.6,76.0,6.5,3,3,0,0,0,0,0.0,330,8.3
Sawyer Robertson,146839,QB,BAYLOR,1,75.0,36,39,5.7,2.73,0,0,0.0,64.1,25,0,9,7.4,41,2,11,118,69.3,60.5,59.7,,1,1,44,0,22.2,97.7,4.9,2,0,0,2,3,1,2.3,255,6.5
CJ Bailey,183349,QB,NC STATE,1,76.3,38,39,5.2,2.6,1,1,2.4,74.4,29,1,12,0.0,41,0,14,248,41.8,52.9,56.0,54.0,0,3,45,1,16.7,88.0,4.9,2,0,0,0,2,2,4.4,364,9.3
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,54.1,37,38,12.8,2.82,0,3,7.7,44.7,17,0,15,15.0,41,3,11,130,69.6,60.9,62.2,53.6,0,2,42,0,13.3,40.2,4.9,2,1,0,1,0,3,7.1,208,5.5
Kevin Jennings,158272,QB,SMU,1,69.4,36,38,10.6,3.02,0,2,5.1,63.2,24,0,14,4.0,44,1,14,287,69.4,77.5,75.2,66.7,0,2,45,0,14.3,90.9,4.5,2,3,0,2,3,2,4.4,290,7.6
