player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Walker Eget,146170,QB,S JOSE ST,1,67.9,56,58,10.8,2.52,1,5,7.9,62.1,36,0,11,5.3,60,2,23,285,70.8,79.8,78.8,62.1,1,0,65,0,0.0,105.8,0.0,0,2,0,0,3,1,1.5,484,8.3
Miller Moss,70727,QB,LOUISVILLE,1,74.5,47,51,7.7,2.59,2,2,3.8,64.7,33,0,17,5.7,53,2,17,210,71.0,59.2,56.5,71.8,0,1,55,1,11.8,95.1,3.8,2,0,0,2,3,3,5.5,339,6.6
Caden Veltkamp,156642,QB,FAU,1,71.7,46,49,7.5,2.52,0,2,4.0,61.2,30,0,7,9.1,49,3,13,165,45.3,75.9,77.2,57.8,0,0,50,0,0.0,79.5,0.0,0,0,0,3,0,0,0.0,310,6.3
Noah Fifita,158722,QB,ARIZONA,1,77.8,45,48,9.7,2.97,1,1,2.1,66.7,32,0,10,8.6,51,3,14,109,70.8,70.0,65.3,72.8,0,2,51,0,10.0,76.1,2.0,1,2,0,2,2,2,3.9,253,5.3
Micah Alejado,184162,QB,HAWAII,1,88.6,44,48,8.9,2.35,2,3,6.0,72.9,35,0,7,10.3,51,4,22,180,72.5,88.4,91.6,49.6,0,0,53,1,0.0,123.4,0.0,0,3,0,2,3,0,0.0,457,9.5
Jaylen Raynor,172203,QB,ARK STATE,1,66.7,45,47,8.5,2.97,0,2,4.0,61.7,29,0,14,3.3,60,1,16,113,43.4,61.2,60.9,59.2,0,1,64,0,50.0,70.2,11.7,7,5,0,2,0,2,3.1,288,6.1
Brendan Sorsby,156398,QB,CINCINNATI,1,72.5,40,45,10.8,2.8,0,1,2.0,64.4,29,0,22,0.0,50,0,19,138,72.6,85.4,81.6,71.8,1,0,55,0,4.5,106.5,2.0,1,4,1,3,2,1,1.8,388,8.6
Jayden Maiava,158135,QB,USC,1,71.4,42,44,9.0,2.84,0,5,10.4,68.2,30,0,16,0.0,45,0,21,326,70.8,83.6,82.0,66.1,0,1,49,1,6.3,99.1,2.2,1,0,0,2,2,1,2.0,364,8.3
Ben Gulbranson,131734,QB,STANFORD,1,78.6,42,43,10.5,2.63,0,2,4.3,67.4,29,0,12,12.1,47,4,18,300,37.9,81.1,80.1,,0,0,50,0,33.3,116.8,8.5,4,0,0,1,2,2,4.0,444,10.3
Haynes King,124329,QB,GA TECH,1,77.5,40,42,6.3,2.68,0,1,2.3,66.7,28,0,12,9.7,42,3,11,176,75.8,78.3,69.9,74.7,0,0,44,0,0.0,89.7,0.0,0,0,0,2,1,0,0.0,243,5.8
Drake Lindsey,184727,QB,MINNESOTA,1,81.6,38,41,8.5,2.48,1,3,7.0,75.6,31,0,13,0.0,43,0,15,225,69.8,86.1,85.1,60.0,0,0,45,0,15.4,122.4,4.7,2,0,0,2,3,0,0.0,324,7.9
Zane Flores,174288,QB,OKLA STATE,1,66.7,36,41,7.5,2.86,0,1,2.4,56.1,23,0,18,4.2,45,1,11,262,70.6,65.7,65.1,65.8,1,0,46,0,11.1,72.4,4.4,2,2,0,4,0,1,2.2,232,5.7
Nicholas Vattiato,145302,QB,MIDDLE TN,1,77.5,40,41,6.2,2.46,0,1,2.2,65.9,27,0,8,12.9,46,4,14,224,70.8,60.3,62.7,53.1,0,1,51,0,12.5,75.1,2.2,1,4,0,1,0,1,2.0,278,6.8
Joey Aguilar,174978,QB,TENNESSEE,1,78.9,38,40,9.2,2.97,0,3,7.1,60.0,24,0,14,20.0,46,6,15,307,70.3,86.6,85.5,65.5,0,2,48,0,14.3,74.5,4.3,2,4,0,2,1,0,0.0,335,8.4
Maverick McIvor,99476,QB,W KENTUCKY,1,78.4,37,40,5.7,2.22,3,2,4.3,67.5,27,0,11,6.9,42,2,14,346,70.8,75.3,74.2,64.9,0,0,49,0,18.2,99.7,4.8,2,0,0,0,1,0,0.0,317,7.9
Trinidad Chambliss,178723,QB,OLE MISS,1,76.5,34,39,8.8,2.75,2,1,2.3,59.0,23,0,8,11.5,41,3,17,226,74.3,77.8,76.3,66.2,0,1,45,0,0.0,82.3,0.0,0,2,0,3,1,0,0.0,311,8.0
Sam Leavitt,175465,QB,ARIZONA ST,1,73.7,38,39,7.2,3.09,0,4,9.3,69.2,27,0,16,3.6,49,1,17,110,43.1,69.6,63.8,71.1,0,0,53,1,25.0,108.0,8.2,4,6,0,1,2,3,5.7,291,7.5
Dante Moore,173983,QB,OREGON,1,85.7,35,39,5.9,2.51,1,3,7.3,74.4,29,0,11,3.3,45,1,12,264,71.0,76.7,80.1,57.8,0,0,47,0,0.0,116.2,0.0,0,5,0,3,3,1,2.1,248,6.4
Malachi Nelson,174203,QB,UTEP,1,55.9,34,38,4.1,2.52,2,1,2.6,47.4,18,0,14,5.3,40,1,7,330,69.5,38.4,34.3,64.3,0,4,41,0,0.0,14.5,0.0,0,2,0,2,0,3,7.3,73,1.9
Ty Simpson,157008,QB,ALABAMA,1,68.4,38,38,9.0,2.77,0,2,5.1,63.2,24,0,5,7.7,41,2,19,103,70.8,78.8,74.8,72.2,0,0,42,0,0.0,102.5,0.0,0,2,0,0,2,1,2.4,276,7.3
Maddux Madsen,163379,QB,BOISE ST,1,80.0,35,37,8.0,2.55,1,5,12.8,67.6,25,0,6,10.7,39,3,15,120,31.8,91.6,91.7,57.3,0,0,41,0,16.7,130.6,2.6,1,1,0,1,4,1,2.4,321,8.7
Logan Fife,128176,QB,NEW MEX ST,1,64.7,34,37,10.5,2.65,3,3,7.5,54.1,20,0,15,9.1,50,2,11,242,71.0,59.9,57.3,64.3,0,1,55,0,60.0,64.6,18.0,9,4,0,0,0,3,5.6,255,6.9
Dylan Lonergan,172386,QB,BOSTON COL,1,69.7,33,36,8.2,2.79,1,2,5.1,58.3,21,0,8,8.7,40,2,9,121,69.2,49.3,48.9,57.4,0,2,43,0,12.5,50.3,2.5,1,3,0,2,0,4,9.3,197,5.5
Sawyer Robertson,146839,QB,BAYLOR,1,73.5,34,36,11.4,2.92,0,2,5.0,66.7,24,0,13,4.0,38,1,15,118,70.1,79.1,77.8,64.1,1,0,43,1,0.0,139.8,0.0,0,2,0,1,4,1,2.4,390,10.8
Rickie Collins,172474,QB,SYRACUSE,1,75.8,33,36,9.3,2.81,2,6,14.0,66.7,24,0,15,4.0,39,1,12,304,69.8,81.7,80.4,64.2,1,1,46,0,6.7,71.8,2.6,1,2,0,0,0,4,8.7,222,6.2
Conner Weigman,158683,QB,HOUSTON,1,60.0,35,36,10.0,2.74,0,3,7.9,55.6,20,0,12,4.8,40,1,12,182,70.5,63.1,61.5,62.4,0,1,43,0,25.0,86.6,7.5,3,1,0,1,2,1,2.3,270,7.5
Baylor Hayes,192135,QB,TULSA,1,59.4,32,36,10.7,3.08,0,0,0.0,50.0,18,0,23,5.3,46,1,11,320,70.0,28.9,28.5,56.1,0,1,49,0,26.1,69.8,13.0,6,4,0,4,1,5,10.2,245,6.8
CJ Bailey,183349,QB,NC STATE,1,79.4,34,35,7.7,2.85,0,1,2.8,74.3,26,0,11,3.7,41,1,14,248,70.4,72.7,73.1,61.6,0,0,42,1,36.4,111.6,9.8,4,2,0,1,2,2,4.8,240,6.9
Chandler Morris,122938,QB,VIRGINIA,1,79.4,34,35,7.4,3.0,0,1,2.8,74.3,26,0,15,3.7,41,1,17,335,70.0,72.0,60.5,83.5,0,3,42,0,13.3,74.6,4.9,2,4,0,1,2,2,4.8,229,6.5
Bishop Davenport,163426,QB,S ALABAMA,1,61.3,31,35,6.4,2.77,0,0,0.0,48.6,17,0,8,10.5,41,2,12,288,72.9,59.6,53.3,68.8,1,1,44,1,25.0,63.4,4.9,2,4,0,3,1,2,4.5,195,5.6
Kyron Drones,144506,QB,VA TECH,1,71.9,32,34,6.8,2.67,0,2,5.7,58.8,20,0,13,13.0,38,3,8,337,72.1,70.9,72.7,59.0,0,0,39,0,15.4,92.4,5.3,2,2,0,2,2,0,0.0,177,5.2
Diego Pavia,156927,QB,VANDERBILT,1,82.4,34,34,10.1,2.63,0,3,8.8,76.5,26,0,12,7.1,39,2,20,333,71.1,86.0,78.2,78.2,0,1,39,0,8.3,132.5,2.6,1,4,0,0,5,1,2.6,321,9.4
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,71.0,31,34,8.9,2.59,1,2,5.1,64.7,22,0,10,0.0,35,0,12,130,70.3,60.0,60.8,54.5,1,1,40,0,0.0,94.5,0.0,0,1,0,1,2,2,5.0,254,7.5
Garrett Nussmeier,146757,QB,LSU,1,69.7,33,34,10.2,2.53,0,1,2.6,61.8,21,0,8,8.7,36,2,9,211,69.5,57.5,57.9,56.7,0,1,41,0,12.5,75.2,2.8,1,1,0,1,1,2,4.9,197,5.8
Athan Kaliakmanis,144971,QB,RUTGERS,1,66.7,33,34,10.6,2.86,0,0,0.0,61.8,21,0,14,4.5,43,1,16,278,70.1,51.7,47.9,66.5,0,1,44,0,50.0,91.4,16.3,7,2,0,1,2,4,9.1,249,7.3
Jackson Arnold,173684,QB,AUBURN,1,65.5,29,33,5.3,2.79,1,1,2.9,54.5,18,0,19,5.3,43,1,6,115,71.4,52.6,44.8,66.3,1,0,47,0,26.3,63.3,11.6,5,5,0,2,0,2,4.3,125,3.8
