player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Caden Veltkamp,156642,QB,FAU,1,82.7,52,55,5.7,2.49,0,2,3.5,76.4,42,0,14,2.3,58,1,25,165,70.9,82.0,76.7,78.3,0,1,60,0,7.1,107.7,1.7,1,1,0,3,2,3,5.0,494,9.0
Braylon Braxton,144442,QB,SO MISS,1,79.5,44,51,9.3,2.72,2,2,3.6,60.8,31,0,14,11.4,53,4,16,296,42.5,76.9,80.5,44.7,0,1,58,0,14.3,96.9,3.8,2,0,0,5,3,0,0.0,400,7.8
Ta'Quan Roberson,101625,QB,BUFFALO,1,66.7,42,49,12.5,2.53,2,4,8.0,49.0,24,0,25,14.3,58,4,17,126,20.1,59.0,55.8,66.7,1,2,59,0,24.0,65.3,10.3,6,3,0,4,2,5,8.5,303,6.2
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,72.9,48,49,7.8,2.69,0,2,4.1,67.3,33,0,22,5.7,58,2,13,130,42.5,74.0,78.0,47.5,0,0,58,0,22.7,81.1,8.6,5,3,0,1,0,2,3.4,269,5.5
Darius Curry,191052,QB,COLO STATE,1,69.0,42,46,6.8,2.54,0,2,3.9,56.5,26,0,16,10.3,50,3,11,144,42.9,41.6,46.7,42.2,0,3,57,0,6.3,63.0,2.0,1,3,0,4,2,4,7.0,293,6.4
Joe Fagnano,104768,QB,UCONN,1,79.5,44,46,6.6,2.3,1,1,2.1,71.7,33,0,12,5.7,51,2,21,146,33.2,69.6,70.7,53.9,0,0,53,0,25.0,124.0,5.9,3,2,0,1,3,1,1.9,446,9.7
Cutter Boley,184630,QB,KENTUCKY,1,70.7,41,44,8.0,2.83,0,0,0.0,59.1,26,0,10,10.3,47,3,17,202,69.9,68.0,66.8,62.6,1,2,47,0,20.0,74.1,4.3,2,1,0,2,2,2,4.3,280,6.4
Jaylen Raynor,172203,QB,ARK STATE,1,70.0,40,43,9.0,2.75,2,0,0.0,58.1,25,0,11,10.7,48,3,14,113,72.7,52.2,52.6,55.9,1,0,49,0,9.1,75.3,2.1,1,4,0,0,0,1,2.0,256,6.0
Goose Crowder,144781,QB,TROY,1,74.4,39,43,9.0,2.46,3,3,7.0,62.8,27,0,12,6.9,49,2,14,318,71.1,89.2,88.5,65.9,0,0,50,0,33.3,119.3,8.2,4,2,0,1,4,0,0.0,350,8.1
Jayden Maiava,158135,QB,USC,1,65.9,41,43,9.4,2.42,2,2,4.1,58.1,25,0,14,7.4,44,2,16,326,41.1,58.6,55.3,68.3,0,2,50,0,7.1,84.5,2.3,1,0,0,0,3,5,10.0,311,7.2
Michael Van Buren Jr.,184764,QB,LSU,1,71.8,39,42,6.9,2.48,1,0,0.0,59.5,25,0,5,10.7,45,3,12,211,42.9,48.7,50.9,49.9,1,1,48,0,40.0,69.7,4.4,2,1,0,1,1,3,6.3,202,4.8
Alessio Milivojevic,183542,QB,MICH STATE,1,77.1,35,42,7.3,2.82,1,2,4.8,59.5,25,0,21,7.4,45,2,12,223,69.4,73.4,73.9,57.3,1,1,45,0,9.5,82.9,4.4,2,1,0,5,2,1,2.2,255,6.1
Adam Damante,170711,QB,NEW MEX ST,1,78.9,38,41,7.0,2.38,2,0,0.0,70.7,29,0,10,3.3,44,1,15,242,24.8,67.6,70.4,51.4,0,1,48,0,30.0,101.6,6.8,3,0,0,1,3,2,4.2,259,6.3
Haynes King,124329,QB,GA TECH,1,76.3,38,41,6.7,2.67,1,3,7.1,65.9,27,0,25,6.9,47,2,14,176,74.1,68.0,64.3,66.0,1,2,48,0,4.0,79.0,2.1,1,5,0,1,2,2,4.2,257,6.3
Landyn Locke,199937,QB,SM HOUSTON,1,76.3,38,40,8.0,2.74,0,1,2.5,62.5,25,0,10,13.8,43,4,15,281,69.7,71.7,74.2,52.4,0,1,43,0,10.0,89.7,2.3,1,2,0,2,2,1,2.3,281,7.0
Kaden Anderson,127312,QB,WYOMING,1,71.9,32,40,8.8,3.42,1,0,0.0,55.0,22,0,14,4.3,43,1,7,351,35.0,47.8,46.9,59.1,0,0,44,0,7.1,72.6,2.3,1,2,1,6,1,2,4.5,157,3.9
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,1,59.5,37,39,5.9,2.34,0,1,2.3,51.3,20,0,12,9.1,46,2,7,346,70.6,38.8,40.8,56.1,0,2,50,0,50.0,37.1,13.0,6,1,0,2,0,3,6.0,128,3.3
Malik Washington,198729,QB,MARYLAND,1,60.5,38,39,9.6,2.92,1,0,0.0,48.7,19,0,23,17.4,46,4,15,215,70.7,58.5,52.1,71.5,0,1,47,0,13.0,63.0,6.5,3,4,0,0,1,1,2.1,210,5.4
Christian Veilleux,145086,QB,GA STATE,1,62.9,35,39,12.9,2.62,0,3,7.1,48.7,19,0,11,13.6,41,3,15,175,45.9,66.2,63.9,65.6,2,1,44,0,0.0,72.9,0.0,0,2,1,1,1,1,2.3,303,7.8
Diego Pavia,156927,QB,VANDERBILT,1,89.5,38,39,8.4,2.91,0,4,9.5,84.6,33,0,9,2.9,44,1,22,333,73.0,89.0,90.3,63.9,0,1,48,0,33.3,147.3,6.8,3,2,0,1,5,0,0.0,484,12.4
Julian Lewis,198304,QB,COLORADO,1,63.9,36,38,7.7,3.57,1,2,5.1,50.0,19,0,19,17.4,45,4,8,143,70.2,59.0,57.9,60.5,0,0,46,0,21.1,70.2,8.9,4,3,0,1,1,1,2.2,161,4.2
Brendan Sorsby,156398,QB,CINCINNATI,1,76.5,34,38,8.1,3.28,0,1,2.6,65.8,25,0,18,3.8,45,1,15,138,69.8,62.3,58.7,66.2,0,1,45,0,5.6,96.4,2.2,1,6,0,4,2,2,4.4,300,7.9
TJ Lateef,199810,QB,NEBRASKA,1,66.7,33,37,8.7,3.04,1,2,5.4,56.8,21,0,18,4.5,45,1,11,238,70.2,61.2,57.6,65.1,0,0,45,0,16.7,70.4,6.7,3,5,0,3,0,1,2.2,187,5.1
Kevin Jennings,158272,QB,SMU,1,80.6,36,37,5.8,2.67,0,1,2.5,78.4,29,0,11,0.0,40,0,20,287,70.5,80.3,79.0,65.1,0,0,43,0,9.1,127.8,2.5,1,2,0,1,3,0,0.0,303,8.2
Tad Hudson,170107,QB,COAST CAR,1,77.8,36,36,3.0,1.89,0,0,0.0,75.0,27,0,5,3.6,38,1,8,141,69.8,67.2,66.6,60.0,0,0,40,0,40.0,84.7,5.3,2,0,0,0,0,0,0.0,174,4.8
Beau Pribula,164182,QB,MISSOURI,1,66.7,33,36,9.1,2.55,0,1,2.5,55.6,20,0,13,9.1,42,2,10,229,70.6,61.8,62.6,56.0,3,2,46,0,30.8,52.0,9.5,4,2,0,0,0,2,4.3,231,6.4
Jalen Kitna,146688,QB,UAB,1,66.7,33,36,12.0,3.04,2,1,2.5,55.6,20,0,15,9.1,40,2,14,321,70.2,44.6,39.2,69.7,0,3,45,0,13.3,40.3,5.0,2,2,0,1,0,6,13.3,230,6.4
Roman Gagliano,183961,QB,MIDDLE TN,1,66.7,33,34,11.2,2.62,0,4,10.8,61.8,21,0,12,4.5,41,1,15,224,70.5,91.8,91.2,72.0,0,0,44,0,16.7,96.2,4.9,2,5,0,1,1,0,0.0,268,7.9
Devon Dampier,171556,QB,UTAH,1,58.1,31,34,12.0,2.79,0,4,11.1,52.9,18,0,10,0.0,37,0,12,328,45.5,74.0,71.3,68.8,1,0,39,1,20.0,97.5,5.4,2,1,0,2,2,0,0.0,259,7.6
Max Cutforth,176220,QB,BOISE ST,1,75.8,33,34,10.2,2.48,0,1,2.6,64.7,22,0,8,12.0,37,3,12,120,69.5,68.7,69.9,55.7,1,0,41,1,25.0,85.0,5.4,2,1,0,0,0,0,0.0,237,7.0
Luke Altmyer,146802,QB,ILLINOIS,1,74.1,27,34,9.0,2.9,4,1,2.8,58.8,20,0,24,0.0,43,0,14,187,39.9,65.8,60.3,69.9,0,0,45,0,20.8,79.9,11.6,5,3,0,3,0,1,2.2,235,6.9
Owen McCown,157688,QB,UTSA,1,83.3,30,33,3.4,2.62,0,0,0.0,72.7,24,0,9,4.0,34,1,12,331,68.8,63.0,60.0,64.3,0,0,37,0,0.0,133.6,0.0,0,1,0,3,5,1,2.7,248,7.5
Baylor Hayes,192135,QB,TULSA,1,75.0,28,33,12.1,2.94,0,3,8.1,60.6,20,0,16,4.8,36,1,13,320,70.0,70.5,73.6,54.0,0,0,41,0,6.3,95.8,2.8,1,2,2,3,1,0,0.0,262,7.9
Amari Odom,178686,QB,KENNESAW,1,80.6,31,33,11.7,2.78,1,4,11.8,69.7,23,0,14,8.0,40,2,15,200,72.9,90.5,88.8,72.3,0,0,42,0,28.6,148.1,10.0,4,2,0,1,5,0,0.0,383,11.6
E.J. Warner,156185,QB,FRESNO ST,1,83.3,30,33,6.8,2.95,1,1,3.0,69.7,23,0,7,8.0,39,2,8,169,69.4,74.9,79.6,52.9,0,1,39,0,28.6,81.3,5.1,2,4,0,2,1,0,0.0,187,5.7
Sawyer Robertson,146839,QB,BAYLOR,1,71.9,32,33,8.3,2.04,1,1,2.7,66.7,22,0,7,4.3,36,1,7,118,71.5,58.2,50.9,71.9,0,2,41,0,42.9,62.9,8.3,3,0,0,0,1,2,4.9,162,4.9
Darian Mensah,169984,QB,DUKE,1,71.4,28,33,7.0,3.11,2,0,0.0,60.6,20,0,13,0.0,36,0,11,154,70.3,73.6,74.3,59.9,1,0,40,0,0.0,84.8,0.0,0,3,0,2,1,0,0.0,175,5.3
Josh Hoover,127148,QB,TCU,1,75.8,33,33,10.1,2.28,0,4,11.4,72.7,24,0,8,4.0,36,1,13,305,70.2,71.8,70.0,64.9,0,3,38,0,25.0,80.0,5.6,2,1,0,0,2,3,7.9,277,8.4
Carson Beck,124010,QB,MIAMI FL,1,84.4,32,32,7.3,2.12,0,1,3.0,84.4,27,0,2,0.0,34,0,16,220,69.7,79.8,84.5,54.9,0,0,37,0,0.0,147.9,0.0,0,1,0,0,4,1,2.7,320,10.0
Katin Houser,158386,QB,E CAROLINA,1,59.4,32,32,9.4,2.35,0,1,2.7,56.3,18,0,8,5.3,35,1,11,156,71.1,64.5,64.8,58.6,0,1,40,0,25.0,88.2,5.7,2,1,0,0,2,1,2.5,241,7.5
Kiael Kelly,145634,QB,BALL ST,1,59.3,27,32,8.9,2.91,0,3,9.1,46.9,15,0,20,6.3,41,1,9,117,25.3,56.7,51.1,66.1,0,2,42,0,35.0,49.7,17.1,7,2,0,5,1,4,9.5,186,5.8
Tommy Castellanos,158433,QB,FLORIDA ST,1,56.7,30,32,17.9,3.45,1,2,5.9,50.0,16,0,16,5.9,39,1,13,167,70.4,79.8,77.6,67.6,0,2,41,0,0.0,54.6,0.0,0,7,0,1,1,2,4.9,203,6.3
Brad Jackson,184354,QB,TEXAS ST,1,83.3,30,32,5.4,2.6,1,0,0.0,78.1,25,0,9,0.0,40,0,15,314,41.5,55.6,58.0,54.6,0,1,42,0,22.2,100.7,5.0,2,6,0,1,2,1,2.4,201,6.3
