player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Bob Schick,144103,G,VA TECH,1,0,337,54.9,100.0,35,61.4,35,60.9,0,100.0,57,57,64.7,100.0,18,31.6,18
Kaden Moore,123357,C,VA TECH,1,0,337,56.9,100.0,35,61.4,35,55.2,0,100.0,57,57,55.0,100.0,18,31.6,18
Brody Meadows,157643,G,VA TECH,1,0,337,63.2,100.0,35,61.4,35,65.6,0,100.0,57,57,66.2,100.0,18,31.6,18
Xavier Chaplin,157653,T,VA TECH,1,0,337,57.5,100.0,35,61.4,35,58.3,0,100.0,57,57,61.3,100.0,18,31.6,18
Parker Clements,123345,T,VA TECH,1,0,337,52.0,100.0,35,61.4,35,53.5,1,100.0,57,57,58.5,100.0,18,31.6,18
Ethan Hagler,139543,C,SM HOUSTON,1,0,281,47.6,100.0,20,37.0,20,49.0,0,100.0,54,54,54.0,100.0,29,53.7,29
Graceson Jackson-Smith,170502,T,SM HOUSTON,1,0,281,62.7,100.0,20,37.0,20,52.5,0,100.0,54,54,51.6,100.0,29,53.7,29
James Dawn II,160282,G,SM HOUSTON,1,0,281,51.5,100.0,20,37.0,20,56.7,0,100.0,54,54,61.8,100.0,29,53.7,29
Quincy McGee,145453,G,OLE MISS,1,0,226,54.9,100.0,40,80.0,40,54.3,1,100.0,50,50,50.6,100.0,9,18.0,9
Micah Pettus,146812,T,OLE MISS,1,0,226,62.3,100.0,40,80.0,40,66.6,0,100.0,50,50,71.8,100.0,9,18.0,9
Elijah Sohn,165786,TE,SM HOUSTON,1,0,281,49.5,100.0,19,38.0,19,48.1,0,100.0,50,50,47.0,100.0,27,54.0,27
Caden Prieskorn,121783,TE,OLE MISS,1,0,226,57.2,100.0,39,79.6,39,53.7,0,100.0,49,49,68.0,100.0,9,18.4,9
Keegan Shoemaker,108983,QB,SM HOUSTON,1,0,281,60.4,88.9,16,32.7,18,60.5,0,94.2,49,52,60.0,100.0,29,59.2,29
Jordan Watkins,122730,WR,OLE MISS,1,0,226,50.6,100.0,39,79.6,39,59.5,0,100.0,49,49,60.8,100.0,9,18.4,9
MarKendrick Beall,171195,G,SM HOUSTON,1,0,281,48.5,100.0,17,35.4,17,51.1,2,100.0,48,48,56.0,100.0,27,56.3,27
Adam Karas,145965,T,AIR FORCE,1,0,101,67.8,100.0,23,47.9,23,64.6,0,100.0,48,48,54.5,100.0,12,25.0,12
Tyler Cooper,101565,G,MINNESOTA,1,0,225,66.3,100.0,30,63.8,30,68.7,0,100.0,47,47,64.0,100.0,11,23.4,11
Quinn Carroll,98517,T,MINNESOTA,1,0,225,63.2,100.0,30,63.8,30,67.8,0,100.0,47,47,72.8,100.0,11,23.4,11
Nathan Boe,81731,C,MINNESOTA,1,0,225,64.7,100.0,30,63.8,30,66.4,0,100.0,47,47,63.4,100.0,11,23.4,11
Tiger Shanks,128371,T,UNLV,1,0,325,56.3,100.0,20,42.6,20,62.2,0,100.0,47,47,66.7,100.0,26,55.3,26
Aireontae Ersery,129649,T,MINNESOTA,1,0,225,64.2,100.0,30,63.8,30,71.1,0,100.0,47,47,77.1,100.0,11,23.4,11
Jack Hasz,145666,C,UNLV,1,0,325,62.3,100.0,20,42.6,20,54.2,1,100.0,47,47,50.1,100.0,26,55.3,26
Amani Trigg-Wright,81887,G,UNLV,1,0,325,62.3,100.0,20,42.6,20,57.2,0,100.0,47,47,53.9,100.0,26,55.3,26
Sioape Vatikani,158334,G,CAL,1,0,130,56.4,100.0,16,34.8,16,73.0,0,100.0,46,46,80.2,100.0,27,58.7,27
Brian Driscoll,100534,C,CAL,1,0,130,59.0,100.0,16,34.8,16,72.1,0,100.0,46,46,70.2,100.0,27,58.7,27
Alex Padgett,145657,C,BOWL GREEN,1,0,122,65.7,100.0,18,39.1,18,66.0,0,100.0,46,46,64.0,100.0,21,45.7,21
T.J. Session,102316,T,CAL,1,0,130,53.2,100.0,16,34.8,16,61.0,1,100.0,46,46,66.8,100.0,27,58.7,27
Brent Self,144344,C,NAVY,1,0,237,68.3,100.0,21,45.7,21,67.8,0,100.0,46,46,46.9,100.0,5,10.9,5
Alex Wollschlaeger,130396,T,BOWL GREEN,1,0,122,63.2,100.0,18,39.1,18,59.1,0,100.0,46,46,61.5,100.0,21,45.7,21
Barrett Miller,100562,T,CAL,1,0,130,52.0,100.0,16,34.8,16,58.3,0,100.0,46,46,62.9,100.0,27,58.7,27
Will Farniok,81750,C,TULSA,1,0,320,65.2,100.0,5,11.1,5,71.5,0,100.0,45,45,70.4,100.0,40,88.9,40
Jaxson Dart,146409,QB,OLE MISS,1,0,226,60.2,90.0,36,80.0,40,60.2,0,90.0,45,50,60.0,100.0,9,20.0,9
Jeremy James,98423,G,OLE MISS,1,0,226,56.5,100.0,37,82.2,37,59.0,1,100.0,45,45,65.3,100.0,7,15.6,7
Trent Holler,105818,G,MARSHALL,1,0,214,59.7,100.0,19,43.2,19,73.3,0,100.0,44,44,76.6,100.0,20,45.5,20
Christian Mahogany,98261,G,BOSTON COL,1,0,121,76.8,100.0,29,65.9,29,81.0,0,100.0,44,44,75.6,100.0,10,22.7,10
Connor McMahon,144330,T,NAVY,1,0,237,56.7,100.0,21,47.7,21,63.6,0,100.0,44,44,77.3,100.0,5,11.4,5
Kameren Stewart,98488,T,BOWL GREEN,1,0,122,51.1,100.0,18,40.9,18,55.7,0,100.0,44,44,61.3,100.0,19,43.2,19
Logan Osburn,53851,C,MARSHALL,1,0,214,45.2,100.0,19,43.2,19,49.1,0,100.0,44,44,57.5,100.0,20,45.5,20
Logan Taylor,151098,T,BOSTON COL,1,0,121,67.5,100.0,29,65.9,29,63.4,0,100.0,44,44,53.2,100.0,10,22.7,10
Dayton Wade,97181,WR,OLE MISS,1,0,226,58.6,100.0,36,81.8,36,69.8,0,100.0,44,44,60.6,100.0,7,15.9,7
Daniel Jackson,129654,WR,MINNESOTA,1,0,225,58.2,100.0,28,63.6,28,59.2,0,100.0,44,44,61.1,100.0,10,22.7,10
Ethan Driskell,98530,T,MARSHALL,1,0,214,68.0,100.0,19,43.2,19,70.3,0,100.0,44,44,61.5,100.0,20,45.5,20
Jeremiah Hunter,131650,WR,CAL,1,0,130,61.9,100.0,16,36.4,16,63.7,0,100.0,44,44,62.8,100.0,26,59.1,26
Marcus Mbow,145113,T,PURDUE,1,0,273,54.3,100.0,19,44.2,19,49.9,0,100.0,43,43,50.2,100.0,24,55.8,24
Gus Hartwig,129814,C,PURDUE,1,0,273,65.2,100.0,19,44.2,19,64.5,0,100.0,43,43,62.1,100.0,24,55.8,24
Preston Nichols,81609,G,PURDUE,1,0,273,65.1,100.0,19,44.2,19,63.8,0,100.0,43,43,60.8,100.0,24,55.8,24
Mahamane Moussa,145114,T,PURDUE,1,0,273,56.2,100.0,19,44.2,19,51.6,0,100.0,43,43,51.0,100.0,24,55.8,24
Chase Lundt,98515,T,UCONN,1,0,146,52.9,100.0,10,23.3,10,71.4,0,100.0,43,43,83.3,100.0,22,51.2,22
Kyle Hergel,87427,G,BOSTON COL,1,0,121,63.3,100.0,29,67.4,29,61.6,0,100.0,43,43,57.3,100.0,9,20.9,9
Tre Harris,122676,WR,OLE MISS,1,0,226,61.1,100.0,33,76.7,33,72.3,0,100.0,43,43,60.5,100.0,9,20.9,9
Yakiri Walker,147380,C,UCONN,1,0,146,56.7,100.0,10,23.3,10,53.6,0,100.0,43,43,58.9,100.0,22,51.2,22
Drew Kendall,143829,C,BOSTON COL,1,0,121,67.4,100.0,28,65.1,28,64.3,0,100.0,43,43,56.4,100.0,10,23.3,10
Christian Haynes,77339,G,UCONN,1,0,146,59.4,100.0,10,23.3,10,78.5,0,100.0,43,43,85.6,100.0,22,51.2,22
Valentin Senn,100533,T,UCONN,1,0,146,55.6,100.0,10,23.3,10,53.2,0,100.0,43,43,64.1,100.0,22,51.2,22
Noel Ofori-Nyadu,77430,G,UCONN,1,0,146,63.9,100.0,10,23.3,10,70.6,0,100.0,43,43,72.2,100.0,22,51.2,22
Ethan Jackman,145974,G,AIR FORCE,1,0,101,57.5,100.0,21,48.8,21,66.5,0,100.0,43,43,67.8,100.0,11,25.6,11
Christian Jones,77463,T,TEXAS,1,0,311,66.2,100.0,23,54.8,23,72.9,0,100.0,42,42,68.5,100.0,17,40.5,17
Caleb Warren,99083,C,OLE MISS,1,0,226,70.1,100.0,32,76.2,32,70.0,0,100.0,42,42,63.2,100.0,9,21.4,9
Kelvin Banks Jr.,163839,T,TEXAS,1,0,311,67.1,100.0,23,54.8,23,58.6,0,100.0,42,42,49.6,100.0,17,40.5,17
DJ Campbell,163844,G,TEXAS,1,0,311,58.0,100.0,23,54.8,23,56.4,1,100.0,42,42,56.0,100.0,17,40.5,17
Jayden Maiava,158135,QB,UNLV,1,0,325,60.0,95.0,19,45.2,20,60.0,0,89.4,42,47,60.0,88.5,23,54.8,26
Jake Majors,123123,C,TEXAS,1,0,311,57.2,100.0,23,54.8,23,65.3,0,100.0,42,42,77.6,100.0,17,40.5,17
Hayden Conner,144723,G,TEXAS,1,0,311,55.4,100.0,23,54.8,23,48.7,0,100.0,42,42,45.9,100.0,17,40.5,17
Deondre Buford,124053,T,CINCINNATI,1,0,138,49.0,100.0,3,7.3,3,46.2,0,100.0,41,41,47.5,100.0,32,78.0,32
David Nwaogwugwu,77392,T,TOLEDO,1,0,316,58.2,100.0,27,65.9,27,61.1,0,100.0,41,41,64.6,100.0,12,29.3,12
Cardell Williams,156190,QB,TULSA,1,0,320,60.0,100.0,5,12.2,5,60.0,0,91.1,41,45,60.0,90.0,36,87.8,40
Javan Bouton,144294,G,NAVY,1,0,237,56.3,100.0,18,43.9,18,63.9,0,100.0,41,41,66.3,100.0,4,9.8,4
Tautai Li'o Marks,128158,G,TULSA,1,0,320,65.4,100.0,5,12.2,5,55.9,0,100.0,41,41,53.3,100.0,36,87.8,36
