player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Christopher Bleich,81634,G,SYRACUSE,1,0,304,63.0,100.0,37,64.9,37,61.6,0,100.0,57,57,57.8,100.0,12,21.1,12
Mark Petry,123053,T,SYRACUSE,1,0,304,72.1,100.0,37,64.9,37,69.3,0,100.0,57,57,61.5,100.0,12,21.1,12
Joe Cruz,158295,G,SYRACUSE,1,0,304,70.4,100.0,37,64.9,37,64.6,0,100.0,57,57,49.9,100.0,12,21.1,12
J'Onre Reed,176030,C,SYRACUSE,1,0,304,56.2,100.0,37,64.9,37,58.3,0,100.0,57,57,62.9,100.0,12,21.1,12
Enrique Cruz Jr.,144041,T,SYRACUSE,1,0,304,56.7,100.0,36,64.3,36,55.2,0,100.0,56,56,54.0,100.0,12,21.4,12
KT Leveston,77487,T,KANSAS ST,1,0,199,55.6,100.0,40,74.1,40,55.8,0,100.0,54,54,58.5,100.0,14,25.9,14
Cooper Beebe,99434,G,KANSAS ST,1,0,199,63.1,100.0,40,74.1,40,61.5,0,100.0,54,54,64.4,100.0,14,25.9,14
Hayden Gillum,77508,C,KANSAS ST,1,0,199,59.2,100.0,40,74.1,40,57.4,0,100.0,54,54,56.0,100.0,14,25.9,14
Michael Mokofisi,146439,G,UTAH,1,0,328,66.8,100.0,13,25.0,13,59.0,0,100.0,52,52,55.5,100.0,33,63.5,33
Koli Faaiu,146438,C,UTAH,1,0,328,62.0,100.0,13,25.0,13,61.5,0,100.0,52,52,61.6,100.0,33,63.5,33
Sataoa Laumea,100525,T,UTAH,1,0,328,69.4,100.0,13,25.0,13,61.8,0,100.0,52,52,53.3,100.0,33,63.5,33
Keaton Bills,100524,G,UTAH,1,0,328,66.4,100.0,13,25.0,13,83.9,0,100.0,52,52,86.9,100.0,33,63.5,33
Munir McClain,100663,WR,UTAH,1,0,328,57.4,100.0,13,25.5,13,64.1,0,100.0,51,51,68.5,100.0,32,62.7,32
Taran Tyo,163098,G,BALL ST,1,0,117,56.7,100.0,15,30.0,15,56.1,0,100.0,50,50,56.7,100.0,32,64.0,32
Brandon Malkow,87458,C,BALL ST,1,0,117,57.9,100.0,15,30.0,15,52.5,0,100.0,50,50,51.9,100.0,32,64.0,32
Ahmad Edwards,109734,WR,BALL ST,1,0,117,62.3,100.0,15,30.0,15,64.1,0,100.0,50,50,63.0,100.0,32,64.0,32
Jon Mucciolo,108593,G,BALL ST,1,0,117,52.5,100.0,15,30.0,15,51.8,0,100.0,50,50,60.2,100.0,32,64.0,32
Corey Stewart,130349,T,BALL ST,1,0,117,60.4,100.0,15,30.0,15,59.4,1,100.0,50,50,58.3,100.0,32,64.0,32
Damon Kaylor,101573,T,BALL ST,1,0,117,57.9,100.0,15,30.0,15,56.5,0,100.0,50,50,57.2,100.0,32,64.0,32
Ben Sinnott,122616,TE,KANSAS ST,1,0,199,49.5,100.0,38,76.0,38,51.9,0,100.0,50,50,62.6,100.0,12,24.0,12
