player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Kip Frankland,100901,T,NAVY,1,0,237,63.4,100.0,26,48.1,26,64.7,0,100.0,54,54,64.9,100.0,19,35.2,19
Sam Glover,121844,T,NAVY,1,0,237,52.7,100.0,26,48.1,26,46.3,0,100.0,54,54,48.2,100.0,19,35.2,19
Connor McMahon,144330,G,NAVY,1,0,237,54.3,100.0,26,48.1,26,54.9,0,100.0,54,54,56.2,100.0,19,35.2,19
Lirion Murtezi,121861,C,NAVY,1,0,237,66.5,100.0,25,49.0,25,67.1,0,100.0,51,51,65.8,100.0,18,35.3,18
Jayden Umbarger,121874,WR,NAVY,1,0,237,75.7,100.0,23,48.9,23,63.0,0,100.0,47,47,49.4,100.0,17,36.2,17
Shayne Buckingham,102911,T,ARMY,1,0,114,62.6,100.0,11,24.4,11,57.0,0,100.0,45,45,51.7,100.0,23,51.1,23
Connor Bishop,102830,C,ARMY,1,0,114,55.2,100.0,11,24.4,11,64.3,0,100.0,45,45,66.3,100.0,23,51.1,23
Connor Finucane,121569,G,ARMY,1,0,114,62.5,100.0,11,24.4,11,61.1,0,100.0,45,45,56.8,100.0,23,51.1,23
Jordyn Law,121583,T,ARMY,1,0,114,65.3,100.0,11,24.4,11,50.4,0,100.0,45,45,48.0,100.0,23,51.1,23
Ahmad Bradley,121835,G,NAVY,1,0,237,58.7,100.0,22,51.2,22,62.7,0,100.0,43,43,66.2,100.0,14,32.6,14
Tyson Riley,121605,FB,ARMY,1,0,114,56.8,90.9,10,23.8,11,57.1,0,95.5,42,44,58.6,100.0,23,54.8,23
Jackson Filipowicz,121567,G,ARMY,1,0,114,63.6,100.0,9,22.5,9,62.4,0,100.0,40,40,57.0,100.0,21,52.5,21
Braheam Murphy,102882,HB,ARMY,1,0,114,43.3,81.8,9,23.1,11,59.6,0,92.9,39,42,57.2,100.0,21,53.8,21
Amin Hassan,144313,HB,NAVY,1,0,237,51.8,100.0,19,51.4,19,52.3,0,100.0,37,37,57.6,100.0,11,29.7,11
Joshua Lingenfelter,121584,TE,ARMY,1,0,114,56.1,100.0,9,25.0,9,67.9,0,100.0,36,36,69.9,100.0,18,50.0,18
Cole Caterbone,102943,WR,ARMY,1,0,114,73.0,100.0,10,32.3,10,50.4,1,100.0,31,31,44.4,100.0,14,45.2,14
Mark Walker,101120,WR,NAVY,1,0,237,80.1,100.0,10,35.7,10,69.7,0,100.0,28,28,60.9,100.0,13,46.4,13
Xavier Arline,121831,QB,NAVY,1,0,237,60.0,60.0,15,53.6,25,60.0,0,52.8,28,53,60.0,47.4,9,32.1,19
Ay'Jaun Marshall,121589,HB,ARMY,1,1,114,52.8,100.0,7,26.9,7,56.1,1,89.7,26,29,61.4,92.9,13,50.0,14
Anton Hall Jr.,144311,FB,NAVY,1,0,237,61.6,68.8,11,50.0,16,61.1,0,75.9,22,29,65.6,77.8,7,31.8,9
Akalea Kapono,121852,WR,NAVY,1,0,237,70.8,100.0,13,61.9,13,65.6,0,100.0,21,21,59.3,100.0,5,23.8,5
Kai Puailoa-Rojas,121867,HB,NAVY,1,0,237,53.6,100.0,8,42.1,8,40.2,0,100.0,19,19,40.0,100.0,8,42.1,8
Maquel Haywood,144314,HB,NAVY,1,0,237,56.0,75.0,9,52.9,12,54.1,0,81.0,17,21,56.1,100.0,7,41.2,7
Isaiah Alston,121550,WR,ARMY,1,0,114,59.0,100.0,3,20.0,3,55.1,1,100.0,15,15,55.6,100.0,10,66.7,10
Cade Ballard,102861,QB,ARMY,1,0,114,60.0,83.3,5,33.3,6,60.0,0,62.5,15,24,60.0,58.3,7,46.7,12
Vincent Terrell II,121872,HB,NAVY,1,0,237,59.0,44.4,4,26.7,9,57.0,0,75.0,15,20,58.9,100.0,7,46.7,7
Daba Fofana,144305,FB,NAVY,1,0,237,54.8,80.0,8,57.1,10,52.3,0,56.0,14,25,56.0,30.0,3,21.4,10
Joshua Pena,121864,G,NAVY,1,0,237,59.1,100.0,4,33.3,4,56.8,0,100.0,12,12,57.0,100.0,5,41.7,5
Daniel Jones,121851,HB,NAVY,1,0,237,57.9,75.0,3,33.3,4,57.0,0,81.8,9,11,59.3,100.0,5,55.6,5
Tyhier Tyler,82083,QB,ARMY,1,0,114,60.0,28.6,2,28.6,7,60.0,0,24.1,7,29,60.0,12.5,2,28.6,16
Veshe Daniyan,102946,TE,ARMY,1,0,114,,,0,0.0,0,52.3,0,100.0,7,7,55.5,100.0,4,57.1,4
Camari Williams,121877,WR,NAVY,1,0,237,78.3,100.0,2,40.0,2,80.1,0,100.0,5,5,60.0,100.0,2,40.0,2
Sam Barczak,102831,G,ARMY,1,0,114,59.4,100.0,2,40.0,2,59.1,0,100.0,5,5,60.0,100.0,2,40.0,2
Michael Naze,101121,WR,NAVY,1,0,237,60.5,100.0,3,75.0,3,60.7,0,100.0,4,4,60.0,100.0,1,25.0,1
Brent Self,144344,C,NAVY,1,0,237,60.0,100.0,1,33.3,1,55.0,0,100.0,3,3,60.0,100.0,1,33.3,1
Markel Johnson,147308,FB,ARMY,1,0,114,,0.0,0,0.0,2,60.0,0,25.0,2,8,60.0,25.0,1,50.0,4
Hayden Reed,163213,FB,ARMY,1,0,114,,,0,0.0,0,59.4,0,100.0,2,2,60.0,100.0,1,50.0,1
Nathan Kent,162558,WR,NAVY,1,0,237,60.0,100.0,1,50.0,1,58.9,0,100.0,2,2,,,0,0.0,0
Jakobi Buchanan,102884,FB,ARMY,1,0,114,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Maasai Maynor,101057,QB,NAVY,1,0,237,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
David Crossan,147360,T,ARMY,1,0,114,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
