player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Everett Smalley,131512,T,AIR FORCE,1,0,101,57.4,100.0,25,37.9,25,71.9,0,100.0,66,66,69.5,100.0,4,6.1,4
Luke Hallstrom,145961,C,AIR FORCE,1,0,101,58.4,100.0,25,37.9,25,67.0,0,100.0,66,66,59.2,100.0,4,6.1,4
Kamaron Holloway,81586,T,ARMY,1,0,114,52.4,100.0,30,46.9,30,52.2,0,100.0,64,64,57.9,100.0,2,3.1,2
Dean Powell,81583,G,ARMY,1,0,114,65.5,100.0,30,46.9,30,64.0,0,100.0,64,64,60.0,100.0,2,3.1,2
Noah Knapp,81582,G,ARMY,1,0,114,57.6,100.0,30,46.9,30,56.0,0,100.0,64,64,57.7,100.0,2,3.1,2
Connor Finucane,121569,G,ARMY,1,0,114,61.8,100.0,30,46.9,30,62.6,1,100.0,64,64,54.2,100.0,2,3.1,2
Jordyn Law,121583,T,ARMY,1,0,114,61.3,100.0,29,46.8,29,48.6,0,100.0,62,62,60.0,100.0,2,3.2,2
Ahofitu Maka,100803,C,UTSA,1,0,331,60.2,100.0,20,35.1,20,73.9,0,100.0,57,57,77.1,100.0,35,61.4,35
Frank Harris,60586,QB,UTSA,1,0,331,60.0,90.0,18,33.3,20,60.0,0,94.7,54,57,60.0,100.0,35,64.8,35
Ryan Booth,104208,T,AIR FORCE,1,0,101,49.2,100.0,18,34.0,18,70.0,0,100.0,53,53,67.7,100.0,3,5.7,3
Jack Wohlabaugh,41710,C,DUKE,1,0,154,60.9,100.0,12,22.6,12,56.8,0,100.0,53,53,56.0,100.0,38,71.7,38
Justin Osborne,99071,G,SMU,1,0,287,48.4,100.0,13,24.5,13,46.1,0,100.0,53,53,49.1,100.0,37,69.8,37
Jaylon Thomas,77421,T,SMU,1,0,287,59.1,100.0,13,24.5,13,56.9,0,100.0,53,53,56.5,100.0,37,69.8,37
