player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Kip Frankland,100901,T,NAVY,1,0,237,56.8,100.0,6,9.7,6,60.3,0,100.0,62,62,61.2,100.0,19,30.6,19
Aaron Dowdell,41586,G,GA SOUTHRN,1,0,174,56.7,100.0,43,69.4,43,60.0,0,100.0,62,62,65.4,100.0,17,27.4,17
Brian Miller,56358,T,GA SOUTHRN,1,0,174,85.2,100.0,43,69.4,43,77.8,0,100.0,62,62,54.9,100.0,17,27.4,17
Khalil Crowder,78240,G,GA SOUTHRN,1,0,174,55.1,100.0,43,69.4,43,57.3,0,100.0,62,62,62.7,100.0,17,27.4,17
Logan Langemeier,108708,C,GA SOUTHRN,1,0,174,63.0,100.0,43,69.4,43,63.8,0,100.0,62,62,57.9,100.0,17,27.4,17
Jake Cossavella,71285,T,NAVY,1,0,237,57.9,100.0,6,9.7,6,61.1,0,100.0,62,62,57.1,100.0,19,30.6,19
Pierce Banbury,77384,C,NAVY,1,0,237,58.5,100.0,6,9.8,6,58.1,0,100.0,61,61,63.7,100.0,18,29.5,18
Joshua Pena,121864,G,NAVY,1,0,237,62.8,100.0,5,8.6,5,58.5,0,100.0,58,58,57.7,100.0,18,31.0,18
Dean Powell,81583,G,ARMY,1,0,114,60.8,100.0,12,21.4,12,74.7,0,100.0,56,56,76.8,100.0,16,28.6,16
Logan Bruss,60251,T,WISCONSIN,1,0,349,73.0,100.0,16,29.1,16,63.0,0,100.0,55,55,55.4,100.0,30,54.5,30
Jake Ferguson,61081,TE,WISCONSIN,1,0,349,47.7,100.0,16,29.1,16,51.7,0,100.0,55,55,51.7,100.0,30,54.5,30
Beau Johnson,97640,TE,GA SOUTHRN,1,0,174,48.3,100.0,40,74.1,40,47.4,0,100.0,54,54,53.2,100.0,12,22.2,12
Tyler Beach,60252,T,WISCONSIN,1,0,349,71.6,100.0,16,29.6,16,56.2,0,100.0,54,54,40.0,100.0,30,55.6,30
Noah Knapp,81582,G,ARMY,1,0,114,60.9,100.0,14,25.9,14,72.7,0,100.0,54,54,57.2,100.0,15,27.8,15
Caleb Kelly,59709,T,GA SOUTHRN,1,0,174,58.8,100.0,36,67.9,36,57.6,0,100.0,53,53,56.6,100.0,16,30.2,16
Kyle Patterson,104205,TE,AIR FORCE,1,0,101,63.8,100.0,13,24.5,13,65.3,0,100.0,53,53,61.3,100.0,9,17.0,9
Javontez Spraggins,124299,G,TENNESSEE,1,0,307,51.0,100.0,14,26.9,14,62.6,0,100.0,52,52,69.2,100.0,33,63.5,33
Cade Mays,81995,T,TENNESSEE,1,0,307,56.0,100.0,14,26.9,14,74.5,0,100.0,52,52,81.9,100.0,33,63.5,33
