player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Treylen Brown,108550,C,JVILLE ST,1,0,196,62.9,100.0,16,28.1,16,65.6,1,100.0,57,57,66.3,100.0,37,64.9,37
Will O'Steen,125373,T,JVILLE ST,1,0,196,55.4,100.0,16,28.1,16,51.4,0,100.0,57,57,51.3,100.0,37,64.9,37
Xavier Bausley,163939,T,JVILLE ST,1,0,196,73.6,100.0,16,28.1,16,74.9,0,100.0,57,57,71.3,100.0,37,64.9,37
Brock Robey,163975,G,JVILLE ST,1,0,196,52.7,100.0,16,28.6,16,58.1,0,100.0,56,56,62.3,100.0,37,66.1,37
Christian Mahogany,98261,G,BOSTON COL,1,0,121,58.8,100.0,33,64.7,33,57.9,0,100.0,51,51,57.0,100.0,16,31.4,16
Drew Kendall,143829,C,BOSTON COL,1,0,121,55.2,100.0,33,64.7,33,56.9,0,100.0,51,51,60.5,100.0,16,31.4,16
Logan Taylor,151098,T,BOSTON COL,1,0,121,57.8,100.0,33,64.7,33,62.4,0,100.0,51,51,68.0,100.0,16,31.4,16
Ozzy Trapilo,123552,T,BOSTON COL,1,0,121,79.1,100.0,33,64.7,33,83.0,0,100.0,51,51,76.6,100.0,16,31.4,16
Kyle Hergel,87427,G,BOSTON COL,1,0,121,53.9,100.0,33,64.7,33,61.8,0,100.0,51,51,72.6,100.0,16,31.4,16
Brady Small,171015,C,ARMY,1,0,114,59.0,100.0,25,50.0,25,54.4,0,100.0,50,50,52.3,100.0,23,46.0,23
Joshua Cephus,98095,WR,UTSA,1,0,331,61.1,100.0,13,26.0,13,62.7,0,100.0,50,50,62.4,100.0,31,62.0,31
Luke Lapeze,145517,C,UTSA,1,0,331,60.6,100.0,13,26.0,13,50.0,1,100.0,50,50,47.4,100.0,31,62.0,31
Shayne Buckingham,102911,T,ARMY,1,0,114,62.0,100.0,25,50.0,25,69.0,2,100.0,50,50,71.9,100.0,23,46.0,23
Cory Godinet,174093,G,UTSA,1,0,331,53.5,100.0,13,26.0,13,62.3,0,100.0,50,50,67.7,100.0,31,62.0,31
Ernesto Almaraz,90765,T,UTSA,1,0,331,49.0,100.0,13,26.0,13,60.4,0,100.0,50,50,67.3,100.0,31,62.0,31
Venly Tatafu,158830,T,UTSA,1,0,331,65.9,100.0,13,26.0,13,70.4,1,100.0,50,50,69.4,100.0,31,62.0,31
Lucas Scott,147358,G,ARMY,1,0,114,61.7,100.0,25,50.0,25,64.5,0,100.0,50,50,64.9,100.0,23,46.0,23
Connor Finucane,121569,T,ARMY,1,0,114,70.2,100.0,25,50.0,25,62.6,1,100.0,50,50,53.6,100.0,23,46.0,23
Bryce Ramsey,99086,C,SO MISS,1,0,296,61.0,100.0,18,36.0,18,57.0,0,100.0,50,50,55.5,100.0,31,62.0,31
Jackson Filipowicz,121567,G,ARMY,1,0,114,55.8,100.0,25,52.1,25,52.7,0,100.0,48,48,52.6,100.0,22,45.8,22
P.J. Wells,109040,WR,JVILLE ST,1,0,196,60.8,100.0,13,27.7,13,61.9,0,100.0,47,47,61.6,100.0,31,66.0,31
Gerquan Scott,100792,G,SO MISS,1,1,296,59.0,100.0,17,37.0,17,56.6,1,100.0,46,46,56.1,100.0,28,60.9,28
Chester Baah,98089,G,TULSA,1,0,320,58.8,100.0,15,32.6,15,65.6,0,100.0,46,46,64.8,100.0,30,65.2,30
Tautai Li'o Marks,128158,G,TULSA,1,0,320,65.7,100.0,15,32.6,15,64.4,1,100.0,46,46,61.9,100.0,30,65.2,30
John Bolding,81641,G,SO MISS,1,0,296,56.0,100.0,17,37.0,17,46.6,1,100.0,46,46,48.4,100.0,28,60.9,28
Brayden Swartout,145732,T,C MICHIGAN,1,0,134,57.0,100.0,30,65.2,30,54.9,0,100.0,46,46,54.0,100.0,14,30.4,14
Will Farniok,81750,C,TULSA,1,0,320,57.0,100.0,15,32.6,15,57.5,0,100.0,46,46,58.7,100.0,30,65.2,30
Darrell Simpson,77444,T,TULSA,1,0,320,60.1,100.0,15,32.6,15,68.4,0,100.0,46,46,71.0,100.0,30,65.2,30
Dominic Serapiglia III,141881,C,C MICHIGAN,1,0,134,59.4,100.0,30,65.2,30,54.2,0,100.0,46,46,50.2,100.0,14,30.4,14
Cole Cavallo,84050,TE,SO MISS,1,0,296,60.1,100.0,16,35.6,16,70.0,0,100.0,45,45,62.0,100.0,28,62.2,28
Mehki Butler,147056,G,ARK STATE,1,0,113,56.8,100.0,9,20.0,9,90.5,0,100.0,45,45,94.7,100.0,33,73.3,33
Deiyantei Powell-Woods,104183,G,C MICHIGAN,1,0,134,60.6,100.0,30,66.7,30,56.5,0,100.0,45,45,51.9,100.0,13,28.9,13
