player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Jack Walsh,150706,G,WYOMING,1,0,351,75.8,100.0,15,27.3,15,73.6,0,100.0,55,55,67.7,100.0,38,69.1,38
Caden Barnett,150690,T,WYOMING,1,0,351,67.8,100.0,15,27.3,15,79.4,0,100.0,55,55,80.1,100.0,38,69.1,38
Nofoafia Tulafono,128438,C,WYOMING,1,0,351,64.5,100.0,15,27.3,15,64.9,0,100.0,55,55,63.2,100.0,38,69.1,38
Eli Russ,122987,G,TROY,1,0,318,58.5,100.0,29,53.7,29,65.0,0,100.0,54,54,69.9,100.0,21,38.9,21
Daniel King,156877,T,TROY,1,0,318,78.8,100.0,29,53.7,29,64.3,0,100.0,54,54,43.8,100.0,21,38.9,21
Boaz Stanley,172366,C,TROY,1,0,318,58.8,100.0,29,53.7,29,55.7,0,100.0,54,54,54.1,100.0,21,38.9,21
Elijah Prather,172362,T,TROY,1,0,318,61.9,100.0,29,53.7,29,72.1,0,100.0,54,54,79.5,100.0,21,38.9,21
Matt Henry,190689,G,TROY,1,0,318,58.7,100.0,29,53.7,29,65.0,0,100.0,54,54,69.9,100.0,21,38.9,21
Aaron Fenimore,174929,C,LIBERTY,1,0,206,62.8,100.0,32,62.7,32,60.2,0,100.0,51,51,59.4,100.0,17,33.3,17
Xavior Gray,100263,T,LIBERTY,1,0,206,76.2,100.0,32,62.7,32,66.3,0,100.0,51,51,48.2,100.0,17,33.3,17
Jordan White,123439,G,LIBERTY,1,0,206,65.2,100.0,32,62.7,32,67.6,0,100.0,51,51,66.8,100.0,17,33.3,17
Matthew Caldwell,150302,QB,TROY,1,0,318,60.0,93.1,27,54.0,29,60.0,0,92.6,50,54,60.0,95.2,20,40.0,21
Will O'Steen,125373,T,JVILLE ST,1,0,196,75.2,100.0,17,34.7,17,83.0,0,100.0,49,49,80.4,100.0,30,61.2,30
Nick Miles,128422,TE,WYOMING,1,0,351,68.1,100.0,14,28.6,14,82.3,0,100.0,49,49,81.1,100.0,34,69.4,34
Clay Webb,99076,G,JVILLE ST,1,0,196,72.9,100.0,17,34.7,17,79.5,2,100.0,49,49,76.8,100.0,30,61.2,30
Daveion Harley,170423,C,JVILLE ST,1,0,196,65.3,100.0,17,34.7,17,62.0,1,100.0,49,49,58.9,100.0,30,61.2,30
Cam Jones,101050,T,JVILLE ST,1,0,196,59.7,100.0,17,34.7,17,64.2,0,100.0,49,49,69.2,100.0,30,61.2,30
Logan Howland,173702,T,OKLAHOMA,1,0,261,62.6,100.0,19,39.6,19,60.5,0,100.0,48,48,58.5,100.0,29,60.4,29
Derrick Graham,123703,T,TULANE,1,0,319,64.1,100.0,27,57.4,27,61.7,0,100.0,47,47,57.9,100.0,19,40.4,19
Kaden Anderson,127312,QB,WYOMING,1,0,351,60.0,85.7,12,25.5,14,60.0,0,90.4,47,52,60.0,94.4,34,72.3,36
Vincent Murphy,99046,C,TULANE,1,0,319,74.4,100.0,27,57.4,27,79.4,0,100.0,47,47,75.3,100.0,19,40.4,19
