player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Dorion Strawn,150063,T,TEXAS ST,1,0,314,64.7,100.0,30,52.6,30,75.2,0,100.0,57,57,80.4,100.0,25,43.9,25
Alex Harkey,157695,T,TEXAS ST,1,0,314,71.8,100.0,30,52.6,30,71.0,1,100.0,57,57,59.5,100.0,25,43.9,25
Chayse Todd,97851,C,TEXAS ST,1,0,314,70.4,100.0,30,52.6,30,70.4,1,100.0,57,57,65.3,100.0,25,43.9,25
Nash Jones,133226,G,TEXAS ST,1,0,314,64.0,100.0,30,52.6,30,71.3,0,100.0,57,57,74.3,100.0,25,43.9,25
Bill Katsigiannis,147319,G,ARMY,1,0,114,71.0,100.0,19,34.5,19,64.9,0,100.0,55,55,54.6,100.0,18,32.7,18
Lucas Scott,147358,T,ARMY,1,0,114,63.5,100.0,19,34.5,19,71.7,0,100.0,55,55,82.3,100.0,18,32.7,18
Brady Small,171015,C,ARMY,1,0,114,58.6,100.0,19,34.5,19,61.1,0,100.0,55,55,57.3,100.0,18,32.7,18
Paolo Gennarelli,170976,G,ARMY,1,0,114,67.8,100.0,19,34.5,19,73.2,0,100.0,55,55,53.7,100.0,18,32.7,18
Connor Finucane,121569,T,ARMY,1,0,114,60.3,100.0,19,34.5,19,62.5,0,100.0,55,55,63.6,100.0,18,32.7,18
Kole Wilson,168441,WR,TEXAS ST,1,0,314,58.5,100.0,29,53.7,29,58.6,0,100.0,54,54,58.9,100.0,23,42.6,23
Tellek Lockette,163512,G,TEXAS ST,1,0,314,57.6,100.0,29,53.7,29,52.6,0,100.0,54,54,50.0,100.0,23,42.6,23
Alex Moore,86489,T,AIR FORCE,1,0,101,42.0,100.0,12,22.6,12,68.6,0,100.0,53,53,74.8,100.0,5,9.4,5
