player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Manase Mose,59950,C,N TEXAS,1,0,251,87.5,100.0,51,87.9,51,83.4,0,100.0,58,58,53.9,100.0,6,10.3,6
Gabe Blair,145323,G,N TEXAS,1,0,251,55.0,100.0,51,87.9,51,55.1,0,100.0,58,58,58.9,100.0,6,10.3,6
Jacob Brammer,59944,T,N TEXAS,1,0,251,72.2,100.0,51,87.9,51,70.7,0,100.0,58,58,57.6,100.0,6,10.3,6
Cole Brown,81768,T,N TEXAS,1,0,251,52.7,100.0,51,87.9,51,55.6,0,100.0,58,58,68.3,100.0,6,10.3,6
Daizion Carroll,81769,G,N TEXAS,1,0,251,70.9,100.0,50,87.7,50,74.1,0,100.0,57,57,73.1,100.0,6,10.5,6
Austin Aune,83528,QB,N TEXAS,1,0,251,60.0,98.0,48,87.3,49,60.0,0,98.2,55,56,60.0,100.0,6,10.9,6
X'Zauvea Gadlin,77580,G,TULSA,1,0,320,67.3,100.0,38,69.1,38,68.4,0,100.0,55,55,65.7,100.0,15,27.3,15
Chris Paul,77579,T,TULSA,1,0,320,66.1,100.0,38,69.1,38,69.5,0,100.0,55,55,70.1,100.0,15,27.3,15
Tyler Smith,98385,T,TULSA,1,0,320,69.3,100.0,38,69.1,38,77.8,1,100.0,55,55,83.0,100.0,15,27.3,15
T.J. Bass,131703,T,OREGON,1,0,264,64.8,100.0,26,47.3,26,74.7,0,100.0,55,55,78.0,100.0,29,52.7,29
Dylan Couch,41390,G,TULSA,1,0,320,68.6,100.0,38,69.1,38,72.5,0,100.0,55,55,72.0,100.0,15,27.3,15
Gerard Wheeler,76561,C,TULSA,1,1,320,78.3,100.0,38,69.1,38,79.1,1,100.0,55,55,69.4,100.0,15,27.3,15
Frank Crum,75860,T,WYOMING,1,0,351,55.7,100.0,34,63.0,34,59.0,0,100.0,54,54,65.0,100.0,15,27.8,15
Keegan Cryder,57110,C,WYOMING,1,0,351,62.7,100.0,34,63.0,34,63.6,0,100.0,54,54,63.3,100.0,15,27.8,15
Josh Johnson,61329,WR,TULSA,1,0,320,59.0,100.0,38,70.4,38,59.9,0,98.2,54,55,61.7,100.0,15,27.8,15
Logan Harris,55558,G,WYOMING,1,0,351,61.8,100.0,34,63.0,34,67.7,0,100.0,54,54,75.9,100.0,15,27.8,15
Davis Brin,77642,QB,TULSA,1,0,320,60.0,97.4,37,69.8,38,60.0,0,96.4,53,55,60.0,93.3,14,26.4,15
