player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Everett Smalley,131512,T,AIR FORCE,1,0,101,51.1,100.0,25,39.1,25,59.1,0,100.0,64,64,73.1,100.0,8,12.5,8
Hawk Wimmer,104200,G,AIR FORCE,1,0,101,50.3,100.0,25,39.1,25,52.1,0,100.0,64,64,56.1,100.0,8,12.5,8
Jack Wohlabaugh,41710,C,DUKE,1,0,154,60.0,100.0,19,30.6,19,78.8,0,100.0,62,62,81.5,100.0,39,62.9,39
Jack Nelson,129927,G,WISCONSIN,1,0,349,65.9,100.0,25,41.7,25,61.3,0,100.0,60,60,49.6,100.0,24,40.0,24
Tanor Bortolini,129915,T,WISCONSIN,1,0,349,70.9,100.0,25,41.7,25,72.1,0,100.0,60,60,64.2,100.0,24,40.0,24
Graham Mertz,97994,QB,WISCONSIN,1,0,349,60.0,96.0,24,40.7,25,60.0,0,98.3,59,60,60.0,100.0,24,40.7,24
Jake Spiewak,53514,WR,AIR FORCE,1,0,101,57.6,100.0,21,36.8,21,55.4,0,100.0,57,57,55.8,100.0,7,12.3,7
Brady Latham,99068,G,ARKANSAS,1,0,111,58.7,100.0,17,29.8,17,67.9,0,100.0,57,57,69.0,100.0,32,56.1,32
Myron Cunningham,33168,T,ARKANSAS,1,0,111,64.8,100.0,17,29.8,17,65.4,0,100.0,57,57,65.0,100.0,32,56.1,32
Beaux Limmer,99067,G,ARKANSAS,1,0,111,51.6,100.0,17,29.8,17,82.4,0,100.0,57,57,93.5,100.0,32,56.1,32
Ty Clary,58490,T,ARKANSAS,1,0,111,63.8,100.0,17,29.8,17,68.0,0,100.0,57,57,68.7,100.0,32,56.1,32
Ricky Stromberg,99066,C,ARKANSAS,1,0,111,73.2,100.0,17,29.8,17,75.9,0,100.0,57,57,73.7,100.0,32,56.1,32
Ethan Mottinger,128100,G,UMASS,1,0,216,57.4,100.0,37,67.3,37,57.7,0,100.0,55,55,63.2,100.0,13,23.6,13
Helber Fagundes,75837,G,UMASS,1,0,216,56.1,100.0,37,67.3,37,58.8,0,100.0,55,55,57.3,100.0,13,23.6,13
Jonny Hassard,128082,T,UMASS,1,0,216,60.0,100.0,37,67.3,37,57.5,0,100.0,55,55,53.4,100.0,13,23.6,13
Max Longman,98411,T,UMASS,1,0,216,81.5,100.0,37,67.3,37,77.2,0,100.0,55,55,50.1,100.0,13,23.6,13
Logan Zschernitz,100262,G,N ILLINOIS,1,0,254,64.1,100.0,40,74.1,40,61.8,0,100.0,54,54,56.3,100.0,12,22.2,12
Nolan Potter,77521,T,N ILLINOIS,1,0,254,66.7,100.0,40,74.1,40,59.8,0,100.0,54,54,53.8,100.0,12,22.2,12
Marques Cox,77518,T,N ILLINOIS,1,0,254,60.6,100.0,40,74.1,40,62.4,1,100.0,54,54,64.4,100.0,12,22.2,12
Brayden Patton,40463,C,N ILLINOIS,1,0,254,61.2,100.0,40,74.1,40,61.2,0,100.0,54,54,60.4,100.0,12,22.2,12
Gunnar Holmberg,77625,QB,DUKE,1,0,154,60.0,94.4,17,32.1,18,60.1,0,86.9,53,61,60.0,89.7,35,66.0,39
Treylon Burks,99218,WR,ARKANSAS,1,0,111,69.6,100.0,17,32.7,17,63.1,0,98.1,52,53,59.9,100.0,28,53.8,28
Barry Wesley,52018,T,COLO STATE,1,0,144,71.3,100.0,35,68.6,35,80.0,0,100.0,51,51,79.2,100.0,11,21.6,11
Jake Bobo,77997,WR,DUKE,1,0,154,60.9,100.0,17,33.3,17,61.6,0,100.0,51,51,61.6,100.0,30,58.8,30
Jacob Monk,98058,G,DUKE,1,0,154,77.5,100.0,15,29.4,15,83.3,0,100.0,51,51,76.4,100.0,33,64.7,33
Cam Reddy,77340,C,COLO STATE,1,0,144,60.0,100.0,35,68.6,35,63.0,0,100.0,51,51,65.8,100.0,11,21.6,11
Luke Hallstrom,145961,C,AIR FORCE,1,1,101,44.2,100.0,18,36.0,18,50.8,1,100.0,50,50,64.3,100.0,6,12.0,6
Jake Fuzak,44882,T,BUFFALO,1,0,126,65.3,100.0,8,16.0,8,84.4,0,100.0,50,50,82.7,100.0,42,84.0,42
Dane Kinamon,104192,HB,AIR FORCE,1,0,101,62.1,100.0,20,40.0,20,78.7,0,98.0,50,51,72.0,85.7,6,12.0,7
Jack Klenk,45097,G,BUFFALO,1,0,126,56.8,100.0,8,16.0,8,46.3,0,100.0,50,50,46.1,100.0,42,84.0,42
Bence Polgar,98083,C,BUFFALO,1,0,126,57.9,100.0,8,16.0,8,61.4,0,100.0,50,50,62.4,100.0,42,84.0,42
Josh Seltzner,60255,G,WISCONSIN,1,0,349,46.9,100.0,21,42.0,21,69.7,0,100.0,50,50,88.7,100.0,20,40.0,20
Tyler Beach,60252,T,WISCONSIN,1,0,349,49.8,100.0,21,42.0,21,63.7,1,100.0,50,50,68.4,100.0,20,40.0,20
Trey McBride,75916,TE,COLO STATE,1,0,144,68.7,100.0,34,68.0,34,69.7,1,100.0,50,50,65.5,100.0,11,22.0,11
Joe Tippmann,101568,C,WISCONSIN,1,0,349,56.3,100.0,21,42.0,21,76.2,0,100.0,50,50,90.2,100.0,20,40.0,20
Dre Doiron,130405,T,BUFFALO,1,1,126,67.1,100.0,8,16.0,8,77.4,1,100.0,50,50,76.6,100.0,42,84.0,42
Darrellson Masaniai,121856,C,NAVY,1,0,237,62.9,100.0,16,32.7,16,62.8,0,100.0,49,49,57.5,100.0,10,20.4,10
Johnathan Bass,83920,T,GA STATE,1,0,175,58.6,100.0,3,6.1,3,55.2,0,100.0,49,49,55.2,100.0,45,91.8,45
Travis Glover,81658,T,GA STATE,1,0,175,60.2,100.0,3,6.1,3,77.4,0,100.0,49,49,77.9,100.0,45,91.8,45
Pat Bartlett,55191,G,GA STATE,1,0,175,58.4,100.0,3,6.1,3,58.1,1,100.0,49,49,58.5,100.0,45,91.8,45
Joshua Pena,121864,G,NAVY,1,0,237,72.8,100.0,16,32.7,16,75.1,0,100.0,49,49,73.5,100.0,10,20.4,10
Malik Sumter,55194,C,GA STATE,1,0,175,54.1,100.0,3,6.1,3,62.2,0,100.0,49,49,64.4,100.0,45,91.8,45
Kip Frankland,100901,T,NAVY,1,0,237,47.7,100.0,16,32.7,16,65.9,0,100.0,49,49,57.0,100.0,10,20.4,10
Shamarious Gilmore,41823,G,GA STATE,1,0,175,59.6,100.0,3,6.1,3,61.9,0,100.0,49,49,62.0,100.0,45,91.8,45
Liam Soraghan,60986,TE,N ILLINOIS,1,0,254,66.6,100.0,38,77.6,38,65.2,0,100.0,49,49,59.4,100.0,10,20.4,10
Haaziq Daniels,125263,QB,AIR FORCE,1,0,101,60.0,92.0,23,46.9,25,60.0,0,76.6,49,64,60.0,75.0,6,12.2,8
Keith Williams,30673,T,COLO STATE,1,0,144,61.0,100.0,35,71.4,35,59.6,0,100.0,49,49,66.0,100.0,11,22.4,11
John Gelotte,98406,T,DUKE,1,0,154,49.9,100.0,14,29.2,14,66.9,0,100.0,48,48,75.5,100.0,30,62.5,30
Todd Centeio,60552,QB,COLO STATE,1,0,144,60.0,100.0,35,74.5,35,60.0,0,92.2,47,51,60.0,100.0,11,23.4,11
Quian Williams,61237,WR,BUFFALO,1,0,126,61.3,100.0,7,14.9,7,62.2,0,100.0,47,47,61.7,100.0,40,85.1,40
Sedrick Van Pran-Granger,124042,C,GEORGIA,1,0,173,58.5,100.0,24,51.1,24,59.7,0,100.0,47,47,61.0,100.0,18,38.3,18
Nick Saldiveri,81785,T,DOMINION,1,0,263,60.0,100.0,9,19.6,9,69.8,0,100.0,46,46,70.9,100.0,35,76.1,35
Isaac Weaver,41945,C,DOMINION,1,0,263,55.2,100.0,9,19.6,9,50.4,1,100.0,46,46,51.1,100.0,35,76.1,35
Tyson Morris,61144,WR,ARKANSAS,1,0,111,60.5,100.0,17,37.0,17,61.0,0,100.0,46,46,63.1,100.0,24,52.2,24
Khadere Kounta,98468,T,DOMINION,1,0,263,75.3,100.0,9,19.6,9,68.5,0,100.0,46,46,62.4,100.0,35,76.1,35
Tyran Walker-Hunt,59834,G,DOMINION,1,0,263,77.6,100.0,9,19.6,9,76.6,0,100.0,46,46,71.2,100.0,35,76.1,35
Elijah Johnson,40719,T,COLO STATE,1,0,144,54.4,100.0,32,69.6,32,47.7,0,100.0,46,46,41.1,100.0,10,21.7,10
Matthew Bergeron,99658,T,SYRACUSE,1,0,304,90.1,100.0,17,37.8,17,84.7,0,100.0,45,45,70.6,100.0,24,53.3,24
Josiah Johnson,75883,TE,UMASS,1,0,216,83.4,100.0,35,77.8,35,83.6,0,100.0,45,45,68.9,100.0,7,15.6,7
Steve Avila,77319,C,TCU,1,0,305,61.6,100.0,12,26.7,12,63.3,0,100.0,45,45,62.9,100.0,31,68.9,31
Dakota Davis,60104,G,SYRACUSE,1,0,304,61.0,100.0,17,37.8,17,52.4,0,100.0,45,45,48.3,100.0,24,53.3,24
Coy McMillon,60106,G,TCU,1,0,305,50.5,100.0,12,26.7,12,48.1,0,100.0,45,45,50.7,100.0,31,68.9,31
Kaleb Holcomb,145960,T,AIR FORCE,1,0,101,59.8,100.0,19,42.2,19,71.4,0,100.0,45,45,68.4,100.0,8,17.8,8
Adam Korutz,44467,G,COLO STATE,1,0,144,49.1,100.0,32,71.1,32,62.9,0,100.0,45,45,86.2,100.0,10,22.2,10
Kalan Ellis,144042,G,SYRACUSE,1,0,304,55.8,100.0,17,37.8,17,51.6,0,100.0,45,45,51.4,100.0,24,53.3,24
Carlos Vettorello,77348,T,SYRACUSE,1,0,304,64.0,100.0,17,37.8,17,70.0,0,100.0,45,45,72.0,100.0,24,53.3,24
Leroy Thomas,81786,G,DOMINION,1,0,263,86.1,100.0,9,20.0,9,76.0,0,100.0,45,45,65.7,100.0,34,75.6,34
Duke Clemens,100545,C,UCLA,1,0,324,56.9,100.0,23,52.3,23,60.1,0,100.0,44,44,63.2,100.0,20,45.5,20
Uzoma Osuji,41028,T,BOISE ST,1,0,120,58.0,100.0,26,59.1,26,62.1,1,100.0,44,44,65.5,100.0,14,31.8,14
Warren Ericson,81652,G,GEORGIA,1,0,173,53.3,100.0,22,50.0,22,61.4,0,100.0,44,44,65.3,100.0,17,38.6,17
Wesley Ndago,145973,G,AIR FORCE,1,0,101,49.2,100.0,17,38.6,17,62.9,0,100.0,44,44,55.6,100.0,3,6.8,3
Will Farrar,60132,C,BOISE ST,1,0,120,54.0,100.0,26,59.1,26,55.9,0,100.0,44,44,59.9,100.0,14,31.8,14
Orlando Umana,60185,C,OLE MISS,1,0,226,72.7,100.0,26,59.1,26,72.2,0,100.0,44,44,65.1,100.0,15,34.1,15
Sean Rhyan,72009,T,UCLA,1,0,324,63.0,100.0,23,52.3,23,70.6,0,100.0,44,44,73.7,100.0,20,45.5,20
Ben Brown,59869,G,OLE MISS,1,0,226,53.8,100.0,26,59.1,26,60.5,0,100.0,44,44,70.2,100.0,15,34.1,15
Dontario Drummond,98738,WR,OLE MISS,1,0,226,59.9,100.0,26,59.1,26,57.6,0,100.0,44,44,59.3,100.0,15,34.1,15
Jeremy James,98423,T,OLE MISS,1,0,226,58.8,100.0,26,59.1,26,55.7,0,100.0,44,44,58.5,100.0,15,34.1,15
Rocky Lombardi,60452,QB,N ILLINOIS,1,0,254,60.5,80.0,32,72.7,40,60.5,0,81.5,44,54,60.0,91.7,11,25.0,12
John Ojukwu,58530,T,BOISE ST,1,0,120,70.7,100.0,26,59.1,26,69.6,0,100.0,44,44,61.8,100.0,14,31.8,14
Ben Dooley,101247,G,BOISE ST,1,0,120,75.0,100.0,26,59.1,26,81.9,0,100.0,44,44,78.8,100.0,14,31.8,14
Jake Stetz,58529,G,BOISE ST,1,0,120,60.1,100.0,26,59.1,26,60.1,0,100.0,44,44,66.0,100.0,14,31.8,14
Nick Broeker,99084,T,OLE MISS,1,0,226,54.1,100.0,26,59.1,26,58.2,0,100.0,44,44,58.2,100.0,15,34.1,15
Alec Anderson,81882,T,UCLA,1,0,324,73.6,100.0,23,52.3,23,78.9,0,100.0,44,44,76.0,100.0,20,45.5,20
Jon Gaines II,81879,G,UCLA,1,0,324,67.4,100.0,23,52.3,23,68.0,0,100.0,44,44,64.7,100.0,20,45.5,20
Justin Shaffer,59703,G,GEORGIA,1,0,173,56.6,100.0,22,50.0,22,66.7,0,100.0,44,44,74.5,100.0,17,38.6,17
Hagen Meservy,59986,G,OHIO,1,0,259,46.7,100.0,21,48.8,21,55.9,0,100.0,43,43,66.7,100.0,19,44.2,19
Jalen Tolbert,61637,WR,S ALABAMA,1,0,288,61.3,100.0,19,44.2,19,78.1,0,100.0,43,43,71.1,100.0,22,51.2,22
Chris Paul,77579,T,TULSA,1,0,320,54.2,100.0,19,44.2,19,55.1,0,100.0,43,43,52.6,100.0,20,46.5,20
