player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Adam Karas,145965,T,AIR FORCE,1,0,101,60.5,100.0,17,26.6,17,64.9,1,100.0,64,64,65.3,100.0,9,14.1,9
David Hoyt,147325,T,ARMY,1,0,114,52.0,100.0,21,33.3,21,50.5,0,100.0,63,63,52.0,100.0,38,60.3,38
Brady Small,171015,C,ARMY,1,0,114,64.2,100.0,21,33.3,21,66.6,0,100.0,63,63,63.4,100.0,38,60.3,38
Lucas Scott,147358,G,ARMY,1,0,114,66.2,100.0,21,33.3,21,68.8,0,100.0,63,63,67.5,100.0,38,60.3,38
Connor Finucane,121569,T,ARMY,1,0,114,70.0,100.0,21,33.3,21,79.2,0,100.0,63,63,79.5,100.0,38,60.3,38
Wesley Ndago,145973,G,AIR FORCE,1,0,101,58.0,100.0,17,27.9,17,58.1,0,100.0,61,61,58.5,100.0,9,14.8,9
Jackson Filipowicz,121567,G,ARMY,1,0,114,61.9,100.0,18,30.5,18,60.4,0,100.0,59,59,58.9,100.0,37,62.7,37
Zac Larrier,104193,QB,AIR FORCE,1,0,101,60.0,70.6,12,21.8,17,60.0,0,87.3,55,63,60.0,100.0,8,14.5,8
Joshua Lingenfelter,121584,TE,ARMY,1,0,114,60.6,100.0,18,33.3,18,56.7,0,100.0,54,54,54.9,100.0,32,59.3,32
Dane Kinamon,104192,WR,AIR FORCE,1,0,101,60.7,93.3,14,26.9,15,72.7,0,98.1,52,53,70.7,100.0,7,13.5,7
Deondre Buford,124053,T,CINCINNATI,1,0,138,59.7,100.0,3,5.9,3,51.9,2,100.0,51,51,51.6,100.0,42,82.4,42
Gavin Gerhardt,123561,C,CINCINNATI,1,0,138,59.8,100.0,3,5.9,3,65.7,0,100.0,51,51,66.5,100.0,42,82.4,42
Luke Kandra,52487,G,CINCINNATI,1,0,138,59.7,100.0,3,5.9,3,89.9,0,100.0,51,51,89.1,100.0,42,82.4,42
Brad Baur,162989,T,RICE,1,0,275,85.2,100.0,27,52.9,27,78.7,0,100.0,51,51,64.3,100.0,15,29.4,15
Dartanyan Tinsley,156073,G,CINCINNATI,1,0,138,60.0,100.0,3,5.9,3,74.7,0,100.0,51,51,76.2,100.0,42,82.4,42
John Williams,123585,T,CINCINNATI,1,0,138,69.3,100.0,3,5.9,3,60.7,0,100.0,51,51,59.9,100.0,42,82.4,42
Wyatt Milum,144785,T,W VIRGINIA,1,0,343,55.0,100.0,17,35.4,17,61.7,1,100.0,48,48,66.0,100.0,26,54.2,26
Zach Frazier,123419,C,W VIRGINIA,1,1,343,71.8,100.0,17,35.4,17,74.3,1,100.0,48,48,70.1,100.0,26,54.2,26
Brandon Yates,99423,G,W VIRGINIA,1,0,343,51.6,100.0,17,35.4,17,61.1,0,100.0,48,48,67.7,100.0,26,54.2,26
Doug Nester,98486,T,W VIRGINIA,1,0,343,60.7,100.0,17,35.4,17,72.4,0,100.0,48,48,76.6,100.0,26,54.2,26
