player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Tomas Rimac,144783,G,W VIRGINIA,1,0,343,77.9,100.0,28,53.8,28,80.5,0,100.0,52,52,73.9,100.0,24,46.2,24
Delfin Xavier Castillo,146960,C,VANDERBILT,1,0,333,65.8,100.0,43,84.3,43,64.5,0,100.0,51,51,57.6,100.0,5,9.8,5
Steven Losoya III,98266,G,VANDERBILT,1,0,333,53.3,100.0,43,84.3,43,53.2,0,100.0,51,51,57.5,100.0,5,9.8,5
Gunnar Hansen,146959,T,VANDERBILT,1,0,333,60.0,100.0,43,84.3,43,57.1,0,100.0,51,51,50.4,100.0,5,9.8,5
Logan Zschernitz,100262,C,N ILLINOIS,1,0,254,61.1,100.0,26,53.1,26,68.8,0,100.0,49,49,73.1,100.0,19,38.8,19
Evan Malcore,158043,T,N ILLINOIS,1,0,254,50.2,100.0,26,53.1,26,54.9,0,100.0,49,49,62.0,100.0,19,38.8,19
Evan Buss,130543,T,N ILLINOIS,1,0,254,59.6,100.0,26,53.1,26,70.8,0,100.0,49,49,79.4,100.0,19,38.8,19
Will O'Steen,125373,T,JVILLE ST,1,0,196,54.9,100.0,8,16.7,8,78.4,0,100.0,48,48,84.1,100.0,38,79.2,38
Nick Malone,99421,T,W VIRGINIA,1,0,343,61.5,100.0,25,52.1,25,65.5,0,100.0,48,48,67.4,100.0,23,47.9,23
Wyatt Milum,144785,T,W VIRGINIA,1,0,343,71.4,100.0,24,51.1,24,77.4,0,100.0,47,47,76.1,100.0,23,48.9,23
Weston Franklin,143913,C,GA TECH,1,0,176,65.7,100.0,19,40.4,19,59.2,0,100.0,47,47,56.7,100.0,24,51.1,24
Keylan Rutledge,156597,G,GA TECH,1,0,176,54.0,100.0,19,40.4,19,54.8,0,100.0,47,47,51.9,100.0,24,51.1,24
Corey Robinson II,144567,T,GA TECH,1,0,176,56.0,100.0,19,40.4,19,55.1,0,100.0,47,47,55.8,100.0,24,51.1,24
Steven Hubbard,122021,G,VANDERBILT,1,0,333,54.2,100.0,40,85.1,40,52.8,0,100.0,47,47,53.8,100.0,4,8.5,4
Jordan Williams,122503,T,GA TECH,1,0,176,63.6,100.0,19,40.4,19,62.7,0,100.0,47,47,54.6,100.0,24,51.1,24
Joe Fusile,143914,G,GA TECH,1,0,176,59.1,100.0,19,40.4,19,62.5,0,100.0,47,47,59.4,100.0,24,51.1,24
Mason Bowers,122319,T,KENNESAW,1,0,200,70.9,100.0,34,73.9,34,78.9,0,100.0,46,46,82.0,100.0,11,23.9,11
Ethan Newman,173798,G,KENNESAW,1,0,200,65.2,100.0,34,73.9,34,66.0,0,100.0,46,46,63.8,100.0,11,23.9,11
Brandon Yates,99423,C,W VIRGINIA,1,0,343,64.1,100.0,23,51.1,23,58.3,0,100.0,45,45,53.9,100.0,22,48.9,22
J.J. Lippe,98426,G,N ILLINOIS,1,0,254,71.6,100.0,25,55.6,25,80.9,0,100.0,45,45,82.0,100.0,17,37.8,17
Chase Mitchell,123886,T,VANDERBILT,1,0,333,59.3,100.0,39,86.7,39,57.2,0,100.0,45,45,60.7,100.0,5,11.1,5
Cam Nichols,175253,G,NAVY,1,0,237,51.0,100.0,23,52.3,23,57.8,0,100.0,44,44,71.2,100.0,9,20.5,9
James Dawn II,160282,G,SM HOUSTON,1,0,281,59.6,100.0,21,47.7,21,69.2,0,100.0,44,44,74.5,100.0,20,45.5,20
Ryland Goede,98501,TE,GA TECH,1,0,176,64.3,100.0,17,38.6,17,61.5,0,100.0,44,44,57.6,100.0,23,52.3,23
Ben Purvis,162577,G,NAVY,1,0,237,49.2,100.0,23,52.3,23,53.6,0,100.0,44,44,64.3,100.0,9,20.5,9
Gerad Christian-Lichtenhan,131673,T,OREGON ST,1,0,265,57.4,100.0,17,38.6,17,52.6,0,100.0,44,44,51.0,100.0,21,47.7,21
Grant Starck,128245,T,OREGON ST,1,0,265,50.1,100.0,17,38.6,17,62.8,0,100.0,44,44,72.1,100.0,21,47.7,21
Brent Self,144344,C,NAVY,1,0,237,58.6,100.0,23,52.3,23,53.8,0,100.0,44,44,54.6,100.0,9,20.5,9
Connor McMahon,144330,T,NAVY,1,0,237,64.8,100.0,23,52.3,23,65.0,0,100.0,44,44,66.5,100.0,9,20.5,9
Javan Bouton,144294,T,NAVY,1,0,237,63.4,100.0,23,52.3,23,66.5,0,100.0,44,44,75.6,100.0,9,20.5,9
Van Wells,157694,C,OREGON ST,1,0,265,70.7,100.0,17,38.6,17,63.2,1,100.0,44,44,55.9,100.0,21,47.7,21
Ja'Quay Hubbard,99678,G,W VIRGINIA,1,0,343,54.0,100.0,23,52.3,23,48.5,0,100.0,44,44,48.0,100.0,21,47.7,21
Joshua Gray,98252,G,OREGON ST,1,0,265,73.9,100.0,17,38.6,17,72.9,0,100.0,44,44,66.6,100.0,21,47.7,21
Kendall Stanley,157982,T,CHARLOTTE,1,0,136,65.3,100.0,37,88.1,37,64.8,0,100.0,42,42,59.8,100.0,5,11.9,5
Kolt Dieterich,175612,T,SM HOUSTON,1,0,281,65.6,100.0,20,47.6,20,72.9,0,100.0,42,42,74.7,100.0,19,45.2,19
Jonny King,122188,C,CHARLOTTE,1,0,136,60.1,100.0,37,88.1,37,59.8,0,100.0,42,42,59.4,100.0,5,11.9,5
MarKendrick Beall,171195,G,SM HOUSTON,1,0,281,60.5,100.0,20,47.6,20,58.1,0,100.0,42,42,56.7,100.0,19,45.2,19
Cole Spence,163727,TE,VANDERBILT,1,0,333,61.8,100.0,37,90.2,37,61.0,0,100.0,41,41,60.0,100.0,1,2.4,1
Cam Jones,101050,T,JVILLE ST,1,0,196,75.1,100.0,7,17.1,7,74.1,0,100.0,41,41,69.5,100.0,32,78.0,32
George Jackson,147152,T,LA LAFAYET,1,0,207,66.7,100.0,9,22.0,9,63.4,0,100.0,41,41,60.5,100.0,30,73.2,30
Amare Grayson,189783,G,JVILLE ST,1,0,196,63.6,100.0,8,19.5,8,62.1,0,100.0,41,41,60.5,100.0,31,75.6,31
Landon Burton,102820,C,LA LAFAYET,1,0,207,60.3,100.0,9,22.0,9,61.1,0,100.0,41,41,61.0,100.0,30,73.2,30
AJ Gillie,98043,G,LA LAFAYET,1,0,207,55.4,100.0,9,22.0,9,59.5,0,100.0,41,41,61.5,100.0,30,73.2,30
