player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Henry Appleton,170956,T,ARMY,1,0,114,63.4,100.0,18,31.0,18,60.5,0,100.0,58,58,59.1,100.0,17,29.3,17
Teddy Williams,171030,T,ARMY,1,0,114,62.7,100.0,18,31.0,18,67.4,1,100.0,58,58,75.7,100.0,17,29.3,17
Brady Small,171015,C,ARMY,1,0,114,59.9,100.0,18,31.0,18,60.7,0,100.0,58,58,62.9,100.0,17,29.3,17
Paolo Gennarelli,170976,G,ARMY,1,0,114,51.1,100.0,18,31.0,18,57.0,0,100.0,58,58,65.5,100.0,17,29.3,17
Will Jeffcoat,147322,G,ARMY,1,0,114,54.2,100.0,15,27.8,15,66.1,0,100.0,54,54,75.5,100.0,16,29.6,16
Nicholas Gallegos,157472,C,E MICHIGAN,1,0,160,60.2,100.0,9,17.3,9,58.6,0,100.0,52,52,58.4,100.0,39,75.0,39
Mickey Rewolinski,130473,G,E MICHIGAN,1,0,160,57.9,100.0,9,17.3,9,51.8,0,100.0,52,52,51.1,100.0,39,75.0,39
Everett Small,184060,T,E MICHIGAN,1,0,160,62.9,100.0,9,17.3,9,58.4,0,100.0,52,52,56.5,100.0,39,75.0,39
Owen Snively,128166,G,E MICHIGAN,1,0,160,63.6,100.0,9,17.3,9,55.9,0,100.0,52,52,53.2,100.0,39,75.0,39
Joshua Anderson,157479,G,E MICHIGAN,1,0,160,58.2,100.0,9,17.3,9,50.4,0,100.0,52,52,49.2,100.0,39,75.0,39
Malachi Preciado,162892,C,S ALABAMA,1,0,288,59.1,100.0,25,50.0,25,60.9,0,100.0,50,50,63.6,100.0,23,46.0,23
Cole Best,144473,C,USF,1,0,327,64.1,100.0,23,46.0,23,54.4,0,100.0,50,50,57.5,100.0,24,48.0,24
Connor McLaughlin,131771,T,USF,1,0,327,66.7,100.0,23,46.0,23,59.7,0,100.0,50,50,59.6,100.0,24,48.0,24
Derek Bowman,123654,T,USF,1,0,327,48.0,100.0,23,46.0,23,43.3,0,100.0,50,50,46.9,100.0,24,48.0,24
Amaury Wiggins,172435,G,S ALABAMA,1,0,288,56.6,100.0,25,50.0,25,59.9,0,100.0,50,50,65.2,100.0,23,46.0,23
Jordan Davis,146915,T,S ALABAMA,1,0,288,53.8,100.0,25,50.0,25,58.0,0,100.0,50,50,66.1,100.0,23,46.0,23
Ethan Hubbard,170049,T,S ALABAMA,1,0,288,55.8,100.0,25,50.0,25,50.7,0,100.0,50,50,51.8,100.0,23,46.0,23
Parker Poloskey,171004,TE,ARMY,1,1,114,65.2,100.0,14,28.0,14,58.9,1,100.0,50,50,56.6,100.0,16,32.0,16
Nate Bledsoe,173227,C,RICE,1,0,275,55.4,100.0,24,49.0,24,56.7,0,100.0,49,49,59.5,100.0,25,51.0,25
Sean Sullivan,151161,T,RICE,1,0,275,61.7,100.0,24,49.0,24,62.0,0,100.0,49,49,61.3,100.0,25,51.0,25
Patrick Valent,173252,G,RICE,1,0,275,60.2,100.0,24,49.0,24,60.8,0,100.0,49,49,61.0,100.0,25,51.0,25
