player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
David Hixon,144315,C,NAVY,1,0,237,63.6,100.0,36,56.3,36,68.4,0,100.0,64,64,64.7,100.0,3,4.7,3
Kip Frankland,100901,T,NAVY,1,0,237,71.8,100.0,36,56.3,36,68.5,0,100.0,64,64,59.4,100.0,3,4.7,3
Connor McMahon,144330,G,NAVY,1,0,237,60.4,100.0,36,56.3,36,66.0,0,100.0,64,64,66.3,100.0,3,4.7,3
Joshua Pena,121864,G,NAVY,1,0,237,58.1,100.0,36,56.3,36,53.7,0,100.0,64,64,59.2,100.0,3,4.7,3
Sam Glover,121844,T,NAVY,1,0,237,49.9,100.0,36,56.3,36,53.0,0,100.0,64,64,59.3,100.0,3,4.7,3
Justin Mayers,100808,G,UTEP,1,0,330,65.2,100.0,6,11.8,6,58.5,0,100.0,51,51,56.5,100.0,45,88.2,45
Jeremiah Byers,100806,T,UTEP,1,0,330,54.6,100.0,6,11.8,6,52.0,0,100.0,51,51,53.1,100.0,45,88.2,45
Isaiah Wright,129909,T,BUFFALO,1,0,126,47.0,100.0,23,45.1,23,53.3,0,100.0,51,51,61.7,100.0,25,49.0,25
Elijah Klein,81912,G,UTEP,1,0,330,55.0,100.0,6,11.8,6,84.3,0,100.0,51,51,88.1,100.0,45,88.2,45
Steven Hubbard,122021,T,UTEP,1,0,330,59.8,100.0,6,11.8,6,58.3,1,100.0,51,51,53.8,100.0,45,88.2,45
Samuel Jackson,55403,G,UCF,1,0,323,55.5,100.0,19,38.0,19,69.0,0,100.0,50,50,76.8,100.0,26,52.0,26
Matt Lee,98544,C,UCF,1,0,323,59.8,100.0,19,38.0,19,66.2,0,100.0,50,50,68.9,100.0,26,52.0,26
Nick Broeker,99084,G,OLE MISS,1,0,226,61.6,100.0,30,60.0,30,65.0,0,100.0,50,50,66.7,100.0,20,40.0,20
Jeremy James,98423,G,OLE MISS,1,0,226,45.1,100.0,30,60.0,30,62.5,0,100.0,50,50,84.0,100.0,20,40.0,20
Isaac Cochran,101273,G,AIR FORCE,1,0,101,63.0,100.0,17,34.0,17,69.0,0,100.0,50,50,60.0,100.0,1,2.0,1
Jayden Williams,146815,T,OLE MISS,1,0,226,40.0,100.0,30,60.0,30,36.0,0,100.0,50,50,42.4,100.0,20,40.0,20
Vincent Terrell II,121872,HB,NAVY,1,0,237,64.1,96.7,29,58.0,30,54.4,0,98.0,50,51,60.0,100.0,3,6.0,3
Ryan Swoboda,77576,T,UCF,1,0,323,65.5,100.0,19,38.0,19,66.5,0,100.0,50,50,60.0,100.0,26,52.0,26
Everett Smalley,131512,T,AIR FORCE,1,0,101,69.2,100.0,17,34.0,17,70.3,1,100.0,50,50,60.0,100.0,1,2.0,1
Eli Acker,124121,G,OLE MISS,1,0,226,41.4,100.0,30,60.0,30,43.8,0,100.0,50,50,54.9,100.0,20,40.0,20
Lokahi Pauole,98548,G,UCF,1,0,323,57.2,100.0,19,38.0,19,55.5,0,100.0,50,50,56.2,100.0,26,52.0,26
Tylan Grable,109425,T,UCF,1,1,323,80.3,100.0,19,38.0,19,73.4,1,100.0,50,50,62.0,100.0,26,52.0,26
Jayden Umbarger,121874,WR,NAVY,1,0,237,55.7,100.0,30,61.2,30,54.1,0,100.0,49,49,54.9,100.0,3,6.1,3
Tai Lavatai,121854,QB,NAVY,1,0,237,60.0,77.8,28,57.1,36,60.0,0,76.6,49,64,60.0,66.7,2,4.1,3
Jonathan Mingo,97774,WR,OLE MISS,1,0,226,70.2,100.0,29,59.2,29,74.7,0,100.0,49,49,73.0,100.0,20,40.8,20
Tyrin Smith,145487,WR,UTEP,1,0,330,60.4,100.0,5,10.4,5,59.3,0,100.0,48,48,59.1,100.0,43,89.6,43
Malik Heath,124173,WR,OLE MISS,1,0,226,65.3,100.0,30,62.5,30,64.5,0,100.0,48,48,60.6,100.0,18,37.5,18
Willie Lampkin,122344,C,COAST CAR,1,0,141,65.2,100.0,33,68.8,33,73.8,0,100.0,48,48,80.3,100.0,12,25.0,12
Dillon Luther,104721,G,COAST CAR,1,0,141,68.5,100.0,33,68.8,33,72.0,0,100.0,48,48,71.0,100.0,12,25.0,12
Gavin Hardison,100827,QB,UTEP,1,0,330,60.0,100.0,6,12.5,6,60.0,0,94.1,48,51,60.0,93.3,42,87.5,45
Will McDonald,97835,G,COAST CAR,1,0,141,66.1,100.0,33,68.8,33,62.0,0,100.0,48,48,61.3,100.0,12,25.0,12
Zeke Correll,53431,C,NOTRE DAME,1,0,258,62.8,100.0,14,29.8,14,63.2,0,100.0,47,47,62.9,100.0,27,57.4,27
Jarrett Patterson,81775,G,NOTRE DAME,1,0,258,57.0,100.0,14,29.8,14,67.0,0,100.0,47,47,71.3,100.0,27,57.4,27
Josh Lugg,59982,G,NOTRE DAME,1,0,258,73.2,100.0,14,29.8,14,73.7,0,100.0,47,47,69.5,100.0,27,57.4,27
Joe Alt,147481,T,NOTRE DAME,1,0,258,82.2,100.0,14,29.8,14,93.3,0,100.0,47,47,92.2,100.0,27,57.4,27
Dalton Wagner,58493,T,ARKANSAS,1,0,111,67.6,100.0,11,23.9,11,78.0,0,100.0,46,46,81.8,100.0,32,69.6,32
Zach Frazier,123419,C,W VIRGINIA,1,0,343,71.8,100.0,9,19.6,9,78.6,0,100.0,46,46,75.6,100.0,34,73.9,34
Beaux Limmer,99067,G,ARKANSAS,1,0,111,79.7,100.0,11,23.9,11,86.9,0,100.0,46,46,83.1,100.0,32,69.6,32
Doug Nester,98486,G,W VIRGINIA,1,0,343,63.9,100.0,9,19.6,9,73.8,0,100.0,46,46,74.1,100.0,34,73.9,34
Wyatt Milum,144785,T,W VIRGINIA,1,0,343,69.5,100.0,9,19.6,9,80.9,0,100.0,46,46,76.7,100.0,34,73.9,34
Matt Landers,61271,WR,ARKANSAS,1,0,111,60.1,100.0,11,23.9,11,61.6,0,100.0,46,46,62.4,100.0,32,69.6,32
Luke Jones,81780,T,ARKANSAS,1,0,111,64.9,100.0,11,23.9,11,76.2,0,100.0,46,46,69.5,100.0,32,69.6,32
Antwine Loper,54534,T,COAST CAR,1,0,141,59.6,100.0,32,69.6,32,63.5,0,100.0,46,46,58.5,100.0,12,26.1,12
James Gmiter,76932,G,W VIRGINIA,1,0,343,68.6,100.0,9,19.6,9,77.6,0,100.0,46,46,76.2,100.0,34,73.9,34
Ricky Stromberg,99066,C,ARKANSAS,1,0,111,65.4,100.0,11,23.9,11,80.6,0,100.0,46,46,77.4,100.0,32,69.6,32
Brady Latham,99068,G,ARKANSAS,1,0,111,68.4,100.0,11,23.9,11,70.4,0,100.0,46,46,68.9,100.0,32,69.6,32
Gabe Wallace,77535,G,BUFFALO,1,0,126,60.2,100.0,21,46.7,21,64.5,0,100.0,45,45,66.2,100.0,21,46.7,21
Cole Snyder,97617,QB,BUFFALO,1,0,126,60.0,87.0,20,44.4,23,60.2,0,88.2,45,51,60.2,100.0,25,55.6,25
Hadley Panzer,144598,G,KANSAS ST,1,0,199,51.3,100.0,23,52.3,23,56.3,0,100.0,44,44,63.7,100.0,18,40.9,18
Tyson Mobley,122350,WR,COAST CAR,1,0,141,61.3,100.0,31,70.5,31,70.4,0,100.0,44,44,58.5,100.0,11,25.0,11
Bryan Hudson,98241,C,LOUISVILLE,1,0,210,65.2,100.0,6,13.6,6,73.1,0,100.0,44,44,67.5,100.0,36,81.8,36
Hayden Gillum,77508,C,KANSAS ST,1,0,199,61.1,100.0,23,52.3,23,66.0,0,100.0,44,44,64.9,100.0,18,40.9,18
KT Leveston,77487,T,KANSAS ST,1,0,199,67.6,100.0,23,52.3,23,73.1,0,100.0,44,44,72.9,100.0,18,40.9,18
JT Daniels,83578,QB,W VIRGINIA,1,0,343,60.0,100.0,9,20.5,9,60.0,0,95.7,44,46,60.0,100.0,34,77.3,34
Christian Duffie,77484,T,KANSAS ST,1,0,199,56.5,100.0,23,52.3,23,50.7,0,100.0,44,44,47.5,100.0,18,40.9,18
Axel Ruschmeyer,55236,G,MINNESOTA,1,0,225,59.8,100.0,16,37.2,16,62.3,0,100.0,43,43,59.6,100.0,25,58.1,25
Jack Hasz,145666,C,BUFFALO,1,0,126,61.2,100.0,20,46.5,20,62.4,0,100.0,43,43,62.1,100.0,20,46.5,20
Chuck Filiaga,59858,G,MINNESOTA,1,0,225,65.7,100.0,16,37.2,16,69.7,0,100.0,43,43,69.0,100.0,25,58.1,25
Desmond Bessent,60051,T,BUFFALO,1,0,126,48.2,100.0,20,46.5,20,46.9,0,100.0,43,43,51.0,100.0,20,46.5,20
Aireontae Ersery,129649,T,MINNESOTA,1,0,225,67.8,100.0,16,37.2,16,50.6,1,100.0,43,43,42.2,100.0,25,58.1,25
Quinn Carroll,98517,T,MINNESOTA,1,0,225,68.5,100.0,16,37.2,16,62.0,0,100.0,43,43,56.4,100.0,25,58.1,25
Drew Pyne,122910,QB,NOTRE DAME,1,0,258,60.0,100.0,14,32.6,14,60.0,0,91.5,43,47,60.0,96.3,26,60.5,27
Marquice Robinson,81639,G,FAU,1,0,165,51.4,100.0,10,23.8,10,53.7,0,100.0,42,42,57.7,100.0,28,66.7,28
Michael Mokofisi,146439,G,UTAH,1,0,328,49.1,100.0,13,31.0,13,44.9,0,100.0,42,42,47.7,100.0,28,66.7,28
Nick Weber,59684,C,FAU,1,0,165,62.2,100.0,10,23.8,10,57.1,0,100.0,42,42,56.1,100.0,28,66.7,28
Paul Maile,82512,C,UTAH,1,0,328,62.2,100.0,13,31.0,13,65.5,0,100.0,42,42,65.4,100.0,28,66.7,28
Brendan Bordner,56812,T,FAU,1,0,165,54.8,100.0,10,23.8,10,67.9,0,100.0,42,42,72.9,100.0,28,66.7,28
Keaton Bills,100524,G,UTAH,1,0,328,64.7,100.0,13,31.0,13,67.4,0,100.0,42,42,66.3,100.0,28,66.7,28
Sataoa Laumea,100525,T,UTAH,1,0,328,57.4,100.0,13,31.0,13,67.2,0,100.0,42,42,71.0,100.0,28,66.7,28
Chaz Neal,77325,T,FAU,1,0,165,48.9,100.0,10,23.8,10,55.6,0,100.0,42,42,60.3,100.0,28,66.7,28
Dalton Kincaid,91791,TE,UTAH,1,0,328,46.1,100.0,13,31.0,13,59.6,0,100.0,42,42,64.3,100.0,28,66.7,28
Dorian Hinton,98283,G,FAU,1,0,165,53.7,100.0,10,23.8,10,55.7,0,100.0,42,42,54.0,100.0,28,66.7,28
Braeden Daniels,81891,T,UTAH,1,0,328,57.7,100.0,13,31.0,13,69.0,0,100.0,42,42,72.9,100.0,28,66.7,28
John Michael Schmitz Jr.,55238,C,MINNESOTA,1,0,225,63.8,100.0,15,35.7,15,83.4,0,100.0,42,42,85.6,100.0,25,59.5,25
Jacob Gideon,72705,C,W MICHIGAN,1,0,347,52.1,100.0,11,26.8,11,54.2,0,100.0,41,41,60.5,100.0,25,61.0,25
Alec Holler,77899,TE,UCF,1,0,323,58.4,100.0,18,43.9,18,56.2,0,100.0,41,41,50.7,100.0,19,46.3,19
Marcus Minor,59831,G,PITTSBURGH,1,0,268,59.8,100.0,2,4.9,2,72.7,0,100.0,41,41,74.5,100.0,29,70.7,29
Addison West,98272,G,W MICHIGAN,1,0,347,56.0,100.0,11,26.8,11,52.1,0,100.0,41,41,54.8,100.0,25,61.0,25
Malik Knowles,78141,WR,KANSAS ST,1,0,199,62.1,100.0,21,51.2,21,63.7,0,100.0,41,41,63.2,100.0,17,41.5,17
Andrew Meyer,81910,C,UTEP,1,0,330,64.9,100.0,3,7.3,3,76.6,0,100.0,41,41,74.7,100.0,38,92.7,38
Je'Quan Burton,87729,WR,FAU,1,0,165,61.5,100.0,9,22.0,9,71.7,0,100.0,41,41,60.2,100.0,28,68.3,28
Kade Warner,61494,WR,KANSAS ST,1,0,199,68.9,100.0,23,56.1,23,46.2,0,100.0,41,41,61.4,100.0,17,41.5,17
Mark Walker,101120,WR,NAVY,1,0,237,60.2,100.0,23,57.5,23,59.0,0,100.0,40,40,60.2,100.0,3,7.5,3
Sedrick Van Pran-Granger,124042,C,GEORGIA,1,0,173,54.8,100.0,14,35.0,14,67.1,0,100.0,40,40,73.1,100.0,21,52.5,21
Jordan Watkins,122730,WR,OLE MISS,1,0,226,58.1,100.0,23,57.5,23,54.3,0,100.0,40,40,52.6,100.0,17,42.5,17
Xavier Gravette,87707,TE,COAST CAR,1,0,141,63.7,100.0,28,70.0,28,60.7,0,100.0,40,40,55.0,100.0,10,25.0,10
Kobe Hudson,123989,WR,UCF,1,0,323,75.3,100.0,16,40.0,16,79.7,0,100.0,40,40,62.6,100.0,20,50.0,20
Darrell Simpson,77444,G,TULSA,1,0,320,60.5,100.0,18,46.2,18,58.4,0,100.0,39,39,57.3,100.0,21,53.8,21
Tanner Morris,102305,C,JAMES MAD,1,0,197,65.2,100.0,10,25.6,10,57.3,0,100.0,39,39,53.1,100.0,23,59.0,23
Dillon Wade,123265,T,TULSA,1,0,320,50.5,100.0,18,46.2,18,60.9,0,100.0,39,39,70.0,100.0,21,53.8,21
Jaden Muskrat,123256,T,TULSA,1,0,320,51.9,100.0,18,46.2,18,56.9,0,100.0,39,39,62.7,100.0,21,53.8,21
Tanner Morgan,55239,QB,MINNESOTA,1,0,225,60.0,100.0,14,35.9,14,60.0,0,95.1,39,41,60.0,100.0,25,64.1,25
Reid Holskey,130520,T,MIAMI OH,1,0,221,71.6,100.0,11,28.2,11,70.0,1,100.0,39,39,65.7,100.0,24,61.5,24
Caleb Shaffer,98380,G,MIAMI OH,1,0,221,58.6,100.0,11,28.2,11,65.2,0,100.0,39,39,64.1,100.0,24,61.5,24
Maquel Haywood,144314,HB,NAVY,1,0,237,56.3,71.9,23,59.0,32,55.8,0,75.0,39,52,60.0,33.3,1,2.6,3
Sioape Vatikani,158334,G,CAL,1,0,130,52.3,100.0,27,69.2,27,50.8,0,100.0,39,39,53.4,100.0,9,23.1,9
John Lee Eldridge III,131515,HB,AIR FORCE,1,0,101,63.1,93.8,15,38.5,16,59.9,0,83.0,39,47,,0.0,0,0.0,1
Marcus Tate,144140,G,CLEMSON,1,0,140,54.5,100.0,10,25.6,10,55.0,0,100.0,39,39,57.1,100.0,25,64.1,25
