player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Kyle Patterson,104205,TE,AIR FORCE,1,0,101,54.8,100.0,20,32.3,20,75.3,0,100.0,62,62,65.8,100.0,9,14.5,9
Hawk Wimmer,104200,G,AIR FORCE,1,0,101,69.5,100.0,20,32.3,20,63.9,0,100.0,62,62,51.0,100.0,9,14.5,9
Thor Paglialong,145955,C,AIR FORCE,1,0,101,65.0,100.0,20,32.3,20,59.9,0,100.0,62,62,57.8,100.0,9,14.5,9
Everett Smalley,131512,T,AIR FORCE,1,0,101,77.7,100.0,20,32.3,20,86.3,0,100.0,62,62,59.3,100.0,9,14.5,9
Ryan Booth,104208,T,AIR FORCE,1,0,101,54.5,100.0,20,32.3,20,63.6,0,100.0,62,62,63.2,100.0,9,14.5,9
Cole Birmingham,99427,T,OKLA STATE,1,0,262,59.3,100.0,7,13.2,7,64.6,0,100.0,53,53,65.1,100.0,37,69.8,37
Hunter Woodard,77544,G,OKLA STATE,1,0,262,63.1,100.0,7,13.2,7,76.8,0,100.0,53,53,78.8,100.0,37,69.8,37
Danny Godlevske,40471,C,OKLA STATE,1,0,262,60.8,100.0,7,13.2,7,64.2,0,100.0,53,53,65.0,100.0,37,69.8,37
Jake Springfield,99425,T,OKLA STATE,1,0,262,51.5,100.0,7,13.2,7,52.6,0,100.0,53,53,54.0,100.0,37,69.8,37
Josh Sills,41748,G,OKLA STATE,1,0,262,56.0,100.0,7,13.5,7,76.1,0,100.0,52,52,78.2,100.0,36,69.2,36
Sam Barczak,102831,G,ARMY,1,0,114,58.6,100.0,18,34.6,18,62.6,0,100.0,52,52,58.8,100.0,13,25.0,13
Jack Wohlabaugh,41710,C,DUKE,1,0,154,56.2,100.0,7,13.7,7,67.9,0,100.0,51,51,71.0,100.0,36,70.6,36
Zach Tom,55443,T,WAKE,1,0,339,64.5,100.0,28,54.9,28,65.9,1,100.0,51,51,64.4,100.0,20,39.2,20
Sean Maginn,55446,G,WAKE,1,0,339,55.2,100.0,28,54.9,28,66.4,0,100.0,51,51,76.9,100.0,20,39.2,20
DeVonte Gordon,98391,T,WAKE,1,0,339,70.5,100.0,28,54.9,28,76.0,0,100.0,51,51,69.6,100.0,20,39.2,20
Loic Ngassam Nya,55442,G,WAKE,1,0,339,52.0,100.0,28,54.9,28,48.0,0,100.0,51,51,48.2,100.0,20,39.2,20
Rashod Owens,122979,WR,OKLA STATE,1,0,262,59.0,100.0,4,8.0,4,69.0,0,100.0,50,50,69.6,100.0,37,74.0,37
Cooper Beebe,99434,T,KANSAS ST,1,0,199,63.2,100.0,28,57.1,28,69.5,0,100.0,49,49,72.3,100.0,19,38.8,19
Noah Johnson,99436,C,KANSAS ST,1,0,199,67.4,100.0,28,57.1,28,64.6,0,100.0,49,49,59.0,100.0,19,38.8,19
Haaziq Daniels,125263,QB,AIR FORCE,1,0,101,60.0,80.0,16,33.3,20,60.0,0,77.4,48,62,60.0,66.7,6,12.5,9
Blaise Andries,55233,G,MINNESOTA,1,0,225,58.2,100.0,29,60.4,29,63.4,0,100.0,48,48,68.3,100.0,18,37.5,18
Sam Hartman,77618,QB,WAKE,1,0,339,60.0,100.0,28,58.3,28,60.0,0,94.1,48,51,60.0,100.0,20,41.7,20
Gabe Wallace,77535,G,BUFFALO,1,0,126,61.4,100.0,11,23.4,11,55.0,0,100.0,47,47,53.1,100.0,35,74.5,35
Kamaron Holloway,81586,T,ARMY,1,0,114,72.9,100.0,15,31.9,15,66.0,0,100.0,47,47,54.8,100.0,12,25.5,12
Sidney Wells,100797,T,UAB,1,0,321,68.2,100.0,8,17.0,8,55.6,0,100.0,47,47,51.6,100.0,36,76.6,36
Conner Olson,41504,G,MINNESOTA,1,0,225,59.7,100.0,29,61.7,29,64.0,0,100.0,47,47,67.2,100.0,18,38.3,18
John Michael Schmitz Jr.,55238,C,MINNESOTA,1,0,225,70.4,100.0,29,61.7,29,72.7,0,100.0,47,47,68.6,100.0,18,38.3,18
Jack Klenk,45097,G,BUFFALO,1,0,126,54.0,100.0,11,23.4,11,50.2,0,100.0,47,47,51.9,100.0,35,74.5,35
Jake Fuzak,44882,T,BUFFALO,1,0,126,69.5,100.0,11,23.4,11,60.8,0,100.0,47,47,56.5,100.0,35,74.5,35
Sam Schlueter,41640,T,MINNESOTA,1,0,225,77.2,100.0,29,61.7,29,74.6,0,100.0,47,47,64.4,100.0,18,38.3,18
Bence Polgar,98083,C,BUFFALO,1,0,126,32.3,100.0,11,23.4,11,21.0,0,100.0,47,47,21.6,100.0,35,74.5,35
