player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Sean Crowley,189479,T,NAVY,1,0,237,62.2,100.0,24,42.9,24,61.5,0,100.0,56,56,62.3,100.0,14,25.0,14
Malcolm Johnson,205144,T,NAVY,1,0,237,58.4,100.0,24,42.9,24,60.1,0,100.0,56,56,56.9,100.0,14,25.0,14
Cam Nichols,175253,C,NAVY,1,0,237,69.9,100.0,24,42.9,24,69.8,0,100.0,56,56,61.2,100.0,14,25.0,14
Hoke Smith II,175268,G,NAVY,1,0,237,61.5,100.0,24,42.9,24,65.5,0,100.0,56,56,60.1,100.0,14,25.0,14
Ben Purvis,162577,G,NAVY,1,0,237,62.4,100.0,24,42.9,24,74.5,0,100.0,56,56,66.9,100.0,14,25.0,14
Aidan Tweedy,205257,G,N ILLINOIS,1,0,254,56.5,100.0,24,43.6,24,59.3,0,100.0,55,55,61.7,100.0,31,56.4,31
Abiathar Curry,158039,G,N ILLINOIS,1,0,254,47.1,100.0,24,43.6,24,62.2,0,100.0,55,55,74.3,100.0,31,56.4,31
Landon Hron,171313,C,N ILLINOIS,1,0,254,60.9,100.0,24,43.6,24,55.2,0,100.0,55,55,52.4,100.0,31,56.4,31
Evan Malcore,158043,T,N ILLINOIS,1,0,254,53.6,100.0,24,43.6,24,55.1,0,100.0,55,55,58.1,100.0,31,56.4,31
Johnny Garrett,157642,T,VA TECH,1,0,337,57.5,100.0,18,33.3,18,58.3,0,100.0,54,54,59.4,100.0,35,64.8,35
Josh Holst,171312,QB,N ILLINOIS,1,0,254,60.3,95.8,23,42.6,24,60.3,0,98.2,54,55,60.0,100.0,31,57.4,31
Tomas Rimac,144783,T,VA TECH,1,0,337,55.5,100.0,18,33.3,18,55.5,0,100.0,54,54,57.0,100.0,35,64.8,35
Layth Ghannam,174783,G,VA TECH,1,0,337,51.9,100.0,18,33.3,18,52.8,0,100.0,54,54,55.9,100.0,35,64.8,35
Aidan Lynch,184936,T,VA TECH,1,0,337,57.5,100.0,18,33.3,18,59.6,0,100.0,54,54,60.9,100.0,35,64.8,35
Kyle Altuner,189914,C,VA TECH,1,0,337,55.1,100.0,18,33.3,18,54.8,0,100.0,54,54,56.4,100.0,35,64.8,35
Luke Miller,190648,T,RICE,1,0,275,73.4,100.0,34,65.4,34,70.3,0,98.1,52,53,60.5,93.8,15,28.8,16
Sean Sullivan,151161,T,RICE,1,0,275,67.5,100.0,34,65.4,34,71.2,0,98.1,52,53,71.5,93.8,15,28.8,16
