player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Hawk Wimmer,104200,G,AIR FORCE,1,0,101,65.7,100.0,27,31.0,27,68.1,0,100.0,87,87,57.5,100.0,14,16.1,14
Kaleb Holcomb,145960,T,AIR FORCE,1,0,101,78.9,100.0,22,28.2,22,73.8,0,100.0,78,78,65.2,100.0,14,17.9,14
Haaziq Daniels,125263,QB,AIR FORCE,1,0,101,60.0,81.5,22,28.6,27,60.0,0,88.5,77,87,60.0,92.9,13,16.9,14
Dalton King,125272,TE,AIR FORCE,1,0,101,71.4,100.0,26,35.1,26,71.6,1,100.0,74,74,58.5,100.0,13,17.6,13
Thor Paglialong,145955,C,AIR FORCE,1,0,101,56.6,100.0,19,27.1,19,87.6,0,100.0,70,70,65.7,100.0,14,20.0,14
Isaac Cochran,101273,G,AIR FORCE,1,0,101,69.2,100.0,19,27.1,19,68.0,0,100.0,70,70,61.0,100.0,14,20.0,14
Everett Smalley,131512,T,AIR FORCE,1,0,101,84.2,100.0,21,31.3,21,86.4,1,100.0,67,67,77.4,100.0,12,17.9,12
Dane Kinamon,104192,HB,AIR FORCE,1,0,101,64.5,90.0,18,31.0,20,91.0,0,89.2,58,65,59.3,54.5,6,10.3,11
DeAndre Hughes,101359,HB,AIR FORCE,1,0,101,62.5,52.0,13,22.8,25,71.5,1,70.4,57,81,72.9,91.7,11,19.3,12
Connor Bishop,102830,C,ARMY,1,0,114,67.6,100.0,13,22.8,13,79.7,0,100.0,57,57,78.5,100.0,10,17.5,10
Zach Whaley,77504,T,KENT STATE,1,0,201,63.7,100.0,35,63.6,35,61.5,0,100.0,55,55,61.6,100.0,16,29.1,16
Bill Kuduk,59777,T,KENT STATE,1,0,201,86.0,100.0,35,63.6,35,80.4,0,100.0,55,55,55.7,100.0,16,29.1,16
Anderson Hardy,81549,T,APP STATE,1,0,108,50.1,100.0,14,25.9,14,39.5,0,100.0,54,54,40.2,100.0,39,72.2,39
