player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Mason Kolinchak,81577,T,ARMY,1,0,114,66.3,100.0,24,34.8,24,71.5,0,100.0,69,69,77.4,100.0,7,10.1,7
Connor Bishop,102830,C,ARMY,1,0,114,59.6,100.0,24,35.3,24,63.9,0,100.0,68,68,67.8,100.0,7,10.3,7
Bryce Texeira,77388,T,NAVY,1,0,237,51.6,100.0,8,12.3,8,67.8,0,100.0,65,65,58.8,100.0,6,9.2,6
Joshua Pena,121864,G,NAVY,1,0,237,70.9,100.0,8,12.3,8,91.6,0,100.0,65,65,71.2,100.0,6,9.2,6
Alex Palczewski,59738,T,ILLINOIS,1,0,187,54.1,100.0,26,40.6,26,80.1,1,100.0,64,64,89.4,100.0,33,51.6,33
Doug Kramer,41458,C,ILLINOIS,1,0,187,57.4,100.0,26,40.6,26,69.2,0,100.0,64,64,76.4,100.0,33,51.6,33
Jack Badovinac,64284,G,ILLINOIS,1,0,187,62.5,100.0,26,40.6,26,89.3,0,100.0,64,64,95.3,100.0,33,51.6,33
Kip Frankland,100901,T,NAVY,1,0,237,80.0,100.0,8,12.5,8,79.1,0,100.0,64,64,59.8,100.0,6,9.4,6
Julian Pearl,82282,T,ILLINOIS,1,0,187,65.9,100.0,26,40.6,26,67.0,0,100.0,64,64,58.6,100.0,33,51.6,33
Noah Knapp,81582,G,ARMY,1,0,114,68.6,100.0,22,34.4,22,62.9,0,100.0,64,64,53.5,100.0,7,10.9,7
Luke Ford,83973,TE,ILLINOIS,1,0,187,39.2,100.0,26,41.3,26,40.7,0,100.0,63,63,59.4,100.0,32,50.8,32
Demontrey Jacobs,56619,T,USF,1,0,327,84.2,100.0,16,25.8,16,63.5,0,100.0,62,62,53.8,100.0,44,71.0,44
Gabe Blair,145323,G,N TEXAS,1,0,251,49.3,100.0,51,85.0,51,47.5,1,100.0,60,60,64.6,100.0,4,6.7,4
Jacob Brammer,59944,T,N TEXAS,1,0,251,59.0,100.0,51,85.0,51,62.1,0,100.0,60,60,69.8,100.0,4,6.7,4
Cole Brown,81768,T,N TEXAS,1,0,251,39.2,100.0,51,85.0,51,38.3,0,100.0,60,60,57.0,100.0,4,6.7,4
Manase Mose,59950,C,N TEXAS,1,0,251,68.0,100.0,51,85.0,51,68.4,0,100.0,60,60,65.1,100.0,4,6.7,4
Daizion Carroll,81769,G,N TEXAS,1,0,251,67.3,100.0,51,85.0,51,72.6,0,100.0,60,60,80.9,100.0,4,6.7,4
Brad Cecil,86862,C,USF,1,0,327,60.8,100.0,16,27.1,16,66.3,0,100.0,59,59,67.2,100.0,42,71.2,42
Demetris Harris,52295,G,USF,1,0,327,63.9,100.0,16,27.1,16,60.2,0,100.0,59,59,58.1,100.0,42,71.2,42
John Michael Schmitz Jr.,55238,C,MINNESOTA,1,0,225,66.8,100.0,27,46.6,27,76.5,0,100.0,58,58,77.8,100.0,30,51.7,30
Blaise Andries,55233,G,MINNESOTA,1,0,225,65.9,100.0,27,46.6,27,86.3,0,100.0,58,58,91.7,100.0,30,51.7,30
Conner Olson,41504,G,MINNESOTA,1,0,225,57.9,100.0,27,46.6,27,67.1,0,100.0,58,58,72.5,100.0,30,51.7,30
Sam Schlueter,41640,T,MINNESOTA,1,0,225,52.7,100.0,27,46.6,27,62.9,1,100.0,58,58,71.2,100.0,30,51.7,30
Pierce Banbury,77384,C,NAVY,1,0,237,47.8,100.0,8,13.8,8,49.1,0,100.0,58,58,49.3,100.0,6,10.3,6
Daniel Faalele,81734,T,MINNESOTA,1,0,225,61.5,100.0,27,46.6,27,70.1,0,100.0,58,58,73.3,100.0,30,51.7,30
Artur Sitkowski,83547,QB,ILLINOIS,1,0,187,60.0,100.0,26,44.8,26,60.0,0,92.1,58,63,60.0,100.0,32,55.2,32
Jordyn Law,121583,T,ARMY,1,0,114,69.7,100.0,19,33.3,19,62.2,0,100.0,57,57,57.1,100.0,5,8.8,5
Alex Pihlstrom,60911,G,ILLINOIS,1,0,187,63.2,100.0,19,34.5,19,74.0,0,100.0,55,55,76.8,100.0,31,56.4,31
Connor Finucane,121569,G,ARMY,1,0,114,54.4,100.0,17,31.5,17,63.0,0,100.0,54,54,68.3,100.0,5,9.3,5
Cole Caterbone,102943,WR,ARMY,1,0,114,57.6,100.0,19,35.2,19,81.4,0,100.0,54,54,59.1,100.0,6,11.1,6
Donovan Jennings,86861,T,USF,1,0,327,82.9,100.0,15,27.8,15,75.7,0,100.0,54,54,66.7,100.0,37,68.5,37
Dustyn Hall,101036,G,USF,1,0,327,74.0,100.0,15,28.3,15,79.3,0,100.0,53,53,76.4,100.0,37,69.8,37
Andrew Stueber,59856,T,MICHIGAN,1,0,222,40.9,100.0,41,77.4,41,41.3,0,100.0,53,53,52.7,100.0,8,15.1,8
Chuck Filiaga,59858,G,MICHIGAN,1,0,222,73.6,100.0,41,77.4,41,70.3,0,100.0,53,53,55.7,100.0,8,15.1,8
Ryan Hayes,84003,T,MICHIGAN,1,0,222,78.6,100.0,41,77.4,41,71.1,0,100.0,53,53,46.1,100.0,8,15.1,8
Andrew Vastardis,41627,C,MICHIGAN,1,0,222,58.4,100.0,41,77.4,41,65.1,0,100.0,53,53,69.1,100.0,8,15.1,8
Karsen Barnhart,101537,G,MICHIGAN,1,0,222,60.4,100.0,41,77.4,41,61.4,0,100.0,53,53,62.1,100.0,8,15.1,8
Roderic Burns,84334,WR,N TEXAS,1,0,251,59.1,100.0,45,84.9,45,59.5,0,100.0,53,53,60.5,100.0,4,7.5,4
Jason Pirtle,42235,TE,N TEXAS,1,0,251,51.0,100.0,44,86.3,44,51.3,0,100.0,51,51,59.6,100.0,3,5.9,3
Darrellson Masaniai,121856,C,NAVY,1,0,237,65.3,100.0,5,9.8,5,83.3,0,100.0,51,51,63.0,100.0,5,9.8,5
AJ Gillie,98043,G,LA LAFAYET,1,0,207,70.5,100.0,12,24.5,12,94.6,0,100.0,49,49,95.0,100.0,34,69.4,34
Shane Vallot,81704,C,LA LAFAYET,1,0,207,62.1,100.0,12,24.5,12,82.5,0,100.0,49,49,83.7,100.0,34,69.4,34
O'Cyrus Torrence,102821,G,LA LAFAYET,1,0,207,81.3,100.0,12,24.5,12,95.2,0,100.0,49,49,91.9,100.0,34,69.4,34
Max Mitchell,81707,T,LA LAFAYET,1,0,207,67.9,100.0,12,24.5,12,91.0,0,100.0,49,49,92.2,100.0,34,69.4,34
Ken Marks,46118,T,LA LAFAYET,1,0,207,68.1,100.0,12,24.5,12,85.8,0,100.0,49,49,87.3,100.0,34,69.4,34
Josh Seltzner,60255,G,WISCONSIN,1,0,349,74.8,100.0,15,31.3,15,80.2,1,100.0,48,48,76.6,100.0,27,56.3,27
Austin Aune,83528,QB,N TEXAS,1,0,251,60.6,88.2,45,93.8,51,60.6,0,80.0,48,60,60.0,75.0,3,6.3,4
Joe Tippmann,101568,C,WISCONSIN,1,0,349,58.0,100.0,15,31.3,15,65.9,0,100.0,48,48,65.7,100.0,27,56.3,27
Bence Polgar,98083,C,BUFFALO,1,0,126,59.7,100.0,5,10.4,5,56.3,0,100.0,48,48,55.9,100.0,40,83.3,40
Johnathan Bass,83920,T,GA STATE,1,0,175,53.1,100.0,10,20.8,10,62.7,0,100.0,48,48,66.2,100.0,34,70.8,34
Jake Fuzak,44882,T,BUFFALO,1,0,126,69.8,100.0,5,10.4,5,58.0,0,100.0,48,48,55.1,100.0,40,83.3,40
Logan Bruss,60251,T,WISCONSIN,1,0,349,55.5,100.0,15,31.3,15,76.1,0,100.0,48,48,86.1,100.0,27,56.3,27
Malik Sumter,55194,C,GA STATE,1,0,175,64.3,100.0,10,20.8,10,72.4,0,100.0,48,48,70.2,100.0,34,70.8,34
Tyler Beach,60252,T,WISCONSIN,1,0,349,73.7,100.0,15,31.3,15,80.0,0,100.0,48,48,81.4,100.0,27,56.3,27
Dre Doiron,130405,T,BUFFALO,1,0,126,68.8,100.0,5,10.4,5,62.9,0,100.0,48,48,60.0,100.0,40,83.3,40
