player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Wesley Ndago,145973,G,AIR FORCE,1,0,101,57.1,100.0,29,50.0,29,64.9,0,100.0,58,58,71.7,100.0,8,13.8,8
Adam Karas,145965,T,AIR FORCE,1,0,101,54.2,100.0,29,50.0,29,80.9,0,100.0,58,58,93.2,100.0,8,13.8,8
Thor Paglialong,145955,C,AIR FORCE,1,0,101,66.0,100.0,29,50.0,29,61.9,0,100.0,58,58,60.7,100.0,8,13.8,8
Caleb Rillos,155838,TE,AIR FORCE,1,0,101,69.5,100.0,29,50.0,29,71.5,1,100.0,58,58,78.7,100.0,8,13.8,8
Ethan Jackman,145974,G,AIR FORCE,1,0,101,66.1,100.0,29,50.0,29,66.1,0,100.0,58,58,69.0,100.0,8,13.8,8
Aireontae Ersery,129649,T,MINNESOTA,1,0,225,66.2,100.0,24,45.3,24,82.0,0,100.0,53,53,88.8,100.0,26,49.1,26
Nathan Boe,81731,C,MINNESOTA,1,0,225,59.1,100.0,24,45.3,24,64.1,0,100.0,53,53,67.5,100.0,26,49.1,26
Tyler Cooper,101565,G,MINNESOTA,1,0,225,59.5,100.0,24,45.3,24,69.2,0,100.0,53,53,74.9,100.0,26,49.1,26
Quinn Carroll,98517,T,MINNESOTA,1,0,225,61.2,100.0,24,45.3,24,56.5,0,100.0,53,53,54.3,100.0,26,49.1,26
Martes Lewis,129659,G,MINNESOTA,1,0,225,69.1,100.0,24,45.3,24,65.1,0,100.0,53,53,59.9,100.0,26,49.1,26
Athan Kaliakmanis,144971,QB,MINNESOTA,1,0,225,60.0,100.0,24,48.0,24,60.0,0,94.3,50,53,60.0,100.0,26,52.0,26
X'Zauvea Gadlin,77580,G,LIBERTY,1,0,206,57.2,100.0,25,52.1,25,55.1,0,100.0,48,48,54.8,100.0,21,43.8,21
Jonathan Graham,81698,G,LIBERTY,1,0,206,55.8,100.0,25,52.1,25,55.4,0,100.0,48,48,56.9,100.0,21,43.8,21
Jordan White,123439,C,LIBERTY,1,0,206,66.5,100.0,25,52.1,25,66.4,1,100.0,48,48,62.9,100.0,21,43.8,21
Joshua Cephus,98095,WR,UTSA,1,0,331,60.3,100.0,17,37.0,17,71.1,0,100.0,46,46,60.7,100.0,21,45.7,21
Walker Baty,123299,T,UTSA,1,0,331,50.1,100.0,17,37.0,17,62.8,0,100.0,46,46,61.1,100.0,21,45.7,21
Ernesto Almaraz,90765,T,UTSA,1,0,331,57.4,100.0,17,37.0,17,45.8,0,100.0,46,46,45.7,100.0,21,45.7,21
Terrell Haynes,81913,G,UTSA,1,0,331,48.7,100.0,17,37.0,17,48.4,0,100.0,46,46,52.2,100.0,21,45.7,21
Venly Tatafu,158830,T,UTSA,1,0,331,44.0,100.0,17,37.0,17,49.3,0,100.0,46,46,57.6,100.0,21,45.7,21
Xavior Gray,100263,T,LIBERTY,1,0,206,68.2,100.0,23,51.1,23,64.4,0,100.0,45,45,58.1,100.0,20,44.4,20
Nick Kallerup,101679,TE,MINNESOTA,1,0,225,63.3,100.0,20,44.4,20,66.2,0,100.0,45,45,66.6,100.0,22,48.9,22
Bucky Williams,78305,G,APP STATE,1,0,108,58.0,100.0,8,18.2,8,60.2,0,100.0,44,44,61.1,100.0,36,81.8,36
Markell Samuel,122253,T,APP STATE,1,0,108,50.9,100.0,8,18.2,8,49.7,0,100.0,44,44,52.1,100.0,36,81.8,36
Michael Jurgens,77345,G,WAKE,1,0,339,72.9,100.0,29,65.9,29,78.6,0,100.0,44,44,76.7,100.0,13,29.5,13
Brayden Swartout,145732,T,C MICHIGAN,1,0,134,43.6,100.0,24,54.5,24,53.2,1,100.0,44,44,68.6,100.0,15,34.1,15
DeVonte Gordon,98391,T,WAKE,1,0,339,72.1,100.0,29,65.9,29,72.6,1,100.0,44,44,66.0,100.0,13,29.5,13
Davis Heinzen,145705,T,C MICHIGAN,1,0,134,52.9,100.0,24,54.5,24,54.5,1,100.0,44,44,69.9,100.0,15,34.1,15
Isaiah Washington,98102,WR,RUTGERS,1,0,278,59.1,100.0,18,40.9,18,59.2,0,100.0,44,44,59.5,100.0,25,56.8,25
Dominic Serapiglia III,141881,C,C MICHIGAN,1,1,134,69.7,100.0,24,54.5,24,65.1,1,100.0,44,44,58.9,100.0,15,34.1,15
Isaiah Helms,104720,C,APP STATE,1,0,108,60.1,100.0,8,18.2,8,50.6,1,100.0,44,44,49.5,100.0,36,81.8,36
Jack Murphy,121743,T,APP STATE,1,0,108,57.6,100.0,8,18.2,8,66.3,0,100.0,44,44,68.2,100.0,36,81.8,36
Luke Petitbon,123396,C,WAKE,1,0,339,62.9,100.0,29,65.9,29,63.6,0,100.0,44,44,62.3,100.0,13,29.5,13
Damion Daley,75770,G,APP STATE,1,0,108,64.0,100.0,8,18.2,8,61.7,0,100.0,44,44,60.2,100.0,36,81.8,36
Gavin Wimsatt,155757,QB,RUTGERS,1,0,278,60.0,81.8,18,41.9,22,60.0,0,86.0,43,50,60.0,92.6,25,58.1,27
Xavier Delgado,81746,G,MISSOURI,1,0,229,57.8,100.0,13,30.2,13,61.0,0,100.0,43,43,62.6,100.0,26,60.5,26
Andrew Raym,122940,C,OKLAHOMA,1,0,261,64.8,100.0,21,48.8,21,58.7,0,100.0,43,43,53.1,100.0,18,41.9,18
Michael Mokofisi,146439,G,UTAH,1,0,328,71.9,100.0,18,41.9,18,64.9,3,100.0,43,43,56.7,100.0,24,55.8,24
Walter Rouse,100564,T,OKLAHOMA,1,0,261,86.4,100.0,21,48.8,21,75.5,0,100.0,43,43,56.6,100.0,18,41.9,18
Tyler Guyton,123076,T,OKLAHOMA,1,0,261,78.5,100.0,21,48.8,21,80.7,0,100.0,43,43,73.2,100.0,18,41.9,18
McKade Mettauer,100537,G,OKLAHOMA,1,0,261,66.7,100.0,21,48.8,21,67.8,0,100.0,43,43,65.0,100.0,18,41.9,18
Armand Membou,125008,T,MISSOURI,1,0,229,63.8,100.0,13,30.2,13,69.3,0,100.0,43,43,68.9,100.0,26,60.5,26
Sataoa Laumea,100525,T,UTAH,1,0,328,71.2,100.0,18,41.9,18,81.4,1,100.0,43,43,81.3,100.0,24,55.8,24
Connor Tollison,146881,C,MISSOURI,1,0,229,61.0,100.0,13,30.2,13,68.8,0,100.0,43,43,70.5,100.0,26,60.5,26
