player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Costen Cooley,173854,C,AIR FORCE,1,0,101,61.8,100.0,19,33.3,19,61.9,0,100.0,57,57,56.3,100.0,9,15.8,9
Sean Crowley,189479,T,NAVY,1,0,237,61.2,100.0,30,61.2,30,62.3,0,100.0,49,49,56.9,100.0,6,12.2,6
Amaury Wiggins,172435,G,S ALABAMA,1,0,288,54.5,100.0,26,53.1,26,52.1,0,100.0,49,49,54.1,100.0,22,44.9,22
Bruin Fleischmann,173861,TE,AIR FORCE,1,0,101,61.8,100.0,16,32.7,16,68.0,0,100.0,49,49,65.6,100.0,8,16.3,8
Cam Nichols,175253,C,NAVY,1,0,237,55.5,100.0,30,61.2,30,56.8,0,100.0,49,49,57.0,100.0,6,12.2,6
Asher Hale,190087,G,S ALABAMA,1,0,288,50.6,100.0,26,53.1,26,57.7,0,100.0,49,49,67.8,100.0,22,44.9,22
Ben Purvis,162577,G,NAVY,1,0,237,63.2,100.0,30,61.2,30,61.4,0,100.0,49,49,53.5,100.0,6,12.2,6
Reese Osei-Wusu,178975,G,S ALABAMA,1,0,288,58.9,100.0,26,53.1,26,60.1,0,100.0,49,49,62.8,100.0,22,44.9,22
Malachi Preciado,162892,C,S ALABAMA,1,0,288,57.5,100.0,26,53.1,26,63.3,0,100.0,49,49,68.2,100.0,22,44.9,22
Malcolm Johnson,205144,T,NAVY,1,0,237,47.4,100.0,30,61.2,30,48.6,0,100.0,49,49,66.7,100.0,6,12.2,6
Kenton Jerido,157859,G,S ALABAMA,1,0,288,54.9,100.0,26,53.1,26,55.5,0,100.0,49,49,59.3,100.0,22,44.9,22
Jeremy Scott,190098,WR,S ALABAMA,1,0,288,61.1,100.0,24,51.1,24,71.8,0,100.0,47,47,63.1,100.0,22,46.8,22
Quin Smith,173880,WR,AIR FORCE,1,0,101,59.8,100.0,16,34.0,16,56.3,0,100.0,47,47,58.8,100.0,8,17.0,8
Trevor Tate,173885,T,AIR FORCE,1,0,101,69.9,100.0,15,31.9,15,66.0,0,100.0,47,47,57.9,100.0,7,14.9,7
Brandon Henderson,174027,G,ILLINOIS,1,0,187,71.5,100.0,19,41.3,19,70.0,1,100.0,46,46,63.9,100.0,19,41.3,19
Josh Kreutz,144805,C,ILLINOIS,1,0,187,47.3,100.0,19,41.3,19,44.3,0,100.0,46,46,47.8,100.0,19,41.3,19
J.C. Davis,157231,T,ILLINOIS,1,0,187,75.7,100.0,19,41.3,19,69.5,0,100.0,46,46,61.2,100.0,19,41.3,19
Josh Gesky,144808,G,ILLINOIS,1,0,187,52.1,100.0,19,41.3,19,51.7,0,100.0,46,46,50.9,100.0,19,41.3,19
Melvin Priestly,167108,T,ILLINOIS,1,0,187,77.1,100.0,19,41.3,19,72.6,0,100.0,46,46,62.8,100.0,19,41.3,19
JaQuan Adams,176868,T,TULSA,1,0,320,66.6,100.0,27,60.0,27,64.3,0,100.0,45,45,58.4,100.0,15,33.3,15
Jacob Spomer,163415,C,FRESNO ST,1,0,169,62.1,100.0,30,66.7,30,65.6,0,100.0,45,45,66.7,100.0,12,26.7,12
Joseph Borjon,158713,T,S DIEGO ST,1,0,284,51.4,100.0,18,40.0,18,60.5,0,100.0,45,45,69.0,100.0,21,46.7,21
Rolan Fullwood,146051,T,FRESNO ST,1,0,169,59.7,100.0,30,66.7,30,59.4,0,100.0,45,45,58.7,100.0,12,26.7,12
Bayo Kannike,141282,G,S DIEGO ST,1,0,284,59.8,100.0,18,40.0,18,67.3,0,100.0,45,45,70.6,100.0,21,46.7,21
Kalan Ellis,144042,G,S DIEGO ST,1,0,284,51.7,100.0,18,40.0,18,58.0,0,100.0,45,45,72.6,100.0,21,46.7,21
Julian Polendo,128188,G,FRESNO ST,1,0,169,59.5,100.0,30,66.7,30,62.3,0,100.0,45,45,73.1,100.0,12,26.7,12
Brayden Walton,198457,T,FRESNO ST,1,0,169,40.4,100.0,30,66.7,30,46.7,0,100.0,45,45,63.3,100.0,12,26.7,12
Christian Jones,146145,T,S DIEGO ST,1,0,284,74.1,100.0,18,40.0,18,74.5,0,100.0,45,45,68.9,100.0,21,46.7,21
Ross Ulugalu-Maseuli,146155,C,S DIEGO ST,1,0,284,62.2,100.0,18,40.0,18,62.6,0,100.0,45,45,61.7,100.0,21,46.7,21
Edward Fonua,173529,G,FRESNO ST,1,0,169,57.1,100.0,30,66.7,30,60.8,0,100.0,45,45,65.8,100.0,12,26.7,12
Donovan Brown,158293,WR,S DIEGO ST,1,0,284,60.1,100.0,17,38.6,17,70.8,0,100.0,44,44,79.0,100.0,21,47.7,21
Maarten Woudsma,163544,G,DOMINION,1,0,263,57.1,100.0,18,40.9,18,65.8,0,100.0,44,44,71.0,100.0,25,56.8,25
Tanner Arkin,146008,TE,ILLINOIS,1,0,187,68.0,100.0,18,40.9,18,78.6,0,100.0,44,44,81.3,100.0,19,43.2,19
Jack Burnett,173847,G,AIR FORCE,1,0,101,69.1,100.0,14,31.8,14,74.8,1,100.0,44,44,58.6,100.0,7,15.9,7
Stephon Dubose-Bourne,145357,T,DOMINION,1,0,263,49.0,100.0,18,40.9,18,54.6,0,100.0,44,44,61.9,100.0,25,56.8,25
Skyler Grant,145362,G,DOMINION,1,0,263,48.8,100.0,18,41.9,18,58.8,0,97.7,43,44,63.9,96.0,24,55.8,25
Zach Barlev,144807,T,DOMINION,1,0,263,65.2,100.0,18,41.9,18,59.5,0,100.0,43,43,61.0,100.0,24,55.8,24
Ryan Joyce,104638,C,DOMINION,1,0,263,61.8,100.0,18,41.9,18,64.5,0,100.0,43,43,64.9,100.0,24,55.8,24
Brandon Chatman,162541,HB,NAVY,1,0,237,58.4,96.3,26,61.9,27,57.0,0,91.3,42,46,59.2,66.7,4,9.5,6
Dorion Strawn,150063,T,TEXAS ST,1,0,314,68.9,100.0,15,35.7,15,63.8,0,100.0,42,42,57.6,100.0,23,54.8,23
Patrick Kutas,163635,G,OLE MISS,1,0,226,62.6,100.0,25,59.5,25,68.0,0,100.0,42,42,70.4,100.0,15,35.7,15
Sully Burns,158410,T,TEXAS ST,1,0,314,48.3,100.0,15,35.7,15,60.6,0,100.0,42,42,63.1,100.0,23,54.8,23
Lysander Moeolo,176034,G,TEXAS ST,1,0,314,46.7,100.0,15,35.7,15,60.2,0,100.0,42,42,65.8,100.0,23,54.8,23
Donnell Gee Jr.,204370,WR,TULSA,1,0,320,61.0,100.0,25,59.5,25,60.8,0,100.0,42,42,59.9,100.0,15,35.7,15
Brycen Sanders,172527,C,OLE MISS,1,0,226,59.9,100.0,25,59.5,25,53.4,0,100.0,42,42,48.9,100.0,15,35.7,15
Diego Pounds,143976,T,OLE MISS,1,0,226,56.2,100.0,25,59.5,25,55.0,0,100.0,42,42,55.6,100.0,15,35.7,15
