player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Michael McAninch,157906,G,AIR FORCE,1,0,101,66.3,100.0,21,30.9,21,69.7,0,100.0,68,68,59.7,100.0,2,2.9,2
Trevor Tate,173885,T,AIR FORCE,1,0,101,64.9,100.0,21,30.9,21,65.1,0,100.0,68,68,59.7,100.0,2,2.9,2
Alec Falk,186417,G,AIR FORCE,1,0,101,49.1,100.0,21,30.9,21,61.5,0,100.0,68,68,63.6,100.0,2,2.9,2
Alex Moore,86489,T,AIR FORCE,1,0,101,75.7,100.0,21,30.9,21,77.8,0,100.0,68,68,59.4,100.0,2,2.9,2
Bruin Fleischmann,173861,TE,AIR FORCE,1,0,101,49.7,100.0,18,29.0,18,63.2,0,100.0,62,62,53.8,100.0,2,3.2,2
Aaron Fenimore,174929,C,LIBERTY,1,0,206,67.3,100.0,37,62.7,37,72.1,0,100.0,59,59,69.7,100.0,19,32.2,19
Mathyus Su'a,134899,G,UNLV,1,0,325,62.3,100.0,34,57.6,34,62.6,0,100.0,59,59,62.1,100.0,19,32.2,19
Jack Hasz,145666,C,UNLV,1,0,325,55.4,100.0,34,58.6,34,57.5,0,100.0,58,58,61.2,100.0,19,32.8,19
Ricky White,129639,WR,UNLV,1,0,325,59.5,100.0,34,58.6,34,58.9,1,100.0,58,58,57.9,100.0,19,32.8,19
Jalen St. John,123963,T,UNLV,1,0,325,49.0,100.0,34,58.6,34,54.6,0,100.0,58,58,63.5,100.0,19,32.8,19
Anton Ambuehl,146200,G,UNLV,1,0,325,62.1,100.0,34,58.6,34,65.0,0,100.0,58,58,65.9,100.0,19,32.8,19
Tiger Shanks,128371,T,UNLV,1,0,325,54.3,100.0,34,58.6,34,53.2,0,100.0,58,58,49.3,100.0,19,32.8,19
Marcus Bryant,121917,T,MISSOURI,1,0,229,66.2,100.0,20,35.7,20,72.3,0,100.0,56,56,72.4,100.0,30,53.6,30
Armand Membou,125008,T,MISSOURI,1,0,229,72.4,100.0,20,35.7,20,84.7,0,100.0,56,56,82.0,100.0,30,53.6,30
Drake Heismeyer,124205,C,MISSOURI,1,0,229,52.2,100.0,20,35.7,20,52.1,0,100.0,56,56,58.3,100.0,30,53.6,30
Cayden Green,173697,G,MISSOURI,1,0,229,71.5,100.0,20,35.7,20,77.5,0,100.0,56,56,75.8,100.0,30,53.6,30
Cam'Ron Johnson,101018,G,MISSOURI,1,0,229,69.1,100.0,20,35.7,20,80.8,1,100.0,56,56,81.9,100.0,30,53.6,30
Beau Stephens,144860,G,IOWA,1,0,192,49.5,100.0,11,20.0,11,59.7,0,100.0,55,55,67.9,100.0,41,74.5,41
Bryce Cabeldue,122550,T,KANSAS,1,0,198,55.1,100.0,24,43.6,24,52.5,0,100.0,55,55,51.9,100.0,25,45.5,25
Kobe Baynes,122692,G,KANSAS,1,0,198,63.8,100.0,24,43.6,24,68.9,0,100.0,55,55,71.2,100.0,25,45.5,25
Nick DeJong,101590,T,IOWA,1,0,192,50.6,100.0,11,20.0,11,67.9,0,100.0,55,55,73.7,100.0,41,74.5,41
