player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Bill Katsigiannis,147319,G,ARMY,1,0,114,63.4,100.0,26,45.6,26,67.1,0,100.0,57,57,69.6,100.0,23,40.4,23
Connor Finucane,121569,T,ARMY,1,0,114,55.1,100.0,26,45.6,26,49.9,0,100.0,57,57,48.3,100.0,23,40.4,23
Brady Small,171015,C,ARMY,1,0,114,59.8,100.0,26,45.6,26,55.8,0,100.0,57,57,51.4,100.0,23,40.4,23
Lucas Scott,147358,T,ARMY,1,1,114,73.2,100.0,26,45.6,26,74.3,1,100.0,57,57,68.4,100.0,23,40.4,23
Paolo Gennarelli,170976,G,ARMY,1,0,114,50.8,100.0,24,44.4,24,56.0,0,100.0,54,54,64.2,100.0,23,42.6,23
McKenzie Agnello,160062,C,NEW MEXICO,1,0,241,75.3,100.0,30,61.2,30,72.1,0,100.0,49,49,61.3,100.0,16,32.7,16
Wallace Unamba,169929,T,NEW MEXICO,1,0,241,58.7,100.0,30,61.2,30,50.5,1,100.0,49,49,43.8,100.0,16,32.7,16
Richard Pearce,151054,G,NEW MEXICO,1,0,241,78.2,100.0,30,61.2,30,86.8,0,100.0,49,49,84.3,100.0,16,32.7,16
Baraka Beckett,81883,G,NEW MEXICO,1,0,241,60.2,100.0,30,61.2,30,66.4,0,100.0,49,49,71.2,100.0,16,32.7,16
Alex Moore,86489,T,AIR FORCE,1,0,101,58.5,100.0,17,37.0,17,49.9,0,100.0,46,46,58.7,100.0,4,8.7,4
Trevor Tate,173885,T,AIR FORCE,1,0,101,51.3,100.0,17,37.0,17,58.1,0,100.0,46,46,58.9,100.0,4,8.7,4
Costen Cooley,173854,C,AIR FORCE,1,0,101,58.9,100.0,17,37.0,17,59.7,0,100.0,46,46,57.3,100.0,4,8.7,4
Michael McAninch,157906,G,AIR FORCE,1,0,101,62.6,100.0,17,37.0,17,58.5,0,100.0,46,46,57.4,100.0,4,8.7,4
Alec Falk,186417,G,AIR FORCE,1,0,101,52.6,100.0,17,37.0,17,51.3,0,100.0,46,46,53.5,100.0,4,8.7,4
Brennan Smith,149139,G,UTEP,1,0,330,57.5,100.0,7,15.9,7,61.7,0,100.0,44,44,62.8,100.0,35,79.5,35
Kenny Odom,164032,WR,UTEP,1,0,330,59.5,100.0,7,15.9,7,60.4,0,100.0,44,44,60.9,100.0,35,79.5,35
Ivan Escobar,147467,C,UTEP,1,0,330,60.5,100.0,7,15.9,7,68.2,0,100.0,44,44,68.7,100.0,35,79.5,35
David Crossan,147360,TE,ARMY,1,0,114,40.3,100.0,18,40.9,18,52.4,0,100.0,44,44,61.2,100.0,20,45.5,20
Otis Pitts III,145492,G,UTEP,1,0,330,65.3,100.0,7,15.9,7,76.4,0,100.0,44,44,76.3,100.0,35,79.5,35
Isaiah Wright,164040,T,UTEP,1,0,330,61.3,100.0,7,15.9,7,65.2,0,100.0,44,44,65.2,100.0,35,79.5,35
Trey Goodman,149142,WR,UTEP,1,0,330,60.8,100.0,7,16.3,7,60.7,0,97.7,43,44,60.3,100.0,35,81.4,35
Isaiah Sillemon,146134,TE,NEW MEXICO,1,0,241,68.7,100.0,25,59.5,25,81.2,0,100.0,42,42,81.4,100.0,14,33.3,14
Bruin Fleischmann,173861,TE,AIR FORCE,1,0,101,66.5,100.0,14,33.3,14,58.8,0,100.0,42,42,58.9,100.0,4,9.5,4
LaJuan Owens,169986,T,NEW MEXICO,1,0,241,64.6,100.0,26,63.4,26,64.2,0,100.0,41,41,61.2,100.0,15,36.6,15
Ryan Davis,97321,WR,NEW MEXICO,1,0,241,58.2,100.0,25,64.1,25,47.9,0,100.0,39,39,61.7,100.0,13,33.3,13
Skyler Locklear,164027,QB,UTEP,1,0,330,60.0,71.4,5,12.8,7,60.1,0,88.6,39,44,60.0,94.3,33,84.6,35
Luke Wysong,146110,WR,NEW MEXICO,1,0,241,59.1,95.8,23,59.0,24,59.8,0,95.1,39,41,60.7,100.0,14,35.9,14
Kolinu'u Faaiu,146438,C,TEXAS A&M,1,0,312,57.1,100.0,18,46.2,18,58.4,0,100.0,39,39,60.5,100.0,19,48.7,19
Trey Zuhn III,147019,T,TEXAS A&M,1,0,312,62.2,100.0,18,46.2,18,68.1,0,100.0,39,39,70.4,100.0,19,48.7,19
Hayden Reed,163213,HB,ARMY,1,0,114,46.7,100.0,15,38.5,15,64.0,0,100.0,39,39,78.3,100.0,16,41.0,16
Ja'Marion Kennedy,170462,G,LA TECH,1,0,208,54.0,100.0,26,68.4,26,52.1,0,100.0,38,38,53.2,100.0,9,23.7,9
Matt Craycraft,162694,C,DUKE,1,0,154,53.6,100.0,18,47.4,18,47.5,0,100.0,38,38,47.5,100.0,17,44.7,17
Ar'maj Reed-Adams,122543,G,TEXAS A&M,1,0,312,70.1,100.0,18,47.4,18,73.0,1,100.0,38,38,70.0,100.0,18,47.4,18
Noah Short,163220,HB,ARMY,1,0,114,70.9,100.0,17,44.7,17,71.1,0,95.0,38,40,70.3,87.5,14,36.8,16
Justin Pickett,143870,G,DUKE,1,0,154,62.8,100.0,18,47.4,18,56.9,0,100.0,38,38,52.1,100.0,17,44.7,17
Derek Bowman,123654,T,USF,1,0,327,64.5,100.0,13,34.2,13,63.2,0,100.0,38,38,61.1,100.0,24,63.2,24
Caleb Krings,138412,G,DUKE,1,0,154,56.9,100.0,18,47.4,18,59.9,1,100.0,38,38,56.0,100.0,17,44.7,17
Jack Wilty,130585,G,USF,1,0,327,54.2,100.0,13,34.2,13,58.6,0,100.0,38,38,62.5,100.0,24,63.2,24
Brian Parker II,162699,T,DUKE,1,0,154,51.9,100.0,18,47.4,18,56.2,0,100.0,38,38,68.8,100.0,17,44.7,17
Daniel Keys,122104,T,LA TECH,1,0,208,65.9,100.0,26,68.4,26,60.6,0,100.0,38,38,50.5,100.0,9,23.7,9
