player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Ziron Brown,188857,C,STANFORD,1,0,300,57.3,100.0,25,61.0,25,58.3,0,100.0,41,41,60.6,100.0,16,39.0,16
Ben Gulbranson,131734,QB,STANFORD,1,0,300,60.0,100.0,25,61.0,25,60.0,0,100.0,41,41,60.0,100.0,16,39.0,16
Niki Prongos,162464,T,STANFORD,1,0,300,72.8,100.0,25,61.0,25,71.2,0,100.0,41,41,63.4,100.0,16,39.0,16
Simione Pale,176626,G,STANFORD,1,0,300,70.3,100.0,25,61.0,25,80.0,0,100.0,41,41,81.5,100.0,16,39.0,16
James Neal III,157599,T,IOWA STATE,1,0,193,56.2,100.0,13,34.2,13,71.4,0,100.0,38,38,78.6,100.0,21,55.3,21
Dylan Barrett,129912,G,IOWA STATE,1,0,193,46.9,100.0,13,34.2,13,55.3,0,100.0,38,38,63.6,100.0,21,55.3,21
Brendan Black,174658,G,IOWA STATE,1,0,193,72.0,100.0,13,34.2,13,56.5,0,100.0,38,38,45.8,100.0,21,55.3,21
Jim Bonifas,144544,C,IOWA STATE,1,0,193,69.9,100.0,13,34.2,13,61.7,0,100.0,38,38,55.3,100.0,21,55.3,21
Tyler Miller,122526,T,IOWA STATE,1,0,193,50.2,100.0,13,34.2,13,65.7,0,100.0,38,38,74.9,100.0,21,55.3,21
Gabe Burkle,157578,TE,IOWA STATE,1,0,193,54.0,100.0,13,34.2,13,52.9,0,100.0,38,38,55.1,100.0,21,55.3,21
Reid Williams,129405,C,UNLV,1,0,325,69.1,100.0,24,64.9,24,74.1,0,100.0,37,37,72.6,100.0,9,24.3,9
Malik McGowan,122842,G,UNLV,1,0,325,73.2,100.0,24,64.9,24,73.7,0,100.0,37,37,65.7,100.0,9,24.3,9
Bryce Foster,146994,C,KANSAS,1,0,198,60.9,100.0,15,45.5,15,59.0,0,100.0,33,33,57.9,100.0,18,54.5,18
Kobe Baynes,122692,G,KANSAS,1,0,198,76.7,100.0,15,45.5,15,81.1,2,100.0,33,33,75.2,100.0,18,54.5,18
Calvin Clements,173069,T,KANSAS,1,0,198,66.8,100.0,15,45.5,15,66.7,0,100.0,33,33,63.7,100.0,18,54.5,18
Nick Fattig,173636,G,STANFORD,1,0,300,62.1,100.0,20,64.5,20,60.5,0,100.0,31,31,58.2,100.0,11,35.5,11
Elijah Williams,188242,C,W KENTUCKY,1,0,346,66.0,100.0,23,76.7,23,63.7,0,100.0,30,30,57.6,100.0,6,20.0,6
