player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Everett Smalley,131512,T,AIR FORCE,1,0,101,79.2,100.0,20,32.3,20,75.2,1,100.0,62,62,54.4,100.0,8,12.9,8
Hawk Wimmer,104200,G,AIR FORCE,1,0,101,55.5,100.0,20,32.3,20,63.0,0,100.0,62,62,61.8,100.0,8,12.9,8
Kip Frankland,100901,T,NAVY,1,0,237,61.2,100.0,20,33.3,20,68.2,0,100.0,60,60,79.0,100.0,3,5.0,3
Pierce Banbury,77384,C,NAVY,1,0,237,58.1,100.0,20,33.3,20,48.0,0,100.0,60,60,47.4,100.0,3,5.0,3
Joshua Pena,121864,G,NAVY,1,0,237,57.6,100.0,19,32.8,19,63.0,0,100.0,58,58,66.1,100.0,3,5.2,3
Logan Zschernitz,100262,G,N ILLINOIS,1,0,254,66.8,100.0,32,56.1,32,57.0,0,100.0,57,57,46.4,100.0,22,38.6,22
Brayden Patton,40463,C,N ILLINOIS,1,0,254,57.0,100.0,32,56.1,32,62.1,0,100.0,57,57,66.4,100.0,22,38.6,22
Nolan Potter,77521,T,N ILLINOIS,1,0,254,75.9,100.0,32,56.1,32,75.6,0,100.0,57,57,68.1,100.0,22,38.6,22
Bryce Texeira,77388,T,NAVY,1,0,237,47.2,100.0,19,33.9,19,50.4,0,100.0,56,56,57.3,100.0,3,5.4,3
Marques Cox,77518,T,N ILLINOIS,1,0,254,68.6,100.0,29,55.8,29,77.8,0,100.0,52,52,81.1,100.0,20,38.5,20
Rocky Lombardi,60452,QB,N ILLINOIS,1,0,254,60.0,90.6,29,55.8,32,60.0,0,91.2,52,57,60.0,95.5,21,40.4,22
Liam Soraghan,60986,TE,N ILLINOIS,1,0,254,75.3,100.0,26,52.0,26,75.5,0,100.0,50,50,68.8,100.0,21,42.0,21
Mark Brooks,41609,T,W MICHIGAN,1,0,347,81.2,100.0,18,36.7,18,75.3,0,100.0,49,49,65.4,100.0,31,63.3,31
Wesley French,29608,T,W MICHIGAN,1,0,347,53.2,100.0,18,36.7,18,61.3,0,100.0,49,49,65.8,100.0,31,63.3,31
Cam Reddy,77340,C,COLO STATE,1,0,144,61.8,100.0,37,77.1,37,60.7,0,100.0,48,48,57.3,100.0,6,12.5,6
Tyler Smith,98385,T,TULSA,1,0,320,62.5,100.0,15,31.3,15,91.4,0,100.0,48,48,94.7,100.0,31,64.6,31
X'Zauvea Gadlin,77580,G,TULSA,1,0,320,59.5,100.0,15,31.3,15,59.0,0,100.0,48,48,58.8,100.0,31,64.6,31
Ches Jackson,75855,T,COLO STATE,1,0,144,59.4,100.0,37,77.1,37,58.3,0,100.0,48,48,55.2,100.0,6,12.5,6
Chris Paul,77579,T,TULSA,1,0,320,68.8,100.0,15,31.3,15,71.4,0,100.0,48,48,68.9,100.0,31,64.6,31
Hunter Woodard,77544,G,OKLA STATE,1,0,262,57.6,100.0,11,23.4,11,55.6,0,100.0,47,47,55.6,100.0,33,70.2,33
Jacob Gall,55024,C,BAYLOR,1,0,118,53.9,100.0,4,8.5,4,69.9,0,100.0,47,47,70.9,100.0,34,72.3,34
Connor Finucane,121569,G,ARMY,1,0,114,49.4,100.0,26,55.3,26,54.8,0,100.0,47,47,57.4,100.0,4,8.5,4
Orlando Umana,60185,C,OLE MISS,1,0,226,61.2,100.0,6,12.8,6,63.8,0,100.0,47,47,57.9,100.0,33,70.2,33
Dane Kinamon,104192,HB,AIR FORCE,1,0,101,54.6,100.0,13,27.7,13,80.8,0,97.9,47,48,65.3,100.0,8,17.0,8
Dean Powell,81583,G,ARMY,1,0,114,39.1,100.0,26,55.3,26,34.6,0,100.0,47,47,52.4,100.0,4,8.5,4
Jeremy James,98423,T,OLE MISS,1,0,226,58.8,100.0,6,12.8,6,71.4,1,100.0,47,47,72.5,100.0,33,70.2,33
Noah Knapp,81582,G,ARMY,1,0,114,51.6,100.0,26,55.3,26,50.9,0,100.0,47,47,57.3,100.0,4,8.5,4
Nick Broeker,99084,T,OLE MISS,1,0,226,64.6,100.0,6,12.8,6,62.8,0,100.0,47,47,60.5,100.0,33,70.2,33
Josh Sills,41748,G,OKLA STATE,1,0,262,59.9,100.0,11,23.4,11,71.7,0,100.0,47,47,74.1,100.0,33,70.2,33
Rashod Owens,122979,WR,OKLA STATE,1,0,262,60.7,100.0,11,23.4,11,67.1,0,100.0,47,47,70.8,100.0,33,70.2,33
