player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Charlie Schmidt,81772,C,NWESTERN,1,0,256,51.0,100.0,26,46.4,26,49.4,1,100.0,56,56,52.1,100.0,24,42.9,24
Ethan Wiederkehr,59969,G,NWESTERN,1,0,256,52.6,100.0,26,46.4,26,49.4,0,100.0,56,56,54.2,100.0,24,42.9,24
Peter Skoronski,129737,T,NWESTERN,1,0,256,53.7,100.0,26,46.4,26,54.3,0,100.0,56,56,56.9,100.0,24,42.9,24
Caleb Tiernan,145042,T,NWESTERN,1,0,256,59.7,100.0,26,46.4,26,58.1,0,100.0,56,56,56.7,100.0,24,42.9,24
Davis Heinzen,145705,T,C MICHIGAN,1,0,134,57.7,100.0,27,51.9,27,57.3,0,100.0,52,52,57.3,100.0,19,36.5,19
Deiyantei Powell-Woods,104183,G,C MICHIGAN,1,0,134,61.5,100.0,27,51.9,27,67.1,0,100.0,52,52,62.2,100.0,19,36.5,19
Vincent Picozzi,40641,G,NWESTERN,1,0,256,53.6,100.0,24,46.2,24,48.3,0,100.0,52,52,47.1,100.0,22,42.3,22
Brayden Swartout,145732,T,C MICHIGAN,1,0,134,76.6,100.0,27,51.9,27,83.8,0,100.0,52,52,71.5,100.0,19,36.5,19
Jamezz Kimbrough,55052,C,C MICHIGAN,1,0,134,66.3,100.0,27,51.9,27,74.5,0,100.0,52,52,66.7,100.0,19,36.5,19
Kendrick Sartor,59825,T,MARSHALL,1,0,214,51.6,100.0,9,17.6,9,57.7,0,100.0,51,51,60.7,100.0,33,64.7,33
Isaac Cochran,101273,G,AIR FORCE,1,0,101,56.1,100.0,17,33.3,17,59.2,0,100.0,51,51,,,0,0.0,0
Logan Osburn,53851,C,MARSHALL,1,0,214,73.3,100.0,9,17.6,9,61.3,0,100.0,51,51,54.9,100.0,33,64.7,33
Caleb Rillos,155838,TE,AIR FORCE,1,0,101,59.9,100.0,17,33.3,17,57.4,0,100.0,51,51,,,0,0.0,0
