player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Jordan White,123439,C,LIBERTY,1,0,206,54.0,100.0,30,51.7,30,60.5,0,100.0,58,58,67.8,100.0,21,36.2,21
X'Zauvea Gadlin,77580,G,LIBERTY,1,0,206,65.8,100.0,30,51.7,30,65.5,0,100.0,58,58,62.1,100.0,21,36.2,21
Jonathan Graham,81698,G,LIBERTY,1,0,206,64.2,100.0,30,51.7,30,63.7,0,100.0,58,58,60.9,100.0,21,36.2,21
Bryan Felter,129877,G,RUTGERS,1,0,278,58.5,100.0,6,10.9,6,61.4,0,100.0,55,55,62.0,100.0,45,81.8,45
Xavior Gray,100263,T,LIBERTY,1,0,206,51.0,100.0,28,50.9,28,49.1,0,100.0,55,55,51.6,100.0,20,36.4,20
Gus Zilinskas,145132,C,RUTGERS,1,0,278,59.4,100.0,6,10.9,6,54.9,0,100.0,55,55,52.5,100.0,45,81.8,45
Isaiah Washington,98102,WR,RUTGERS,1,0,278,60.5,100.0,6,11.1,6,59.3,0,100.0,54,54,59.0,100.0,44,81.5,44
Hollin Pierce,129899,T,RUTGERS,1,0,278,53.8,100.0,6,11.3,6,55.3,0,100.0,53,53,56.9,100.0,45,84.9,45
McKale Boley,156387,T,VIRGINIA,1,0,335,74.9,100.0,7,13.5,7,91.0,0,100.0,52,52,90.6,100.0,39,75.0,39
Noah Josey,126259,G,VIRGINIA,1,0,335,63.6,100.0,7,13.5,7,61.7,0,100.0,52,52,64.1,100.0,39,75.0,39
Brian Stevens,108439,C,VIRGINIA,1,1,335,66.4,100.0,7,13.5,7,69.4,1,100.0,52,52,68.9,100.0,39,75.0,39
Hayden Gillum,77508,C,KANSAS ST,1,0,199,61.0,100.0,33,64.7,33,61.9,0,100.0,51,51,61.7,100.0,10,19.6,10
Cooper Beebe,99434,G,KANSAS ST,1,0,199,68.2,100.0,33,64.7,33,65.8,0,100.0,51,51,58.1,100.0,10,19.6,10
KT Leveston,77487,T,KANSAS ST,1,0,199,76.2,100.0,33,64.7,33,70.2,0,100.0,51,51,64.1,100.0,10,19.6,10
Reggie Sutton,81813,T,RUTGERS,1,0,278,57.5,100.0,5,9.8,5,52.8,0,100.0,51,51,50.1,100.0,44,86.3,44
Victor Curne,81930,T,OLE MISS,1,0,226,67.4,100.0,25,50.0,25,69.5,0,100.0,50,50,67.2,100.0,22,44.0,22
Chase Mitchell,123886,T,LIBERTY,1,0,206,53.2,100.0,27,54.0,27,56.5,0,100.0,50,50,61.2,100.0,16,32.0,16
Malachi Fields,151069,WR,VIRGINIA,1,0,335,60.8,100.0,6,12.0,6,79.7,0,100.0,50,50,71.1,100.0,39,78.0,39
Tre Harris,122676,WR,OLE MISS,1,0,226,68.2,100.0,25,50.0,25,62.1,0,100.0,50,50,54.8,100.0,22,44.0,22
Caden Prieskorn,121783,TE,OLE MISS,1,0,226,57.6,100.0,25,50.0,25,57.5,0,100.0,50,50,58.2,100.0,22,44.0,22
Clay Webb,99076,G,JVILLE ST,1,0,196,60.0,100.0,14,28.6,14,63.1,0,100.0,49,49,64.1,100.0,29,59.2,29
Brock Robey,163975,G,JVILLE ST,1,0,196,50.8,100.0,14,28.6,14,54.4,0,100.0,49,49,58.7,100.0,29,59.2,29
Will O'Steen,125373,T,JVILLE ST,1,0,196,51.7,100.0,14,28.6,14,59.1,0,100.0,49,49,64.1,100.0,29,59.2,29
Malik Washington,97108,WR,VIRGINIA,1,0,335,58.7,100.0,5,10.2,5,61.1,0,100.0,49,49,61.5,100.0,39,79.6,39
Quincy McGee,145453,G,OLE MISS,1,1,226,37.5,100.0,24,49.0,24,39.4,2,100.0,49,49,50.4,100.0,22,44.9,22
Xavier Bausley,163939,T,JVILLE ST,1,0,196,52.0,100.0,14,28.6,14,51.6,0,100.0,49,49,53.7,100.0,29,59.2,29
CJ Daniels,123874,WR,LIBERTY,1,0,206,60.4,100.0,26,53.1,26,61.5,0,100.0,49,49,62.4,100.0,20,40.8,20
Treylen Brown,108550,C,JVILLE ST,1,0,196,63.9,100.0,14,28.6,14,59.2,0,100.0,49,49,57.1,100.0,29,59.2,29
Jeremy James,98423,G,OLE MISS,1,0,226,58.0,100.0,24,50.0,24,64.9,0,100.0,48,48,70.2,100.0,21,43.8,21
Jonny King,122188,C,CHARLOTTE,1,0,136,61.0,100.0,17,35.4,17,62.2,0,100.0,48,48,62.5,100.0,25,52.1,25
Jasper Parks,172219,T,CHARLOTTE,1,0,136,58.2,100.0,17,35.4,17,72.8,0,100.0,48,48,80.0,100.0,25,52.1,25
Kevin Williams,63534,G,CHARLOTTE,1,0,136,55.9,100.0,17,35.4,17,67.3,0,100.0,48,48,74.2,100.0,25,52.1,25
Lucas Gramlick,81886,T,CHARLOTTE,1,0,136,61.8,100.0,17,35.4,17,57.5,0,100.0,48,48,64.0,100.0,25,52.1,25
Noah Frith,84253,WR,LIBERTY,1,0,206,80.9,100.0,26,55.3,26,84.7,2,100.0,47,47,62.6,100.0,20,42.6,20
Christian Dremel,97211,WR,RUTGERS,1,0,278,59.3,100.0,6,12.8,6,56.2,0,100.0,47,47,56.0,100.0,41,87.2,41
Caleb Warren,99083,C,OLE MISS,1,0,226,61.3,100.0,22,48.9,22,63.4,0,100.0,45,45,63.6,100.0,20,44.4,20
Caleb Rillos,155838,TE,AIR FORCE,1,0,101,44.8,100.0,14,31.1,14,61.1,0,100.0,45,45,70.0,100.0,3,6.7,3
Michael Mokofisi,146439,G,UTAH,1,0,328,57.7,100.0,7,15.6,7,57.5,1,100.0,45,45,61.6,100.0,37,82.2,37
Adam Karas,145965,T,AIR FORCE,1,0,101,58.1,100.0,14,31.1,14,62.4,0,100.0,45,45,59.5,100.0,3,6.7,3
Koli Faaiu,146438,C,UTAH,1,0,328,59.3,100.0,7,15.6,7,58.1,0,100.0,45,45,58.1,100.0,37,82.2,37
Wesley Ndago,145973,G,AIR FORCE,1,0,101,47.2,100.0,14,31.1,14,52.3,0,100.0,45,45,59.8,100.0,3,6.7,3
Keaton Bills,100524,G,UTAH,1,0,328,57.3,100.0,7,15.6,7,64.8,0,100.0,45,45,66.4,100.0,37,82.2,37
Sataoa Laumea,100525,T,UTAH,1,0,328,66.5,100.0,7,15.6,7,54.3,0,100.0,45,45,51.0,100.0,37,82.2,37
Thor Paglialong,145955,C,AIR FORCE,1,0,101,59.2,100.0,14,31.1,14,55.2,0,100.0,45,45,58.0,100.0,3,6.7,3
Johnny Langan,77617,TE,RUTGERS,1,0,278,54.9,100.0,4,9.1,4,62.8,0,100.0,44,44,64.7,100.0,36,81.8,36
Tiger Shanks,128371,T,UNLV,1,0,325,59.9,100.0,10,22.7,10,70.6,0,100.0,44,44,68.2,100.0,34,77.3,34
Sean Brown,99181,TE,JVILLE ST,1,0,196,39.1,100.0,14,31.8,14,43.2,0,100.0,44,44,64.7,100.0,25,56.8,25
Amani Trigg-Wright,81887,G,UNLV,1,0,325,58.8,100.0,10,22.7,10,63.3,1,100.0,44,44,64.4,100.0,34,77.3,34
Jalen St. John,123963,T,UNLV,1,0,325,65.9,100.0,10,22.7,10,52.9,0,100.0,44,44,48.7,100.0,34,77.3,34
Micah Pettus,146812,T,OLE MISS,1,0,226,62.5,100.0,22,50.0,22,67.4,0,100.0,44,44,69.1,100.0,21,47.7,21
Jack Hasz,145666,C,UNLV,1,0,325,58.5,100.0,10,22.7,10,57.8,0,100.0,44,44,58.2,100.0,34,77.3,34
Alani Makihele,128362,G,UNLV,1,0,325,56.9,100.0,10,22.7,10,60.4,0,100.0,44,44,62.1,100.0,34,77.3,34
Dennis Wilburn,157314,G,TEXAS TECH,1,0,315,64.6,100.0,9,20.9,9,62.0,0,100.0,43,43,60.0,100.0,32,74.4,32
Fernando Carmona,146185,T,S JOSE ST,1,0,285,66.5,100.0,24,55.8,24,69.8,0,100.0,43,43,63.2,100.0,14,32.6,14
Tyler Ostrom,81818,G,S JOSE ST,1,0,285,64.5,100.0,24,55.8,24,59.7,0,100.0,43,43,52.4,100.0,14,32.6,14
Anthony Pardue,81819,C,S JOSE ST,1,0,285,68.5,100.0,24,55.8,24,61.5,0,100.0,43,43,51.6,100.0,14,32.6,14
Donovan Jennings,86861,T,USF,1,0,327,56.1,100.0,19,44.2,19,59.0,0,100.0,43,43,61.6,100.0,20,46.5,20
Ethan Crowe,130330,C,BALL ST,1,0,117,63.1,100.0,24,55.8,24,66.5,0,100.0,43,43,63.5,100.0,15,34.9,15
Corey Stewart,130349,T,BALL ST,1,0,117,66.2,100.0,24,55.8,24,62.3,0,100.0,43,43,54.7,100.0,15,34.9,15
Mike Lofton,123751,C,USF,1,0,327,57.4,100.0,19,44.2,19,50.0,0,100.0,43,43,48.3,100.0,20,46.5,20
Derek Bowman,123654,T,USF,1,0,327,48.6,100.0,19,44.2,19,52.2,0,100.0,43,43,58.1,100.0,20,46.5,20
Marist Talavou,72200,G,S JOSE ST,1,0,285,63.8,100.0,24,55.8,24,56.2,0,100.0,43,43,53.6,100.0,14,32.6,14
Caleb Rogers,123157,T,TEXAS TECH,1,0,315,72.0,100.0,9,20.9,9,76.0,1,100.0,43,43,73.2,100.0,32,74.4,32
Naiem Simmons,142674,WR,USF,1,0,327,60.5,100.0,19,44.2,19,61.1,0,100.0,43,43,60.7,100.0,20,46.5,20
Monroe Mills,122977,T,TEXAS TECH,1,0,315,60.2,100.0,9,20.9,9,66.3,0,100.0,43,43,67.4,100.0,32,74.4,32
Jacoby Jackson,144756,G,TEXAS TECH,1,0,315,62.6,100.0,9,20.9,9,64.7,0,100.0,43,43,64.9,100.0,32,74.4,32
Nick Nash,98679,WR,S JOSE ST,1,0,285,60.5,100.0,24,55.8,24,61.2,0,100.0,43,43,62.5,100.0,14,32.6,14
Taran Tyo,163098,G,BALL ST,1,0,117,57.8,100.0,24,55.8,24,58.4,0,100.0,43,43,59.7,100.0,15,34.9,15
Jon Mucciolo,108593,G,BALL ST,1,0,117,62.3,100.0,24,55.8,24,60.1,0,100.0,43,43,56.5,100.0,15,34.9,15
Rusty Staats,81941,C,TEXAS TECH,1,0,315,48.2,100.0,9,20.9,9,44.8,1,100.0,43,43,50.7,100.0,32,74.4,32
Tank Green,129514,G,CHARLOTTE,1,0,136,67.5,100.0,16,37.2,16,67.9,2,100.0,43,43,65.1,100.0,22,51.2,22
Damon Kaylor,101573,T,BALL ST,1,0,117,79.1,100.0,24,55.8,24,71.5,0,100.0,43,43,56.3,100.0,15,34.9,15
Sean Atkins,101127,WR,USF,1,0,327,57.4,100.0,19,44.2,19,43.0,0,100.0,43,43,59.6,100.0,20,46.5,20
Devaughn Vele,100637,WR,UTAH,1,0,328,59.7,100.0,5,11.6,5,60.3,0,100.0,43,43,60.4,100.0,37,86.0,37
Jaime Navarro,81533,T,S JOSE ST,1,0,285,61.8,100.0,24,55.8,24,56.7,0,100.0,43,43,50.8,100.0,14,32.6,14
Jayden Maiava,158135,QB,UNLV,1,0,325,60.0,100.0,10,23.8,10,60.0,0,95.5,42,44,60.0,94.1,32,76.2,34
Ty Furnish,151082,G,VIRGINIA,1,0,335,58.4,100.0,6,14.3,6,68.5,0,100.0,42,42,70.6,100.0,31,73.8,31
Drew Kendall,143829,C,BOSTON COL,1,0,121,63.2,100.0,30,73.2,30,59.3,0,100.0,41,41,63.3,100.0,9,22.0,9
Logan Taylor,151098,T,BOSTON COL,1,0,121,64.7,100.0,30,73.2,30,70.5,0,100.0,41,41,66.1,100.0,9,22.0,9
Kaidon Salter,132046,QB,LIBERTY,1,0,206,60.0,96.7,29,70.7,30,60.0,0,70.7,41,58,60.0,57.1,12,29.3,21
Nick Rosi,77511,T,TOLEDO,1,0,316,63.6,100.0,17,41.5,17,71.3,0,100.0,41,41,72.8,100.0,19,46.3,19
Vinny Sciury,130632,G,TOLEDO,1,0,316,68.0,100.0,17,41.5,17,69.8,0,100.0,41,41,66.9,100.0,19,46.3,19
Tyler Long,77509,G,TOLEDO,1,0,316,47.7,100.0,17,41.5,17,47.7,0,100.0,41,41,52.0,100.0,19,46.3,19
Christian Mahogany,98261,G,BOSTON COL,1,0,121,55.9,100.0,30,73.2,30,53.7,0,100.0,41,41,53.5,100.0,9,22.0,9
Jaxson Dart,146409,QB,OLE MISS,1,0,226,60.0,80.0,20,48.8,25,60.0,0,82.0,41,50,60.0,95.5,21,51.2,22
Kyle Hergel,87427,G,BOSTON COL,1,0,121,55.9,100.0,30,73.2,30,55.0,1,100.0,41,41,56.1,100.0,9,22.0,9
Davion Carter,158004,G,MEMPHIS,1,0,218,59.7,100.0,3,7.3,3,65.0,0,100.0,41,41,66.4,100.0,31,75.6,31
Phillip Brooks,78138,WR,KANSAS ST,1,0,199,59.1,100.0,26,63.4,26,55.4,0,97.6,41,42,57.9,100.0,9,22.0,9
Ozzy Trapilo,123552,T,BOSTON COL,1,1,121,50.2,100.0,30,73.2,30,51.8,1,100.0,41,41,59.5,100.0,9,22.0,9
Jordan Davis,146915,T,S ALABAMA,1,0,288,57.6,100.0,12,29.3,12,53.5,0,100.0,41,41,53.8,100.0,28,68.3,28
Xavier Hill,124098,T,MEMPHIS,1,0,218,59.2,100.0,3,7.3,3,63.4,0,100.0,41,41,63.6,100.0,31,75.6,31
Devan Rogers,66122,C,TOLEDO,1,0,316,59.4,100.0,17,41.5,17,57.4,0,100.0,41,41,56.3,100.0,19,46.3,19
David Nwaogwugwu,77392,T,TOLEDO,1,1,316,38.6,100.0,17,41.5,17,39.3,1,100.0,41,41,47.7,100.0,19,46.3,19
Mak Pounders,144276,T,MEMPHIS,1,0,218,58.6,100.0,3,7.3,3,58.9,0,100.0,41,41,58.6,100.0,31,75.6,31
Jacob Likes,101023,C,MEMPHIS,1,0,218,64.6,100.0,3,7.3,3,68.0,1,100.0,41,41,69.1,100.0,31,75.6,31
Dayton Wade,97181,WR,OLE MISS,1,0,226,56.5,91.3,21,51.2,23,58.3,0,95.3,41,43,61.1,100.0,18,43.9,18
Ricky White,129639,WR,UNLV,1,0,325,54.9,100.0,9,22.5,9,48.7,0,100.0,40,40,61.6,100.0,31,77.5,31
Josh Fryar,129746,T,OHIO STATE,1,0,260,64.8,100.0,15,37.5,15,62.2,0,100.0,40,40,59.3,100.0,23,57.5,23
Tony Muskett,142933,QB,VIRGINIA,1,0,335,60.0,71.4,5,12.5,7,60.0,0,78.4,40,51,60.0,89.7,35,87.5,39
Quinn Carroll,98517,T,MINNESOTA,1,0,225,77.6,100.0,9,22.5,9,63.8,0,100.0,40,40,55.8,100.0,27,67.5,27
Anez Cooper,162732,G,MIAMI FL,1,0,220,50.5,100.0,31,77.5,31,48.6,0,100.0,40,40,52.2,100.0,8,20.0,8
Matt Lee,98544,C,MIAMI FL,1,0,220,56.1,100.0,31,77.5,31,58.0,1,100.0,40,40,62.5,100.0,8,20.0,8
Jalen Rivers,122221,T,MIAMI FL,1,0,220,67.3,100.0,31,77.5,31,57.2,0,100.0,40,40,58.1,100.0,8,20.0,8
Gavin Gerhardt,123561,C,CINCINNATI,1,0,138,60.4,100.0,8,20.0,8,63.5,0,100.0,40,40,61.9,100.0,28,70.0,28
Carson Hinzman,162867,C,OHIO STATE,1,0,260,59.1,100.0,15,37.5,15,52.4,0,100.0,40,40,54.1,100.0,23,57.5,23
Nathan Boe,81731,C,MINNESOTA,1,0,225,62.2,100.0,9,22.5,9,62.1,0,100.0,40,40,61.5,100.0,27,67.5,27
Dominick Mazotti,98717,TE,S JOSE ST,1,0,285,59.4,100.0,21,52.5,21,60.3,0,100.0,40,40,52.7,100.0,14,35.0,14
Emory Williams,170099,QB,MIAMI FL,1,0,220,60.0,100.0,31,77.5,31,60.0,0,100.0,40,40,60.0,100.0,8,20.0,8
Francis Mauigoa,170088,T,MIAMI FL,1,0,220,65.1,100.0,31,77.5,31,67.2,0,100.0,40,40,62.7,100.0,8,20.0,8
Donovan Jackson,145064,G,OHIO STATE,1,0,260,64.6,100.0,15,37.5,15,61.8,0,100.0,40,40,58.5,100.0,23,57.5,23
Blake Steen,156390,T,VIRGINIA,1,0,335,56.3,100.0,6,15.0,6,63.1,0,100.0,40,40,64.6,100.0,29,72.5,29
Josh Simmons,88924,T,OHIO STATE,1,0,260,61.9,100.0,15,37.5,15,65.8,0,100.0,40,40,66.4,100.0,23,57.5,23
Javion Cohen,123911,G,MIAMI FL,1,0,220,61.5,100.0,31,77.5,31,56.4,0,100.0,40,40,56.6,100.0,8,20.0,8
Aireontae Ersery,129649,T,MINNESOTA,1,0,225,57.3,100.0,9,22.5,9,51.6,0,100.0,40,40,50.9,100.0,27,67.5,27
Tyler Cooper,101565,G,MINNESOTA,1,0,225,60.1,100.0,9,22.5,9,65.5,0,100.0,40,40,66.6,100.0,27,67.5,27
Cade Stover,101486,TE,OHIO STATE,1,0,260,39.3,100.0,15,37.5,15,53.3,0,100.0,40,40,69.7,100.0,23,57.5,23
