player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Addison West,98272,G,W MICHIGAN,1,0,347,61.8,100.0,19,29.7,19,81.3,0,100.0,64,64,85.4,100.0,44,68.8,44
Jacob Gideon,72705,C,W MICHIGAN,1,0,347,70.6,100.0,19,29.7,19,80.5,0,100.0,64,64,78.9,100.0,44,68.8,44
Jack Salopek,130662,QB,W MICHIGAN,1,0,347,60.0,94.4,17,32.7,18,60.0,0,92.9,52,56,60.0,92.1,35,67.3,38
Andrew Kilfoyl,144486,G,USF,1,0,327,62.5,100.0,17,33.3,17,56.9,0,100.0,51,51,53.5,100.0,28,54.9,28
Mike Lofton,123751,C,USF,1,0,327,59.8,100.0,17,33.3,17,61.1,0,100.0,51,51,61.8,100.0,28,54.9,28
Zuri Henry,81907,T,UTEP,1,0,330,68.0,100.0,28,54.9,28,61.1,0,100.0,51,51,51.0,100.0,17,33.3,17
Andrew Meyer,81910,C,UTEP,1,0,330,61.0,100.0,28,54.9,28,71.0,0,100.0,51,51,77.9,100.0,17,33.3,17
Donovan Jennings,86861,T,USF,1,0,327,61.7,100.0,17,33.3,17,51.7,0,100.0,51,51,46.0,100.0,28,54.9,28
Justin Mayers,100808,G,UTEP,1,0,330,76.6,100.0,28,54.9,28,78.2,1,100.0,51,51,68.2,100.0,17,33.3,17
Elijah Klein,81912,G,UTEP,1,0,330,51.2,100.0,28,54.9,28,72.3,0,100.0,51,51,93.5,100.0,17,33.3,17
Steven Hubbard,122021,T,UTEP,1,0,330,63.2,100.0,27,54.0,27,72.8,0,100.0,50,50,79.1,100.0,17,34.0,17
Zane Herring,122402,G,USF,1,0,327,74.2,100.0,17,34.0,17,67.0,0,100.0,50,50,62.3,100.0,27,54.0,27
Malique Dieudonne,145947,WR,W MICHIGAN,1,0,347,78.1,100.0,12,24.5,12,69.5,0,100.0,49,49,63.9,100.0,36,73.5,36
Zach Fryar,122015,TE,UTEP,1,0,330,59.7,100.0,26,55.3,26,63.2,0,100.0,47,47,66.6,100.0,16,34.0,16
Nolan Potter,77521,T,N ILLINOIS,1,0,254,52.3,100.0,20,43.5,20,53.7,0,100.0,46,46,57.4,100.0,18,39.1,18
Pete Nygra,145875,C,N ILLINOIS,1,0,254,54.7,100.0,20,43.5,20,52.1,0,100.0,46,46,52.3,100.0,18,39.1,18
John Champe,130545,G,N ILLINOIS,1,0,254,56.2,100.0,20,43.5,20,57.0,0,100.0,46,46,58.5,100.0,18,39.1,18
J.J. Lippe,98426,G,N ILLINOIS,1,0,254,59.0,100.0,20,43.5,20,55.5,0,100.0,46,46,52.9,100.0,18,39.1,18
Myles Murao,131907,G,S DIEGO ST,1,0,284,66.3,100.0,27,60.0,27,66.5,0,100.0,45,45,62.9,100.0,15,33.3,15
Shayne Buckingham,102911,T,ARMY,1,0,114,54.3,100.0,20,44.4,20,57.2,0,100.0,45,45,60.9,100.0,25,55.6,25
R.J. Perry,124292,T,USF,1,0,327,47.8,100.0,15,33.3,15,48.7,0,100.0,45,45,57.6,100.0,24,53.3,24
Jay Amburgey,98250,T,OHIO,1,0,259,70.2,100.0,24,53.3,24,60.0,0,100.0,45,45,61.2,100.0,17,37.8,17
Cade Bennett,122956,G,S DIEGO ST,1,0,284,63.4,100.0,27,60.0,27,59.6,1,100.0,45,45,54.1,100.0,15,33.3,15
Mark Redman,131911,TE,S DIEGO ST,1,0,284,63.5,100.0,27,60.0,27,60.5,0,100.0,45,45,55.0,100.0,15,33.3,15
Brady Small,171015,C,ARMY,1,0,114,62.7,100.0,20,44.4,20,59.9,0,100.0,45,45,57.9,100.0,25,55.6,25
Christophe Atkinson,98064,G,OHIO,1,0,259,64.0,100.0,24,53.3,24,62.4,1,100.0,45,45,59.0,100.0,17,37.8,17
Kurt Danneker,77443,G,OHIO,1,0,259,63.5,100.0,24,53.3,24,64.3,0,100.0,45,45,63.1,100.0,17,37.8,17
Tautai Li'o Marks,128158,G,TULSA,1,0,320,66.7,100.0,10,22.2,10,58.9,0,100.0,45,45,54.7,100.0,35,77.8,35
Christian Jones,146145,T,S DIEGO ST,1,0,284,54.1,100.0,27,60.0,27,56.7,1,100.0,45,45,61.5,100.0,15,33.3,15
Ross Ulugalu-Maseuli,146155,C,S DIEGO ST,1,0,284,59.4,100.0,27,60.0,27,60.9,1,100.0,45,45,61.7,100.0,15,33.3,15
Parker Titsworth,97656,C,OHIO,1,0,259,58.8,100.0,24,53.3,24,62.7,0,100.0,45,45,65.4,100.0,17,37.8,17
Dean Abdullah,158775,G,S DIEGO ST,1,0,284,67.9,100.0,27,60.0,27,75.9,0,100.0,45,45,72.8,100.0,15,33.3,15
Jordyn Law,121583,T,ARMY,1,0,114,63.7,100.0,20,44.4,20,57.8,0,100.0,45,45,53.2,100.0,25,55.6,25
Kelly Akharaiyi,157878,WR,UTEP,1,0,330,60.1,100.0,25,56.8,25,60.1,0,100.0,44,44,59.9,100.0,17,38.6,17
