player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Micah Alejado,184162,QB,HAWAII,1,2.58,2.35,3.42,5.15,63,180,75.0,32,33,5.4,1.86,1,0,0.0,69.7,23,6,4.2,33,52.4,1,11,,68.5,79.1,74.1,78.3,,,0,0,33,0.0,103.7,0.0,0,0,0,0,2,0,0.0,185,5.6,61.1,18,20,19.8,3.48,0,2,10.0,50.0,10,14,9.1,29,46.0,1,10,,68.1,74.5,73.6,77.5,,55.8,0,1,29,35.7,84.8,17.2,5,4,0,2,1,1,3.4,217,10.9
Cam Fancher,145266,QB,UCF,1,3.45,3.08,4.55,4.89,62,323,81.0,21,21,3.3,1.69,0,0,0.0,76.2,16,1,5.9,21,33.9,1,3,,67.5,57.5,72.8,57.3,,,0,0,23,0.0,81.4,0.0,0,0,0,0,0,0,0.0,80,3.8,54.2,24,28,12.2,4.35,0,1,3.1,42.9,12,18,7.7,41,66.1,1,10,,69.4,54.4,75.2,45.3,,70.2,0,0,45,11.1,58.8,4.9,2,11,0,4,0,2,4.4,141,5.0
Athan Kaliakmanis,144971,QB,RUTGERS,1,2.92,2.72,4.15,4.25,58,278,65.2,23,24,9.0,2.13,1,3,12.0,54.2,13,3,13.3,24,41.4,2,9,,67.8,68.0,73.3,67.5,,,0,0,26,0.0,93.8,0.0,0,0,0,0,1,2,7.7,188,7.8,81.8,22,26,7.2,3.48,2,2,7.1,69.2,18,14,0.0,34,58.6,0,8,,68.7,66.2,74.4,70.2,,52.7,0,1,36,28.6,88.3,11.8,4,4,0,2,1,1,2.8,198,7.6
E.J. Warner,156185,QB,FRESNO ST,1,2.44,2.24,3.04,4.7,57,169,73.5,34,35,8.9,1.9,1,3,8.1,65.7,23,4,8.0,35,61.4,2,13,,68.8,70.6,74.5,70.0,,,0,1,37,0.0,106.0,0.0,0,0,0,0,3,2,5.4,273,7.8,46.2,13,14,12.4,3.29,0,1,5.9,35.7,5,12,16.7,22,38.6,1,5,,26.0,52.9,73.1,58.6,,48.1,0,2,25,41.7,15.2,22.7,5,3,0,1,0,3,12.0,77,5.5
AJ Hairston,184157,QB,UMASS,1,3.0,2.82,3.75,5.9,54,216,78.9,19,19,6.5,2.02,0,0,0.0,73.7,14,3,6.7,19,35.2,1,6,,67.0,75.5,72.2,74.9,,,0,0,19,0.0,85.0,0.0,0,0,0,0,0,0,0.0,98,5.2,60.9,23,29,10.9,3.54,2,2,6.1,41.4,12,23,14.3,35,64.8,2,5,,31.3,59.3,74.7,61.5,,52.9,2,1,39,17.4,40.7,11.4,4,2,0,2,0,2,5.1,129,4.4
JC French IV,162521,QB,GA SOUTHRN,1,2.59,2.34,3.84,4.07,51,174,82.6,23,23,6.1,1.67,0,1,4.3,65.2,15,3,21.1,23,45.1,4,7,,67.5,65.1,72.8,64.7,,,0,1,23,0.0,60.6,0.0,0,0,0,0,0,1,4.3,123,5.3,52.6,19,20,19.5,3.34,0,3,13.6,45.0,9,14,10.0,28,54.9,1,9,,68.2,60.8,73.7,61.5,,57.7,0,2,30,35.7,72.9,17.9,5,3,0,1,2,2,6.7,190,9.5
Josh Hoover,127148,QB,TCU,1,2.41,2.36,3.0,4.4,51,305,70.4,27,28,6.4,1.75,1,2,7.1,53.6,15,1,21.1,28,54.9,4,7,,68.0,85.3,73.5,84.4,,,0,0,28,0.0,104.2,0.0,0,0,0,0,2,1,3.6,226,8.1,68.8,16,19,8.3,3.36,0,0,0.0,57.9,11,6,0.0,22,43.1,0,6,,67.6,50.4,0.0,48.8,,65.8,0,2,24,16.7,61.2,4.5,1,2,0,3,1,2,8.3,150,7.9
Drew Mestemaker,190616,QB,N TEXAS,1,2.63,2.58,2.8,5.0,50,251,83.3,24,25,5.2,1.91,1,0,0.0,72.0,18,4,10.0,26,52.0,2,10,,68.1,63.0,73.6,62.7,,,0,2,29,25.0,87.9,3.8,1,0,0,0,2,2,6.9,195,7.8,75.0,20,22,13.3,3.42,0,1,4.5,54.5,12,10,20.0,24,48.0,3,9,,67.6,76.4,73.0,73.8,,64.2,0,1,24,10.0,55.3,4.2,1,1,0,2,0,1,4.2,141,6.4
James Murphy,177426,QB,BROWN,1,2.41,2.36,2.6,3.9,49,123,79.3,29,29,5.3,1.79,0,0,0.0,79.3,23,4,0.0,30,61.2,0,11,,68.2,57.9,73.7,57.7,,,0,0,30,25.0,115.4,3.3,1,0,0,0,1,0,0.0,259,8.9,50.0,12,16,11.2,3.38,0,0,0.0,37.5,6,12,0.0,19,38.8,0,5,,67.0,55.7,72.2,53.0,,63.1,1,1,19,16.7,27.6,10.5,2,1,0,3,0,1,5.3,78,4.9
Drake Lindsey,184727,QB,MINNESOTA,1,2.69,2.46,4.55,6.1,49,225,60.0,25,26,7.6,1.98,0,0,0.0,53.8,14,8,6.7,26,53.1,1,7,,67.8,61.3,73.3,61.0,,,0,0,26,0.0,88.3,0.0,0,0,0,1,1,1,3.8,178,6.8,38.9,18,19,11.0,3.5,0,0,0.0,36.8,7,10,0.0,23,46.9,0,6,,67.8,53.2,73.3,52.2,,60.8,1,1,26,20.0,40.9,8.7,2,2,0,0,1,1,3.8,54,2.8
