player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Collin Schlee,98025,QB,KENT STATE,1,2.83,2.54,4.43,4.28,44,201,81.8,22,22,7.5,1.96,0,2,8.7,68.2,15,2,16.7,23,52.3,3,10,,,,,25.6,89.4,73.0,,88.4,,,,,,0,0,24,50.0,117.2,4.3,1,0,0,0,1,1,4.2,228,10.4,75.0,12,15,15.3,3.78,1,0,0.0,60.0,9,6,0.0,21,47.7,0,10,,,,,25.6,73.9,73.0,,60.8,,,79.9,,,0,0,24,33.3,99.3,9.5,2,4,0,2,0,1,4.2,170,11.3
Matthew McKay,60485,QB,ELON,1,3.09,2.87,3.05,4.7,44,162,85.7,14,15,10.3,1.91,1,0,0.0,80.0,12,4,0.0,15,34.1,0,7,,,,,66.8,79.3,72.0,,78.5,,,,,,0,0,18,0.0,125.0,0.0,0,0,0,0,1,0,0.0,130,8.7,57.1,14,20,15.6,3.7,0,3,15.0,40.0,8,21,0.0,29,65.9,0,5,,,,,68.2,59.6,73.7,,58.4,,,61.0,,,0,0,30,19.0,108.8,13.8,4,5,0,6,2,2,6.7,192,9.6
Kyle Vantrease,55029,QB,GA SOUTHRN,1,2.28,2.26,2.9,,44,174,72.4,29,29,4.9,1.84,0,0,0.0,72.4,21,4,0.0,29,65.9,0,12,,,,,68.2,49.3,73.7,,49.2,,,,,,0,1,30,0.0,84.6,0.0,0,0,0,0,1,1,3.3,174,6.0,50.0,12,14,17.7,3.12,0,2,13.3,35.7,5,10,16.7,15,34.1,1,4,,,,,66.5,55.5,71.6,,55.4,,,,,,0,0,16,10.0,88.4,6.7,1,0,0,2,1,1,6.3,110,7.9
Chevan Cordeiro,75886,QB,S JOSE ST,1,2.86,2.51,3.8,5.06,44,285,77.3,22,23,8.1,1.94,1,2,8.0,65.2,15,5,11.8,23,52.3,2,10,,,,,67.7,89.6,73.1,,88.6,,,,,,0,0,25,0.0,104.1,0.0,0,0,0,0,1,0,0.0,183,8.0,54.5,11,14,15.1,3.87,0,1,6.3,42.9,6,13,0.0,21,47.7,0,5,,,,,25.2,54.0,72.8,,57.7,,,53.6,,,1,0,23,15.4,76.8,9.5,2,5,0,2,0,1,4.3,131,9.4
DJ Irons,145585,QB,AKRON,1,2.93,2.64,3.37,4.28,44,102,82.4,17,17,4.6,1.89,0,0,0.0,82.4,14,4,0.0,18,40.9,0,8,,,,,67.1,81.2,72.4,,80.5,,,,,,0,0,20,25.0,113.5,5.6,1,0,0,0,1,0,0.0,111,6.5,50.0,14,16,19.6,3.64,0,2,11.1,37.5,6,20,14.3,26,59.1,1,6,,,,,26.7,42.6,73.5,,36.0,,,66.5,,,0,1,28,25.0,76.3,19.2,5,5,0,2,2,2,7.1,113,7.1
Pierce Holley,108981,QB,GEORGETOWN,1,2.45,2.39,3.2,4.1,44,172,80.8,26,26,5.2,2.02,0,1,3.8,69.2,18,3,14.3,26,59.1,3,8,,,,,67.8,67.1,73.3,,66.7,,,,,,0,1,26,0.0,110.7,0.0,0,0,0,0,3,0,0.0,178,6.8,66.7,15,16,13.5,3.07,0,1,6.3,62.5,10,7,0.0,18,40.9,0,8,,,,,66.8,62.0,72.0,,58.8,,,64.1,,,0,0,18,14.3,112.5,5.6,1,1,0,1,1,1,5.6,144,9.0
Michael Brescia,149295,QB,COLGATE,1,2.86,2.72,,4.77,44,142,77.8,18,18,5.8,2.12,0,0,0.0,66.7,12,7,14.3,18,40.9,2,5,,,,,66.8,60.1,72.0,,59.8,,,,,,0,0,18,0.0,79.6,0.0,0,0,0,0,0,0,0.0,95,5.3,44.4,18,23,19.4,3.38,0,2,8.3,30.4,7,9,12.5,26,59.1,1,8,,,,,67.9,40.8,73.4,,36.8,,,65.4,,,0,1,27,0.0,27.4,0.0,0,3,0,5,0,3,11.1,100,4.3
Blake Stenstrom,82106,QB,PRINCETON,1,2.75,2.45,4.03,5.65,44,272,78.6,14,16,6.3,1.74,2,0,0.0,62.5,10,0,9.1,16,36.4,1,4,,,,,66.8,65.2,72.0,,64.8,,,,,,0,0,18,,81.5,0.0,0,0,0,0,0,0,0.0,105,6.6,87.5,16,19,7.8,3.46,0,0,0.0,57.9,11,15,21.4,27,61.4,3,10,,,,,67.9,72.0,73.4,,66.8,,,70.7,,,2,0,27,40.0,101.2,22.2,6,2,0,1,1,0,0.0,152,8.0
Frank Harris,60586,QB,UTSA,1,2.42,2.04,3.63,4.95,43,331,77.8,27,29,8.3,1.76,2,2,6.9,72.4,21,2,0.0,29,67.4,0,13,,,,,68.1,64.8,73.6,,64.4,,,,,,0,3,29,0.0,89.2,0.0,0,0,0,0,2,2,6.9,302,10.4,85.7,7,7,13.0,3.79,0,0,0.0,85.7,6,9,0.0,14,32.6,0,8,,,,,66.5,70.1,71.6,,61.4,,,71.6,,,0,0,16,33.3,118.8,21.4,3,4,0,0,0,0,0.0,112,16.0
Caleb Williams,144622,QB,USC,1,3.03,2.71,2.4,5.54,43,326,78.9,19,19,2.7,1.72,0,0,0.0,73.7,14,4,6.7,20,46.5,1,6,,,,,67.1,56.0,72.4,,55.8,,,,,,0,1,20,25.0,88.3,5.0,1,0,0,0,1,1,5.0,133,7.0,92.9,14,18,12.7,4.18,0,1,5.0,72.2,13,13,0.0,23,53.5,0,16,,,,,26.0,92.3,73.1,,92.0,,,68.6,,,0,0,25,0.0,149.1,0.0,0,5,0,4,2,1,4.0,215,11.9
Clayton Tune,77652,QB,HOUSTON,1,3.54,3.07,4.35,5.69,43,182,81.8,11,11,4.3,1.87,0,1,9.1,81.8,9,2,0.0,11,25.6,0,6,,,,,65.6,88.4,70.4,,87.6,,,,,,0,0,11,0.0,131.3,0.0,0,0,0,0,2,0,0.0,66,6.0,82.4,17,21,9.4,4.25,1,1,4.8,57.1,12,13,14.3,31,72.1,2,8,,,,,28.3,63.6,74.0,,77.0,,,46.1,,,0,0,32,15.4,77.3,6.5,2,8,0,3,0,2,6.3,139,6.6
Taulia Tagovailoa,97271,QB,MARYLAND,1,2.78,2.67,4.5,5.6,43,215,89.5,19,20,3.9,1.85,1,0,0.0,85.0,17,1,0.0,20,46.5,0,8,,,,,67.2,78.9,72.5,,78.2,,,,,,0,0,21,0.0,110.0,0.0,0,0,0,0,1,0,0.0,128,6.4,75.0,20,21,10.5,3.6,0,0,0.0,71.4,15,6,0.0,23,53.5,0,8,,,,,67.5,76.7,72.8,,78.3,,,57.3,,,0,0,23,16.7,98.5,4.3,1,1,0,1,0,0,0.0,186,8.9
Nate Hayden,162247,QB,PRESBYTERN,1,2.93,2.44,3.76,4.84,43,271,72.2,18,18,2.3,1.76,0,0,0.0,66.7,12,4,7.7,18,41.9,1,4,,,,,67.0,65.5,72.2,,65.1,,,,,,0,0,19,0.0,77.1,0.0,0,0,0,0,0,1,5.3,84,4.7,38.5,13,13,20.2,3.77,0,1,7.1,30.8,4,15,20.0,25,58.1,1,3,,,,,67.8,59.7,73.3,,50.2,,,73.2,,,0,1,26,46.7,22.9,28.0,7,5,0,0,0,1,3.8,85,6.5
Holton Ahlers,77651,QB,E CAROLINA,1,2.08,2.02,1.8,4.7,43,156,78.8,33,33,8.5,1.76,0,3,8.8,78.8,26,3,0.0,34,79.1,0,19,,,,,68.6,84.4,74.3,,83.4,,,,,,0,0,35,33.3,156.1,2.9,1,0,0,0,5,0,0.0,395,12.0,71.4,7,8,9.4,3.28,0,0,0.0,62.5,5,4,0.0,9,20.9,0,3,,,,,65.4,77.3,70.1,,73.1,,,64.3,,,1,0,10,0.0,130.2,0.0,0,1,0,0,1,0,0.0,70,8.8
Robby Ashford,131702,QB,AUBURN,1,2.54,2.37,4.75,3.55,42,115,64.0,25,25,4.5,1.73,0,1,3.8,56.0,14,3,12.5,25,59.5,2,5,,,,,67.8,61.3,73.3,,61.0,,,,,,0,1,26,0.0,56.3,0.0,0,0,0,0,0,0,0.0,145,5.8,55.6,9,13,21.3,3.73,1,0,0.0,38.5,5,10,0.0,17,40.5,0,5,,,,,22.9,39.6,72.3,,42.2,,,52.8,,,1,0,18,20.0,125.8,11.8,2,2,0,2,2,3,16.7,192,14.8
Brennan Armstrong,77696,QB,VIRGINIA,1,2.93,2.59,3.2,5.95,42,335,78.6,14,16,3.9,1.73,2,1,5.6,56.3,9,2,18.2,16,38.1,2,3,,,,,66.8,56.1,72.0,,55.9,,,,,,0,0,18,0.0,84.9,0.0,0,0,0,0,1,0,0.0,58,3.6,82.4,17,21,11.8,3.67,3,0,0.0,47.6,10,16,28.6,26,61.9,4,9,,,,,67.8,81.8,73.3,,82.7,,,61.6,,,0,1,26,6.3,50.5,3.8,1,4,0,1,0,0,0.0,144,6.9
Jason Shelley,60581,QB,MO STATE,1,2.63,2.49,4.3,4.9,42,230,69.6,23,23,5.1,1.78,0,0,0.0,60.9,14,1,12.5,23,54.8,2,7,,,,,67.6,64.1,73.0,,63.7,,,,,,0,0,24,0.0,114.1,0.0,0,0,0,0,3,0,0.0,120,5.2,76.9,13,16,13.4,3.66,0,2,11.8,62.5,10,7,0.0,19,45.2,0,7,,,,,67.1,81.9,72.4,,78.9,,,64.3,,,0,0,20,28.6,94.0,10.5,2,1,0,3,0,1,5.0,153,9.6
Kurtis Rourke,97998,QB,OHIO,1,2.81,2.73,4.35,,41,259,75.0,16,18,6.8,1.95,0,0,0.0,66.7,12,4,0.0,18,43.9,0,4,,,,,66.8,56.7,72.0,,56.5,,,,,,1,0,18,0.0,79.2,0.0,0,0,0,1,0,1,5.6,93,5.2,71.4,21,21,11.9,3.48,0,2,9.5,61.9,13,14,13.3,23,56.1,2,10,,,,,25.2,75.5,72.8,,74.8,,,,,,0,0,23,14.3,130.9,8.7,2,0,0,0,2,1,4.3,229,10.9
Brock Bagozzi,149648,QB,MARIST,1,2.45,2.37,2.5,5.2,41,213,75.0,28,28,6.6,2.04,0,1,3.4,64.3,18,5,14.3,28,68.3,3,8,,,,,68.1,72.0,73.6,,71.4,,,,,,0,1,29,0.0,111.3,0.0,0,0,0,0,3,0,0.0,234,8.4,50.0,10,11,11.8,3.32,0,0,0.0,45.5,5,7,0.0,13,31.7,0,2,,,,,66.0,39.6,71.0,,41.3,,,57.3,,,1,1,13,14.3,15.3,7.7,1,1,0,0,0,1,7.7,35,3.2
Chris Reynolds,60361,QB,CHARLOTTE,1,2.88,2.74,4.2,,41,136,77.8,18,18,5.3,1.88,0,0,0.0,77.8,14,6,0.0,18,43.9,0,11,,,,,67.4,73.3,72.7,,72.7,,,,,,0,0,22,0.0,141.2,0.0,0,0,0,0,3,0,0.0,151,8.4,56.3,16,19,19.5,3.66,0,1,5.0,36.8,7,17,22.2,23,56.1,2,6,,,,,25.9,58.1,73.0,,57.8,,,,,,0,1,24,23.5,71.4,17.4,4,0,0,3,1,2,8.3,196,10.3
Cam Ward,133244,QB,WASH STATE,1,2.86,2.81,4.8,,41,341,82.6,23,24,8.3,1.86,1,1,4.0,75.0,18,3,5.3,24,58.5,1,10,,,,,67.7,87.5,73.1,,86.5,,,,,,0,0,25,0.0,144.1,0.0,0,0,0,0,3,0,0.0,230,9.6,69.2,13,16,14.6,4.27,0,0,0.0,56.3,9,8,0.0,17,41.5,0,6,,,,,66.8,41.1,72.0,,41.3,,,,,,0,2,18,12.5,38.8,5.9,1,0,0,3,0,2,11.1,113,7.1
Emory Jones,82111,QB,ARIZONA ST,1,2.8,2.41,3.24,5.43,41,110,100.0,16,16,4.1,1.89,0,0,0.0,93.8,15,4,6.3,17,41.5,1,5,,,,,66.8,84.4,72.0,,83.7,,,,,,0,0,18,25.0,93.8,5.9,1,0,0,0,0,0,0.0,104,6.5,53.3,15,16,14.5,3.45,0,1,5.6,50.0,8,16,0.0,24,58.5,0,8,,,,,67.8,59.4,73.3,,52.8,,,70.5,,,1,1,26,25.0,74.7,16.7,4,4,0,0,1,2,7.7,139,8.7
Cade Sexauer,111800,QB,STTHOM,1,2.48,2.34,2.3,5.0,40,1129,61.1,18,19,7.7,1.84,1,1,4.8,57.9,11,3,0.0,20,50.0,0,6,,,,,67.2,60.3,72.7,,60.1,,,,,,0,1,22,33.3,44.6,5.0,1,0,0,0,0,1,4.5,74,3.9,41.2,17,18,21.5,3.11,0,3,15.0,38.9,7,2,0.0,20,50.0,0,8,,,,,67.4,63.4,72.7,,62.9,,,60.8,,,0,0,22,0.0,104.9,0.0,0,2,0,1,2,1,4.5,144,8.0
Victor Gabalis,131932,QB,UTAHTC,1,2.76,2.54,3.75,5.65,40,1285,50.0,18,20,10.1,1.89,0,0,0.0,40.0,8,4,11.1,20,50.0,1,3,,,,,67.5,42.5,72.8,,42.7,,,,,,0,0,23,0.0,48.3,0.0,0,0,0,2,0,1,4.3,62,3.1,60.0,10,16,14.3,3.63,1,1,6.3,25.0,4,10,33.3,20,50.0,2,2,,,,,67.1,53.6,72.4,,52.7,,,60.5,,,0,1,20,20.0,16.7,10.0,2,2,0,5,0,1,5.0,60,3.8
Preston Hutchinson,60370,QB,CHATTNOOGA,1,2.42,2.13,3.17,4.25,40,137,72.7,22,23,8.1,1.83,1,1,4.2,65.2,15,4,6.3,23,57.5,1,9,,,,,67.6,76.6,73.0,,75.9,,,,,,0,0,24,0.0,95.4,0.0,0,0,0,0,1,0,0.0,135,5.9,60.0,10,10,22.3,3.22,0,3,30.0,50.0,5,7,16.7,17,42.5,1,6,,,,,66.8,72.0,72.0,,79.5,,,54.0,,,0,1,18,42.9,40.0,17.6,3,4,0,0,0,1,5.6,86,8.6
Gunner Talkington,60371,QB,E WASHGTON,1,2.59,2.46,4.05,4.3,40,161,77.3,22,22,5.1,2.0,0,1,4.5,68.2,15,4,11.8,22,55.0,2,8,,,,,67.4,73.4,72.7,,72.8,,,,,,0,0,22,0.0,83.1,0.0,0,0,0,0,0,0,0.0,128,5.8,71.4,14,15,11.6,3.31,0,1,6.7,60.0,9,6,10.0,18,45.0,1,7,,,,,22.9,77.1,72.0,,73.9,,,64.3,,,0,0,18,33.3,107.6,11.1,2,1,0,1,1,1,5.6,120,8.0
Ethan Grady,149266,QB,BUCKNELL,1,2.52,2.52,,,40,125,70.0,20,21,4.9,2.03,1,0,0.0,61.9,13,3,7.1,21,52.5,1,5,,,,,67.4,57.0,72.7,,56.8,,,,,,0,1,22,0.0,55.7,0.0,0,0,0,0,0,1,4.5,110,5.2,47.1,17,19,9.8,3.05,0,0,0.0,36.8,7,7,12.5,19,47.5,1,5,,,,,67.1,54.8,72.4,,54.7,,,,,,1,2,20,0.0,12.7,0.0,0,0,0,1,0,1,5.0,89,4.7
Max Brosmer,105568,QB,NEW HAMP,1,2.47,2.31,3.33,,40,240,81.0,21,23,2.9,1.91,2,0,0.0,73.9,17,6,0.0,25,62.5,0,5,,,,,67.7,62.3,73.1,,61.9,,,,,,0,1,25,33.3,82.2,8.0,2,0,0,0,1,0,0.0,122,5.3,60.0,10,11,11.3,3.39,0,0,0.0,45.5,5,10,16.7,15,37.5,1,3,,,,,11.2,26.6,71.6,,26.8,,,,,,0,1,16,40.0,16.9,26.7,4,0,0,1,0,3,18.8,39,3.5
Sam Hartman,77618,QB,WAKE,1,2.91,2.78,3.33,4.4,40,339,92.3,13,13,5.1,2.23,0,0,0.0,76.9,10,4,16.7,14,35.0,2,5,,,,,66.4,67.9,71.4,,67.5,,,,,,0,0,15,25.0,120.4,7.1,1,0,0,0,1,0,0.0,89,6.8,60.0,20,21,12.2,3.28,1,1,4.3,57.1,12,11,0.0,26,65.0,0,13,,,,,68.0,69.1,73.5,,68.4,,,61.6,,,0,0,28,27.3,94.5,11.5,3,2,0,0,1,0,0.0,146,7.0
Ian Corwin,109017,QB,DRAKE,1,3.43,3.24,3.7,4.75,40,153,70.0,10,10,2.9,1.94,0,0,0.0,70.0,7,3,0.0,11,27.5,0,3,,,,,65.6,64.9,70.4,,64.6,,,,,,0,0,11,33.3,73.8,9.1,1,0,0,0,0,0,0.0,32,3.2,45.5,22,23,16.0,3.99,0,2,8.7,43.5,10,12,0.0,29,72.5,0,8,,,,,68.1,61.6,73.6,,53.4,,,75.9,,,0,1,29,16.7,72.6,6.9,2,4,0,1,2,2,6.9,129,5.6
Davius Richard,109077,QB,NC CENT,1,2.72,2.33,4.5,6.03,40,247,94.4,18,18,4.4,1.79,0,0,0.0,72.2,13,1,23.5,18,45.0,4,7,,,,,67.1,58.7,72.4,,58.4,,,,,,0,0,20,0.0,110.0,0.0,0,0,0,0,1,0,0.0,126,7.0,53.3,15,17,20.1,3.47,1,4,21.1,47.1,8,11,0.0,22,55.0,0,6,,,,,67.6,75.7,73.0,,81.1,,,51.5,,,1,2,24,18.2,61.0,9.1,2,3,0,0,1,2,8.3,162,9.5
Ryan Hilinski,71295,QB,NWESTERN,1,2.31,2.2,3.1,5.4,39,256,55.0,20,22,4.7,1.84,2,0,0.0,36.4,8,3,27.3,22,56.4,3,1,,,,,67.4,42.0,72.7,,42.0,,,,,,0,0,22,0.0,44.9,0.0,0,0,0,0,0,1,4.5,59,2.7,53.3,15,15,13.6,2.91,0,1,6.7,46.7,7,8,12.5,17,43.6,1,6,,,,,66.5,57.8,71.8,,61.1,,,56.4,,,0,1,17,12.5,77.4,5.9,1,1,0,0,1,2,11.8,151,10.1
Doug Brumfield,128348,QB,UNLV,1,2.86,2.43,5.0,5.38,39,325,87.5,16,18,4.6,1.56,0,1,5.3,72.2,13,2,7.1,18,46.2,1,5,,,,,67.0,88.8,72.2,,88.0,,,,,,2,1,19,0.0,61.6,0.0,0,0,0,0,0,0,0.0,97,5.4,78.6,14,15,10.4,3.98,0,1,6.7,73.3,11,7,0.0,21,53.8,0,7,,,,,67.2,76.2,72.5,,81.0,,,56.3,,,0,0,21,28.6,99.6,9.5,2,4,0,1,0,0,0.0,131,8.7
Grayson McCall,98002,QB,COAST CAR,1,2.71,2.58,3.05,3.97,39,141,68.8,16,16,5.9,1.83,0,0,0.0,68.8,11,1,0.0,16,41.0,0,3,,,,,22.9,44.2,72.0,,44.2,,,,,,0,0,18,0.0,83.6,0.0,0,0,0,0,0,1,5.6,93,5.8,72.2,18,18,13.8,3.32,0,2,10.5,66.7,12,7,7.7,23,59.0,1,11,,,,,67.6,89.0,73.0,,87.1,,,66.7,,,0,0,24,28.6,149.3,8.7,2,3,0,0,3,0,0.0,242,13.4
Hajj-Malik Williams,102348,QB,CAMPBELL,1,2.57,2.24,3.97,5.9,38,131,87.5,24,24,7.1,1.77,0,1,4.0,79.2,19,2,9.5,25,65.8,2,12,,,,,67.7,85.7,73.3,,84.7,,,,,,0,0,26,50.0,99.5,4.0,1,0,0,0,0,0,0.0,189,7.9,37.5,8,9,23.4,4.09,0,2,22.2,33.3,3,9,0.0,13,34.2,0,3,,,,,66.2,73.5,71.2,,65.5,,,71.6,,,0,0,14,22.2,57.2,15.4,2,2,0,1,0,1,7.1,59,6.6
Jeremiah Oatsvall,54990,QB,TENN TECH,1,2.66,2.51,3.85,4.1,38,309,73.7,19,19,4.1,1.83,0,0,0.0,68.4,13,3,7.1,19,50.0,1,5,,,,,67.0,53.7,72.2,,53.6,,,,,,0,0,19,0.0,118.3,0.0,0,0,0,0,1,1,5.3,190,10.0,42.9,14,15,17.8,3.49,0,0,0.0,40.0,6,7,0.0,19,50.0,0,3,,,,,67.1,45.6,72.4,,47.7,,,54.4,,,0,1,20,28.6,48.2,10.5,2,2,0,1,1,0,0.0,66,4.4
Shon Mitchell,60610,QB,CENT CT ST,1,2.48,2.48,,,38,133,66.7,18,19,6.9,1.8,1,0,0.0,57.9,11,6,8.3,19,50.0,1,4,,,,,67.1,66.5,72.4,,66.1,,,,,,0,1,20,0.0,51.0,0.0,0,0,0,0,0,0,0.0,103,5.4,33.3,18,19,18.9,3.17,0,1,5.3,26.3,5,11,16.7,19,50.0,1,5,,,,,67.0,51.0,72.2,,51.1,,,,,,0,1,19,0.0,24.9,0.0,0,0,0,1,0,2,10.5,90,4.7
Charlie Dean,108990,QB,HARVARD,1,2.74,2.6,1.95,5.9,38,179,70.6,17,17,7.1,1.88,0,1,5.3,70.6,12,3,0.0,19,50.0,0,8,,,,,24.3,64.0,72.5,,63.6,,,,,,0,0,21,66.7,94.7,10.5,2,0,0,0,0,1,4.8,138,8.1,43.8,16,17,20.3,3.59,0,2,11.1,41.2,7,8,0.0,19,50.0,0,5,,,,,67.1,54.1,72.4,,57.3,,,52.7,,,0,0,20,0.0,86.4,0.0,0,2,0,1,1,1,5.0,124,7.3
Jack Plummer,83543,QB,CAL,1,2.72,2.63,2.65,5.8,38,130,71.4,14,14,7.6,1.72,0,0,0.0,64.3,9,1,10.0,14,36.8,1,3,,,,,66.4,78.1,71.4,,77.5,,,,,,0,0,15,0.0,71.7,0.0,0,0,0,0,0,0,0.0,54,3.9,88.2,17,19,11.3,3.3,0,1,5.3,73.7,14,16,6.7,24,63.2,1,6,,,,,67.7,81.1,73.1,,81.2,,,61.3,,,1,0,25,25.0,111.3,16.7,4,1,0,1,0,1,4.0,218,11.5
Jake Willcox,148649,QB,BROWN,1,2.92,2.41,5.5,4.48,38,123,77.8,18,18,5.1,1.86,0,2,10.5,66.7,12,4,14.3,18,47.4,2,5,,,,,67.0,69.9,72.2,,69.5,,,,,,0,3,19,0.0,40.5,0.0,0,0,0,0,0,1,5.3,97,5.4,81.8,11,12,6.1,3.88,0,0,0.0,75.0,9,9,0.0,20,52.6,0,4,,,,,67.4,62.6,72.7,,64.0,,,58.8,,,0,0,22,33.3,84.7,15.0,3,5,0,1,0,0,0.0,58,4.8
Joe Fagnano,104768,QB,MAINE,1,2.26,2.26,,,38,212,83.3,18,19,3.4,1.63,1,0,0.0,78.9,15,3,0.0,19,50.0,0,5,,,,,67.1,59.5,72.4,,59.3,,,,,,0,0,20,0.0,104.2,0.0,0,0,0,0,1,0,0.0,91,4.8,68.8,16,19,11.8,2.88,1,0,0.0,47.4,9,8,18.2,19,50.0,2,5,,,,,67.0,42.2,72.2,,42.4,,,,,,2,1,19,0.0,60.0,0.0,0,0,0,0,1,2,10.5,104,5.5
Trae Self,103962,QB,STF AUSTIN,1,2.7,2.66,2.0,3.4,38,301,80.0,15,15,4.3,1.58,0,1,6.7,80.0,12,2,0.0,16,42.1,0,5,,,,,21.8,76.8,71.6,,76.3,,,,,,0,0,16,50.0,92.8,6.3,1,0,0,0,0,2,12.5,94,6.3,53.3,15,19,22.6,3.52,0,2,10.0,26.3,5,14,37.5,22,57.9,3,4,,,,,25.5,57.6,72.8,,57.3,,,59.7,,,0,1,23,0.0,54.5,0.0,0,3,0,4,1,1,4.3,145,7.6
E.J. Warner,156185,QB,TEMPLE,1,2.23,2.18,,4.0,38,306,64.3,28,28,7.4,1.93,0,1,3.4,57.1,16,6,11.1,28,73.7,2,5,,,,,68.1,70.5,73.6,,69.9,,,,,,0,1,29,0.0,64.9,0.0,0,0,0,0,0,0,0.0,202,7.2,22.2,9,9,10.8,3.08,0,0,0.0,22.2,2,5,0.0,10,26.3,0,2,,,,,65.4,22.6,70.1,,22.9,,,57.3,,,0,2,10,0.0,7.4,0.0,0,1,0,0,0,3,30.0,43,4.8
Tanner Morgan,55239,QB,MINNESOTA,1,3.1,2.96,2.95,4.73,38,225,60.0,10,10,5.7,2.13,0,0,0.0,60.0,6,3,0.0,11,28.9,0,1,,,,,65.6,45.3,70.4,,45.4,,,,,,0,1,11,33.3,25.0,9.1,1,0,0,0,0,1,9.1,30,3.0,68.2,22,23,12.3,3.5,0,0,0.0,52.2,12,10,20.0,27,71.1,3,9,,,,,27.4,58.5,73.5,,63.2,,,48.9,,,0,2,28,10.0,50.5,3.7,1,3,0,1,0,2,7.1,227,9.9
Cole Snyder,97617,QB,BUFFALO,1,2.48,2.26,3.8,4.53,38,126,72.7,22,23,9.5,1.87,0,1,4.2,69.6,16,5,0.0,23,60.5,0,10,,,,,67.6,70.5,73.0,,69.9,,,,,,1,1,24,0.0,87.6,0.0,0,0,0,0,1,2,8.3,172,7.5,37.5,8,11,15.9,3.41,0,0,0.0,18.2,2,6,33.3,15,39.5,1,1,,,,,21.3,28.5,71.4,,29.6,,,48.9,,,0,0,15,16.7,39.6,6.7,1,3,0,3,0,2,13.3,14,1.3
Graham Mertz,97994,QB,WISCONSIN,1,3.18,3.07,3.4,5.6,38,349,66.7,9,9,19.0,2.07,0,3,30.0,44.4,4,2,33.3,9,23.7,2,2,,,,,65.4,94.3,70.1,,93.9,,,,,,0,1,10,0.0,67.6,0.0,0,0,0,0,1,0,0.0,67,7.4,66.7,21,23,10.6,3.52,0,1,4.2,56.5,13,14,7.1,29,76.3,1,7,,,,,68.3,65.0,73.9,,66.1,,,57.3,,,0,1,31,35.7,56.3,17.2,5,1,0,2,0,0,0.0,139,6.0
Owen McCown,157688,QB,COLORADO,1,3.08,2.86,4.47,3.75,37,143,57.1,14,16,3.4,1.84,2,0,0.0,50.0,8,7,0.0,17,45.9,0,4,,,,,66.7,52.2,72.0,,52.1,,,,,,0,0,18,14.3,70.8,5.9,1,0,0,0,0,0,0.0,104,6.5,53.8,13,14,14.3,4.15,0,1,7.1,42.9,6,10,14.3,20,54.1,1,3,,,,,67.1,52.0,72.4,,59.2,,,48.2,,,0,0,20,20.0,86.0,10.0,2,4,0,1,1,1,5.0,82,5.9
Dorian Thompson-Robinson,83574,QB,UCLA,1,2.64,2.4,4.5,4.63,37,324,78.6,14,17,2.8,1.8,2,0,0.0,64.7,11,3,0.0,17,45.9,0,7,,,,,66.7,58.9,71.8,,58.6,,,,,,0,0,17,0.0,86.9,0.0,0,0,0,1,0,0,0.0,126,7.4,92.9,14,16,8.9,3.35,0,0,0.0,81.3,13,10,0.0,20,54.1,0,11,,,,,67.1,90.3,72.4,,84.4,,,74.9,,,1,0,20,10.0,155.2,5.0,1,3,0,1,3,0,0.0,188,11.8
