player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Ren Hefley,101621,QB,PRESBYTERN,1,2.43,2.15,3.34,4.42,83,271,77.1,48,49,6.8,1.79,0,3,5.7,69.4,34,9,8.1,50,60.2,3,18,,69.9,69.4,75.9,68.8,,,0,2,54,11.1,114.3,2.0,1,0,0,1,5,2,3.7,440,9.0,61.1,18,19,11.8,3.38,0,1,4.3,47.4,9,18,18.2,33,39.8,2,7,,68.8,61.9,74.5,52.0,,79.0,0,1,37,50.0,81.3,27.3,9,5,0,1,2,1,2.7,121,6.4
Cole Kelley,39945,QB,SE LA,1,2.53,2.32,3.67,4.37,76,294,90.0,40,41,6.9,1.94,1,0,0.0,82.9,34,7,5.6,41,53.9,2,25,,69.1,78.5,74.9,77.6,,,0,0,42,0.0,121.1,0.0,0,0,0,0,2,0,0.0,376,9.2,75.0,24,26,14.1,3.22,0,1,3.6,61.5,16,14,11.1,35,46.1,2,11,,68.8,85.3,74.5,88.6,,58.0,1,0,37,21.4,109.6,8.6,3,6,0,1,1,0,0.0,271,10.4
Carson Strong,83524,QB,NEVADA,1,2.56,2.49,3.08,4.7,63,239,78.1,32,32,3.8,1.64,0,2,6.3,78.1,25,4,0.0,32,50.8,0,10,,68.4,69.8,74.0,69.3,,,0,1,32,0.0,88.9,0.0,0,0,0,0,1,2,6.3,191,6.0,75.0,16,24,8.3,3.62,0,0,0.0,50.0,12,21,0.0,30,47.6,0,6,,68.3,48.3,73.9,51.0,,52.7,1,1,31,19.0,47.9,13.3,4,2,0,7,0,1,3.2,124,5.2
Brett Gabbert,97404,QB,MIAMI OH,1,2.98,2.79,5.3,4.33,62,221,54.2,24,25,10.2,2.06,1,0,0.0,52.0,13,2,0.0,25,40.3,0,7,,68.0,65.9,73.5,65.5,,,0,0,28,0.0,103.4,0.0,0,0,0,0,2,0,0.0,188,7.5,74.1,27,30,14.8,3.6,0,1,3.2,63.3,19,16,5.0,37,59.7,1,14,,68.9,68.4,74.6,73.2,,51.4,1,1,38,6.3,116.5,2.7,1,6,0,2,3,3,7.9,304,10.1
Taulia Tagovailoa,97271,QB,MARYLAND,1,2.72,2.71,3.15,,61,215,93.5,31,31,3.8,1.9,0,0,0.0,93.5,29,0,0.0,31,50.8,0,9,,68.5,74.1,74.2,73.5,,,0,0,34,,107.4,0.0,0,0,0,0,1,0,0.0,223,7.2,75.0,24,28,10.1,3.58,0,0,0.0,46.4,13,8,27.8,30,49.2,5,8,,28.3,60.4,74.0,60.1,,,1,1,32,25.0,47.6,6.7,2,0,0,3,0,3,9.4,146,5.2
Connor Sampson,33374,QB,W ILLINOIS,1,3.47,3.12,4.26,6.26,61,345,83.3,18,19,5.0,1.98,1,0,0.0,73.7,14,2,6.7,19,31.1,1,9,,67.0,65.3,72.2,65.0,,,0,1,19,0.0,92.2,0.0,0,0,0,0,1,1,5.3,151,7.9,60.0,30,32,11.0,4.15,0,2,6.1,46.9,15,15,16.7,42,68.9,3,9,,69.2,55.7,75.2,60.9,,47.1,0,1,43,33.3,66.0,11.9,5,5,0,2,1,3,7.0,211,6.6
Seth Henigan,144267,QB,MEMPHIS,1,2.42,2.22,2.7,4.78,61,218,77.8,36,37,9.7,1.99,0,4,10.3,73.0,27,11,3.6,39,63.9,1,16,,69.1,69.7,74.9,69.1,,,1,1,41,18.2,96.7,5.1,2,0,0,0,1,1,2.4,320,8.6,50.0,16,16,16.7,3.19,0,0,0.0,43.8,7,10,12.5,22,36.1,1,5,,25.5,32.8,72.8,32.9,,54.9,0,0,23,20.0,78.1,9.1,2,4,0,0,1,3,13.0,72,4.5
Parker McKinney,82109,QB,E KENTUCKY,1,2.48,2.14,,4.6,60,159,74.4,39,41,6.5,1.85,2,1,2.4,65.9,27,10,6.9,41,68.3,2,7,,69.1,52.7,74.9,52.6,,,0,2,42,0.0,66.8,0.0,0,0,0,0,1,2,4.8,217,5.3,57.1,7,9,11.1,4.03,0,0,0.0,33.3,3,14,25.0,18,30.0,1,9,,67.0,73.5,72.2,56.2,,75.0,0,0,19,0.0,55.8,0.0,0,9,0,2,0,0,0.0,56,6.2
Sam Hartman,77618,QB,WAKE,1,3.3,3.1,4.5,4.62,59,339,70.6,17,19,8.5,2.24,2,2,10.5,52.6,10,0,16.7,19,32.2,2,8,,67.0,55.0,72.2,54.9,,,0,1,19,,85.4,0.0,0,0,0,0,2,1,5.3,120,6.3,63.0,27,32,16.5,3.8,1,4,12.1,46.9,15,16,11.8,40,67.8,2,13,,69.1,86.4,74.9,81.4,,73.9,1,1,41,12.5,95.6,5.0,2,6,0,3,3,1,2.4,278,8.7
Rocky Lombardi,60452,QB,N ILLINOIS,1,2.47,2.41,6.0,,58,254,74.2,31,31,6.1,1.81,0,1,3.2,61.3,19,1,17.4,31,53.4,4,12,,68.3,76.1,73.9,75.4,,,0,0,31,0.0,84.2,0.0,0,0,0,0,0,0,0.0,231,7.5,72.0,25,26,13.0,3.23,0,2,7.4,53.8,14,4,22.2,27,46.6,4,10,,68.0,77.6,73.5,76.8,,,0,0,28,25.0,132.7,3.7,1,0,0,1,3,0,0.0,295,11.3
