player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Garrett Bass-Sulpizio,171137,QB,CORNELL,1,2.64,2.43,3.13,3.93,58,147,70.6,34,34,8.1,1.96,0,3,8.3,67.6,23,2,4.2,36,62.1,1,14,,68.9,75.0,74.6,73.2,,63.1,0,0,38,50.0,88.2,2.8,1,1,0,0,0,0,0.0,243,7.1,35.7,14,14,19.3,3.77,0,1,6.7,35.7,5,7,0.0,22,37.9,0,8,,67.5,56.3,72.8,52.1,,63.9,0,0,23,28.6,62.5,9.1,2,6,0,0,0,0,0.0,103,7.4
AJ Hairston,184157,QB,UMASS,1,2.89,2.72,4.7,4.13,57,216,72.2,18,21,7.8,2.0,1,0,0.0,47.6,10,5,23.1,21,36.8,3,3,,67.2,55.4,72.5,55.2,,,1,0,21,0.0,54.3,0.0,0,0,0,1,0,0,0.0,59,2.8,57.7,26,30,14.4,3.41,0,2,6.3,36.7,11,17,26.7,36,63.2,4,6,,69.3,52.7,74.7,50.8,,63.1,1,1,38,17.6,35.0,8.3,3,3,0,3,0,3,7.9,117,3.9
EJ Colson,190335,QB,INCAR WORD,1,2.87,2.54,4.0,4.19,57,189,84.0,25,26,4.0,1.87,0,0,0.0,76.9,20,2,4.8,27,47.4,1,7,,67.9,56.7,73.4,53.9,,64.0,1,0,27,0.0,85.7,0.0,0,1,0,0,0,0,0.0,122,4.7,55.6,18,19,18.5,3.78,1,3,15.8,47.4,9,13,10.0,30,52.6,1,7,,27.7,56.5,73.7,61.8,,52.0,0,1,30,23.1,102.3,10.0,3,8,0,0,2,2,6.7,217,11.4
James Murphy,177426,QB,BROWN,1,2.79,2.64,4.0,4.6,54,123,70.6,17,18,7.1,1.63,0,1,5.3,55.6,10,3,16.7,18,33.3,2,3,,67.0,53.2,72.2,53.1,,,1,1,19,0.0,43.1,0.0,0,0,0,0,0,1,5.3,77,4.3,78.6,28,31,13.5,3.37,0,2,6.3,67.7,21,9,4.5,36,66.7,1,13,,68.8,75.4,74.5,77.9,,52.9,1,0,37,33.3,132.1,8.3,3,2,0,2,2,1,2.7,394,12.7
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.66,2.51,2.85,4.38,54,224,82.8,29,30,6.4,1.89,1,0,0.0,76.7,23,2,4.2,30,55.6,1,12,,68.2,86.4,73.7,85.4,,,0,0,30,0.0,122.2,0.0,0,0,0,0,3,0,0.0,165,5.5,50.0,16,18,12.3,3.63,0,1,5.6,44.4,8,10,0.0,24,44.4,0,7,,16.4,28.1,73.0,29.2,,46.9,0,1,24,20.0,42.8,8.3,2,4,0,2,0,3,12.5,116,6.4
Drew Mestemaker,190616,QB,N TEXAS,1,2.45,2.4,2.57,4.2,53,251,87.5,32,33,3.6,1.79,1,0,0.0,81.8,27,4,3.6,34,64.2,1,19,,68.5,61.9,74.2,61.5,,,0,1,34,25.0,136.4,2.9,1,0,0,0,3,1,2.9,416,12.6,92.9,14,16,13.4,3.63,0,1,6.3,62.5,10,11,23.1,19,35.8,3,9,,23.4,88.7,72.2,91.5,,50.5,0,0,19,18.2,125.0,10.5,2,1,0,2,1,1,5.3,192,12.0
Arch Manning,173162,QB,TEXAS,1,2.61,2.43,3.4,4.85,53,311,76.9,26,29,5.7,1.93,2,0,0.0,65.5,19,4,5.0,29,54.7,1,11,,68.3,67.0,73.9,66.5,,,0,0,31,0.0,103.5,0.0,0,0,0,1,1,0,0.0,246,8.5,76.5,17,17,12.6,3.43,0,2,10.5,58.8,10,14,23.1,24,45.3,3,7,,67.8,85.7,73.3,80.8,,71.8,0,1,26,35.7,90.3,20.8,5,2,0,0,2,0,0.0,100,5.9
Grayson James,145214,QB,BOSTON COL,1,2.95,2.74,3.25,5.25,53,121,68.4,19,19,4.6,1.86,0,1,5.3,68.4,13,7,0.0,19,35.8,0,6,,67.0,55.5,72.2,55.3,,,0,1,19,0.0,80.8,0.0,0,0,0,0,1,1,5.3,119,6.3,45.8,24,28,14.8,3.55,1,1,3.4,35.7,10,20,9.1,34,64.2,1,9,,68.6,45.9,74.3,46.4,,56.5,0,1,35,10.0,59.4,5.9,2,4,0,3,2,4,11.4,125,4.5
Brendon Lewis,131687,QB,MEMPHIS,1,3.01,2.86,2.43,4.64,52,218,85.7,21,22,4.8,1.89,1,1,4.3,77.3,17,2,5.6,24,46.2,1,8,,67.7,64.6,73.1,64.2,,,0,0,25,100.0,122.0,8.3,2,0,0,0,2,2,8.0,133,6.0,62.5,16,22,11.6,3.97,2,1,4.2,45.5,10,9,0.0,28,53.8,0,11,,28.0,78.7,74.0,72.1,,72.7,1,0,32,11.1,72.9,3.6,1,5,0,3,0,1,3.1,174,7.9
Blake Shapen,122282,QB,MISS STATE,1,2.71,2.52,3.39,4.45,51,227,90.0,20,23,7.0,1.92,1,1,4.3,69.6,16,5,11.1,25,49.0,2,13,,67.7,78.2,73.1,77.5,,,1,0,25,40.0,126.9,8.0,2,0,0,1,2,0,0.0,209,9.1,75.0,16,19,6.8,3.48,0,0,0.0,52.6,10,15,16.7,26,51.0,2,6,,15.6,43.7,73.5,46.8,,51.6,0,0,28,33.3,118.8,19.2,5,2,0,3,2,2,7.1,172,9.1
